model,problem_id,W3,CCI,instance_contamination_score,contam_p75,contam_floor,cci_available,label
GPT-4o,WIS_018,0,0.3333333333333333,0.0,0.5,0.0,True,mixed
GPT-4o,WIS_019,0,0.3333333333333333,0.0,0.5,0.0,True,mixed
GPT-4o,WIS_020,0,0.3333333333333333,0.0,0.5,0.0,True,mixed
GPT-4o,WIS_021,0,,0.0,0.5,0.0,False,mixed
GPT-4o,WIS_022,0,,0.0,0.5,0.0,False,mixed
GPT-4o,WIS_023,0,0.3333333333333333,0.0,0.5,0.0,True,mixed
GPT-4o,WIS_024,0,0.3333333333333333,0.0,0.5,0.0,True,mixed
GPT-4o,WIS_025,0,0.3333333333333333,0.0,0.5,0.0,True,mixed
GPT-4o,WIS_026,0,0.3333333333333333,0.0,0.5,0.0,True,mixed
GPT-4o,WIS_027,0,0.3333333333333333,0.0,0.5,0.0,True,mixed
GPT-4o,WIS_028,0,0.3333333333333333,0.0,0.5,0.0,True,mixed
GPT-4o,WIS_029,0,0.3333333333333333,0.0,0.5,0.0,True,mixed
GPT-4o,WIS_030,0,,0.0,0.5,0.0,False,mixed
GPT-4o,WIS_031,0,,0.0,0.5,0.0,False,mixed
GPT-4o,WIS_032,0,,0.0,0.5,0.0,False,mixed
Llama,CC_01,0,0.0,0.0,0.5,0.0,True,mixed
Llama,CC_02,0,0.3333333333333333,0.0,0.5,0.0,True,mixed
Llama,CC_03,0,0.0,0.0,0.5,0.0,True,mixed
Llama,CC_031,0,,0.0,0.5,0.0,False,mixed
Llama,CC_032,0,,0.0,0.5,0.0,False,mixed
Llama,CC_033,0,,0.6875,0.5,0.0,False,ambiguous
Llama,CC_034,0,,0.0,0.5,0.0,False,mixed
Llama,CC_035,0,,0.6364,0.5,0.0,False,ambiguous
Llama,CC_036,0,,0.6667,0.5,0.0,False,ambiguous
Llama,CC_037,0,,0.5714,0.5,0.0,False,ambiguous
Llama,CC_038,0,,0.5556,0.5,0.0,False,ambiguous
Llama,CC_039,0,,0.0,0.5,0.0,False,mixed
Llama,CC_04,0,0.6666666666666666,0.0,0.5,0.0,True,mixed
Llama,CC_040,0,,0.0,0.5,0.0,False,mixed
Llama,CC_041,0,,0.0,0.5,0.0,False,mixed
Llama,CC_042,0,,0.5385,0.5,0.0,False,ambiguous
Llama,CC_043,0,,0.0,0.5,0.0,False,mixed
Llama,CC_044,0,,0.5,0.5,0.0,False,ambiguous
Llama,CC_045,0,,0.4545,0.5,0.0,False,ambiguous
Llama,CC_05,0,0.0,0.0,0.5,0.0,True,mixed
Llama,CC_06,0,0.0,0.0,0.5,0.0,True,mixed
Llama,CC_07,0,0.3333333333333333,0.0,0.5,0.0,True,mixed
Llama,CC_08,0,0.3333333333333333,0.0,0.5,0.0,True,mixed
Llama,CC_09,0,0.3333333333333333,0.0,0.5,0.0,True,mixed
Llama,CC_10,0,0.0,0.0,0.5,0.0,True,mixed
Llama,SP_001,0,,0.0,0.5,0.0,False,mixed
Llama,SP_002,0,,0.0,0.5,0.0,False,mixed
Llama,SP_003,0,0.0,0.0,0.5,0.0,True,mixed
Llama,SP_004,0,0.0,0.0,0.5,0.0,True,mixed
Llama,SP_005,0,0.0,0.0,0.5,0.0,True,mixed
Llama,SP_019,0,0.3333333333333333,0.5,0.5,0.0,True,ambiguous
Llama,SP_020,0,0.0,0.5,0.5,0.0,True,retrieval_consistent
Llama,SP_021,0,0.0,0.0,0.5,0.0,True,mixed
Llama,SP_023,0,0.0,0.5,0.5,0.0,True,retrieval_consistent
Llama,SP_024,0,0.3333333333333333,0.0,0.5,0.0,True,mixed
Llama,SP_026,0,0.3333333333333333,0.0,0.5,0.0,True,mixed
Llama,SP_027,0,0.3333333333333333,0.0,0.5,0.0,True,mixed
Llama,SP_028,0,0.3333333333333333,0.0,0.5,0.0,True,mixed
Llama,SP_029,0,0.3333333333333333,0.0,0.5,0.0,True,mixed
Llama,SP_030,0,0.3333333333333333,0.0,0.5,0.0,True,mixed
Llama,SP_031,0,,0.0,0.5,0.0,False,mixed
Llama,SP_032,0,,0.5833,0.5,0.0,False,ambiguous
Llama,SP_033,0,,0.5714,0.5,0.0,False,ambiguous
Llama,SP_034,0,,0.0,0.5,0.0,False,mixed
Llama,SP_035,0,,0.0,0.5,0.0,False,mixed
Llama,SP_036,0,,0.5714,0.5,0.0,False,ambiguous
Llama,SP_037,0,0.0,0.5,0.5,0.0,True,retrieval_consistent
Llama,SP_038,0,0.0,0.0,0.5,0.0,True,mixed
Llama,SP_039,0,0.0,0.0,0.5,0.0,True,mixed
Llama,SP_040,0,0.3333333333333333,0.0,0.5,0.0,True,mixed
Llama,SP_042,0,0.3333333333333333,0.0,0.5,0.0,True,mixed
Llama,SP_044,0,0.3333333333333333,0.0,0.5,0.0,True,mixed
Llama,SP_045,0,0.0,0.0,0.5,0.0,True,mixed
Llama,SP_046,0,0.0,0.0,0.5,0.0,True,mixed
Llama,SP_047,0,0.0,0.0,0.5,0.0,True,mixed
Llama,SP_048,0,0.3333333333333333,0.0,0.5,0.0,True,mixed
Llama,SP_049,0,,0.0,0.5,0.0,False,mixed
Llama,SP_050,0,,0.5,0.5,0.0,False,ambiguous
Llama,SP_051,0,,0.5714,0.5,0.0,False,ambiguous
Llama,SP_052,0,,0.5714,0.5,0.0,False,ambiguous
Llama,SP_053,0,,0.0,0.5,0.0,False,mixed
Llama,SP_054,0,,0.5714,0.5,0.0,False,ambiguous
Llama,SP_055,0,,0.5,0.5,0.0,False,ambiguous
Llama,SP_056,0,,0.5,0.5,0.0,False,ambiguous
Llama,SP_057,0,,0.5,0.5,0.0,False,ambiguous
Llama,SP_058,0,,0.5,0.5,0.0,False,ambiguous
Llama,SP_059,0,,0.5714,0.5,0.0,False,ambiguous
Llama,SP_060,0,,0.5714,0.5,0.0,False,ambiguous
Llama,SP_061,0,,0.5,0.5,0.0,False,ambiguous
Llama,SP_062,0,0.0,0.5,0.5,0.0,True,retrieval_consistent
Llama,SP_063,0,0.6666666666666666,0.0,0.5,0.0,True,mixed
Llama,SP_064,0,0.3333333333333333,0.5,0.5,0.0,True,ambiguous
Llama,SP_065,0,0.3333333333333333,0.5,0.5,0.0,True,ambiguous
Llama,SP_066,0,0.3333333333333333,0.0,0.5,0.0,True,mixed
Llama,SP_068,0,0.6666666666666666,0.0,0.5,0.0,True,mixed
Llama,SP_069,0,0.6666666666666666,0.0,0.5,0.0,True,mixed
Llama,SP_070,0,0.3333333333333333,0.0,0.5,0.0,True,mixed
Llama,SP_071,0,0.3333333333333333,0.0,0.5,0.0,True,mixed
Llama,SP_072,0,0.0,0.0,0.5,0.0,True,mixed
Llama,SP_073,0,0.3333333333333333,0.0,0.5,0.0,True,mixed
Llama,WIS_001,0,,0.0,0.5,0.0,False,mixed
Llama,WIS_002,1,,0.0,0.5,0.0,False,ambiguous
Llama,WIS_003,0,0.3333333333333333,0.0,0.5,0.0,True,mixed
Llama,WIS_004,0,0.6666666666666666,0.0,0.5,0.0,True,mixed
Llama,WIS_005,0,,0.0,0.5,0.0,False,mixed
Llama,WIS_006,0,,0.0,0.5,0.0,False,mixed
Llama,WIS_007,0,,0.0,0.5,0.0,False,mixed
Llama,WIS_009,0,,0.5455,0.5,0.0,False,ambiguous
Llama,WIS_010,0,,0.0,0.5,0.0,False,mixed
Llama,WIS_012,0,,0.5455,0.5,0.0,False,ambiguous
Llama,WIS_013,0,0.6666666666666666,0.0,0.5,0.0,True,mixed
Llama,WIS_014,0,0.6666666666666666,0.0,0.5,0.0,True,mixed
Llama,WIS_015,0,0.6666666666666666,0.0,0.5,0.0,True,mixed
Llama,WIS_016,0,0.0,0.0,0.5,0.0,True,mixed
Llama,WIS_017,1,0.0,0.0,0.5,0.0,True,mixed
Llama,WIS_018,0,0.3333333333333333,0.0,0.5,0.0,True,mixed
Llama,WIS_019,0,0.6666666666666666,0.0,0.5,0.0,True,mixed
Llama,WIS_020,0,0.0,0.0,0.5,0.0,True,mixed
Llama,WIS_021,0,,0.0,0.5,0.0,False,mixed
Llama,WIS_022,0,,0.0,0.5,0.0,False,mixed
Llama,WIS_023,0,0.3333333333333333,0.0,0.5,0.0,True,mixed
Llama,WIS_024,0,0.3333333333333333,0.0,0.5,0.0,True,mixed
Llama,WIS_025,0,0.6666666666666666,0.0,0.5,0.0,True,mixed
Llama,WIS_026,0,0.6666666666666666,0.0,0.5,0.0,True,mixed
Llama,WIS_027,0,0.0,0.0,0.5,0.0,True,mixed
Llama,WIS_028,0,0.6666666666666666,0.0,0.5,0.0,True,mixed
Llama,WIS_029,0,0.3333333333333333,0.0,0.5,0.0,True,mixed
Llama,WIS_030,0,,0.0,0.5,0.0,False,mixed
Llama,WIS_031,0,,0.0,0.5,0.0,False,mixed
Llama,WIS_032,0,,0.0,0.5,0.0,False,mixed
Gemini,CC_01,1,0.0,0.0,0.5,0.0,True,mixed
Gemini,CC_02,1,0.3333333333333333,0.0,0.5,0.0,True,ambiguous
Gemini,CC_03,1,0.0,0.0,0.5,0.0,True,mixed
Gemini,CC_031,0,,0.0,0.5,0.0,False,mixed
Gemini,CC_032,0,,0.0,0.5,0.0,False,mixed
Gemini,CC_033,0,,0.6875,0.5,0.0,False,ambiguous
Gemini,CC_034,0,,0.0,0.5,0.0,False,mixed
Gemini,CC_035,0,,0.6364,0.5,0.0,False,ambiguous
Gemini,CC_036,0,,0.6667,0.5,0.0,False,ambiguous
Gemini,CC_037,0,,0.5714,0.5,0.0,False,ambiguous
Gemini,CC_038,0,,0.5556,0.5,0.0,False,ambiguous
Gemini,CC_039,0,,0.0,0.5,0.0,False,mixed
Gemini,CC_04,1,0.3333333333333333,0.0,0.5,0.0,True,ambiguous
Gemini,CC_040,0,,0.0,0.5,0.0,False,mixed
Gemini,CC_041,0,,0.0,0.5,0.0,False,mixed
Gemini,CC_042,0,,0.5385,0.5,0.0,False,ambiguous
Gemini,CC_043,0,,0.0,0.5,0.0,False,mixed
Gemini,CC_044,0,,0.5,0.5,0.0,False,ambiguous
Gemini,CC_045,0,,0.4545,0.5,0.0,False,ambiguous
Gemini,CC_05,1,0.0,0.0,0.5,0.0,True,mixed
Gemini,CC_06,0,0.3333333333333333,0.0,0.5,0.0,True,mixed
Gemini,CC_07,1,0.3333333333333333,0.0,0.5,0.0,True,ambiguous
Gemini,CC_08,1,0.0,0.0,0.5,0.0,True,mixed
Gemini,CC_09,0,0.0,0.0,0.5,0.0,True,mixed
Gemini,CC_10,0,0.3333333333333333,0.0,0.5,0.0,True,mixed
Gemini,SP_001,0,,0.0,0.5,0.0,False,mixed
Gemini,SP_002,0,,0.0,0.5,0.0,False,mixed
Gemini,SP_003,0,0.0,0.0,0.5,0.0,True,mixed
Gemini,SP_004,0,0.3333333333333333,0.0,0.5,0.0,True,mixed
Gemini,SP_005,0,0.0,0.0,0.5,0.0,True,mixed
Gemini,SP_019,0,0.3333333333333333,0.5,0.5,0.0,True,ambiguous
Gemini,SP_020,1,0.0,0.5,0.5,0.0,True,mixed
Gemini,SP_021,0,0.0,0.0,0.5,0.0,True,mixed
Gemini,SP_023,1,0.6666666666666666,0.5,0.5,0.0,True,mixed
Gemini,SP_024,1,0.0,0.0,0.5,0.0,True,mixed
Gemini,SP_026,1,0.3333333333333333,0.0,0.5,0.0,True,ambiguous
Gemini,SP_027,0,0.3333333333333333,0.0,0.5,0.0,True,mixed
Gemini,SP_028,0,0.3333333333333333,0.0,0.5,0.0,True,mixed
Gemini,SP_029,0,0.0,0.0,0.5,0.0,True,mixed
Gemini,SP_030,0,0.0,0.0,0.5,0.0,True,mixed
Gemini,SP_031,1,,0.0,0.5,0.0,False,ambiguous
Gemini,SP_032,1,,0.5833,0.5,0.0,False,mixed
Gemini,SP_033,0,,0.5714,0.5,0.0,False,ambiguous
Gemini,SP_034,1,,0.0,0.5,0.0,False,ambiguous
Gemini,SP_035,0,,0.0,0.5,0.0,False,mixed
Gemini,SP_036,0,,0.5714,0.5,0.0,False,ambiguous
Gemini,SP_037,0,0.0,0.5,0.5,0.0,True,retrieval_consistent
Gemini,SP_038,0,0.0,0.0,0.5,0.0,True,mixed
Gemini,SP_039,0,0.3333333333333333,0.0,0.5,0.0,True,mixed
Gemini,SP_040,0,0.3333333333333333,0.0,0.5,0.0,True,mixed
Gemini,SP_042,1,0.3333333333333333,0.0,0.5,0.0,True,ambiguous
Gemini,SP_044,1,0.6666666666666666,0.0,0.5,0.0,True,ambiguous
Gemini,SP_045,0,0.0,0.0,0.5,0.0,True,mixed
Gemini,SP_046,1,0.0,0.0,0.5,0.0,True,mixed
Gemini,SP_047,0,0.0,0.0,0.5,0.0,True,mixed
Gemini,SP_048,0,0.0,0.0,0.5,0.0,True,mixed
Gemini,SP_049,1,,0.0,0.5,0.0,False,ambiguous
Gemini,SP_050,0,,0.5,0.5,0.0,False,ambiguous
Gemini,SP_051,0,,0.5714,0.5,0.0,False,ambiguous
Gemini,SP_052,0,,0.5714,0.5,0.0,False,ambiguous
Gemini,SP_053,1,,0.0,0.5,0.0,False,ambiguous
