problem_id,family,subtype,variant_type,layer,n_layers,rank,logprob,cosine_to_gold_unembed,gold_value,gold_token_ids,gold_token_decoded,gold_first_token_note,model,model_answer,model_correct,p1_behavioral_correct,verify_reason
GSM_002,gsm,GSM,canonical,1,32,89135,-11.769524,-0.010039,30,[966],30,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,18 + (2/3 * 18) = 18 + 12 = 30,True,True,gsm_match
GSM_002,gsm,GSM,canonical,2,32,95508,-11.777228,-0.010994,30,[966],30,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,18 + (2/3 * 18) = 18 + 12 = 30,True,True,gsm_match
GSM_002,gsm,GSM,canonical,3,32,100009,-11.786405,-0.008967,30,[966],30,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,18 + (2/3 * 18) = 18 + 12 = 30,True,True,gsm_match
GSM_002,gsm,GSM,canonical,4,32,109255,-11.810598,-0.013614,30,[966],30,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,18 + (2/3 * 18) = 18 + 12 = 30,True,True,gsm_match
GSM_002,gsm,GSM,canonical,5,32,113422,-11.837421,-0.011294,30,[966],30,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,18 + (2/3 * 18) = 18 + 12 = 30,True,True,gsm_match
GSM_002,gsm,GSM,canonical,6,32,111708,-11.835646,-0.00937,30,[966],30,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,18 + (2/3 * 18) = 18 + 12 = 30,True,True,gsm_match
GSM_002,gsm,GSM,canonical,7,32,109652,-11.833016,-0.010904,30,[966],30,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,18 + (2/3 * 18) = 18 + 12 = 30,True,True,gsm_match
GSM_002,gsm,GSM,canonical,8,32,95023,-11.81093,-0.002724,30,[966],30,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,18 + (2/3 * 18) = 18 + 12 = 30,True,True,gsm_match
GSM_002,gsm,GSM,canonical,9,32,100868,-11.83144,-0.005298,30,[966],30,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,18 + (2/3 * 18) = 18 + 12 = 30,True,True,gsm_match
GSM_002,gsm,GSM,canonical,10,32,97493,-11.826857,-0.000961,30,[966],30,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,18 + (2/3 * 18) = 18 + 12 = 30,True,True,gsm_match
GSM_002,gsm,GSM,canonical,11,32,72795,-11.78023,0.008288,30,[966],30,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,18 + (2/3 * 18) = 18 + 12 = 30,True,True,gsm_match
GSM_002,gsm,GSM,canonical,12,32,104581,-11.849771,-0.006154,30,[966],30,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,18 + (2/3 * 18) = 18 + 12 = 30,True,True,gsm_match
GSM_002,gsm,GSM,canonical,13,32,113478,-11.883571,-0.012664,30,[966],30,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,18 + (2/3 * 18) = 18 + 12 = 30,True,True,gsm_match
GSM_002,gsm,GSM,canonical,14,32,105814,-11.860315,-0.01186,30,[966],30,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,18 + (2/3 * 18) = 18 + 12 = 30,True,True,gsm_match
GSM_002,gsm,GSM,canonical,15,32,98194,-11.847441,-0.010403,30,[966],30,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,18 + (2/3 * 18) = 18 + 12 = 30,True,True,gsm_match
GSM_002,gsm,GSM,canonical,16,32,70653,-11.784309,-0.009771,30,[966],30,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,18 + (2/3 * 18) = 18 + 12 = 30,True,True,gsm_match
GSM_002,gsm,GSM,canonical,17,32,33832,-11.676194,-0.003122,30,[966],30,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,18 + (2/3 * 18) = 18 + 12 = 30,True,True,gsm_match
GSM_002,gsm,GSM,canonical,18,32,22954,-11.611761,0.001201,30,[966],30,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,18 + (2/3 * 18) = 18 + 12 = 30,True,True,gsm_match
GSM_002,gsm,GSM,canonical,19,32,10568,-11.490027,0.008246,30,[966],30,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,18 + (2/3 * 18) = 18 + 12 = 30,True,True,gsm_match
GSM_002,gsm,GSM,canonical,20,32,10631,-11.476507,0.007752,30,[966],30,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,18 + (2/3 * 18) = 18 + 12 = 30,True,True,gsm_match
GSM_002,gsm,GSM,canonical,21,32,6295,-11.324671,0.011651,30,[966],30,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,18 + (2/3 * 18) = 18 + 12 = 30,True,True,gsm_match
GSM_002,gsm,GSM,canonical,22,32,2034,-11.119078,0.022491,30,[966],30,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,18 + (2/3 * 18) = 18 + 12 = 30,True,True,gsm_match
GSM_002,gsm,GSM,canonical,23,32,1683,-11.022573,0.025002,30,[966],30,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,18 + (2/3 * 18) = 18 + 12 = 30,True,True,gsm_match
GSM_002,gsm,GSM,canonical,24,32,788,-10.799505,0.032119,30,[966],30,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,18 + (2/3 * 18) = 18 + 12 = 30,True,True,gsm_match
GSM_002,gsm,GSM,canonical,25,32,261,-10.608083,0.042401,30,[966],30,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,18 + (2/3 * 18) = 18 + 12 = 30,True,True,gsm_match
GSM_002,gsm,GSM,canonical,26,32,125,-10.155129,0.053605,30,[966],30,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,18 + (2/3 * 18) = 18 + 12 = 30,True,True,gsm_match
GSM_002,gsm,GSM,canonical,27,32,85,-9.8723,0.059997,30,[966],30,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,18 + (2/3 * 18) = 18 + 12 = 30,True,True,gsm_match
GSM_002,gsm,GSM,canonical,28,32,102,-9.705548,0.057382,30,[966],30,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,18 + (2/3 * 18) = 18 + 12 = 30,True,True,gsm_match
GSM_002,gsm,GSM,canonical,29,32,105,-9.551649,0.059613,30,[966],30,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,18 + (2/3 * 18) = 18 + 12 = 30,True,True,gsm_match
GSM_002,gsm,GSM,canonical,30,32,68,-8.819679,0.076761,30,[966],30,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,18 + (2/3 * 18) = 18 + 12 = 30,True,True,gsm_match
GSM_002,gsm,GSM,canonical,31,32,26,-6.82431,0.158808,30,[966],30,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,18 + (2/3 * 18) = 18 + 12 = 30,True,True,gsm_match
GSM_003,gsm,GSM,canonical,0,32,6994,-11.744322,0.026048,150,[3965],150,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,30 + (50/100 * 30) + (30 + (50/100 * 30)) = 30 + 15 + 45 = 90,False,True,gsm_mismatch
GSM_003,gsm,GSM,canonical,1,32,28957,-11.750455,0.012479,150,[3965],150,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,30 + (50/100 * 30) + (30 + (50/100 * 30)) = 30 + 15 + 45 = 90,False,True,gsm_mismatch
GSM_003,gsm,GSM,canonical,2,32,39061,-11.750619,0.00885,150,[3965],150,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,30 + (50/100 * 30) + (30 + (50/100 * 30)) = 30 + 15 + 45 = 90,False,True,gsm_mismatch
GSM_003,gsm,GSM,canonical,3,32,30793,-11.740955,0.015537,150,[3965],150,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,30 + (50/100 * 30) + (30 + (50/100 * 30)) = 30 + 15 + 45 = 90,False,True,gsm_mismatch
GSM_003,gsm,GSM,canonical,4,32,45189,-11.7462,0.010719,150,[3965],150,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,30 + (50/100 * 30) + (30 + (50/100 * 30)) = 30 + 15 + 45 = 90,False,True,gsm_mismatch
GSM_003,gsm,GSM,canonical,5,32,98753,-11.808743,-0.002906,150,[3965],150,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,30 + (50/100 * 30) + (30 + (50/100 * 30)) = 30 + 15 + 45 = 90,False,True,gsm_mismatch
GSM_003,gsm,GSM,canonical,6,32,74389,-11.776862,0.006167,150,[3965],150,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,30 + (50/100 * 30) + (30 + (50/100 * 30)) = 30 + 15 + 45 = 90,False,True,gsm_mismatch
GSM_003,gsm,GSM,canonical,7,32,55944,-11.754073,0.009343,150,[3965],150,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,30 + (50/100 * 30) + (30 + (50/100 * 30)) = 30 + 15 + 45 = 90,False,True,gsm_mismatch
GSM_003,gsm,GSM,canonical,8,32,69394,-11.77239,0.00657,150,[3965],150,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,30 + (50/100 * 30) + (30 + (50/100 * 30)) = 30 + 15 + 45 = 90,False,True,gsm_mismatch
GSM_003,gsm,GSM,canonical,9,32,48840,-11.741986,0.012305,150,[3965],150,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,30 + (50/100 * 30) + (30 + (50/100 * 30)) = 30 + 15 + 45 = 90,False,True,gsm_mismatch
GSM_003,gsm,GSM,canonical,10,32,63354,-11.765464,0.010363,150,[3965],150,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,30 + (50/100 * 30) + (30 + (50/100 * 30)) = 30 + 15 + 45 = 90,False,True,gsm_mismatch
GSM_003,gsm,GSM,canonical,11,32,67337,-11.770822,0.007459,150,[3965],150,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,30 + (50/100 * 30) + (30 + (50/100 * 30)) = 30 + 15 + 45 = 90,False,True,gsm_mismatch
GSM_003,gsm,GSM,canonical,12,32,74289,-11.785563,0.004126,150,[3965],150,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,30 + (50/100 * 30) + (30 + (50/100 * 30)) = 30 + 15 + 45 = 90,False,True,gsm_mismatch
GSM_003,gsm,GSM,canonical,13,32,79939,-11.799176,0.002149,150,[3965],150,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,30 + (50/100 * 30) + (30 + (50/100 * 30)) = 30 + 15 + 45 = 90,False,True,gsm_mismatch
GSM_003,gsm,GSM,canonical,14,32,79096,-11.797751,-0.001282,150,[3965],150,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,30 + (50/100 * 30) + (30 + (50/100 * 30)) = 30 + 15 + 45 = 90,False,True,gsm_mismatch
GSM_003,gsm,GSM,canonical,15,32,72324,-11.78488,-0.003287,150,[3965],150,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,30 + (50/100 * 30) + (30 + (50/100 * 30)) = 30 + 15 + 45 = 90,False,True,gsm_mismatch
GSM_003,gsm,GSM,canonical,16,32,14660,-11.622514,0.010574,150,[3965],150,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,30 + (50/100 * 30) + (30 + (50/100 * 30)) = 30 + 15 + 45 = 90,False,True,gsm_mismatch
GSM_003,gsm,GSM,canonical,17,32,12397,-11.57404,0.008668,150,[3965],150,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,30 + (50/100 * 30) + (30 + (50/100 * 30)) = 30 + 15 + 45 = 90,False,True,gsm_mismatch
GSM_003,gsm,GSM,canonical,18,32,12963,-11.542659,0.006869,150,[3965],150,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,30 + (50/100 * 30) + (30 + (50/100 * 30)) = 30 + 15 + 45 = 90,False,True,gsm_mismatch
GSM_003,gsm,GSM,canonical,19,32,5978,-11.432083,0.012722,150,[3965],150,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,30 + (50/100 * 30) + (30 + (50/100 * 30)) = 30 + 15 + 45 = 90,False,True,gsm_mismatch
GSM_003,gsm,GSM,canonical,20,32,5856,-11.42272,0.012925,150,[3965],150,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,30 + (50/100 * 30) + (30 + (50/100 * 30)) = 30 + 15 + 45 = 90,False,True,gsm_mismatch
GSM_003,gsm,GSM,canonical,21,32,3011,-11.247375,0.018114,150,[3965],150,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,30 + (50/100 * 30) + (30 + (50/100 * 30)) = 30 + 15 + 45 = 90,False,True,gsm_mismatch
GSM_003,gsm,GSM,canonical,22,32,683,-10.974718,0.032094,150,[3965],150,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,30 + (50/100 * 30) + (30 + (50/100 * 30)) = 30 + 15 + 45 = 90,False,True,gsm_mismatch
GSM_003,gsm,GSM,canonical,23,32,261,-10.722642,0.042759,150,[3965],150,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,30 + (50/100 * 30) + (30 + (50/100 * 30)) = 30 + 15 + 45 = 90,False,True,gsm_mismatch
GSM_003,gsm,GSM,canonical,24,32,493,-10.694654,0.03582,150,[3965],150,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,30 + (50/100 * 30) + (30 + (50/100 * 30)) = 30 + 15 + 45 = 90,False,True,gsm_mismatch
GSM_003,gsm,GSM,canonical,25,32,179,-10.529905,0.044647,150,[3965],150,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,30 + (50/100 * 30) + (30 + (50/100 * 30)) = 30 + 15 + 45 = 90,False,True,gsm_mismatch
GSM_003,gsm,GSM,canonical,26,32,166,-10.272023,0.046918,150,[3965],150,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,30 + (50/100 * 30) + (30 + (50/100 * 30)) = 30 + 15 + 45 = 90,False,True,gsm_mismatch
GSM_003,gsm,GSM,canonical,27,32,122,-10.070301,0.050296,150,[3965],150,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,30 + (50/100 * 30) + (30 + (50/100 * 30)) = 30 + 15 + 45 = 90,False,True,gsm_mismatch
GSM_003,gsm,GSM,canonical,28,32,82,-9.622714,0.058538,150,[3965],150,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,30 + (50/100 * 30) + (30 + (50/100 * 30)) = 30 + 15 + 45 = 90,False,True,gsm_mismatch
GSM_003,gsm,GSM,canonical,29,32,41,-9.107005,0.071677,150,[3965],150,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,30 + (50/100 * 30) + (30 + (50/100 * 30)) = 30 + 15 + 45 = 90,False,True,gsm_mismatch
GSM_003,gsm,GSM,canonical,30,32,24,-8.350381,0.084896,150,[3965],150,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,30 + (50/100 * 30) + (30 + (50/100 * 30)) = 30 + 15 + 45 = 90,False,True,gsm_mismatch
GSM_003,gsm,GSM,canonical,31,32,10,-4.530414,0.162093,150,[3965],150,first_token_of_content_span,meta-llama/Llama-3.1-8B-Instruct,30 + (50/100 * 30) + (30 + (50/100 * 30)) = 30 + 15 + 45 = 90,False,True,gsm_mismatch
GSM_004,gsm,GSM,canonical,0,32,21527,-11.751608,0.013173,21600,"[12463, 410]",216,first_of_2_tokens,meta-llama/Llama-3.1-8B-Instruct,52 * 2 * 6 * 150 = 93600,False,True,gsm_mismatch
GSM_004,gsm,GSM,canonical,1,32,51430,-11.758015,0.003334,21600,"[12463, 410]",216,first_of_2_tokens,meta-llama/Llama-3.1-8B-Instruct,52 * 2 * 6 * 150 = 93600,False,True,gsm_mismatch
GSM_004,gsm,GSM,canonical,2,32,32280,-11.746875,0.009874,21600,"[12463, 410]",216,first_of_2_tokens,meta-llama/Llama-3.1-8B-Instruct,52 * 2 * 6 * 150 = 93600,False,True,gsm_mismatch
GSM_004,gsm,GSM,canonical,3,32,74939,-11.769343,0.001658,21600,"[12463, 410]",216,first_of_2_tokens,meta-llama/Llama-3.1-8B-Instruct,52 * 2 * 6 * 150 = 93600,False,True,gsm_mismatch
GSM_004,gsm,GSM,canonical,4,32,108388,-11.812309,-0.009419,21600,"[12463, 410]",216,first_of_2_tokens,meta-llama/Llama-3.1-8B-Instruct,52 * 2 * 6 * 150 = 93600,False,True,gsm_mismatch
GSM_004,gsm,GSM,canonical,5,32,80299,-11.784673,0.005251,21600,"[12463, 410]",216,first_of_2_tokens,meta-llama/Llama-3.1-8B-Instruct,52 * 2 * 6 * 150 = 93600,False,True,gsm_mismatch
GSM_004,gsm,GSM,canonical,6,32,111029,-11.834638,-0.007132,21600,"[12463, 410]",216,first_of_2_tokens,meta-llama/Llama-3.1-8B-Instruct,52 * 2 * 6 * 150 = 93600,False,True,gsm_mismatch
GSM_004,gsm,GSM,canonical,7,32,124507,-11.890466,-0.020747,21600,"[12463, 410]",216,first_of_2_tokens,meta-llama/Llama-3.1-8B-Instruct,52 * 2 * 6 * 150 = 93600,False,True,gsm_mismatch
GSM_004,gsm,GSM,canonical,8,32,116852,-11.863625,-0.012097,21600,"[12463, 410]",216,first_of_2_tokens,meta-llama/Llama-3.1-8B-Instruct,52 * 2 * 6 * 150 = 93600,False,True,gsm_mismatch
GSM_004,gsm,GSM,canonical,9,32,124904,-11.929647,-0.020503,21600,"[12463, 410]",216,first_of_2_tokens,meta-llama/Llama-3.1-8B-Instruct,52 * 2 * 6 * 150 = 93600,False,True,gsm_mismatch
GSM_004,gsm,GSM,canonical,10,32,126042,-11.952788,-0.021942,21600,"[12463, 410]",216,first_of_2_tokens,meta-llama/Llama-3.1-8B-Instruct,52 * 2 * 6 * 150 = 93600,False,True,gsm_mismatch
GSM_004,gsm,GSM,canonical,11,32,40882,-11.726388,0.017627,21600,"[12463, 410]",216,first_of_2_tokens,meta-llama/Llama-3.1-8B-Instruct,52 * 2 * 6 * 150 = 93600,False,True,gsm_mismatch
GSM_004,gsm,GSM,canonical,12,32,28425,-11.694155,0.020434,21600,"[12463, 410]",216,first_of_2_tokens,meta-llama/Llama-3.1-8B-Instruct,52 * 2 * 6 * 150 = 93600,False,True,gsm_mismatch
GSM_004,gsm,GSM,canonical,13,32,86424,-11.81321,0.000697,21600,"[12463, 410]",216,first_of_2_tokens,meta-llama/Llama-3.1-8B-Instruct,52 * 2 * 6 * 150 = 93600,False,True,gsm_mismatch
GSM_004,gsm,GSM,canonical,14,32,87070,-11.817408,-0.002076,21600,"[12463, 410]",216,first_of_2_tokens,meta-llama/Llama-3.1-8B-Instruct,52 * 2 * 6 * 150 = 93600,False,True,gsm_mismatch
GSM_004,gsm,GSM,canonical,15,32,51121,-11.738706,0.004859,21600,"[12463, 410]",216,first_of_2_tokens,meta-llama/Llama-3.1-8B-Instruct,52 * 2 * 6 * 150 = 93600,False,True,gsm_mismatch
GSM_004,gsm,GSM,canonical,16,32,55574,-11.74773,-0.003309,21600,"[12463, 410]",216,first_of_2_tokens,meta-llama/Llama-3.1-8B-Instruct,52 * 2 * 6 * 150 = 93600,False,True,gsm_mismatch
GSM_004,gsm,GSM,canonical,17,32,71774,-11.79161,-0.011708,21600,"[12463, 410]",216,first_of_2_tokens,meta-llama/Llama-3.1-8B-Instruct,52 * 2 * 6 * 150 = 93600,False,True,gsm_mismatch
