problem_id,problem_family,variant_type,model,crystallization_layer,n_layers_processed,layer_cosine_similarities,target_rank_per_layer,target_logprob_per_layer,target_token_id,target_token_decoded
GSM_011,arithmetic_reasoning,canonical,Qwen/Qwen2.5-7B,-1,28,"[0.9569, 0.9593, 0.9615, 0.9461, 0.9376, 0.9187, 0.9059, 0.8896, 0.8673, 0.8805, 0.8726, 0.872, 0.8636, 0.8495, 0.8373, 0.8275, 0.7832, 0.7873, 0.7794, 0.8183, 0.8303, 0.8392, 0.8416, 0.8465, 0.8633, 0.8642, 0.8751, 0.8594]","[151076, 151576, 151677, 151021, 150430, 151813, 151699, 151826, 151839, 151931, 151940, 151906, 151890, 151896, 151903, 151879, 151799, 151834, 151761, 151790, 151787, 151688, 151743, 151720, 151805, 151689, 151545, 18112]","[-12.5176, -13.1872, -13.6925, -13.0912, -13.2005, -14.3648, -14.7257, -14.6576, -15.5323, -16.6037, -17.2484, -18.4167, -19.1651, -19.196, -19.9814, -20.6244, -20.3096, -23.1718, -23.6035, -30.9532, -38.3609, -47.8898, -67.0535, -79.5455, -109.6904, -124.7898, -157.5498, -45.8845]",23,8
GSM_012,arithmetic_reasoning,canonical,Qwen/Qwen2.5-7B,-1,28,"[0.9586, 0.9625, 0.9614, 0.9446, 0.9359, 0.9218, 0.9091, 0.8936, 0.8697, 0.8866, 0.884, 0.8829, 0.8764, 0.8629, 0.8473, 0.8353, 0.7908, 0.7916, 0.7812, 0.813, 0.8209, 0.8275, 0.8174, 0.8199, 0.8475, 0.8481, 0.8634, 0.8804]","[151086, 151551, 151602, 150842, 150511, 151794, 151649, 151802, 151823, 151953, 151951, 151892, 151852, 151881, 151894, 151859, 151797, 151854, 151770, 151823, 151848, 151642, 151633, 151613, 151789, 151744, 151701, 86432]","[-12.5149, -13.2096, -13.6377, -13.0935, -13.1869, -14.246, -14.6746, -14.6459, -15.5833, -17.063, -17.5607, -18.6838, -18.7404, -19.054, -19.8021, -20.2371, -19.9576, -23.5114, -22.6077, -27.7492, -33.1634, -41.0655, -54.584, -66.2846, -99.6256, -120.8522, -160.7618, -80.5258]",23,8
GSM_013,arithmetic_reasoning,canonical,Qwen/Qwen2.5-7B,-1,28,"[0.9535, 0.9581, 0.9567, 0.9439, 0.939, 0.9247, 0.9092, 0.8885, 0.8628, 0.8722, 0.8632, 0.8598, 0.8584, 0.841, 0.8248, 0.8187, 0.7649, 0.7706, 0.7583, 0.7944, 0.82, 0.8346, 0.8373, 0.8362, 0.8549, 0.8563, 0.8679, 0.8433]","[151395, 151731, 151751, 151699, 151573, 151810, 151566, 151701, 151151, 151819, 151900, 151871, 151826, 151892, 151886, 151841, 151792, 151844, 151824, 151805, 151874, 151730, 151811, 151799, 151858, 151841, 151797, 6824]","[-12.5502, -13.2403, -13.6832, -13.2307, -13.3824, -14.2252, -14.4599, -14.4427, -14.8845, -16.1091, -16.6539, -17.7532, -17.8854, -17.9717, -18.7199, -19.9624, -19.6039, -22.1109, -23.3558, -29.3457, -39.0573, -48.5456, -68.0725, -82.9254, -112.9901, -128.8884, -163.3926, -28.7251]",24,9
GSM_014,arithmetic_reasoning,canonical,Qwen/Qwen2.5-7B,-1,28,"[0.9552, 0.9614, 0.9614, 0.9465, 0.9375, 0.9229, 0.9091, 0.8923, 0.8693, 0.8865, 0.8784, 0.8779, 0.8686, 0.8496, 0.8373, 0.8243, 0.773, 0.7816, 0.7738, 0.8124, 0.8329, 0.8506, 0.8544, 0.8618, 0.8859, 0.8888, 0.8966, 0.8748]","[147653, 151035, 151175, 150607, 150245, 151380, 150970, 151353, 151252, 151754, 151875, 151824, 151788, 151836, 151848, 151837, 151801, 151810, 151806, 151832, 151853, 151805, 151840, 151825, 151850, 151843, 151794, 851]","[-12.4062, -13.1119, -13.4902, -13.0527, -13.2072, -14.0025, -14.3686, -14.2632, -15.1531, -16.1817, -16.8971, -18.2128, -17.8546, -18.6433, -19.8846, -20.7268, -21.0538, -23.2008, -26.7682, -35.3486, -44.6687, -56.6165, -74.5516, -88.043, -116.3489, -134.7403, -165.7422, -21.7209]",22,7
GSM_015,arithmetic_reasoning,canonical,Qwen/Qwen2.5-7B,-1,28,"[0.9586, 0.953, 0.9523, 0.9305, 0.9169, 0.9072, 0.9044, 0.8921, 0.8688, 0.8843, 0.8828, 0.881, 0.8713, 0.8596, 0.854, 0.8448, 0.8026, 0.8115, 0.8007, 0.83, 0.8458, 0.8538, 0.8501, 0.8535, 0.8703, 0.8756, 0.8643, 0.8535]","[151702, 151851, 151842, 151745, 151591, 151978, 151959, 151936, 151948, 152012, 152008, 151983, 151966, 151989, 151985, 151974, 151961, 151983, 151947, 151952, 151972, 151922, 151975, 151959, 152010, 151993, 151983, 33040]","[-12.5864, -13.2908, -13.7379, -13.2213, -13.3454, -14.9472, -15.4209, -15.2352, -16.5062, -17.6623, -18.4078, -19.2857, -19.6028, -20.8925, -22.1954, -22.322, -22.2966, -25.5093, -24.9804, -31.9589, -40.8456, -50.651, -71.0781, -87.4074, -119.3631, -146.5694, -182.7593, -45.4273]",18,3
GSM_016,arithmetic_reasoning,canonical,Qwen/Qwen2.5-7B,-1,28,"[0.9606, 0.9635, 0.963, 0.9496, 0.9387, 0.9262, 0.9202, 0.9035, 0.8817, 0.8913, 0.8876, 0.8903, 0.8805, 0.8677, 0.8517, 0.8422, 0.794, 0.7963, 0.7869, 0.8122, 0.8299, 0.8407, 0.838, 0.8459, 0.872, 0.871, 0.8831, 0.8495]","[151201, 151806, 151818, 151785, 151809, 151937, 151904, 151835, 151781, 151933, 151958, 151931, 151854, 151884, 151908, 151922, 151862, 151887, 151864, 151890, 151892, 151834, 151882, 151886, 151915, 151913, 151878, 37563]","[-12.5145, -13.3496, -13.8332, -13.2974, -13.5155, -14.7115, -15.2065, -14.9194, -15.6455, -16.7973, -17.2528, -19.5074, -19.1505, -19.3708, -20.8792, -21.0712, -21.5731, -24.4354, -25.2251, -30.4211, -39.0812, -48.9461, -66.3678, -80.8416, -108.3445, -123.6837, -164.5607, -36.042]",20,5
GSM_017,arithmetic_reasoning,canonical,Qwen/Qwen2.5-7B,-1,28,"[0.955, 0.9592, 0.9584, 0.9445, 0.9378, 0.9107, 0.9001, 0.8812, 0.8425, 0.8654, 0.8617, 0.8601, 0.8521, 0.8378, 0.8276, 0.8067, 0.7546, 0.7486, 0.7241, 0.7525, 0.7546, 0.76, 0.7541, 0.7584, 0.8065, 0.8095, 0.8298, 0.8337]","[151248, 151719, 151736, 151727, 151577, 151846, 151688, 151641, 151393, 151786, 151840, 151845, 151827, 151852, 151830, 151806, 151722, 151858, 151801, 151719, 151830, 151646, 151750, 151760, 151843, 151824, 151753, 301]","[-12.5226, -13.2323, -13.6863, -13.2246, -13.3454, -14.4167, -14.7156, -14.6164, -15.2786, -16.3454, -16.7754, -18.2736, -18.8034, -19.1417, -19.9443, -20.2323, -20.0797, -23.3773, -22.4898, -25.0963, -30.4212, -38.5277, -57.0045, -68.7998, -100.0853, -116.6976, -151.0486, -20.479]",24,9
GSM_018,arithmetic_reasoning,canonical,Qwen/Qwen2.5-7B,-1,28,"[0.9661, 0.9683, 0.9676, 0.9586, 0.947, 0.93, 0.9201, 0.9051, 0.8868, 0.8986, 0.8925, 0.8872, 0.8815, 0.8643, 0.8566, 0.8519, 0.8166, 0.8312, 0.8189, 0.8418, 0.8568, 0.8723, 0.8771, 0.8713, 0.8932, 0.8927, 0.8946, 0.8631]","[151998, 152013, 152007, 152028, 152022, 152036, 152030, 152023, 152029, 152040, 152041, 152030, 152033, 152035, 152032, 152023, 152004, 152012, 152017, 152025, 152034, 152030, 152036, 152034, 152033, 152024, 152007, 754]","[-12.7343, -13.6574, -14.2416, -13.7701, -14.0579, -15.4798, -15.9228, -15.5307, -16.6781, -17.9659, -18.0436, -19.1307, -20.2871, -20.5344, -21.1183, -21.9146, -21.4576, -23.9786, -25.2792, -34.1572, -44.2571, -56.828, -74.9866, -90.3559, -124.237, -144.6702, -174.2171, -22.6502]",17,2
GSM_019,arithmetic_reasoning,canonical,Qwen/Qwen2.5-7B,-1,28,"[0.9596, 0.9638, 0.9602, 0.9431, 0.9324, 0.9052, 0.8941, 0.8718, 0.8469, 0.8708, 0.8706, 0.8694, 0.8608, 0.8422, 0.8295, 0.8137, 0.765, 0.7625, 0.7433, 0.7771, 0.7892, 0.8038, 0.8008, 0.8061, 0.8322, 0.835, 0.8554, 0.8505]","[151387, 151885, 151894, 151789, 151825, 151977, 151931, 151829, 151799, 152005, 152018, 151998, 151982, 151993, 151985, 151966, 151937, 151963, 151922, 151967, 151988, 151946, 151969, 151966, 152007, 151983, 151946, 22649]","[-12.5312, -13.4344, -13.913, -13.2123, -13.4635, -14.7792, -14.9766, -14.6113, -15.4088, -17.2024, -17.8861, -19.2369, -19.7969, -19.9508, -20.6809, -20.8401, -20.6316, -23.8279, -23.6824, -29.0651, -39.1467, -48.3019, -68.4527, -81.0531, -112.8486, -128.7554, -169.3354, -34.3929]",18,3
GSM_020,arithmetic_reasoning,canonical,Qwen/Qwen2.5-7B,-1,28,"[0.964, 0.9684, 0.9658, 0.9492, 0.9369, 0.9082, 0.8949, 0.8729, 0.8468, 0.8706, 0.8736, 0.8746, 0.8664, 0.8444, 0.8357, 0.8185, 0.772, 0.7758, 0.7659, 0.8021, 0.8121, 0.8237, 0.8111, 0.8165, 0.8435, 0.8435, 0.8529, 0.8323]","[151987, 152017, 152005, 152025, 152016, 152036, 152028, 152022, 152021, 152038, 152041, 152032, 152034, 152035, 152031, 152029, 152022, 152028, 152024, 152029, 152035, 152027, 152040, 152041, 152044, 152041, 152029, 691]","[-12.7469, -13.8215, -14.3718, -13.789, -14.0214, -15.4798, -15.9806, -15.566, -16.6904, -17.7056, -18.6873, -20.3074, -20.8327, -20.6622, -21.8782, -22.3899, -22.4688, -25.2016, -24.097, -30.1469, -36.2979, -47.0918, -66.8419, -82.9503, -116.57, -139.0575, -171.916, -21.5923]",17,2
GSM_041,arithmetic_reasoning,canonical,Qwen/Qwen2.5-7B,-1,28,"[0.9761, 0.9821, 0.9637, 0.9551, 0.9525, 0.952, 0.9447, 0.932, 0.9203, 0.9297, 0.9288, 0.9291, 0.927, 0.9252, 0.9304, 0.9315, 0.9231, 0.9212, 0.9194, 0.9256, 0.9303, 0.9322, 0.9254, 0.9253, 0.9332, 0.9312, 0.9317, 0.9349]","[151907, 152011, 152012, 152028, 152024, 152041, 152035, 152035, 152034, 152050, 152053, 152051, 152048, 152048, 152043, 152038, 152030, 152033, 152037, 152041, 152044, 152032, 152033, 152031, 152033, 152024, 152024, 275]","[-12.6589, -13.6802, -14.3338, -13.8211, -14.0824, -15.4421, -16.1341, -15.7343, -16.7513, -18.6808, -19.3579, -21.0272, -21.1508, -22.0291, -22.191, -23.2904, -22.867, -26.0376, -27.9232, -36.5718, -46.1157, -56.4131, -73.9008, -93.4286, -124.221, -142.5107, -178.2424, -16.8115]",16,1
GSM_042,arithmetic_reasoning,canonical,Qwen/Qwen2.5-7B,-1,28,"[0.9791, 0.9846, 0.968, 0.9631, 0.9612, 0.9579, 0.9487, 0.9368, 0.9258, 0.9336, 0.9317, 0.9298, 0.9276, 0.9247, 0.9288, 0.927, 0.9162, 0.9115, 0.8997, 0.9062, 0.9098, 0.9169, 0.9101, 0.9127, 0.9217, 0.9193, 0.9171, 0.9266]","[151992, 152015, 152005, 152029, 152020, 152035, 152028, 152025, 152029, 152041, 152046, 152034, 152035, 152036, 152037, 152027, 152027, 152030, 152031, 152033, 152034, 152026, 152032, 152029, 152037, 152032, 152018, 85231]","[-12.7801, -13.7984, -14.425, -13.9102, -14.1234, -15.3762, -16.0123, -15.5204, -16.8924, -18.3399, -19.2048, -19.8512, -20.3208, -20.8591, -22.0429, -22.4781, -22.4793, -25.6387, -27.1883, -36.623, -43.7948, -54.5036, -70.1333, -87.3094, -122.048, -145.1369, -177.9702, -60.4222]",17,2
GSM_043,arithmetic_reasoning,canonical,Qwen/Qwen2.5-7B,-1,28,"[0.9769, 0.9828, 0.9656, 0.9596, 0.9562, 0.9529, 0.9475, 0.9351, 0.9248, 0.9341, 0.9322, 0.9321, 0.9299, 0.9293, 0.9328, 0.9335, 0.9261, 0.9228, 0.9208, 0.9257, 0.9334, 0.9394, 0.9327, 0.9298, 0.9363, 0.9322, 0.9307, 0.9286]","[151394, 151653, 151676, 151364, 150812, 151815, 151769, 151861, 151842, 151937, 151945, 151897, 151890, 151917, 151925, 151915, 151860, 151847, 151787, 151836, 151852, 151784, 151805, 151797, 151806, 151750, 151608, 1864]","[-12.5704, -13.2519, -13.7203, -13.1834, -13.2739, -14.3484, -14.9821, -14.8996, -15.882, -16.8518, -17.5875, -18.4845, -18.7649, -19.3625, -20.7074, -21.5161, -21.1738, -24.1151, -25.0472, -34.2073, -43.8158, -53.3551, -70.012, -84.9873, -113.3804, -130.8313, -159.8029, -26.5588]",23,8
GSM_044,arithmetic_reasoning,canonical,Qwen/Qwen2.5-7B,-1,28,"[0.9785, 0.9842, 0.9639, 0.9547, 0.9522, 0.9543, 0.9447, 0.9341, 0.924, 0.9326, 0.9324, 0.9315, 0.9273, 0.9262, 0.9324, 0.9327, 0.9201, 0.9108, 0.8988, 0.9034, 0.9059, 0.9068, 0.9025, 0.8976, 0.9018, 0.8947, 0.9019, 0.8969]","[151336, 151829, 151836, 151822, 151799, 151933, 151902, 151815, 151528, 151918, 151959, 151907, 151863, 151906, 151911, 151907, 151846, 151845, 151842, 151861, 151912, 151781, 151839, 151847, 151899, 151891, 151842, 46667]","[-12.5424, -13.349, -13.8652, -13.3565, -13.5345, -14.6207, -15.1932, -14.766, -15.331, -16.7911, -17.374, -18.6067, -19.05, -19.3841, -19.9807, -20.3172, -20.0605, -23.0402, -21.8803, -26.3846, -33.1287, -40.0372, -57.4438, -69.6978, -99.1643, -111.6757, -153.6834, -48.0198]",20,5
GSM_045,arithmetic_reasoning,canonical,Qwen/Qwen2.5-7B,-1,28,"[0.9709, 0.9775, 0.9622, 0.9529, 0.9495, 0.9424, 0.9354, 0.9222, 0.9129, 0.9297, 0.9319, 0.9345, 0.931, 0.9261, 0.9323, 0.9332, 0.9242, 0.9187, 0.9072, 0.9164, 0.9166, 0.9175, 0.9064, 0.901, 0.9044, 0.8986, 0.9015, 0.899]","[151940, 152019, 152016, 152027, 152022, 152044, 152039, 152038, 152041, 152054, 152055, 152049, 152047, 152049, 152045, 152037, 152032, 152032, 152034, 152042, 152045, 152026, 152027, 152025, 152041, 152035, 152025, 16]","[-12.7223, -13.8164, -14.4345, -13.7522, -14.0667, -15.5664, -16.3257, -15.7898, -17.3637, -18.7861, -19.51, -20.7805, -21.1417, -21.3263, -22.1568, -22.5633, -22.2305, -25.708, -26.5828, -33.137, -39.8576, -47.9874, -63.1645, -79.0746, -111.3513, -127.5247, -165.2211, -10.8833]",16,1
GSM_046,arithmetic_reasoning,canonical,Qwen/Qwen2.5-7B,-1,28,"[0.9714, 0.9778, 0.9649, 0.9531, 0.9502, 0.9469, 0.939, 0.9273, 0.9193, 0.9279, 0.9311, 0.9334, 0.9312, 0.9279, 0.9325, 0.9306, 0.9203, 0.9176, 0.9124, 0.9155, 0.9203, 0.9268, 0.9236, 0.922, 0.9337, 0.9337, 0.9264, 0.9277]","[151896, 152017, 152012, 152026, 152016, 152040, 152033, 152032, 152037, 152052, 152052, 152049, 152045, 152047, 152043, 152037, 152026, 152030, 152027, 152035, 152037, 152030, 152031, 152028, 152037, 152038, 152032, 339]","[-12.6717, -13.7603, -14.3374, -13.7562, -13.9741, -15.3198, -15.9459, -15.4614, -16.9651, -18.3152, -19.3368, -20.9416, -20.6871, -21.3434, -22.6269, -22.9686, -22.5283, -25.2356, -25.5795, -34.5322, -44.8908, -58.7051, -79.6532, -94.6725, -132.9635, -157.0567, -181.8324, -15.7084]",16,1
GSM_047,arithmetic_reasoning,canonical,Qwen/Qwen2.5-7B,-1,28,"[0.9748, 0.9831, 0.9647, 0.9527, 0.9497, 0.9446, 0.9345, 0.9206, 0.9081, 0.92, 0.9201, 0.9179, 0.9156, 0.9096, 0.9185, 0.9203, 0.9062, 0.9013, 0.906, 0.9205, 0.9287, 0.9365, 0.9342, 0.9355, 0.9445, 0.9431, 0.9396, 0.9385]","[151384, 151822, 151857, 151867, 151924, 151946, 151934, 151901, 151662, 151891, 151954, 151943, 151879, 151941, 151937, 151943, 151878, 151827, 151908, 151910, 151925, 151857, 151911, 151908, 151920, 151931, 151888, 1882]","[-12.6074, -13.5575, -14.0963, -13.416, -13.7735, -14.6963, -15.267, -14.894, -15.5572, -16.9428, -17.5026, -18.765, -18.5871, -18.9092, -19.872, -21.4169, -21.2081, -23.0292, -26.0525, -35.5335, -44.8838, -58.0998, -76.2551, -91.2705, -124.1498, -146.6926, -174.0643, -27.1145]",20,5
GSM_048,arithmetic_reasoning,canonical,Qwen/Qwen2.5-7B,-1,28,"[0.9759, 0.9826, 0.9636, 0.957, 0.9536, 0.9541, 0.9451, 0.9365, 0.9256, 0.9365, 0.9346, 0.9364, 0.9326, 0.9307, 0.9367, 0.9368, 0.9256, 0.9162, 0.9084, 0.9117, 0.9117, 0.9102, 0.9026, 0.8937, 0.894, 0.8967, 0.9031, 0.893]","[151988, 152016, 152005, 152023, 152012, 152034, 152018, 152011, 152019, 152038, 152038, 152032, 152031, 152035, 152034, 152026, 152019, 152029, 152028, 152037, 152046, 152034, 152043, 152037, 152042, 152040, 152030, 111174]","[-12.744, -13.8334, -14.3132, -13.7616, -13.9701, -15.3612, -15.9557, -15.6586, -17.0228, -18.4623, -18.832, -20.3905, -20.5259, -21.1255, -22.1073, -22.0367, -22.1045, -25.8599, -25.7758, -33.6104, -40.9218, -50.1048, -71.6815, -83.2716, -117.3651, -134.9573, -179.6435, -50.1833]",17,2
