problem_id,model,contamination_pole,difficulty,phase1_steps_json,phase1_final_answer,phase1_parseable,cci_score,cci_matched,cci_total,inject_at_step,injected_value,true_value_at_injection,tep_score,tep_diverged_steps,tep_total_steps,session_b_correct,correct_answer
GSM_019,openai/gpt-4o,medium,hard,"[{""step"": 1, ""description"": ""3 hours (Friday) + 3 hours (Saturday)"", ""value"": 6.0}, {""step"": 2, ""description"": ""4 hours + 0.25 hours (15 minutes converted to hours: 15/60)"", ""value"": 4.25}, {""step"": 3, ""description"": ""4 episodes * 2 hours/episode"", ""value"": 8.0}, {""step"": 4, ""description"": ""3 episodes * 0.5 hours/episode (30 minutes converted to hours: 30/60)"", ""value"": 1.5}, {""step"": 5, ""description"": ""6 hours (from Step 1) + 4.25 hours (from Step 2) + 8 hours (from Step 3) + 1.5 hours (from Step 4)"", ""value"": 19.75}, {""step"": 6, ""description"": ""22 hours (total) - 19.75 hours (other days)"", ""value"": 2.25}, {""step"": 7, ""description"": ""2.25 hours * 60 minutes/hour"", ""value"": 135.0}, {""step"": 8, ""description"": ""135 minutes / 45 minutes/episode"", ""value"": 3.0}]",3.0,True,0.5000,4,8,4,1.72,1.5,1.0000,4,4,True,3
GSM_020,openai/gpt-4o,medium,hard,"[{""step"": 1, ""description"": ""Total eggs hidden"", ""value"": 10.0}, {""step"": 2, ""description"": ""Eggs Ava found"", ""value"": 3.0}, {""step"": 3, ""description"": ""Eggs Quinn found"", ""value"": 6.0}, {""step"": 4, ""description"": ""Eggs Sophia found = Eggs Quinn found - 3"", ""value"": 18.0}, {""step"": 5, ""description"": ""Eggs Esteban found"", ""value"": 1.0}, {""step"": 6, ""description"": ""Eggs Fatima found"", ""value"": 21.0}, {""step"": 8, ""description"": ""Eggs still hidden = Total eggs hidden - Total eggs found"", ""value"": 120.0}]",24.0,True,0.1429,1,7,3,6.9,6.0,0.7500,3,4,True,24
GSM_041,openai/gpt-4o,high,easy,[],150.0,False,0.0000,0,0,1,,,1.0000,1,1,True,150
GSM_042,openai/gpt-4o,high,easy,[],2820.0,False,0.0000,0,0,1,,,0.0000,0,1,True,2820
GSM_043,openai/gpt-4o,high,easy,[],8.0,False,0.0000,0,0,1,,,1.0000,1,1,True,8
GSM_044,openai/gpt-4o,high,easy,[],59.0,False,0.0000,0,0,1,,,1.0000,1,1,True,59
GSM_045,openai/gpt-4o,high,medium,"[{""step"": 1, ""description"": ""4 * 205"", ""value"": 820.0}, {""step"": 2, ""description"": ""205 + 97"", ""value"": 302.0}, {""step"": 3, ""description"": ""302 + 820"", ""value"": 1122.0}]",1122.0,True,0.3333,1,3,1,943.0,820.0,0.5000,1,2,True,1122
GSM_046,openai/gpt-4o,high,medium,"[{""step"": 1, ""description"": ""2395 - 1350"", ""value"": 1045.0}, {""step"": 2, ""description"": ""5 \\times 475"", ""value"": 2375.0}, {""step"": 3, ""description"": ""\\(\\frac{2375}{275}"", ""value"": 8.63636}]",121.0,True,0.0000,0,3,1,1201.75,1045.0,0.5000,1,2,True,121
GSM_047,openai/gpt-4o,high,hard,"[{""step"": 1, ""description"": ""Number of occupied rooms"", ""value"": 1800.0}, {""step"": 2, ""description"": ""Number of unoccupied rooms"", ""value"": 1800.0}, {""step"": 3, ""description"": ""Number of days in 3 weeks"", ""value"": 3.0}, {""step"": 3, ""description"": ""Number of days in 3 weeks"", ""value"": 21.0}, {""step"": 4, ""description"": ""Total new patients"", ""value"": 40.0}, {""step"": 5, ""description"": ""Final number of unoccupied rooms"", ""value"": 1350.0}]",510.0,True,0.3333,2,6,3,3.45,3.0,1.0000,3,3,True,510
GSM_048,openai/gpt-4o,high,hard,[],,False,0.0000,0,0,1,,,0.0000,0,0,False,206
GSM_049,openai/gpt-4o,high,hard,"[{""step"": 3, ""description"": ""Total for the first two complexes = \\(450 + 450"", ""value"": 900.0}, {""step"": 4, ""description"": ""20% of the first two complexes = \\(0.20 \\times 900"", ""value"": 180.0}, {""step"": 5, ""description"": ""Total apartments in the third complex = \\(900 + 180"", ""value"": 1080.0}, {""step"": 7, ""description"": ""Total weekly collections for first complex = \\(450 \\times 2"", ""value"": 900.0}, {""step"": 8, ""description"": ""Total weekly collections for second complex = \\(450 \\times 2"", ""value"": 900.0}, {""step"": 9, ""description"": ""Total weekly collections for third complex = \\(1080 \\times 2"", ""value"": 2160.0}, {""step"": 10, ""description"": ""Total weekly collections = \\(900 + 900 + 2160"", ""value"": 3960.0}]",,False,0.1429,1,7,3,1242.0,1080.0,0.2500,1,4,False,1782
GSM_050,openai/gpt-4o,medium,medium,"[{""step"": 1, ""description"": ""Total length of remoras = \\( 16 \\times 12"", ""value"": 192.0}, {""step"": 2, ""description"": ""Dolphin's length in inches = \\( 60 \\times 12"", ""value"": 720.0}, {""step"": 3, ""description"": ""Quarter of remoras = \\( \\frac{16}{4}"", ""value"": 4.0}, {""step"": 4, ""description"": ""Remaining remoras = \\( 16 - 4"", ""value"": 12.0}, {""step"": 5, ""description"": ""Combined length of remaining remoras = \\( 12 \\times 12"", ""value"": 144.0}, {""step"": 6, ""description"": ""Percentage = \\( \\left(\\frac{144}{720}\\right) \\times 100"", ""value"": 20.0}]",20.0,True,0.5000,3,6,3,4.6,4.0,1.0000,3,3,True,20
GSM_051,openai/gpt-4o,medium,easy,"[{""step"": 1, ""description"": ""Number of 2-mile segments in the city = Total miles of the city / 2 miles"", ""value"": 80.0}, {""step"": 2, ""description"": ""Total time to cover the city = Number of segments * Minutes per segment"", ""value"": 40.0}, {""step"": 3, ""description"": ""One-tenth of the city in miles = Total miles of the city / 10"", ""value"": 80.0}, {""step"": 4, ""description"": ""Number of 2-mile segments in one-tenth of the city = One-tenth of the city / 2 miles"", ""value"": 8.0}, {""step"": 5, ""description"": ""Total time to cover one-tenth of the city = Number of segments for one-tenth * Minutes per segment"", ""value"": 4.0}]",256.0,True,0.4000,2,5,2,46.0,40.0,1.0000,3,3,True,256
GSM_052,openai/gpt-4o,medium,medium,"[{""step"": 4, ""description"": ""Probability (rolling >6)} = \\frac{6}{12}"", ""value"": 0.5}, {""step"": 6, ""description"": ""Probability (rolling one odd number)} = \\frac{6}{12}"", ""value"": 0.5}, {""step"": 7, ""description"": ""Probability (rolling 4 odd numbers in a row)}"", ""value"": 0.5}, {""step"": 8, ""description"": ""Difference in probability}"", ""value"": 0.5}, {""step"": 9, ""description"": ""Difference as a percentage}"", ""value"": 0.4375}]",,False,0.2000,1,5,2,0.57,0.5,0.6667,2,3,False,43.75
GSM_053,openai/gpt-4o,medium,easy,"[{""step"": 1, ""description"": ""Calculate total parts"", ""value"": 3.0}, {""step"": 2, ""description"": ""Calculate value of each part = Total quantity used / Total parts"", ""value"": 630.0}, {""step"": 3, ""description"": ""Calculate quantity of sugar"", ""value"": 3.0}, {""step"": 4, ""description"": ""Calculate quantity of water"", ""value"": 1.0}, {""step"": 5, ""description"": ""Calculate quantity of milk"", ""value"": 1.0}]",378.0,True,0.0000,0,5,2,724.5,630.0,1.0000,3,3,True,378
GSM_054,openai/gpt-4o,medium,hard,[],,False,0.0000,0,0,1,,,1.0000,1,1,False,16
GSM_055,openai/gpt-4o,medium,medium,[],,False,0.0000,0,0,1,,,1.0000,1,1,False,6
GSM_056,openai/gpt-4o,medium,medium,[],69.0,False,0.0000,0,0,1,,,1.0000,1,1,True,69
GSM_057,openai/gpt-4o,medium,medium,[],84.0,False,0.0000,0,0,1,,,1.0000,1,1,True,84
GSM_058,openai/gpt-4o,medium,hard,"[{""step"": 6, ""description"": ""Discount rate"", ""value"": 0.05}]",,False,0.0000,0,1,1,0.06,0.05,0.0000,0,0,False,285
GSM_059,openai/gpt-4o,medium,easy,[],29.0,False,0.0000,0,0,1,,,1.0000,1,1,True,29
GSM_060,openai/gpt-4o,medium,hard,[],47.0,False,0.0000,0,0,1,,,0.0000,0,1,False,46
GSM_061,openai/gpt-4o,medium,easy,"[{""step"": 1, ""description"": ""Father's pizzas + Wife's pizzas"", ""value"": 10.0}, {""step"": 2, ""description"": ""Three-sixths of their combined pizzas = \\( \\frac{3}{6} \\times 10"", ""value"": 5.0}, {""step"": 3, ""description"": ""Daughter's pizzas per day"", ""value"": 4.0}, {""step"": 4, ""description"": ""Total pizzas per day"", ""value"": 14.0}, {""step"": 5, ""description"": ""Total pizzas per month"", ""value"": 420.0}]",420.0,True,0.4000,2,5,2,5.75,5.0,0.6667,2,3,True,420
GSM_062,openai/gpt-4o,medium,hard,"[{""step"": 1, ""description"": ""Calculate the discount amount"", ""value"": 20.0}]",112.0,True,0.0000,0,1,1,23.0,20.0,0.0000,0,0,False,112000
GSM_063,openai/gpt-4o,medium,hard,"[{""step"": 1, ""description"": ""0.02 * 220000"", ""value"": 4400.0}, {""step"": 2, ""description"": ""0.02 * 220000"", ""value"": 4400.0}, {""step"": 3, ""description"": ""4400 + 4400 + 180000 + 15000"", ""value"": 203800.0}, {""step"": 4, ""description"": ""220000 - 203800"", ""value"": 16200.0}]",16200.0,True,0.0000,0,4,2,5060.0,4400.0,0.0000,0,0,True,16200
GSM_064,openai/gpt-4o,medium,easy,"[{""step"": 2, ""description"": ""\\( \\frac{1}{3} \\times 39"", ""value"": 13.0}, {""step"": 4, ""description"": ""\\( 39 + 13"", ""value"": 52.0}, {""step"": 7, ""description"": ""\\( 0.75 \\times 100"", ""value"": 75.0}]",75.0,True,0.0000,0,3,1,14.95,13.0,0.5000,1,2,True,75
