problem_id,model,contamination_pole,difficulty,phase1_steps_json,phase1_final_answer,phase1_parseable,cci_score,cci_matched,cci_total,inject_at_step,injected_value,true_value_at_injection,tep_score,tep_diverged_steps,tep_total_steps,session_b_correct,correct_answer
GSM_011,google/gemini-2.5-flash,medium,medium,"[{""step"": 1, ""description"": ""Grams used for giant cubes"", ""value"": 8.0}, {""step"": 2, ""description"": ""Grams used for small cubes"", ""value"": 15.0}, {""step"": 3, ""description"": ""Grams used for medium cubes"", ""value"": 13.0}, {""step"": 4, ""description"": ""Total grams used"", ""value"": 96.0}, {""step"": 5, ""description"": ""Grams of water left"", ""value"": 328.0}]",86.0,True,0.4000,2,5,2,17.25,15.0,0.6667,2,3,True,86
GSM_012,google/gemini-2.5-flash,medium,medium,"[{""step"": 1, ""description"": ""Plants already on ledges"", ""value"": 7.0}, {""step"": 2, ""description"": ""Total plants before giving away"", ""value"": 364.0}, {""step"": 3, ""description"": ""Plants given away by ledge"", ""value"": 6.0}, {""step"": 4, ""description"": ""Remaining plants"", ""value"": 393.0}]",81.0,True,0.0000,0,4,2,418.6,364.0,1.0000,2,2,True,81
GSM_013,google/gemini-2.5-flash,medium,medium,[],,False,0.0000,0,0,1,,,1.0000,1,1,False,90
GSM_014,google/gemini-2.5-flash,medium,medium,"[{""step"": 1, ""description"": ""Minutes per day"", ""value"": 10.0}, {""step"": 2, ""description"": ""Total floors"", ""value"": 210.0}, {""step"": 3, ""description"": ""Total cleaning time"", ""value"": 210.0}, {""step"": 4, ""description"": ""Total available minutes"", ""value"": 10.0}, {""step"": 5, ""description"": ""Average cleaning time per day"", ""value"": 4200.0}, {""step"": 6, ""description"": ""Percentage of day cleaning = (420 minutes / 600 minutes) * 100"", ""value"": 70.0}]",70.0,True,0.0000,0,6,3,241.5,210.0,0.3333,1,3,True,70
GSM_015,google/gemini-2.5-flash,medium,hard,"[{""step"": 2, ""description"": ""Rounded price of tulips"", ""value"": 2.0}, {""step"": 4, ""description"": ""Rounded price of roses"", ""value"": 5.0}, {""step"": 6, ""description"": ""Rounded price of sunflowers"", ""value"": 5.0}, {""step"": 7, ""description"": ""Calculate total sales from tulips"", ""value"": 12.0}, {""step"": 8, ""description"": ""Total sales from tulips"", ""value"": 24.0}, {""step"": 9, ""description"": ""Calculate total sales from roses"", ""value"": 29.0}, {""step"": 10, ""description"": ""Total sales from roses"", ""value"": 145.0}, {""step"": 11, ""description"": ""Calculate total sales from sunflowers"", ""value"": 37.0}, {""step"": 12, ""description"": ""Total sales from sunflowers"", ""value"": 185.0}, {""step"": 13, ""description"": ""Calculate total earnings"", ""value"": 24.0}, {""step"": 14, ""description"": ""Total earnings"", ""value"": 354.0}]",354.0,True,0.2727,3,11,5,27.6,24.0,0.6667,4,6,True,354
GSM_016,google/gemini-2.5-flash,medium,hard,"[{""step"": 1, ""description"": ""Calculate the total weight of wheat"", ""value"": 6.0}, {""step"": 2, ""description"": ""Calculate the total weight of cucumbers"", ""value"": 12.0}, {""step"": 3, ""description"": ""Calculate the total weight of apples"", ""value"": 32.0}, {""step"": 4, ""description"": ""Calculate the total weight of corns"", ""value"": 18.0}, {""step"": 5, ""description"": ""Calculate the total weight of feed"", ""value"": 24.0}, {""step"": 6, ""description"": ""Calculate the total weight of grocery and tools"", ""value"": 43.0}, {""step"": 7, ""description"": ""Calculate the total weight of all items"", ""value"": 1730.0}, {""step"": 8, ""description"": ""Calculate the carrying capacity of one truck"", ""value"": 120.0}, {""step"": 9, ""description"": ""Calculate the total carrying capacity of three trucks at once"", ""value"": 3.0}, {""step"": 10, ""description"": ""Calculate the number of trips needed if a single truck were used"", ""value"": 1800.0}, {""step"": 11, ""description"": ""Calculate the number of trips needed with three trucks"", ""value"": 1800.0}]",5.0,True,0.1818,2,11,5,27.6,24.0,1.0000,6,6,True,5
GSM_017,google/gemini-2.5-flash,medium,hard,"[{""step"": 1, ""description"": ""Cookies sold on Friday"", ""value"": 25.0}, {""step"": 2, ""description"": ""Orange pies sold on Friday (Saturday's orange pies - 13)"", ""value"": 22.0}, {""step"": 3, ""description"": ""Cookies sold on Saturday (Friday's cookies + 11)"", ""value"": 25.0}, {""step"": 4, ""description"": ""Orange pies sold on Saturday"", ""value"": 22.0}, {""step"": 5, ""description"": ""Total cookies sold on Friday and Saturday"", ""value"": 25.0}, {""step"": 6, ""description"": ""Cookies sold on Sunday (same as Friday and Saturday combined)"", ""value"": 61.0}, {""step"": 7, ""description"": ""Total orange pies sold on Friday and Saturday"", ""value"": 9.0}, {""step"": 8, ""description"": ""Orange pies sold on Sunday (same as Friday and Saturday combined)"", ""value"": 31.0}, {""step"": 9, ""description"": ""Friday's cookie earnings"", ""value"": 25.0}, {""step"": 10, ""description"": ""Friday's orange pie earnings"", ""value"": 9.0}, {""step"": 11, ""description"": ""Friday's total earnings"", ""value"": 300.0}, {""step"": 12, ""description"": ""Saturday's cookie earnings"", ""value"": 36.0}, {""step"": 13, ""description"": ""Saturday's orange pie earnings"", ""value"": 22.0}, {""step"": 14, ""description"": ""Saturday's total earnings"", ""value"": 432.0}, {""step"": 15, ""description"": ""Sunday's cookie earnings"", ""value"": 61.0}, {""step"": 16, ""description"": ""Sunday's orange pie earnings"", ""value"": 31.0}, {""step"": 17, ""description"": ""Sunday's total earnings"", ""value"": 732.0}, {""step"": 18, ""description"": ""Total earnings over three days"", ""value"": 489.0}, {""step"": 19, ""description"": ""Average daily earning"", ""value"": 2766.0}]",922.0,True,0.1579,3,19,9,28.75,25.0,0.9000,9,10,True,922
GSM_018,google/gemini-2.5-flash,medium,hard,"[{""step"": 1, ""description"": ""Calculate the number of physics questions"", ""value"": 80.0}, {""step"": 2, ""description"": ""Calculate the number of algebra questions"", ""value"": 80.0}, {""step"": 3, ""description"": ""Calculate the number of physics and algebra questions combined"", ""value"": 20.0}, {""step"": 4, ""description"": ""Calculate the number of remaining questions"", ""value"": 80.0}, {""step"": 5, ""description"": ""Calculate the number of chemistry questions"", ""value"": 48.0}, {""step"": 6, ""description"": ""Calculate the number of history questions"", ""value"": 48.0}, {""step"": 7, ""description"": ""Calculate the number of algebra questions Emma is sure to get correctly"", ""value"": 12.0}, {""step"": 8, ""description"": ""Calculate the number of physics questions Emma is sure to get correctly"", ""value"": 20.0}, {""step"": 9, ""description"": ""Calculate the number of chemistry questions Emma is sure to get correctly"", ""value"": 24.0}, {""step"": 10, ""description"": ""Calculate the number of history questions Emma is sure to get correctly"", ""value"": 24.0}, {""step"": 11, ""description"": ""Calculate the total number of points Emma is sure to get"", ""value"": 3.0}]",21.0,True,0.2727,3,11,5,55.2,48.0,0.8333,5,6,True,21
GSM_019,google/gemini-2.5-flash,medium,hard,"[{""step"": 1, ""description"": ""Friday TV"", ""value"": 3.0}, {""step"": 2, ""description"": ""Saturday TV"", ""value"": 3.0}, {""step"": 3, ""description"": ""Monday TV"", ""value"": 4.0}, {""step"": 4, ""description"": ""Tuesday TV"", ""value"": 4.0}, {""step"": 5, ""description"": ""Wednesday TV"", ""value"": 3.0}, {""step"": 6, ""description"": ""Total TV (excluding Sunday) = Friday TV + Saturday TV + Monday TV + Tuesday TV + Wednesday TV"", ""value"": 3.0}, {""step"": 7, ""description"": ""Sunday TV = Total TV in all - Total TV (excluding Sunday)"", ""value"": 22.0}, {""step"": 8, ""description"": ""Sunday TV in minutes"", ""value"": 2.25}, {""step"": 9, ""description"": ""Number of Sunday episodes = Sunday TV in minutes / 45 minutes/episode"", ""value"": 135.0}]",3.0,True,0.3333,3,9,4,4.6,4.0,1.0000,5,5,True,3
GSM_020,google/gemini-2.5-flash,medium,hard,"[{""step"": 1, ""description"": ""Total eggs Zahra hid"", ""value"": 10.0}, {""step"": 2, ""description"": ""Eggs Ava found"", ""value"": 3.0}, {""step"": 3, ""description"": ""Eggs Quinn found"", ""value"": 6.0}, {""step"": 4, ""description"": ""Eggs Sophia found = Eggs Quinn found - 3"", ""value"": 18.0}, {""step"": 5, ""description"": ""Eggs Esteban found = (1/5) * Eggs Sophia found"", ""value"": 1.0}, {""step"": 6, ""description"": ""Eggs Quinn and Ava combined = Eggs Quinn found + Eggs Ava found"", ""value"": 18.0}, {""step"": 7, ""description"": ""Eggs Fatima found = Eggs Quinn and Ava combined + 3 dozen"", ""value"": 21.0}, {""step"": 8, ""description"": ""Total eggs found = Eggs Ava found + Eggs Quinn found + Eggs Sophia found + Eggs Esteban found + Eggs Fatima found"", ""value"": 3.0}, {""step"": 9, ""description"": ""Eggs still hidden = Total eggs Zahra hid - Total eggs found"", ""value"": 120.0}]",24.0,True,0.1111,1,9,4,20.7,18.0,1.0000,5,5,True,24
GSM_041,google/gemini-2.5-flash,high,easy,"[{""step"": 1, ""description"": ""Total students"", ""value"": 190.0}, {""step"": 2, ""description"": ""Students who like to paint"", ""value"": 19.0}, {""step"": 3, ""description"": ""Students who like to play football"", ""value"": 7.0}, {""step"": 4, ""description"": ""Students who like to hike"", ""value"": 2.0}, {""step"": 5, ""description"": ""Students who like to paint + students who like to play football + students who like to hike"", ""value"": 19.0}, {""step"": 6, ""description"": ""Students who like to bake = Total students - (students who like to paint + students who like to play football + students who like to hike)"", ""value"": 190.0}]",150.0,True,0.3333,2,6,3,8.05,7.0,1.0000,3,3,True,150
GSM_042,google/gemini-2.5-flash,high,easy,"[{""step"": 1, ""description"": ""Oranges per square yard"", ""value"": 94.0}, {""step"": 2, ""description"": ""Total square yards of orange field"", ""value"": 30.0}, {""step"": 3, ""description"": ""Number of months in a year"", ""value"": 12.0}, {""step"": 5, ""description"": ""Total oranges per harvest = Oranges per square yard * Total square yards of orange field"", ""value"": 94.0}]",2820.0,True,0.5000,2,4,2,34.5,30.0,0.5000,1,2,True,2820
GSM_043,google/gemini-2.5-flash,high,easy,"[{""step"": 1, ""description"": ""Total balls"", ""value"": 640.0}, {""step"": 2, ""description"": ""Calculate the number of tennis balls: (1/8) * 640"", ""value"": 80.0}, {""step"": 3, ""description"": ""Calculate the number of white tennis balls: (1/10) * 80"", ""value"": 8.0}]",8.0,True,1.0000,3,3,1,736.0,640.0,0.0000,0,2,True,8
GSM_044,google/gemini-2.5-flash,high,easy,"[{""step"": 1, ""description"": ""Total blocks and stuffed animals"", ""value"": 71.0}, {""step"": 2, ""description"": ""Total blocks, stuffed animals, and rings"", ""value"": 116.0}, {""step"": 3, ""description"": ""Number of bouncy balls"", ""value"": 204.0}]",59.0,True,0.3333,1,3,1,81.65,71.0,1.0000,2,2,True,59
GSM_045,google/gemini-2.5-flash,high,medium,"[{""step"": 1, ""description"": ""Pineapples picked on Wednesday"", ""value"": 205.0}, {""step"": 2, ""description"": ""Pineapples picked on Thursday"", ""value"": 97.0}, {""step"": 3, ""description"": ""Pineapples picked on Friday"", ""value"": 4.0}, {""step"": 4, ""description"": ""Total pineapples = Pineapples picked on Wednesday + Pineapples picked on Thursday + Pineapples picked on Friday"", ""value"": 205.0}]",,False,0.5000,2,4,2,111.55,97.0,0.0000,0,2,True,1122
GSM_046,google/gemini-2.5-flash,high,medium,"[{""step"": 1, ""description"": ""Calculate remaining calorie target"", ""value"": 2395.0}, {""step"": 2, ""description"": ""Calculate calories per ounce of bread"", ""value"": 475.0}, {""step"": 3, ""description"": ""Calculate ounces of bread that can be eaten"", ""value"": 1045.0}]",121.0,True,0.6667,2,3,1,2754.25,2395.0,0.5000,1,2,True,121
GSM_047,google/gemini-2.5-flash,high,hard,"[{""step"": 1, ""description"": ""1800 * 1/4"", ""value"": 450.0}, {""step"": 2, ""description"": ""1800 - 450"", ""value"": 1350.0}, {""step"": 3, ""description"": ""3 * 7"", ""value"": 21.0}, {""step"": 4, ""description"": ""40 * 21"", ""value"": 840.0}, {""step"": 5, ""description"": ""450 + 840"", ""value"": 1290.0}, {""step"": 6, ""description"": ""1800 - 1290"", ""value"": 510.0}]",510.0,True,0.3333,2,6,3,24.15,21.0,1.0000,3,3,True,510
GSM_048,google/gemini-2.5-flash,high,hard,"[{""step"": 1, ""description"": ""Calculate the price increase percentage in decimal form"", ""value"": 45.0}, {""step"": 2, ""description"": ""Calculate the price increase amount for the more expensive tea"", ""value"": 20.0}, {""step"": 3, ""description"": ""Calculate the price per kilogram of the more expensive tea"", ""value"": 20.0}, {""step"": 4, ""description"": ""Calculate the total kilograms of tea Hiroshi buys for a week"", ""value"": 1.0}, {""step"": 5, ""description"": ""Calculate the total cost of the more expensive tea"", ""value"": 29.0}, {""step"": 6, ""description"": ""Calculate the total cost of everything"", ""value"": 203.0}]",206.0,True,0.1667,1,6,3,23.0,20.0,1.0000,3,3,True,206
GSM_049,google/gemini-2.5-flash,high,hard,"[{""step"": 1, ""description"": ""Apartments in the first complex"", ""value"": 450.0}, {""step"": 2, ""description"": ""Apartments in the second complex"", ""value"": 450.0}, {""step"": 3, ""description"": ""Apartments in first two complexes combined"", ""value"": 450.0}, {""step"": 4, ""description"": ""Apartments in the third complex (20% bigger)"", ""value"": 900.0}, {""step"": 5, ""description"": ""Total apartments Umar collects from"", ""value"": 900.0}, {""step"": 6, ""description"": ""Number of collections per week per apartment"", ""value"": 2.0}, {""step"": 7, ""description"": ""Total collections per week"", ""value"": 1980.0}, {""step"": 8, ""description"": ""Payment per collection per apartment"", ""value"": 0.45}, {""step"": 9, ""description"": ""Total money made in a week"", ""value"": 3960.0}]",1782.0,True,0.3333,3,9,4,1035.0,900.0,1.0000,5,5,True,1782
GSM_050,google/gemini-2.5-flash,medium,medium,"[{""step"": 1, ""description"": ""Convert inches to feet for one remora: 12 inches / 12 inchesPerFoot"", ""value"": 1.0}, {""step"": 2, ""description"": ""Calculate the initial total length of all remoras: 16 remoras * 1 foot/remora"", ""value"": 16.0}, {""step"": 3, ""description"": ""Calculate the number of remoras that go away: 16 remoras * (1/4)"", ""value"": 4.0}, {""step"": 4, ""description"": ""Calculate the number of remaining remoras: 16 remoras - 4 remoras"", ""value"": 12.0}, {""step"": 5, ""description"": ""Calculate the combined length of the remaining remoras: 12 remoras * 1 foot/remora"", ""value"": 12.0}, {""step"": 6, ""description"": ""Calculate the percentage of the dolphin's body length that the remaining remoras represent: (12 feet / 60 feet) * 100"", ""value"": 0.2}, {""step"": 7, ""description"": ""Perform the final multiplication for the percentage: 0.2 * 100"", ""value"": 20.0}]",,False,0.4286,3,7,3,4.6,4.0,0.5000,2,4,True,20
GSM_051,google/gemini-2.5-flash,medium,easy,"[{""step"": 1, ""description"": ""Calculate the total distance of the city"", ""value"": 80.0}, {""step"": 2, ""description"": ""Calculate a tenth of the city's distance"", ""value"": 80.0}, {""step"": 3, ""description"": ""Calculate the time it takes to cover 1 mile"", ""value"": 64.0}, {""step"": 4, ""description"": ""Calculate the time to cover a tenth of the city"", ""value"": 8.0}]",,False,0.2500,1,4,2,92.0,80.0,0.5000,1,2,True,256
GSM_052,google/gemini-2.5-flash,medium,medium,[],43.75,False,0.0000,0,0,1,,,0.0000,0,1,True,43.75
GSM_053,google/gemini-2.5-flash,medium,easy,"[{""step"": 1, ""description"": ""Simplify the sugar to water ratio"", ""value"": 63.0}, {""step"": 2, ""description"": ""Simplify the sugar to water ratio"", ""value"": 3.0}, {""step"": 3, ""description"": ""Simplify the milk to water ratio"", ""value"": 7.0}, {""step"": 4, ""description"": ""Simplify the milk to water ratio"", ""value"": 1.0}, {""step"": 5, ""description"": ""Substitute S and M in the sum equation"", ""value"": 3.0}, {""step"": 6, ""description"": ""Combine the terms in the sum equation"", ""value"": 5.0}, {""step"": 7, ""description"": ""Divide the total by the combined coefficient for W"", ""value"": 630.0}, {""step"": 8, ""description"": ""Calculate the value of W"", ""value"": 126.0}, {""step"": 9, ""description"": ""Calculate S"", ""value"": 3.0}, {""step"": 10, ""description"": ""Calculate the value of S"", ""value"": 378.0}, {""step"": 11, ""description"": ""Calculate M"", ""value"": 126.0}, {""step"": 12, ""description"": ""Sum S, W, and M"", ""value"": 378.0}, {""step"": 13, ""description"": ""Calculate the sum"", ""value"": 630.0}]",378.0,True,0.0000,0,13,6,5.75,5.0,1.0000,7,7,True,378
GSM_054,google/gemini-2.5-flash,medium,hard,"[{""step"": 1, ""description"": ""Cost for the first 10 minutes"", ""value"": 10.0}, {""step"": 2, ""description"": ""Remaining minutes after the first 10 minutes"", ""value"": 70.0}, {""step"": 3, ""description"": ""Duration of the second price tier (between 10 and 30 minutes)"", ""value"": 30.0}, {""step"": 4, ""description"": ""Cost for the second 20 minutes"", ""value"": 20.0}, {""step"": 5, ""description"": ""Remaining minutes after 30 minutes"", ""value"": 60.0}, {""step"": 6, ""description"": ""Cost for the remaining 40 minutes"", ""value"": 40.0}]",,False,0.0000,0,6,3,34.5,30.0,1.0000,3,3,False,16
GSM_055,google/gemini-2.5-flash,medium,medium,"[{""step"": 1, ""description"": ""Capacity of a bowl = capacity of a table * 2"", ""value"": 24.0}, {""step"": 2, ""description"": ""Total table capacity = number of tables * capacity of a table"", ""value"": 11.0}, {""step"": 3, ""description"": ""Total bowl capacity = number of bowls * capacity of a bowl"", ""value"": 3.0}, {""step"": 4, ""description"": ""Total maximum capacity = total table capacity + total bowl capacity"", ""value"": 264.0}, {""step"": 5, ""description"": ""Almonds eaten = total almonds * (1/3)"", ""value"": 621.0}, {""step"": 6, ""description"": ""Almonds remaining = total almonds - almonds eaten"", ""value"": 621.0}, {""step"": 7, ""description"": ""Almonds not placed = almonds remaining - total maximum capacity"", ""value"": 414.0}]",,False,0.1429,1,7,3,3.45,3.0,0.5000,2,4,False,6
GSM_056,google/gemini-2.5-flash,medium,medium,"[{""step"": 1, ""description"": ""Time to grocery store"", ""value"": 26.0}, {""step"": 2, ""description"": ""Time to cinema"", ""value"": 27.0}, {""step"": 3, ""description"": ""Combined time so far to grocery store and cinema"", ""value"": 26.0}, {""step"": 4, ""description"": ""Time to park"", ""value"": 2.0}, {""step"": 5, ""description"": ""Total time spent walking before coffee"", ""value"": 26.0}, {""step"": 6, ""description"": ""Time wasted on coffee"", ""value"": 35.0}, {""step"": 7, ""description"": ""Total time spent on walk and coffee"", ""value"": 159.0}, {""step"": 8, ""description"": ""Total available time"", ""value"": 263.0}, {""step"": 9, ""description"": ""Remaining time"", ""value"": 263.0}]",69.0,True,0.4444,4,9,4,2.3,2.0,0.6000,3,5,True,69
GSM_057,google/gemini-2.5-flash,medium,medium,"[{""step"": 1, ""description"": ""Umar's total puppies"", ""value"": 113.0}, {""step"": 2, ""description"": ""Umar's puppies with spots"", ""value"": 17.0}, {""step"": 3, ""description"": ""Xena's total puppies"", ""value"": 47.0}, {""step"": 4, ""description"": ""Xena's puppies with spots"", ""value"": 15.0}, {""step"": 5, ""description"": ""Sophia's number of dogs"", ""value"": 64.0}, {""step"": 6, ""description"": ""Puppies with spots per Sophia's dog"", ""value"": 10.0}, {""step"": 7, ""description"": ""Sophia's total puppies with spots"", ""value"": 64.0}, {""step"": 8, ""description"": ""Total puppies with spots = Umar's puppies with spots + Xena's puppies with spots + Sophia's puppies with spots"", ""value"": 17.0}, {""step"": 9, ""description"": ""Sophia's total puppies = Sophia's number of dogs * puppies per dog"", ""value"": 64.0}, {""step"": 10, ""description"": ""Total puppies = Umar's total puppies + Xena's total puppies + Sophia's total puppies"", ""value"": 113.0}, {""step"": 11, ""description"": ""Percentage of puppies with spots = (Total puppies with spots / Total puppies) * 100 = (672 / 800) * 100"", ""value"": 0.84}]",84.0,True,0.7273,8,11,5,73.6,64.0,0.6667,4,6,True,84
GSM_058,google/gemini-2.5-flash,medium,hard,"[{""step"": 1, ""description"": ""Cost of colored pencils"", ""value"": 16.0}, {""step"": 2, ""description"": ""Cost of crayons"", ""value"": 10.0}, {""step"": 3, ""description"": ""Cost of bond paper"", ""value"": 20.0}, {""step"": 4, ""description"": ""Cost of folders"", ""value"": 6.0}, {""step"": 5, ""description"": ""Total cost before discount"", ""value"": 44.0}, {""step"": 6, ""description"": ""Discount amount"", ""value"": 300.0}, {""step"": 7, ""description"": ""Total cost after discount"", ""value"": 300.0}]",285.0,True,0.2857,2,7,3,23.0,20.0,0.0000,0,4,True,285
GSM_059,google/gemini-2.5-flash,medium,easy,"[{""step"": 6, ""description"": ""2 * 14"", ""value"": 28.0}, {""step"": 9, ""description"": ""When she went to set the table, she had a total of 55 forks. So, P + 26"", ""value"": 55.0}, {""step"": 10, ""description"": ""To find P, we subtract 26 from 55: P"", ""value"": 55.0}, {""step"": 11, ""description"": ""55 - 26"", ""value"": 29.0}]",29.0,True,0.0000,0,4,2,63.25,55.0,1.0000,2,2,True,29
GSM_060,google/gemini-2.5-flash,medium,hard,"[{""step"": 1, ""description"": ""Calculate the number of soccer players: 125 * 0.40"", ""value"": 50.0}, {""step"": 2, ""description"": ""Calculate the number of students remaining after removing soccer players: 125 - 50"", ""value"": 75.0}, {""step"": 3, ""description"": ""Calculate the number of choir members or dancers from the remaining students: 75 * 0.17"", ""value"": 12.75}, {""step"": 4, ""description"": ""Round the number of choir members or dancers to the nearest whole student: round(12.75)"", ""value"": 13.0}, {""step"": 5, ""description"": ""Calculate the number of soccer players who are present: 50 * 0.50"", ""value"": 25.0}, {""step"": 6, ""description"": ""Calculate the total number of groups leaving early: 1 (soccer players) + 1 (choir/dancers)"", ""value"": 2.0}, {""step"": 7, ""description"": ""Calculate the number of cheerleaders accompanying the groups: 2 * 3"", ""value"": 6.0}, {""step"": 8, ""description"": ""Calculate the total number of students leaving early (present soccer players + choir/dancers + cheerleaders): 25 + 13 + 6"", ""value"": 44.0}]",44.0,True,0.2500,2,8,4,14.95,13.0,1.0000,4,4,False,46
GSM_061,google/gemini-2.5-flash,medium,easy,"[{""step"": 1, ""description"": ""Father_pizzas + Mother_pizzas"", ""value"": 4.0}, {""step"": 2, ""description"": ""(3/6) * (Father_pizzas + Mother_pizzas) = (3/6) * 10"", ""value"": 5.0}, {""step"": 3, ""description"": ""Daughter_pizzas"", ""value"": 5.0}, {""step"": 4, ""description"": ""Father_pizzas + Mother_pizzas + Daughter_pizzas"", ""value"": 4.0}, {""step"": 5, ""description"": ""Total_daily_pizzas * 30"", ""value"": 14.0}]",420.0,True,0.4000,2,5,2,5.75,5.0,1.0000,3,3,True,420
