problem_id,model,cci_score,cci_matched,cci_total,valid_divergence,tep_score,inject_at_step,injected_value,session_b_correct,correct_answer,contamination_pole,difficulty,problem_subtype
GSM_014,openai/gpt-4o,0.0,0,0,False,1.0,1,,True,70.0,medium,medium,gsm_symbolic
GSM_015,openai/gpt-4o,0.0,0,0,False,0.0,1,,False,354.0,medium,hard,gsm_symbolic
GSM_016,openai/gpt-4o,0.5714,4,7,False,0.5,3,1582.4,False,5.0,medium,hard,gsm_p1p2
GSM_017,openai/gpt-4o,0.0,0,0,False,1.0,1,,True,922.0,medium,hard,gsm_p1p2
GSM_018,openai/gpt-4o,0.0,0,18,False,1.0,9,55.2,True,21.0,medium,hard,gsm_p1p2
GSM_019,openai/gpt-4o,0.5,4,8,False,1.0,4,1.72,True,3.0,medium,hard,gsm_p1p2
GSM_020,openai/gpt-4o,0.1429,1,7,False,0.75,3,6.9,True,24.0,medium,hard,gsm_p1p2
GSM_041,openai/gpt-4o,0.0,0,0,False,1.0,1,,True,150.0,high,easy,gsm_symbolic
GSM_042,openai/gpt-4o,0.0,0,0,False,0.0,1,,True,2820.0,high,easy,gsm_symbolic
GSM_043,openai/gpt-4o,0.0,0,0,False,1.0,1,,True,8.0,high,easy,gsm_symbolic
GSM_044,openai/gpt-4o,0.0,0,0,False,1.0,1,,True,59.0,high,easy,gsm_symbolic
GSM_045,openai/gpt-4o,0.3333,1,3,False,0.5,1,943.0,True,1122.0,high,medium,gsm_symbolic
GSM_046,openai/gpt-4o,0.0,0,3,False,0.5,1,1201.75,True,121.0,high,medium,gsm_symbolic
GSM_047,openai/gpt-4o,0.3333,2,6,False,1.0,3,3.45,True,510.0,high,hard,gsm_symbolic
GSM_048,openai/gpt-4o,0.0,0,0,False,0.0,1,,False,206.0,high,hard,gsm_symbolic
GSM_049,openai/gpt-4o,0.1429,1,7,False,0.25,3,1242.0,False,1782.0,high,hard,gsm_symbolic
GSM_050,openai/gpt-4o,0.5,3,6,False,1.0,3,4.6,True,20.0,medium,medium,gsm_symbolic
GSM_051,openai/gpt-4o,0.4,2,5,False,1.0,2,46.0,True,256.0,medium,easy,gsm_symbolic
GSM_052,openai/gpt-4o,0.2,1,5,False,0.6667,2,0.57,False,43.75,medium,medium,gsm_symbolic
GSM_053,openai/gpt-4o,0.0,0,5,False,1.0,2,724.5,True,378.0,medium,easy,gsm_symbolic
GSM_054,openai/gpt-4o,0.0,0,0,False,1.0,1,,False,16.0,medium,hard,gsm_symbolic
GSM_055,openai/gpt-4o,0.0,0,0,False,1.0,1,,False,6.0,medium,medium,gsm_symbolic
GSM_056,openai/gpt-4o,0.0,0,0,False,1.0,1,,True,69.0,medium,medium,gsm_symbolic
GSM_057,openai/gpt-4o,0.0,0,0,False,1.0,1,,True,84.0,medium,medium,gsm_symbolic
GSM_058,openai/gpt-4o,0.0,0,1,False,0.0,1,0.06,False,285.0,medium,hard,gsm_symbolic
GSM_059,openai/gpt-4o,0.0,0,0,False,1.0,1,,True,29.0,medium,easy,gsm_symbolic
GSM_060,openai/gpt-4o,0.0,0,0,False,0.0,1,,False,46.0,medium,hard,gsm_symbolic
GSM_061,openai/gpt-4o,0.4,2,5,False,0.6667,2,5.75,True,420.0,medium,easy,gsm_symbolic
GSM_062,openai/gpt-4o,0.0,0,1,False,0.0,1,23.0,False,112000.0,medium,hard,gsm_symbolic
GSM_063,openai/gpt-4o,0.0,0,4,False,0.0,2,5060.0,True,16200.0,medium,hard,gsm_symbolic
GSM_064,openai/gpt-4o,0.0,0,3,False,0.5,1,14.95,True,75.0,medium,easy,gsm_symbolic
GSM_001,meta-llama/llama-3.1-8b-instruct,0.0,0,0,False,0.0,1,,True,51.0,high,medium,gsm_symbolic
GSM_002,meta-llama/llama-3.1-8b-instruct,0.0,0,0,False,1.0,1,,False,30.0,high,easy,gsm_symbolic
GSM_003,meta-llama/llama-3.1-8b-instruct,0.2,1,5,False,1.0,2,51.75,True,150.0,high,medium,gsm_symbolic
GSM_004,meta-llama/llama-3.1-8b-instruct,0.5,1,2,False,1.0,1,2.3,False,21600.0,high,easy,gsm_symbolic
GSM_005,meta-llama/llama-3.1-8b-instruct,0.1667,1,6,False,1.0,3,483.0,False,54.0,high,hard,gsm_symbolic
GSM_006,meta-llama/llama-3.1-8b-instruct,0.25,1,4,False,1.0,2,34.5,False,546.0,high,medium,gsm_symbolic
GSM_007,meta-llama/llama-3.1-8b-instruct,0.0,0,3,False,0.0,1,5.75,False,30.0,high,hard,gsm_symbolic
GSM_008,meta-llama/llama-3.1-8b-instruct,0.0,0,0,False,1.0,1,,True,1024.0,high,medium,gsm_symbolic
GSM_009,meta-llama/llama-3.1-8b-instruct,0.5,2,4,False,1.0,2,8.05,True,49.0,high,medium,gsm_symbolic
GSM_010,meta-llama/llama-3.1-8b-instruct,0.2222,2,9,False,1.0,4,6.9,True,885.0,medium,medium,gsm_symbolic
GSM_011,meta-llama/llama-3.1-8b-instruct,0.6,3,5,False,1.0,2,17.25,True,86.0,medium,medium,gsm_symbolic
GSM_012,meta-llama/llama-3.1-8b-instruct,0.2,1,5,False,1.0,2,33.35,True,81.0,medium,medium,gsm_symbolic
GSM_013,meta-llama/llama-3.1-8b-instruct,0.0,0,6,False,1.0,3,27.6,False,90.0,medium,medium,gsm_symbolic
GSM_014,meta-llama/llama-3.1-8b-instruct,0.25,1,4,False,1.0,2,241.5,False,70.0,medium,medium,gsm_symbolic
GSM_015,meta-llama/llama-3.1-8b-instruct,0.3333,1,3,False,0.0,1,13.8,False,354.0,medium,hard,gsm_symbolic
GSM_016,meta-llama/llama-3.1-8b-instruct,0.1818,2,11,False,0.8333,5,49.45,True,5.0,medium,hard,gsm_p1p2
GSM_017,meta-llama/llama-3.1-8b-instruct,0.0,0,20,False,0.0,10,0.0,False,922.0,medium,hard,gsm_p1p2
GSM_018,meta-llama/llama-3.1-8b-instruct,0.0,0,0,False,1.0,1,,True,21.0,medium,hard,gsm_p1p2
GSM_019,meta-llama/llama-3.1-8b-instruct,0.0,0,21,False,0.0,10,0.86,False,3.0,medium,hard,gsm_p1p2
GSM_020,meta-llama/llama-3.1-8b-instruct,0.3333,3,9,False,1.0,4,3.45,False,24.0,medium,hard,gsm_p1p2
GSM_041,meta-llama/llama-3.1-8b-instruct,0.0,0,6,False,1.0,3,218.5,True,150.0,high,easy,gsm_symbolic
GSM_042,meta-llama/llama-3.1-8b-instruct,0.25,1,4,False,1.0,2,108.1,False,2820.0,high,easy,gsm_symbolic
GSM_043,meta-llama/llama-3.1-8b-instruct,0.0,0,2,False,1.0,1,1.15,True,8.0,high,easy,gsm_symbolic
GSM_044,meta-llama/llama-3.1-8b-instruct,0.0,0,0,False,1.0,1,,True,59.0,high,easy,gsm_symbolic
GSM_045,meta-llama/llama-3.1-8b-instruct,0.75,3,4,False,1.0,2,111.55,True,1122.0,high,medium,gsm_symbolic
GSM_046,meta-llama/llama-3.1-8b-instruct,0.1667,1,6,False,1.0,3,2754.25,False,121.0,high,medium,gsm_symbolic
GSM_047,meta-llama/llama-3.1-8b-instruct,0.0,0,0,False,1.0,1,,True,510.0,high,hard,gsm_symbolic
GSM_048,meta-llama/llama-3.1-8b-instruct,0.0,0,0,False,1.0,1,,False,206.0,high,hard,gsm_symbolic
GSM_049,meta-llama/llama-3.1-8b-instruct,0.0,0,0,False,1.0,1,,False,1782.0,high,hard,gsm_symbolic
GSM_050,meta-llama/llama-3.1-8b-instruct,0.0,0,7,False,1.0,3,18.4,True,20.0,medium,medium,gsm_symbolic
GSM_051,meta-llama/llama-3.1-8b-instruct,0.0,0,3,False,1.0,1,92.0,False,256.0,medium,easy,gsm_symbolic
GSM_052,meta-llama/llama-3.1-8b-instruct,0.0,0,0,False,1.0,1,,False,43.75,medium,medium,gsm_symbolic
GSM_053,meta-llama/llama-3.1-8b-instruct,0.0,0,0,False,0.0,1,,True,378.0,medium,easy,gsm_symbolic
GSM_054,meta-llama/llama-3.1-8b-instruct,0.0,0,3,False,0.0,1,11.5,False,16.0,medium,hard,gsm_symbolic
GSM_055,meta-llama/llama-3.1-8b-instruct,0.2857,2,7,False,1.0,3,3.45,True,6.0,medium,medium,gsm_symbolic
GSM_056,meta-llama/llama-3.1-8b-instruct,0.0,0,5,False,0.6667,2,302.45,False,69.0,medium,medium,gsm_symbolic
GSM_057,meta-llama/llama-3.1-8b-instruct,0.0,0,0,False,1.0,1,,True,84.0,medium,medium,gsm_symbolic
GSM_058,meta-llama/llama-3.1-8b-instruct,1.0,3,3,False,0.0,1,18.4,False,285.0,medium,hard,gsm_symbolic
GSM_059,meta-llama/llama-3.1-8b-instruct,0.6667,2,3,False,0.5,1,10.35,False,29.0,medium,easy,gsm_symbolic
GSM_060,meta-llama/llama-3.1-8b-instruct,0.0018,1,542,False,0.0,271,102.35,False,46.0,medium,hard,gsm_symbolic
GSM_061,meta-llama/llama-3.1-8b-instruct,0.0,0,0,False,1.0,1,,True,420.0,medium,easy,gsm_symbolic
GSM_062,meta-llama/llama-3.1-8b-instruct,0.0,0,0,False,1.0,1,,False,112000.0,medium,hard,gsm_symbolic
GSM_063,meta-llama/llama-3.1-8b-instruct,0.5,1,2,False,1.0,1,2.3,False,16200.0,medium,hard,gsm_symbolic
GSM_064,meta-llama/llama-3.1-8b-instruct,0.0,0,3,False,1.0,1,1.15,True,75.0,medium,easy,gsm_symbolic
GSM_001,google/gemini-2.5-flash,0.25,1,4,False,0.5,2,98.9,True,51.0,high,medium,gsm_symbolic
GSM_002,google/gemini-2.5-flash,0.5,1,2,False,0.0,1,13.8,True,30.0,high,easy,gsm_symbolic
GSM_003,google/gemini-2.5-flash,0.4,2,5,False,0.3333,2,34.5,True,150.0,high,medium,gsm_symbolic
GSM_004,google/gemini-2.5-flash,0.3333,1,3,False,0.5,1,2.3,True,21600.0,high,easy,gsm_symbolic
GSM_005,google/gemini-2.5-flash,0.0,0,0,False,0.0,1,,False,54.0,high,hard,gsm_symbolic
GSM_006,google/gemini-2.5-flash,0.0,0,5,False,1.0,2,644.0,True,546.0,high,medium,gsm_symbolic
GSM_007,google/gemini-2.5-flash,0.2,1,5,False,0.3333,2,2.3,True,30.0,high,hard,gsm_symbolic
GSM_008,google/gemini-2.5-flash,0.125,1,8,False,1.0,4,18.4,True,1024.0,high,medium,gsm_symbolic
GSM_009,google/gemini-2.5-flash,0.2,1,5,False,0.3333,2,8.05,True,49.0,high,medium,gsm_symbolic
GSM_010,google/gemini-2.5-flash,0.1667,1,6,False,1.0,3,6.9,True,885.0,medium,medium,gsm_symbolic
GSM_011,google/gemini-2.5-flash,0.4,2,5,False,0.6667,2,17.25,True,86.0,medium,medium,gsm_symbolic
GSM_012,google/gemini-2.5-flash,0.0,0,4,False,1.0,2,418.6,True,81.0,medium,medium,gsm_symbolic
GSM_013,google/gemini-2.5-flash,0.0,0,0,False,1.0,1,,False,90.0,medium,medium,gsm_symbolic
GSM_014,google/gemini-2.5-flash,0.0,0,6,False,0.3333,3,241.5,True,70.0,medium,medium,gsm_symbolic
GSM_015,google/gemini-2.5-flash,0.2727,3,11,False,0.6667,5,27.6,True,354.0,medium,hard,gsm_symbolic
GSM_016,google/gemini-2.5-flash,0.1818,2,11,False,1.0,5,27.6,True,5.0,medium,hard,gsm_p1p2
GSM_017,google/gemini-2.5-flash,0.1579,3,19,False,0.9,9,28.75,True,922.0,medium,hard,gsm_p1p2
GSM_018,google/gemini-2.5-flash,0.2727,3,11,False,0.8333,5,55.2,True,21.0,medium,hard,gsm_p1p2
GSM_019,google/gemini-2.5-flash,0.3333,3,9,False,1.0,4,4.6,True,3.0,medium,hard,gsm_p1p2
GSM_020,google/gemini-2.5-flash,0.1111,1,9,False,1.0,4,20.7,True,24.0,medium,hard,gsm_p1p2
GSM_041,google/gemini-2.5-flash,0.3333,2,6,False,1.0,3,8.05,True,150.0,high,easy,gsm_symbolic
GSM_042,google/gemini-2.5-flash,0.5,2,4,False,0.5,2,34.5,True,2820.0,high,easy,gsm_symbolic
GSM_043,google/gemini-2.5-flash,1.0,3,3,False,0.0,1,736.0,True,8.0,high,easy,gsm_symbolic
GSM_044,google/gemini-2.5-flash,0.3333,1,3,False,1.0,1,81.65,True,59.0,high,easy,gsm_symbolic
GSM_045,google/gemini-2.5-flash,0.5,2,4,False,0.0,2,111.55,True,1122.0,high,medium,gsm_symbolic
GSM_046,google/gemini-2.5-flash,0.6667,2,3,False,0.5,1,2754.25,True,121.0,high,medium,gsm_symbolic
GSM_047,google/gemini-2.5-flash,0.3333,2,6,False,1.0,3,24.15,True,510.0,high,hard,gsm_symbolic
GSM_048,google/gemini-2.5-flash,0.1667,1,6,False,1.0,3,23.0,True,206.0,high,hard,gsm_symbolic
GSM_049,google/gemini-2.5-flash,0.3333,3,9,False,1.0,4,1035.0,True,1782.0,high,hard,gsm_symbolic
GSM_050,google/gemini-2.5-flash,0.4286,3,7,False,0.5,3,4.6,True,20.0,medium,medium,gsm_symbolic
GSM_051,google/gemini-2.5-flash,0.25,1,4,False,0.5,2,92.0,True,256.0,medium,easy,gsm_symbolic
GSM_052,google/gemini-2.5-flash,0.0,0,0,False,0.0,1,,True,43.75,medium,medium,gsm_symbolic
GSM_053,google/gemini-2.5-flash,0.0,0,13,False,1.0,6,5.75,True,378.0,medium,easy,gsm_symbolic
GSM_054,google/gemini-2.5-flash,0.0,0,6,False,1.0,3,34.5,False,16.0,medium,hard,gsm_symbolic
GSM_055,google/gemini-2.5-flash,0.1429,1,7,False,0.5,3,3.45,False,6.0,medium,medium,gsm_symbolic
GSM_056,google/gemini-2.5-flash,0.4444,4,9,False,0.6,4,2.3,True,69.0,medium,medium,gsm_symbolic
GSM_057,google/gemini-2.5-flash,0.7273,8,11,False,0.6667,5,73.6,True,84.0,medium,medium,gsm_symbolic
GSM_058,google/gemini-2.5-flash,0.2857,2,7,False,0.0,3,23.0,True,285.0,medium,hard,gsm_symbolic
GSM_059,google/gemini-2.5-flash,0.0,0,4,False,1.0,2,63.25,True,29.0,medium,easy,gsm_symbolic
GSM_060,google/gemini-2.5-flash,0.25,2,8,False,1.0,4,14.95,False,46.0,medium,hard,gsm_symbolic
GSM_061,google/gemini-2.5-flash,0.4,2,5,False,1.0,2,5.75,True,420.0,medium,easy,gsm_symbolic
GSM_062,google/gemini-2.5-flash,0.2,1,5,False,0.0,2,552000.0,True,112000.0,medium,hard,gsm_symbolic
GSM_063,google/gemini-2.5-flash,0.0,0,4,False,0.5,2,253000.0,True,16200.0,medium,hard,gsm_symbolic
GSM_064,google/gemini-2.5-flash,0.6667,2,3,False,1.0,1,44.85,True,75.0,medium,easy,gsm_symbolic
