problem_id,model,contamination_pole,difficulty,phase1_steps_json,phase1_final_answer,phase1_parseable,cci_score,cci_matched,cci_total,inject_at_step,injected_value,true_value_at_injection,tep_score,tep_diverged_steps,tep_total_steps,session_b_correct,correct_answer
GSM_011,openai/o4-mini,medium,medium,"[{""step"": 1, ""description"": ""grams used by giant cubes"", ""value"": 8.0}, {""step"": 2, ""description"": ""grams used by small cubes"", ""value"": 15.0}, {""step"": 3, ""description"": ""grams used by medium cubes"", ""value"": 13.0}, {""step"": 4, ""description"": ""total used so far (giant + small)"", ""value"": 96.0}, {""step"": 5, ""description"": ""total used (all sizes)"", ""value"": 99.0}, {""step"": 6, ""description"": ""remaining water"", ""value"": 328.0}]",86.0,True,0.3333,2,6,3,14.95,13.0,1.0000,3,3,True,86
GSM_012,openai/o4-mini,medium,medium,"[{""step"": 1, ""description"": ""total potted plants on window ledges (7 \u00d7 52)"", ""value"": 364.0}, {""step"": 2, ""description"": ""total plants after adding new ones (364 + 29)"", ""value"": 393.0}, {""step"": 3, ""description"": ""total plants to give away (6 \u00d7 52)"", ""value"": 312.0}, {""step"": 4, ""description"": ""plants remaining after giveaway (393 \u2212 312)"", ""value"": 81.0}]",81.0,True,0.7500,3,4,2,451.95,393.0,1.0000,2,2,True,81
GSM_013,openai/o4-mini,medium,medium,"[{""step"": 1, ""description"": ""Beach speed (km/min)"", ""value"": 12.0}, {""step"": 2, ""description"": ""Sidewalk speed (km/min)"", ""value"": 2.0}, {""step"": 3, ""description"": ""Sidewalk time (min)"", ""value"": 12.0}, {""step"": 4, ""description"": ""Total time (min)"", ""value"": 60.0}]",90.0,True,0.7500,3,4,2,2.3,2.0,0.0000,0,2,True,90
GSM_014,openai/o4-mini,medium,medium,"[{""step"": 1, ""description"": ""Total cleaning time in minutes (210 floors \u00d7 20 minutes per floor)"", ""value"": 4200.0}, {""step"": 2, ""description"": ""Total working time in hours (10 days \u00d7 10 hours per day)"", ""value"": 100.0}, {""step"": 3, ""description"": ""Total working time in minutes (100 hours \u00d7 60 minutes per hour)"", ""value"": 6000.0}, {""step"": 4, ""description"": ""Fraction of workday spent cleaning (4200 \u00f7 6000)"", ""value"": 0.7}, {""step"": 5, ""description"": ""Percentage of workday spent cleaning (0.7 \u00d7 100)"", ""value"": 70.0}]",70.0,True,0.2000,1,5,2,115.0,100.0,0.3333,1,3,True,70
GSM_015,openai/o4-mini,medium,hard,"[{""step"": 1, ""description"": ""Round 2.25 to nearest dollar"", ""value"": 2.0}, {""step"": 2, ""description"": ""Round 5.13 to nearest dollar"", ""value"": 5.0}, {""step"": 3, ""description"": ""Round 5.47 to nearest dollar"", ""value"": 5.0}, {""step"": 4, ""description"": ""2 \u00d7 12"", ""value"": 24.0}, {""step"": 5, ""description"": ""5 \u00d7 29"", ""value"": 145.0}, {""step"": 6, ""description"": ""5 \u00d7 37"", ""value"": 185.0}, {""step"": 7, ""description"": ""24 + 145"", ""value"": 169.0}, {""step"": 8, ""description"": ""169 + 185"", ""value"": 354.0}]",354.0,True,0.6250,5,8,4,27.6,24.0,0.5000,2,4,True,354
GSM_016,openai/o4-mini,medium,hard,"[{""step"": 1, ""description"": ""weight of wheat (6 \u00d7 4)"", ""value"": 24.0}, {""step"": 2, ""description"": ""weight of cucumbers (12 \u00d7 5)"", ""value"": 60.0}, {""step"": 3, ""description"": ""weight of apples (32 \u00d7 43)"", ""value"": 1376.0}, {""step"": 4, ""description"": ""weight of corn (18 \u00d7 15)"", ""value"": 270.0}, {""step"": 5, ""description"": ""weight of grocery"", ""value"": 43.0}, {""step"": 6, ""description"": ""weight of tools"", ""value"": 27.0}, {""step"": 7, ""description"": ""subtotal after wheat and cucumbers (24 + 60)"", ""value"": 84.0}, {""step"": 8, ""description"": ""subtotal after adding apples (84 + 1376)"", ""value"": 1460.0}, {""step"": 9, ""description"": ""subtotal after adding corn (1460 + 270)"", ""value"": 1730.0}, {""step"": 10, ""description"": ""subtotal after adding grocery (1730 + 43)"", ""value"": 1773.0}, {""step"": 11, ""description"": ""total weight after adding tools (1773 + 27)"", ""value"": 1800.0}, {""step"": 12, ""description"": ""capacity per truck"", ""value"": 120.0}, {""step"": 13, ""description"": ""total capacity per trip (3 \u00d7 120)"", ""value"": 360.0}, {""step"": 14, ""description"": ""number of trips needed (1800 \u00f7 360)"", ""value"": 5.0}]",5.0,True,0.4286,6,14,7,96.6,84.0,0.8571,6,7,True,5
GSM_017,openai/o4-mini,medium,hard,"[{""step"": 1, ""description"": ""Saturday cookie sales Cs"", ""value"": 25.0}, {""step"": 2, ""description"": ""Friday orange pie sales Pf"", ""value"": 22.0}, {""step"": 3, ""description"": ""Sunday cookie sales Csu"", ""value"": 25.0}, {""step"": 4, ""description"": ""Sunday orange pie sales Psu"", ""value"": 9.0}, {""step"": 5, ""description"": ""Friday cookie earnings"", ""value"": 25.0}, {""step"": 6, ""description"": ""Friday pie earnings"", ""value"": 9.0}, {""step"": 7, ""description"": ""Friday total earnings"", ""value"": 300.0}, {""step"": 8, ""description"": ""Saturday cookie earnings"", ""value"": 36.0}, {""step"": 9, ""description"": ""Saturday pie earnings"", ""value"": 22.0}, {""step"": 10, ""description"": ""Saturday total earnings"", ""value"": 432.0}, {""step"": 11, ""description"": ""Sunday cookie earnings"", ""value"": 61.0}, {""step"": 12, ""description"": ""Sunday pie earnings"", ""value"": 31.0}, {""step"": 13, ""description"": ""Sunday total earnings"", ""value"": 732.0}, {""step"": 14, ""description"": ""Total earnings three days"", ""value"": 489.0}, {""step"": 15, ""description"": ""Average daily earning"", ""value"": 2766.0}]",922.0,True,0.1333,2,15,7,345.0,300.0,0.8750,7,8,True,922
GSM_018,openai/o4-mini,medium,hard,"[{""step"": 1, ""description"": ""0.25 \u00d7 80"", ""value"": 20.0}, {""step"": 2, ""description"": ""0.15 \u00d7 80"", ""value"": 12.0}, {""step"": 3, ""description"": ""20 + 12"", ""value"": 32.0}, {""step"": 4, ""description"": ""80 \u2212 32"", ""value"": 48.0}, {""step"": 5, ""description"": ""48 \u00f7 2"", ""value"": 24.0}, {""step"": 6, ""description"": ""48 \u00f7 2"", ""value"": 24.0}, {""step"": 7, ""description"": ""0.25 \u00d7 12"", ""value"": 3.0}, {""step"": 8, ""description"": ""0.10 \u00d7 20"", ""value"": 2.0}, {""step"": 9, ""description"": ""24 \u00f7 3"", ""value"": 8.0}, {""step"": 10, ""description"": ""24 \u00f7 3"", ""value"": 8.0}, {""step"": 11, ""description"": ""3 + 2 + 8 + 8"", ""value"": 21.0}]",21.0,True,0.3636,4,11,5,27.6,24.0,0.1667,1,6,True,21
GSM_019,openai/o4-mini,medium,hard,"[{""step"": 1, ""description"": ""Friday watching time"", ""value"": 3.0}, {""step"": 2, ""description"": ""Saturday watching time"", ""value"": 3.0}, {""step"": 3, ""description"": ""One Sunday episode length in hours"", ""value"": 45.0}, {""step"": 4, ""description"": ""Sunday watching time"", ""value"": 0.75}, {""step"": 5, ""description"": ""Monday watching time"", ""value"": 4.0}, {""step"": 6, ""description"": ""Tuesday watching time"", ""value"": 4.0}, {""step"": 7, ""description"": ""Wednesday watching time"", ""value"": 3.0}, {""step"": 8, ""description"": ""Sum of known watching times"", ""value"": 3.0}, {""step"": 9, ""description"": ""Total watching time equation"", ""value"": 19.75}, {""step"": 10, ""description"": ""0.75x"", ""value"": 22.0}, {""step"": 11, ""description"": ""x"", ""value"": 2.25}]",3.0,True,0.2727,3,11,5,4.6,4.0,0.3333,2,6,True,3
GSM_020,openai/o4-mini,medium,hard,"[{""step"": 1, ""description"": ""Total eggs hidden originally (10 \u00d7 12)"", ""value"": 120.0}, {""step"": 2, ""description"": ""Ava\u2019s eggs found"", ""value"": 3.0}, {""step"": 3, ""description"": ""Quinn\u2019s eggs found (6 \u00d7 3)"", ""value"": 18.0}, {""step"": 4, ""description"": ""Sophia\u2019s eggs found (18 - 3)"", ""value"": 15.0}, {""step"": 5, ""description"": ""Esteban\u2019s eggs found (1/5 of 15)"", ""value"": 3.0}, {""step"": 6, ""description"": ""Quinn\u2019s eggs found + Ava\u2019s eggs found (18 + 3)"", ""value"": 21.0}, {""step"": 7, ""description"": ""Three dozen eggs (3 \u00d7 12)"", ""value"": 36.0}, {""step"": 8, ""description"": ""Fatima\u2019s eggs found (21 + 36)"", ""value"": 57.0}, {""step"": 9, ""description"": ""Total eggs found (3 + 18 + 15 + 3 + 57)"", ""value"": 96.0}, {""step"": 10, ""description"": ""Eggs still hidden (120 - 96)"", ""value"": 24.0}]",24.0,True,0.2000,2,10,5,3.45,3.0,0.8000,4,5,True,24
GSM_041,openai/o4-mini,high,easy,"[{""step"": 1, ""description"": ""Hike"", ""value"": 2.0}, {""step"": 2, ""description"": ""Paint + Football"", ""value"": 19.0}, {""step"": 3, ""description"": ""Paint + Football + Hike"", ""value"": 26.0}, {""step"": 4, ""description"": ""Bake"", ""value"": 190.0}]",150.0,True,0.2500,1,4,2,21.85,19.0,0.5000,1,2,True,150
GSM_042,openai/o4-mini,high,easy,"[{""step"": 1, ""description"": ""30 * 4"", ""value"": 120.0}, {""step"": 2, ""description"": ""30 * 90"", ""value"": 2700.0}, {""step"": 3, ""description"": ""120 + 2700"", ""value"": 2820.0}]",2820.0,True,0.3333,1,3,1,138.0,120.0,0.5000,1,2,True,2820
GSM_043,openai/o4-mini,high,easy,"[{""step"": 1, ""description"": ""1/8 of 640"", ""value"": 640.0}, {""step"": 2, ""description"": ""1/10 of 80"", ""value"": 80.0}]",8.0,True,0.0000,0,2,1,736.0,640.0,0.0000,0,1,True,8
GSM_044,openai/o4-mini,high,easy,"[{""step"": 1, ""description"": ""71 + 45"", ""value"": 116.0}, {""step"": 2, ""description"": ""116 + 29"", ""value"": 145.0}, {""step"": 3, ""description"": ""204 \u2212 145"", ""value"": 59.0}]",59.0,True,0.0000,0,3,1,133.4,116.0,1.0000,2,2,True,59
GSM_045,openai/o4-mini,high,medium,"[{""step"": 1, ""description"": ""Friday picks"", ""value"": 205.0}, {""step"": 2, ""description"": ""Wednesday + Thursday picks"", ""value"": 205.0}, {""step"": 3, ""description"": ""Total picks"", ""value"": 302.0}]",1122.0,True,0.0000,0,3,1,235.75,205.0,1.0000,2,2,True,1122
GSM_046,openai/o4-mini,high,medium,"[{""step"": 1, ""description"": ""Remaining calories"", ""value"": 2395.0}, {""step"": 2, ""description"": ""Ounces per serving"", ""value"": 275.0}, {""step"": 3, ""description"": ""Calories per ounce"", ""value"": 475.0}, {""step"": 4, ""description"": ""Ounces per calorie"", ""value"": 1.0}, {""step"": 5, ""description"": ""Allowable ounces"", ""value"": 1045.0}]",121.0,True,0.0000,0,5,2,316.25,275.0,0.3333,1,3,True,121
GSM_047,openai/o4-mini,high,hard,"[{""step"": 1, ""description"": ""1/4 of 1800"", ""value"": 450.0}, {""step"": 2, ""description"": ""1800 - 450"", ""value"": 1350.0}, {""step"": 3, ""description"": ""3 * 7"", ""value"": 21.0}, {""step"": 4, ""description"": ""21 * 40"", ""value"": 840.0}, {""step"": 5, ""description"": ""450 + 840"", ""value"": 1290.0}, {""step"": 6, ""description"": ""1800 - 1290"", ""value"": 510.0}]",510.0,True,0.3333,2,6,3,24.15,21.0,1.0000,2,2,True,510
GSM_048,openai/o4-mini,high,hard,"[{""step"": 3, ""description"": ""Tea needed for one week (1 kg/day \u00d7 7 days)"", ""value"": 7.0}]",206.0,True,0.0000,0,1,1,8.05,7.0,0.0000,0,0,True,206
GSM_049,openai/o4-mini,high,hard,"[{""step"": 1, ""description"": ""450 + 450"", ""value"": 900.0}, {""step"": 2, ""description"": ""900 * 0.20"", ""value"": 180.0}, {""step"": 3, ""description"": ""900 + 180"", ""value"": 1080.0}, {""step"": 4, ""description"": ""450 + 450 + 1080"", ""value"": 1980.0}, {""step"": 5, ""description"": ""1980 * 2"", ""value"": 3960.0}, {""step"": 6, ""description"": ""3960 * 0.45"", ""value"": 1782.0}]",1782.0,True,0.6667,4,6,3,1242.0,1080.0,0.3333,1,3,True,1782
GSM_050,openai/o4-mini,medium,medium,"[{""step"": 1, ""description"": ""remora length in feet"", ""value"": 12.0}, {""step"": 2, ""description"": ""total length of 16 remoras"", ""value"": 16.0}, {""step"": 3, ""description"": ""number of remoras that go away = \u00bc \u00d7 16"", ""value"": 4.0}, {""step"": 4, ""description"": ""number of remoras remaining"", ""value"": 16.0}, {""step"": 5, ""description"": ""combined length of remaining remoras"", ""value"": 12.0}, {""step"": 6, ""description"": ""fraction of dolphin\u2019s length"", ""value"": 12.0}, {""step"": 7, ""description"": ""percentage of dolphin\u2019s length"", ""value"": 0.2}]",20.0,True,0.1429,1,7,3,4.6,4.0,1.0000,4,4,True,20
GSM_051,openai/o4-mini,medium,easy,"[{""step"": 1, ""description"": ""64 minutes \u00f7 2 miles"", ""value"": 32.0}, {""step"": 2, ""description"": ""80 miles \u00f7 10"", ""value"": 8.0}, {""step"": 3, ""description"": ""32 minutes per mile \u00d7 8 miles"", ""value"": 256.0}]",256.0,True,0.0000,0,3,1,36.8,32.0,1.0000,2,2,True,256
GSM_052,openai/o4-mini,medium,medium,"[{""step"": 1, ""description"": ""Number of outcomes greater than 6 on a d12"", ""value"": 6.0}, {""step"": 2, ""description"": ""Total outcomes on a d12"", ""value"": 12.0}, {""step"": 3, ""description"": ""Probability of rolling >6"", ""value"": 6.0}, {""step"": 4, ""description"": ""Probability of rolling >6 as a percentage"", ""value"": 0.5}, {""step"": 5, ""description"": ""Number of odd outcomes on a d12"", ""value"": 6.0}, {""step"": 6, ""description"": ""Probability of one odd roll"", ""value"": 6.0}, {""step"": 7, ""description"": ""Probability of two odd rolls"", ""value"": 0.5}, {""step"": 8, ""description"": ""Probability of three odd rolls"", ""value"": 0.25}, {""step"": 9, ""description"": ""Probability of four odd rolls"", ""value"": 0.125}, {""step"": 10, ""description"": ""Probability of four odd rolls as a percentage"", ""value"": 0.0625}, {""step"": 11, ""description"": ""Difference in percentages"", ""value"": 50.0}]",43.75,True,0.0909,1,11,5,6.9,6.0,0.6667,4,6,True,43.75
GSM_053,openai/o4-mini,medium,easy,"[{""step"": 1, ""description"": ""63 \u00f7 21"", ""value"": 3.0}, {""step"": 2, ""description"": ""21 \u00f7 21"", ""value"": 1.0}, {""step"": 3, ""description"": ""sugar : water ratio"", ""value"": 3.0}, {""step"": 4, ""description"": ""7 \u00f7 7"", ""value"": 1.0}, {""step"": 5, ""description"": ""7 \u00f7 7"", ""value"": 1.0}, {""step"": 6, ""description"": ""milk : water ratio"", ""value"": 1.0}, {""step"": 7, ""description"": ""combined sugar : water : milk ratio"", ""value"": 3.0}, {""step"": 8, ""description"": ""total ratio parts"", ""value"": 3.0}, {""step"": 9, ""description"": ""value of one part"", ""value"": 630.0}, {""step"": 10, ""description"": ""sugar teaspoons"", ""value"": 3.0}]",378.0,True,0.3000,3,10,5,1.15,1.0,0.4000,2,5,True,378
GSM_054,openai/o4-mini,medium,hard,"[{""step"": 1, ""description"": ""cost for first 10 minutes"", ""value"": 10.0}, {""step"": 2, ""description"": ""minutes from 10 to 30"", ""value"": 30.0}, {""step"": 3, ""description"": ""cost for next 20 minutes"", ""value"": 20.0}, {""step"": 4, ""description"": ""minutes after 30 up to 70"", ""value"": 70.0}, {""step"": 5, ""description"": ""two-minute blocks in those 40 minutes"", ""value"": 40.0}, {""step"": 6, ""description"": ""cost for those 40 minutes"", ""value"": 20.0}, {""step"": 7, ""description"": ""total cost"", ""value"": 6.0}]",16.0,True,0.0000,0,7,3,23.0,20.0,0.2500,1,4,True,16
GSM_055,openai/o4-mini,medium,medium,"[{""step"": 1, ""description"": ""Capacity per bowl"", ""value"": 2.0}, {""step"": 2, ""description"": ""Total capacity of tables"", ""value"": 11.0}, {""step"": 3, ""description"": ""Total capacity of bowls"", ""value"": 3.0}, {""step"": 4, ""description"": ""Combined total capacity"", ""value"": 264.0}, {""step"": 5, ""description"": ""Almonds eaten"", ""value"": 621.0}, {""step"": 6, ""description"": ""Remaining almonds"", ""value"": 621.0}, {""step"": 7, ""description"": ""Almonds that won\u2019t fit"", ""value"": 414.0}]",6.0,True,0.1429,1,7,3,3.45,3.0,1.0000,4,4,True,6
GSM_056,openai/o4-mini,medium,medium,"[{""step"": 1, ""description"": ""combined walking time before park (26 + 27)"", ""value"": 53.0}, {""step"": 2, ""description"": ""time to reach park (2 \u00d7 53)"", ""value"": 106.0}, {""step"": 3, ""description"": ""coffee time + time to grocery corner (35 + 26)"", ""value"": 61.0}, {""step"": 4, ""description"": ""time so far before reaching cinema (61 + 27)"", ""value"": 88.0}, {""step"": 5, ""description"": ""total time spent so far including park (88 + 106)"", ""value"": 194.0}, {""step"": 6, ""description"": ""remaining time to gym (263 \u2212 194)"", ""value"": 69.0}]",69.0,True,0.3333,2,6,3,70.15,61.0,1.0000,3,3,True,69
GSM_057,openai/o4-mini,medium,medium,"[{""step"": 1, ""description"": ""Sophia\u2019s puppies with spots"", ""value"": 64.0}, {""step"": 2, ""description"": ""Total puppies"", ""value"": 113.0}, {""step"": 3, ""description"": ""Total puppies with spots"", ""value"": 17.0}, {""step"": 4, ""description"": ""Proportion of puppies with spots"", ""value"": 672.0}, {""step"": 5, ""description"": ""Percentage of puppies with spots"", ""value"": 0.84}]",84.0,True,0.0000,0,5,2,129.95,113.0,0.0000,0,3,True,84
GSM_058,openai/o4-mini,medium,hard,"[{""step"": 1, ""description"": ""cost of colored pencils"", ""value"": 16.0}, {""step"": 2, ""description"": ""cost of crayons"", ""value"": 10.0}, {""step"": 3, ""description"": ""cost of bond paper"", ""value"": 20.0}, {""step"": 4, ""description"": ""cost of folders"", ""value"": 6.0}, {""step"": 5, ""description"": ""subtotal"", ""value"": 44.0}, {""step"": 6, ""description"": ""discount amount"", ""value"": 0.05}, {""step"": 7, ""description"": ""total after discount"", ""value"": 300.0}]",285.0,True,0.1429,1,7,3,23.0,20.0,0.0000,0,4,True,285
GSM_059,openai/o4-mini,medium,easy,"[{""step"": 1, ""description"": ""forks from guests (2 packs of 14)"", ""value"": 2.0}, {""step"": 3, ""description"": ""total net change (28 + (\u22122))"", ""value"": 26.0}, {""step"": 4, ""description"": ""initial forks (55 \u2212 26)"", ""value"": 29.0}]",29.0,True,0.3333,1,3,1,2.3,2.0,0.5000,1,2,True,29
GSM_060,openai/o4-mini,medium,hard,[],,False,0.0000,0,0,1,,,1.0000,1,1,False,46
GSM_061,openai/o4-mini,medium,easy,"[{""step"": 1, ""description"": ""Combined father and wife consumption per day (4 + 6)"", ""value"": 10.0}, {""step"": 2, ""description"": ""Three-sixths of combined consumption (3/6 * 10)"", ""value"": 5.0}, {""step"": 3, ""description"": ""Daughter consumption per day (5 - 1)"", ""value"": 4.0}, {""step"": 4, ""description"": ""Total daily family consumption (4 + 6 + 4)"", ""value"": 14.0}, {""step"": 5, ""description"": ""Number of days in one month"", ""value"": 30.0}, {""step"": 6, ""description"": ""Total monthly consumption (14 * 30)"", ""value"": 420.0}]",420.0,True,0.6667,4,6,3,4.6,4.0,0.0000,0,3,True,420
GSM_062,openai/o4-mini,medium,hard,"[{""step"": 1, ""description"": ""Discount amount"", ""value"": 20.0}, {""step"": 2, ""description"": ""Discounted selling price"", ""value"": 600000.0}, {""step"": 3, ""description"": ""Brokerage fee"", ""value"": 3.0}, {""step"": 4, ""description"": ""Transfer fee"", ""value"": 12.0}, {""step"": 5, ""description"": ""Total cost"", ""value"": 480000.0}, {""step"": 6, ""description"": ""Amount exceeding budget"", ""value"": 570000.0}]",130000.0,True,0.0000,0,6,3,3.45,3.0,0.3333,1,3,True,112000
GSM_063,openai/o4-mini,medium,hard,"[{""step"": 1, ""description"": ""0.02 * 220000"", ""value"": 4400.0}, {""step"": 2, ""description"": ""0.02 * 220000"", ""value"": 4400.0}, {""step"": 3, ""description"": ""4400 + 4400"", ""value"": 8800.0}, {""step"": 4, ""description"": ""8800 + 180000"", ""value"": 188800.0}, {""step"": 5, ""description"": ""188800 + 15000"", ""value"": 203800.0}, {""step"": 6, ""description"": ""220000 \u2013 203800"", ""value"": 16200.0}]",16200.0,True,0.0000,0,6,3,10120.0,8800.0,1.0000,3,3,True,16200
GSM_064,openai/o4-mini,medium,easy,"[{""step"": 1, ""description"": ""Number of boys = (1/3) \u00d7 39"", ""value"": 13.0}, {""step"": 2, ""description"": ""Total number of kids"", ""value"": 39.0}, {""step"": 3, ""description"": ""Fraction of kids who are girls"", ""value"": 39.0}, {""step"": 4, ""description"": ""Percentage of kids who are girls"", ""value"": 0.75}]",75.0,True,0.2500,1,4,2,44.85,39.0,0.5000,1,2,True,75
