problem_id,variant_type,model,behavioral_correct,raw_response,family,correct_answer,verify_family
BW_022,canonical,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up b
2. stack b k
3. pick-up k
4. stack k b
5. pick-up b
6. stack b c
7. pick-up c
8. stack c g
9. pick-up g
10. stack g c",bw,"pick-up k
 stack k f
 pick-up b
 stack b k
 pick-up c
 stack c b
 pick-up g
 stack g c",blocksworld
BW_022,W5,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up f
2. unstack f k
3. pick-up k
4. unstack k b
5. pick-up b
6. unstack b c
7. pick-up c
8. unstack c g
9. pick-up g
10. put-down g
11. put-down c
12. put-down b
13. put-down k
14. put-down f",bw,"unstack g c
put-down g
unstack c b
put-down c
unstack b k
put-down b
unstack k f
put-down k",blocksworld
BW_080,canonical,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up l
2. stack l c
3. pick-up c
4. stack c i
5. pick-up i
6. stack i e
7. pick-up e
8. stack e j
9. pick-up j
10. stack j f",bw,"pick-up j
stack j f
pick-up e
stack e j
pick-up i
stack i e
pick-up c
stack c i
pick-up l
stack l c",blocksworld
BW_080,W5,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up f
2. unstack f j
3. pick-up j
4. unstack j e
5. pick-up e
6. unstack e i
7. pick-up i
8. unstack i c
9. pick-up c
10. unstack c l
11. pick-up l
12. put-down l
13. put-down c
14. put-down i
15. put-down e
16. put-down j",bw,"unstack l c
put-down l
unstack c i
put-down c
unstack i e
put-down i
unstack e j
put-down e
unstack j f
put-down j",blocksworld
BW_120,canonical,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up c
2. stack c j
3. pick-up j
4. stack j g
5. pick-up g
6. stack g f
7. put-down g
8. put-down j
9. put-down c",bw,"pick-up g
stack g f
pick-up j
stack j g
pick-up c
stack c j",blocksworld
BW_120,W5,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up f
2. unstack f g
3. pick-up g
4. unstack g j
5. pick-up j
6. unstack j c
7. pick-up c
8. put-down c
9. put-down j
10. put-down g
11. put-down f",bw,"unstack c j
put-down c
unstack j g
put-down j
unstack g f
put-down g",blocksworld
BW_137,canonical,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up d
2. stack d a
3. pick-up a
4. stack a b
5. pick-up b
6. stack b j
7. pick-up j
8. stack j e
9. pick-up e
10. stack e l
11. pick-up l
12. stack l h
13. pick-up h
14. stack h c
15. pick-up c
16. stack c f
17. pick-up f
18. stack f g
19. pick-up g
20. stack g i",bw,"pick-up g
stack g i
pick-up f
stack f g
pick-up c
stack c f
pick-up h
stack h c
pick-up l
stack l h
pick-up e
stack e l
pick-up j
stack j e
pick-up b
stack b j
pick-up a
stack a b
pick-up d
stack d a",blocksworld
BW_137,W5,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up i
2. unstack g f
3. put-down g
4. unstack f c
5. put-down f
6. unstack c h
7. put-down c
8. unstack h l
9. put-down h
10. unstack l e
11. put-down l
12. unstack e j
13. put-down e
14. unstack j b
15. put-down j
16. unstack b a
17. put-down b
18. pick-up a
19. unstack d a
20. put-down d
21. pick-up a
22. put-down a",bw,"unstack d a
put-down d
unstack a b
put-down a
unstack b j
put-down b
unstack j e
put-down j
unstack e l
put-down e
unstack l h
put-down l
unstack h c
put-down h
unstack c f
put-down c
unstack f g
put-down f
unstack g i
put-down g",blocksworld
BW_155,canonical,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up i
2. stack i f
3. pick-up f
4. stack f e
5. pick-up e
6. stack e j
7. pick-up j
8. stack j h",bw,"pick-up j
stack j h
pick-up e
stack e j
pick-up f
stack f e
pick-up i
stack i f",blocksworld
BW_155,W5,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up h
2. unstack h j
3. pick-up j
4. unstack j e
5. pick-up e
6. unstack e f
7. pick-up f
8. unstack f i
9. pick-up i
10. put-down i
11. put-down f
12. put-down e
13. put-down j
14. put-down h",bw,"unstack i f
put-down i
unstack f e
put-down f
unstack e j
put-down e
unstack j h
put-down j",blocksworld
BW_172,canonical,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up i
2. stack i l
3. pick-up l
4. stack l g
5. pick-up g
6. stack g e
7. pick-up e
8. stack e d
9. pick-up d
10. stack d b
11. pick-up b
12. stack b a
13. pick-up a
14. stack a j
15. pick-up j
16. stack j h
17. pick-up h
18. stack h f
19. pick-up f
20. stack f k",bw,"pick-up f
stack f k
pick-up h
stack h f
pick-up j
stack j h
pick-up a
stack a j
pick-up b
stack b a
pick-up d
stack d b
pick-up e
stack e d
pick-up g
stack g e
pick-up l
stack l g
pick-up i
stack i l",blocksworld
BW_172,W5,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up k
2. put-down k
3. pick-up f
4. put-down f
5. pick-up h
6. put-down h
7. pick-up j
8. put-down j
9. pick-up a
10. put-down a
11. pick-up b
12. put-down b
13. pick-up d
14. put-down d
15. pick-up e
16. put-down e
17. pick-up g
18. put-down g
19. pick-up l
20. put-down l
21. pick-up i",bw,"unstack i l
put-down i
unstack l g
put-down l
unstack g e
put-down g
unstack e d
put-down e
unstack d b
put-down d
unstack b a
put-down b
unstack a j
put-down a
unstack j h
put-down j
unstack h f
put-down h
unstack f k
put-down f",blocksworld
BW_203,canonical,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up k
2. stack k f
3. pick-up f
4. stack f j
5. pick-up j
6. stack j h
7. put-down j
8. put-down f
9. put-down k",bw,"pick-up j
 stack j h
 pick-up f
 stack f j
 pick-up k
 stack k f",blocksworld
BW_203,W5,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up h
2. unstack h j
3. pick-up j
4. unstack j f
5. pick-up f
6. unstack f k
7. pick-up k
8. put-down k
9. put-down f
10. put-down j
11. put-down h",bw,"unstack k f
put-down k
unstack f j
put-down f
unstack j h
put-down j",blocksworld
BW_227,canonical,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up f
2. stack f l
3. pick-up l
4. stack l g
5. pick-up g
6. stack g d
7. pick-up d
8. stack d i
9. pick-up i
10. stack i j
11. pick-up j
12. stack j c
13. pick-up c
14. stack c k
15. pick-up k
16. stack k a",bw,"pick-up k
stack k a
pick-up c
stack c k
pick-up j
stack j c
pick-up i
stack i j
pick-up d
stack d i
pick-up g
stack g d
pick-up l
stack l g
pick-up f
stack f l",blocksworld
BW_227,W5,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up a
2. unstack k a
3. put-down k
4. pick-up k
5. unstack c k
6. put-down c
7. pick-up c
8. unstack j c
9. put-down j
10. pick-up j
11. unstack i j
12. put-down i
13. pick-up i
14. unstack d i
15. put-down d
16. pick-up d
17. unstack g d
18. put-down g
19. pick-up g
20. unstack l g
21. put-down l
22. pick-up l
23. unstack f l
24. put-down f",bw,"unstack f l
put-down f
unstack l g
put-down l
unstack g d
put-down g
unstack d i
put-down d
unstack i j
put-down i
unstack j c
put-down j
unstack c k
put-down c
unstack k a
put-down k",blocksworld
BW_282,canonical,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up c
2. stack c i
3. pick-up i
4. stack i b
5. pick-up b
6. stack b c
7. pick-up c
8. stack c h
9. pick-up h
10. stack h g",bw,"pick-up i
 stack i b
 pick-up c
 stack c i
 pick-up h
 stack h c
 pick-up g
 stack g h",blocksworld
BW_282,W5,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up b
2. unstack b i
3. pick-up i
4. unstack i c
5. pick-up c
6. unstack c h
7. pick-up h
8. unstack h g
9. pick-up g
10. put-down g
11. put-down h
12. put-down c
13. put-down i
14. put-down b",bw,"unstack g h
put-down g
unstack h c
put-down h
unstack c i
put-down c
unstack i b
put-down i",blocksworld
BW_310,canonical,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up g
2. stack g j
3. pick-up j
4. stack j a
5. pick-up a
6. stack a f
7. pick-up f
8. stack f b
9. pick-up b
10. stack b d",bw,"pick-up b
 stack b d
 pick-up f
 stack f b
 pick-up a
 stack a f
 pick-up j
 stack j a
 pick-up g
 stack g j",blocksworld
BW_310,W5,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up d
2. unstack f a
3. pick-up a
4. unstack b f
5. pick-up f
6. unstack j g
7. pick-up g
8. unstack a j
9. pick-up j
10. put-down d
11. put-down g
12. put-down a
13. put-down f
14. put-down j
15. put-down b",bw,"unstack g j
put-down g
unstack j a
put-down j
unstack a f
put-down a
unstack f b
put-down f
unstack b d
put-down b",blocksworld
BW_331,canonical,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up h
2. stack h j
3. pick-up j
4. stack j l",bw,"pick-up j
 stack j l
 pick-up h
 stack h j",blocksworld
BW_331,W5,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up l
2. unstack h j l
3. put-down l
4. pick-up j
5. unstack h j l
6. put-down j
7. pick-up h
8. put-down h",bw,"unstack h j
put-down h
unstack j l
put-down j",blocksworld
BW_350,canonical,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up f
2. stack f e
3. pick-up e
4. stack e i
5. pick-up i
6. stack i j
7. pick-up j
8. stack j k
9. pick-up k
10. stack k a
11. pick-up a
12. stack a g
13. pick-up g
14. stack g b
15. pick-up b
16. stack b l
17. pick-up l
18. stack l d",bw,"pick-up l
 stack l d
 pick-up b
 stack b l
 pick-up g
 stack g b
 pick-up a
 stack a g
 pick-up k
 stack k a
 pick-up j
 stack j k
 pick-up i
 stack i j
 pick-up e
 stack e i
 pick-up f
 stack f e",blocksworld
BW_350,W5,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up d
2. unstack l d
3. put-down d
4. pick-up l
5. unstack b l
6. put-down l
7. pick-up b
8. unstack g b
9. put-down b
10. pick-up g
11. unstack a g
12. put-down g
13. pick-up a
14. unstack k a
15. put-down a
16. pick-up k
17. unstack j k
18. put-down k
19. pick-up j
20. unstack i j
21. put-down j
22. pick-up i
23. unstack e i
24. put-down i
25. pick-up e
26. unstack f e
27. put-down e
28. pick-up f",bw,"unstack f e
put-down f
unstack e i
put-down e
unstack i j
put-down i
unstack j k
put-down j
unstack k a
put-down k
unstack a g
put-down a
unstack g b
put-down g
unstack b l
put-down b
unstack l d
put-down l",blocksworld
BW_408,canonical,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up a
2. stack a l
3. pick-up l
4. stack l h
5. pick-up h
6. stack h d
7. pick-up d
8. stack d c
9. pick-up c
10. stack c g
11. pick-up g
12. stack g j
13. pick-up j
14. stack j b",bw,"pick-up j
 stack j b
 pick-up g
 stack g j
 pick-up c
 stack c g
 pick-up d
 stack d c
 pick-up h
 stack h d
 pick-up l
 stack l h
 pick-up a
 stack a l",blocksworld
BW_408,W5,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up b
2. unstack j b
3. pick-up j
4. unstack g j
5. pick-up g
6. unstack c g
7. pick-up c
8. unstack d c
9. pick-up d
10. unstack h d
11. pick-up h
12. unstack l h
13. pick-up l
14. unstack a l
15. pick-up a
16. put-down a
17. put-down l
18. put-down h
19. put-down d
20. put-down c
21. put-down g
22. put-down j",bw,"unstack a l
put-down a
unstack l h
put-down l
unstack h d
put-down h
unstack d c
put-down d
unstack c g
put-down c
unstack g j
put-down g
unstack j b
put-down j",blocksworld
BW_467,canonical,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up g
2. stack g i
3. pick-up i
4. stack i l
5. pick-up l
6. stack l j
7. pick-up j
8. stack j a
9. pick-up a
10. stack a f
11. pick-up f
12. stack f h",bw,"pick-up f
stack f h
pick-up a
stack a f
pick-up j
stack j a
pick-up l
stack l j
pick-up i
stack i l
pick-up g
stack g i",blocksworld
BW_467,W5,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up h
2. unstack h f
3. put-down f
4. pick-up f
5. unstack f a
6. put-down a
7. pick-up a
8. unstack a j
9. put-down j
10. pick-up j
11. unstack j l
12. put-down l
13. pick-up l
14. unstack l i
15. put-down i
16. pick-up i
17. unstack i g
18. put-down g",bw,"unstack g i
put-down g
unstack i l
put-down i
unstack l j
put-down l
unstack j a
put-down j
unstack a f
put-down a
unstack f h
put-down f",blocksworld
BW_495,canonical,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up c
2. stack c l
3. pick-up l
4. stack l i
5. pick-up i
6. stack i e
7. pick-up e
8. stack e h",bw,"pick-up e
 stack e h
 pick-up i
 stack i e
 pick-up l
 stack l i
 pick-up c
 stack c l",blocksworld
BW_495,W5,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up h
2. unstack h e
3. pick-up e
4. unstack e i
5. pick-up i
6. unstack i l
7. pick-up l
8. unstack l c
9. pick-up c
10. put-down c
11. put-down l
12. put-down i
13. put-down e
14. put-down h",bw,"unstack c l
put-down c
unstack l i
put-down l
unstack i e
put-down i
unstack e h
put-down e",blocksworld
BW_496,canonical,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up j
2. unstack j h
3. pick-up h
4. unstack h l
5. pick-up l
6. unstack l a
7. pick-up a
8. unstack a e
9. pick-up e
10. unstack e g
11. pick-up g
12. unstack g k
13. pick-up k
14. unstack k d
15. pick-up d
16. unstack d c
17. pick-up c
18. unstack c f
19. pick-up f
20. unstack f i
21. pick-up i
22. stack i f
23. stack c i
24. stack d c
25. stack k d
26. stack g k
27. stack e g
28. stack a e
29. stack l a
30. stack h l
31. stack j h
32. put-down j",bw,"pick-up f
stack f i
pick-up c
stack c f
pick-up d
stack d c
pick-up k
stack k d
pick-up g
stack g k
pick-up e
stack e g
pick-up a
stack a e
pick-up l
stack l a
pick-up h
stack h l
pick-up j
stack j h",blocksworld
BW_496,W5,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up j
2. unstack l h
3. unstack a l
4. unstack e a
5. unstack g e
6. unstack k g
7. unstack d k
8. unstack c d
9. unstack f c
10. unstack i f
11. put-down i
12. unstack h i
13. put-down h
14. unstack l h
15. put-down l
16. unstack a l
17. put-down a
18. unstack j a
19. put-down j",bw,"unstack j h
put-down j
unstack h l
put-down h
unstack l a
put-down l
unstack a e
put-down a
unstack e g
put-down e
unstack g k
put-down g
unstack k d
put-down k
unstack d c
put-down d
unstack c f
put-down c
unstack f i
put-down f",blocksworld
BW_497,canonical,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up c
2. stack c e
3. pick-up e
4. stack e l
5. put-down e",bw,"pick-up e
stack e c
pick-up l
stack l e",blocksworld
BW_497,W5,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up l
2. unstack l e
3. unstack e c
4. put-down e
5. put-down c
6. pick-up e
7. stack e c
8. put-down e",bw,"unstack l e
put-down l
unstack e c
put-down e",blocksworld
BW_498,canonical,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up a
2. stack a g
3. pick-up l
4. unstack l a
5. stack l a
6. pick-up d
7. unstack d l
8. stack d l
9. pick-up f
10. unstack f d
11. stack f d
12. pick-up b
13. unstack b f
14. stack b f
15. pick-up c
16. unstack c b
17. stack c b
18. pick-up e
19. unstack e c
20. stack e c
21. pick-up j
22. unstack j e
23. stack j e
24. pick-up k
25. unstack k j
26. stack k j",bw,"pick-up a
stack a g
pick-up l
stack l a
pick-up d
stack d l
pick-up f
stack f d
pick-up b
stack b f
pick-up c
stack c b
pick-up e
stack e c
pick-up j
stack j e
pick-up k
stack k j",blocksworld
BW_498,W5,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up k
2. unstack l a
3. put-down l
4. pick-up l
5. unstack d f
6. put-down d
7. pick-up d
8. unstack f b
9. put-down f
10. pick-up f
11. unstack b c
12. put-down b
13. pick-up b
14. unstack c e
15. put-down c
16. pick-up c
17. unstack e j
18. put-down e
19. pick-up e
20. unstack j k
21. put-down j
22. pick-up j
23. unstack k a
24. put-down k
25. pick-up a
26. unstack g l
27. put-down a
28. pick-up l
29. unstack g d
30. put-down l
31. pick-up d
32. unstack g b
33. put-down d
34. pick-up b
35. unstack g c
36. put-down b
37. pick-up c
38. unstack g e
39. put-down c
40. pick-up e
41. un",bw,"unstack k j
put-down k
unstack j e
put-down j
unstack e c
put-down e
unstack c b
put-down c
unstack b f
put-down b
unstack f d
put-down f
unstack d l
put-down d
unstack l a
put-down l
unstack a g
put-down a",blocksworld
BW_499,canonical,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up a
2. stack a j
3. pick-up c
4. stack a c
5. pick-up e
6. stack c e
7. pick-up l
8. stack e l",bw,"pick-up e
stack e l
pick-up c
stack c e
pick-up a
stack a c
pick-up j
stack j a",blocksworld
BW_499,W5,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up j
2. unstack j c
3. pick-up c
4. unstack c e
5. pick-up e
6. unstack e l
7. pick-up l
8. put-down l
9. put-down e
10. put-down c
11. put-down j
12. put-down a",bw,"unstack j a
put-down j
unstack a c
put-down a
unstack c e
put-down c
unstack e l
put-down e",blocksworld
BW_500,canonical,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up a
2. stack a d
3. pick-up d
4. stack d k
5. pick-up k
6. stack k e
7. pick-up e
8. stack e a
9. pick-up a
10. stack a g
11. pick-up g
12. stack g c
13. pick-up c
14. stack c b
15. pick-up b
16. stack b l",bw,"pick-up b
stack b l
pick-up c
stack c b
pick-up g
stack g c
pick-up a
stack a g
pick-up d
stack d a
pick-up k
stack k d
pick-up e
stack e k",blocksworld
BW_500,W5,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up e
2. unstack e k
3. pick-up k
4. unstack k d
5. pick-up d
6. unstack d a
7. put-down a
8. pick-up b
9. unstack b c
10. pick-up c
11. unstack c g
12. pick-up g
13. unstack g l
14. pick-up l
15. put-down l
16. put-down c
17. put-down g
18. put-down b
19. put-down e
20. put-down k
21. put-down d",bw,"unstack e k
put-down e
unstack k d
put-down k
unstack d a
put-down d
unstack a g
put-down a
unstack g c
put-down g
unstack c b
put-down c
unstack b l
put-down b",blocksworld
BW_501,canonical,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up c
2. stack c i
3. pick-up i
4. stack i k
5. pick-up k
6. stack k a
7. pick-up a
8. stack a e
9. pick-up e
10. stack e g
11. pick-up g
12. stack g j
13. pick-up j
14. stack j d",bw,"pick-up j
stack j d
pick-up g
stack g j
pick-up e
stack e g
pick-up a
stack a e
pick-up k
stack k a
pick-up i
stack i k
pick-up c
stack c i",blocksworld
BW_501,W5,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up c
2. unstack c k
3. unstack k i
4. unstack i e
5. unstack e g
6. unstack g j
7. unstack j d
8. put-down c
9. pick-up a
10. unstack k a
11. put-down a
12. pick-up k
13. unstack k a
14. put-down k
15. pick-up e
16. unstack e g
17. put-down e
18. pick-up g
19. unstack g j
20. put-down g
21. pick-up j
22. unstack j d
23. put-down j
24. pick-up d
25. put-down d
26. pick-up i
27. unstack i e
28. put-down i
29. pick-up e
30. put-down e",bw,"unstack c i
put-down c
unstack i k
put-down i
unstack k a
put-down k
unstack a e
put-down a
unstack e g
put-down e
unstack g j
put-down g
unstack j d
put-down j",blocksworld
BW_502,canonical,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up d
2. stack d h
3. pick-up h
4. stack h i
5. pick-up i
6. stack i e
7. put-down i
8. put-down h
9. put-down d",bw,"pick-up i
stack i e
pick-up h
stack h i
pick-up d
stack d h",blocksworld
BW_502,W5,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up d
2. unstack d h
3. unstack h i
4. unstack i e
5. put-down e
6. put-down h
7. put-down i
8. put-down d",bw,"unstack d h
put-down d
unstack h i
put-down h
unstack i e
put-down i",blocksworld
BW_503,canonical,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up a
2. unstack a g
3. pick-up g
4. unstack g f
5. put-down f
6. pick-up f
7. unstack a c
8. pick-up c
9. unstack c a
10. put-down a
11. pick-up a
12. unstack c d
13. pick-up d
14. unstack d c
15. put-down c
16. pick-up c
17. unstack d h
18. pick-up h
19. unstack d c
20. put-down c
21. pick-up c
22. unstack h k
23. pick-up k
24. unstack h d
25. put-down d
26. pick-up d
27. unstack k j
28. pick-up j
29. unstack k b
30. pick-up b
31. unstack j e
32. pick-up e
33. unstack j b
34. put-down b
35. pick-up b
36. unstack e i
37. pick-up i
38. unstack e l
39. pick-up l
40. unstack e i",bw,"pick-up i
stack i l
pick-up e
stack e i
pick-up b
stack b e
pick-up j
stack j b
pick-up k
stack k j
pick-up h
stack h k
pick-up d
stack d h
pick-up c
stack c d
pick-up a
stack a c
pick-up g
stack g a
pick-up f
stack f g",blocksworld
BW_503,W5,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up f
2. unstack f g
3. pick-up g
4. unstack g a
5. put-down g
6. pick-up a
7. put-down a
8. pick-up b
9. unstack j b
10. put-down b
11. pick-up j
12. unstack k j
13. put-down j
14. pick-up k
15. unstack h k
16. put-down k
17. pick-up h
18. unstack d h
19. put-down h
20. pick-up d
21. unstack c d
22. put-down d
23. pick-up c
24. unstack a c
25. put-down c
26. pick-up e
27. unstack i e
28. put-down e
29. pick-up i
30. unstack l i
31. put-down i
32. pick-up l
33. unstack b l
34. put-down l
35. pick-up b",bw,"unstack f g
put-down f
unstack g a
put-down g
unstack a c
put-down a
unstack c d
put-down c
unstack d h
put-down d
unstack h k
put-down h
unstack k j
put-down k
unstack j b
put-down j
unstack b e
put-down b
unstack e i
put-down e
unstack i l
put-down i",blocksworld
BW_504,canonical,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up a
2. stack a h
3. pick-up h
4. stack h f
5. pick-up f
6. stack f k
7. pick-up k
8. stack k e
9. pick-up e
10. stack e l
11. pick-up l
12. stack l b",bw,"pick-up l
stack l b
pick-up e
stack e l
pick-up k
stack k e
pick-up f
stack f k
pick-up h
stack h f
pick-up a
stack a h",blocksworld
BW_504,W5,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up a
2. unstack a h
3. unstack h f
4. unstack f k
5. unstack k e
6. unstack e l
7. unstack l b
8. put-down a
9. put-down b
10. put-down e
11. put-down f
12. put-down k
13. put-down l",bw,"unstack a h
put-down a
unstack h f
put-down h
unstack f k
put-down f
unstack k e
put-down k
unstack e l
put-down e
unstack l b
put-down l",blocksworld
BW_505,canonical,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up b
2. stack b h
3. pick-up g
4. stack g d
5. pick-up d
6. stack d c
7. pick-up c
8. stack c b",bw,"pick-up b
stack b h
pick-up g
stack g b
pick-up d
stack d g
pick-up c
stack c d",blocksworld
BW_505,W5,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up c
2. unstack c d
3. put-down c
4. pick-up d
5. unstack d g
6. put-down d
7. pick-up g
8. unstack g b
9. put-down g
10. pick-up b
11. unstack b h
12. put-down b",bw,"unstack c d
put-down c
unstack d g
put-down d
unstack g b
put-down g
unstack b h
put-down b",blocksworld
BW_506,canonical,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up b
2. pick-up g
3. stack g b
4. put-down g
5. pick-up b
6. stack b f
7. put-down b",bw,"pick-up b
stack b f
pick-up g
stack g b",blocksworld
BW_506,W5,meta-llama/Llama-3.1-8B-Instruct,False,"1. pick-up g
2. unstack g f
3. put-down f
4. unstack g b
5. put-down b",bw,"unstack g b
put-down g
unstack b f
put-down b",blocksworld
