problem_id,model,contamination_pole,difficulty,phase1_steps_json,phase1_final_answer,phase1_parseable,cci_score,cci_matched,cci_total,inject_at_step,injected_value,true_value_at_injection,tep_score,tep_diverged_steps,tep_total_steps,session_b_correct,correct_answer
GSM_014,anthropic/claude-sonnet-4,medium,medium,"[{""step"": 1, ""description"": ""Calculate total floors per day"", ""value"": 210.0}, {""step"": 2, ""description"": ""Calculate minutes spent cleaning per day"", ""value"": 21.0}, {""step"": 3, ""description"": ""Convert work hours to minutes per day"", ""value"": 10.0}, {""step"": 4, ""description"": ""Calculate percentage of day spent cleaning = (420 minutes \u00f7 600 minutes) \u00d7 100%"", ""value"": 70.0}]",70.0,True,0.5000,2,4,2,24.15,21.0,1.0000,2,2,True,70
GSM_015,anthropic/claude-sonnet-4,medium,hard,[],,False,0.0000,0,0,1,,,0.0000,0,0,False,354
GSM_016,anthropic/claude-sonnet-4,medium,hard,"[{""step"": 1, ""description"": ""Calculate weight of wheat"", ""value"": 6.0}, {""step"": 2, ""description"": ""Calculate weight of cucumbers"", ""value"": 12.0}, {""step"": 3, ""description"": ""Calculate weight of apples"", ""value"": 32.0}, {""step"": 4, ""description"": ""Calculate weight of corns"", ""value"": 18.0}, {""step"": 5, ""description"": ""Calculate weight of grocery"", ""value"": 43.0}, {""step"": 6, ""description"": ""Calculate weight of tools"", ""value"": 27.0}, {""step"": 7, ""description"": ""Calculate total weight of all items"", ""value"": 24.0}, {""step"": 8, ""description"": ""Calculate carrying capacity per trip with three trucks"", ""value"": 3.0}, {""step"": 9, ""description"": ""Calculate number of trips needed"", ""value"": 1.0}]",5.0,True,0.2222,2,9,4,20.7,18.0,0.6000,3,5,True,5
GSM_017,anthropic/claude-sonnet-4,medium,hard,"[{""step"": 1, ""description"": ""Cookies sold on Friday"", ""value"": 25.0}, {""step"": 2, ""description"": ""Cookies sold on Saturday"", ""value"": 25.0}, {""step"": 3, ""description"": ""Orange pies sold on Saturday"", ""value"": 22.0}, {""step"": 4, ""description"": ""Orange pies sold on Friday"", ""value"": 22.0}, {""step"": 5, ""description"": ""Total cookies sold Friday + Saturday"", ""value"": 25.0}, {""step"": 6, ""description"": ""Total orange pies sold Friday + Saturday"", ""value"": 9.0}, {""step"": 7, ""description"": ""Cookies sold on Sunday"", ""value"": 61.0}, {""step"": 8, ""description"": ""Orange pies sold on Sunday"", ""value"": 31.0}, {""step"": 9, ""description"": ""Friday cookie revenue"", ""value"": 25.0}, {""step"": 10, ""description"": ""Friday orange pie revenue"", ""value"": 9.0}, {""step"": 11, ""description"": ""Friday total earnings"", ""value"": 300.0}, {""step"": 12, ""description"": ""Saturday cookie revenue"", ""value"": 36.0}, {""step"": 13, ""description"": ""Saturday orange pie revenue"", ""value"": 22.0}, {""step"": 14, ""description"": ""Saturday total earnings"", ""value"": 432.0}, {""step"": 15, ""description"": ""Sunday cookie revenue"", ""value"": 61.0}, {""step"": 16, ""description"": ""Sunday orange pie revenue"", ""value"": 31.0}, {""step"": 17, ""description"": ""Sunday total earnings"", ""value"": 732.0}, {""step"": 18, ""description"": ""Total earnings for 3 days"", ""value"": 489.0}, {""step"": 19, ""description"": ""Average daily earnings"", ""value"": 2766.0}]",922.0,True,0.2105,4,19,9,28.75,25.0,0.7000,7,10,True,922
GSM_018,anthropic/claude-sonnet-4,medium,hard,"[{""step"": 1, ""description"": ""Calculate number of physics questions"", ""value"": 80.0}, {""step"": 2, ""description"": ""Calculate number of algebra questions"", ""value"": 80.0}, {""step"": 3, ""description"": ""Calculate total physics and algebra questions"", ""value"": 20.0}, {""step"": 4, ""description"": ""Calculate remaining questions for chemistry and history"", ""value"": 80.0}, {""step"": 5, ""description"": ""Calculate number of chemistry questions"", ""value"": 48.0}, {""step"": 6, ""description"": ""Calculate number of history questions"", ""value"": 48.0}, {""step"": 7, ""description"": ""Calculate algebra questions Emma gets correct"", ""value"": 12.0}, {""step"": 8, ""description"": ""Calculate physics questions Emma gets correct"", ""value"": 20.0}, {""step"": 9, ""description"": ""Calculate chemistry questions Emma gets correct"", ""value"": 24.0}, {""step"": 10, ""description"": ""Calculate history questions Emma gets correct"", ""value"": 24.0}, {""step"": 11, ""description"": ""Calculate total points Emma is sure to get"", ""value"": 3.0}]",21.0,True,0.2727,3,11,5,55.2,48.0,0.6667,4,6,True,21
GSM_019,anthropic/claude-sonnet-4,medium,hard,"[{""step"": 1, ""description"": ""Convert 22 hours to minutes"", ""value"": 22.0}, {""step"": 2, ""description"": ""Calculate Friday TV time"", ""value"": 3.0}, {""step"": 3, ""description"": ""Calculate Saturday TV time"", ""value"": 3.0}, {""step"": 4, ""description"": ""Calculate Monday's 4-hour episode time"", ""value"": 4.0}, {""step"": 5, ""description"": ""Calculate Monday's 15-minute show time"", ""value"": 15.0}, {""step"": 6, ""description"": ""Calculate total Monday TV time"", ""value"": 240.0}, {""step"": 7, ""description"": ""Calculate Tuesday's four 2-hour episodes"", ""value"": 4.0}, {""step"": 8, ""description"": ""Calculate Wednesday's three 30-minute episodes"", ""value"": 3.0}, {""step"": 9, ""description"": ""Calculate total time for Friday, Saturday, Monday, Tuesday, and Wednesday"", ""value"": 180.0}, {""step"": 10, ""description"": ""Calculate Sunday TV time"", ""value"": 1320.0}, {""step"": 11, ""description"": ""Calculate number of 45-minute episodes on Sunday"", ""value"": 135.0}]",3.0,True,0.0909,1,11,5,17.25,15.0,0.6667,4,6,True,3
GSM_020,anthropic/claude-sonnet-4,medium,hard,"[{""step"": 1, ""description"": ""Convert dozens to individual eggs: 10 dozen"", ""value"": 10.0}, {""step"": 2, ""description"": ""Ava finds 3 eggs"", ""value"": 3.0}, {""step"": 3, ""description"": ""Quinn finds six times as many as Ava: 6 \u00d7 3"", ""value"": 18.0}, {""step"": 4, ""description"": ""Sophia finds 3 less than Quinn: 18 - 3"", ""value"": 15.0}, {""step"": 5, ""description"": ""Esteban finds 1/5 as many as Sophia: 15 \u00d7 (1/5)"", ""value"": 3.0}, {""step"": 6, ""description"": ""Quinn and Ava combined found: 18 + 3"", ""value"": 21.0}, {""step"": 7, ""description"": ""Convert three dozen to individual eggs: 3 \u00d7 12"", ""value"": 36.0}, {""step"": 8, ""description"": ""Fatima finds three dozen more than Quinn and Ava combined: 21 + 36"", ""value"": 57.0}, {""step"": 9, ""description"": ""Total eggs found by all children: 3 + 18 + 15 + 3 + 57"", ""value"": 96.0}, {""step"": 10, ""description"": ""Eggs still hidden: 120 - 96"", ""value"": 24.0}]",24.0,True,0.7000,7,10,5,3.45,3.0,0.0000,0,5,True,24
GSM_041,anthropic/claude-sonnet-4,high,easy,"[{""step"": 1, ""description"": ""Number of students who like to hike"", ""value"": 2.0}, {""step"": 2, ""description"": ""Total students who like paint or football"", ""value"": 19.0}, {""step"": 3, ""description"": ""Students who like to bake or hike"", ""value"": 190.0}, {""step"": 4, ""description"": ""Students who like to bake"", ""value"": 164.0}]",150.0,True,0.7500,3,4,2,21.85,19.0,1.0000,2,2,True,150
GSM_042,anthropic/claude-sonnet-4,high,easy,"[{""step"": 1, ""description"": ""Calculate total oranges in the field"", ""value"": 30.0}, {""step"": 2, ""description"": ""Calculate number of harvest cycles in one year"", ""value"": 12.0}, {""step"": 3, ""description"": ""Calculate total oranges harvested in one year"", ""value"": 2.0}]",2820.0,True,0.3333,1,3,1,34.5,30.0,0.0000,0,2,True,2820
GSM_043,anthropic/claude-sonnet-4,high,easy,"[{""step"": 1, ""description"": ""640 \u00f7 8"", ""value"": 80.0}, {""step"": 2, ""description"": ""80 \u00f7 10"", ""value"": 8.0}]",8.0,True,0.0000,0,2,1,92.0,80.0,1.0000,1,1,True,8
GSM_044,anthropic/claude-sonnet-4,high,easy,"[{""step"": 1, ""description"": ""Add the number of building blocks and stuffed animals"", ""value"": 71.0}, {""step"": 2, ""description"": ""Add the stacking rings to the previous sum"", ""value"": 116.0}, {""step"": 3, ""description"": ""Subtract the sum of known toys from the total number of toys"", ""value"": 204.0}]",59.0,True,0.0000,0,3,1,81.65,71.0,1.0000,2,2,True,59
GSM_045,anthropic/claude-sonnet-4,high,medium,"[{""step"": 1, ""description"": ""Pineapples picked on Wednesday"", ""value"": 205.0}, {""step"": 2, ""description"": ""Pineapples picked on Thursday"", ""value"": 97.0}, {""step"": 3, ""description"": ""Quadruple the Wednesday amount"", ""value"": 4.0}, {""step"": 4, ""description"": ""Pineapples picked on Friday"", ""value"": 820.0}, {""step"": 5, ""description"": ""Total pineapples"", ""value"": 205.0}]",1122.0,True,0.4000,2,5,2,111.55,97.0,0.3333,1,3,True,1122
GSM_046,anthropic/claude-sonnet-4,high,medium,"[{""step"": 1, ""description"": ""Calculate remaining calories available"", ""value"": 2395.0}, {""step"": 2, ""description"": ""Calculate calories per ounce"", ""value"": 475.0}, {""step"": 3, ""description"": ""Calculate ounces that can be eaten"", ""value"": 1045.0}]",121.0,True,0.3333,1,3,1,2754.25,2395.0,0.0000,0,2,True,121
GSM_047,anthropic/claude-sonnet-4,high,hard,"[{""step"": 1, ""description"": ""Calculate initially occupied rooms"", ""value"": 1800.0}, {""step"": 2, ""description"": ""Calculate initially unoccupied rooms"", ""value"": 1800.0}, {""step"": 3, ""description"": ""Calculate number of days in 3 weeks"", ""value"": 3.0}, {""step"": 4, ""description"": ""Calculate total new patients admitted"", ""value"": 40.0}, {""step"": 5, ""description"": ""Calculate total occupied rooms after 3 weeks"", ""value"": 450.0}, {""step"": 6, ""description"": ""Calculate unoccupied rooms after 3 weeks"", ""value"": 1800.0}]",510.0,True,0.3333,2,6,3,3.45,3.0,1.0000,3,3,True,510
GSM_048,anthropic/claude-sonnet-4,high,hard,"[{""step"": 1, ""description"": ""Calculate the cost increase of the expensive tea"", ""value"": 20.0}, {""step"": 2, ""description"": ""Calculate the cost per kilogram of the expensive tea"", ""value"": 20.0}, {""step"": 3, ""description"": ""Calculate how much tea he needs for a week"", ""value"": 7.0}, {""step"": 4, ""description"": ""Calculate the total cost of the tea"", ""value"": 29.0}, {""step"": 5, ""description"": ""Calculate the total cost of everything"", ""value"": 203.0}]",206.0,True,0.0000,0,5,2,23.0,20.0,0.3333,1,3,True,206
GSM_049,anthropic/claude-sonnet-4,high,hard,"[{""step"": 1, ""description"": ""Calculate apartments in first complex"", ""value"": 450.0}, {""step"": 2, ""description"": ""Calculate apartments in second complex"", ""value"": 450.0}, {""step"": 3, ""description"": ""Calculate total apartments in first two complexes"", ""value"": 450.0}, {""step"": 4, ""description"": ""Calculate 20% of the combined first two complexes"", ""value"": 0.2}, {""step"": 5, ""description"": ""Calculate apartments in third complex"", ""value"": 900.0}, {""step"": 6, ""description"": ""Calculate total apartments across all complexes"", ""value"": 450.0}, {""step"": 7, ""description"": ""Calculate collections per week from each complex"", ""value"": 2.0}, {""step"": 8, ""description"": ""Calculate total collections per week"", ""value"": 1980.0}, {""step"": 10, ""description"": ""Calculate total weekly earnings"", ""value"": 3960.0}]",1782.0,True,0.0000,0,9,4,0.23,0.2,1.0000,5,5,True,1782
GSM_050,anthropic/claude-sonnet-4,medium,medium,"[{""step"": 1, ""description"": ""Convert dolphin length to inches"", ""value"": 60.0}, {""step"": 2, ""description"": ""Calculate how many remoras leave"", ""value"": 16.0}, {""step"": 3, ""description"": ""Calculate remaining remoras"", ""value"": 16.0}, {""step"": 4, ""description"": ""Calculate combined length of remaining remoras"", ""value"": 12.0}, {""step"": 5, ""description"": ""Calculate percentage = (144 \u00f7 720) \u00d7 100"", ""value"": 0.2}]",20.0,True,0.0000,0,5,2,18.4,16.0,0.0000,0,3,True,20
GSM_051,anthropic/claude-sonnet-4,medium,easy,"[{""step"": 1, ""description"": ""Find the distance that represents a tenth of the city"", ""value"": 80.0}, {""step"": 2, ""description"": ""Find the rate at which the fog covers the city"", ""value"": 2.0}, {""step"": 3, ""description"": ""Find how many 2-mile segments are in 8 miles"", ""value"": 8.0}, {""step"": 4, ""description"": ""Calculate total time for 4 segments"", ""value"": 4.0}]",256.0,True,0.0000,0,4,2,2.3,2.0,0.5000,1,2,True,256
GSM_052,anthropic/claude-sonnet-4,medium,medium,"[{""step"": 1, ""description"": ""Count numbers greater than 6 on a d12"", ""value"": 6.0}, {""step"": 2, ""description"": ""Calculate probability of rolling greater than 6"", ""value"": 6.0}, {""step"": 3, ""description"": ""Count odd numbers on a d12"", ""value"": 6.0}, {""step"": 4, ""description"": ""Calculate probability of rolling one odd number"", ""value"": 6.0}, {""step"": 5, ""description"": ""Calculate probability of rolling four odd numbers in a row = (1/2)^4"", ""value"": 1.0}, {""step"": 6, ""description"": ""Calculate how many times more likely the first event is"", ""value"": 0.5}, {""step"": 7, ""description"": ""Convert to percentage difference = (8 - 1) \u00d7 100%"", ""value"": 7.0}]",700.0,True,0.1429,1,7,3,6.9,6.0,1.0000,4,4,False,43.75
GSM_053,anthropic/claude-sonnet-4,medium,easy,"[{""step"": 1, ""description"": ""Simplify the sugar to water ratio 63:21"", ""value"": 63.0}, {""step"": 2, ""description"": ""From the ratio s:w"", ""value"": 3.0}, {""step"": 3, ""description"": ""From \""7 tablespoons of milk for every 7 cups of water\"", the ratio m:w"", ""value"": 7.0}, {""step"": 4, ""description"": ""From the ratio m:w"", ""value"": 1.0}, {""step"": 6, ""description"": ""Set up equation using total of 630: s + w + m"", ""value"": 630.0}, {""step"": 7, ""description"": ""Substitute w = s/3 and m = s/3 into the total equation: s + s/3 + s/3"", ""value"": 630.0}, {""step"": 8, ""description"": ""Combine like terms: s + 2s/3"", ""value"": 630.0}, {""step"": 9, ""description"": ""Convert s to thirds: 3s/3 + 2s/3"", ""value"": 630.0}, {""step"": 10, ""description"": ""Simplify left side: 5s/3"", ""value"": 630.0}, {""step"": 11, ""description"": ""Multiply both sides by 3: 5s"", ""value"": 630.0}, {""step"": 12, ""description"": ""Divide both sides by 5: s"", ""value"": 1890.0}, {""step"": 13, ""description"": ""Calculate w = s/3"", ""value"": 378.0}, {""step"": 14, ""description"": ""Calculate m = s/3"", ""value"": 378.0}, {""step"": 15, ""description"": ""Check total: 378 + 126 + 126"", ""value"": 630.0}, {""step"": 16, ""description"": ""Check sugar:water ratio: 378:126"", ""value"": 3.0}, {""step"": 17, ""description"": ""Check milk:water ratio: 126:126"", ""value"": 1.0}]",378.0,True,0.2500,4,16,8,724.5,630.0,0.7500,6,8,True,378
GSM_054,anthropic/claude-sonnet-4,medium,hard,"[{""step"": 1, ""description"": ""Cost for first 10 minutes"", ""value"": 10.0}, {""step"": 2, ""description"": ""Cost for minutes 11-30"", ""value"": 20.0}, {""step"": 3, ""description"": ""Minutes remaining after 30 minutes"", ""value"": 70.0}, {""step"": 4, ""description"": ""Number of 2-minute blocks in remaining 40 minutes"", ""value"": 40.0}, {""step"": 5, ""description"": ""Cost for minutes 31-70"", ""value"": 20.0}]",16.0,True,0.2000,1,5,2,23.0,20.0,0.0000,0,3,True,16
GSM_055,anthropic/claude-sonnet-4,medium,medium,"[{""step"": 1, ""description"": ""Calculate how many almonds each bowl can hold"", ""value"": 24.0}, {""step"": 2, ""description"": ""Calculate total almonds that can be placed on tables"", ""value"": 11.0}, {""step"": 3, ""description"": ""Calculate total almonds that can be placed in bowls"", ""value"": 3.0}, {""step"": 4, ""description"": ""Calculate total capacity of tables and bowls combined"", ""value"": 264.0}, {""step"": 5, ""description"": ""Calculate how many almonds Theo eats (one third of 621)"", ""value"": 621.0}, {""step"": 6, ""description"": ""Calculate remaining almonds after Theo eats some"", ""value"": 621.0}, {""step"": 7, ""description"": ""Calculate almonds that won't fit on tables or bowls"", ""value"": 414.0}]",6.0,True,0.0000,0,7,3,3.45,3.0,0.5000,2,4,True,6
GSM_056,anthropic/claude-sonnet-4,medium,medium,"[{""step"": 1, ""description"": ""Time to get to corner"", ""value"": 26.0}, {""step"": 2, ""description"": ""Time to get to cinema"", ""value"": 27.0}, {""step"": 3, ""description"": ""Combined time to corner and cinema"", ""value"": 26.0}, {""step"": 4, ""description"": ""Time to reach park"", ""value"": 2.0}, {""step"": 5, ""description"": ""Total walking time so far"", ""value"": 53.0}, {""step"": 6, ""description"": ""Time wasted getting coffee"", ""value"": 35.0}, {""step"": 7, ""description"": ""Total time spent"", ""value"": 159.0}, {""step"": 8, ""description"": ""Original time available"", ""value"": 263.0}, {""step"": 9, ""description"": ""Time remaining to get to gym"", ""value"": 263.0}]",69.0,True,0.2222,2,9,4,2.3,2.0,1.0000,5,5,True,69
GSM_057,anthropic/claude-sonnet-4,medium,medium,"[{""step"": 1, ""description"": ""Calculate Umar's puppies with spots"", ""value"": 17.0}, {""step"": 2, ""description"": ""Calculate Umar's total puppies"", ""value"": 113.0}, {""step"": 3, ""description"": ""Calculate Xena's puppies with spots"", ""value"": 15.0}, {""step"": 4, ""description"": ""Calculate Xena's total puppies"", ""value"": 47.0}, {""step"": 5, ""description"": ""Calculate Sophia's total dogs"", ""value"": 64.0}, {""step"": 6, ""description"": ""Calculate Sophia's puppies with spots per dog"", ""value"": 10.0}, {""step"": 7, ""description"": ""Calculate Sophia's total puppies with spots"", ""value"": 64.0}, {""step"": 8, ""description"": ""Calculate Sophia's total puppies"", ""value"": 640.0}, {""step"": 9, ""description"": ""Calculate total puppies with spots"", ""value"": 17.0}, {""step"": 10, ""description"": ""Calculate total number of puppies"", ""value"": 113.0}, {""step"": 11, ""description"": ""Calculate percentage with spots = (672 \u00f7 800) \u00d7 100"", ""value"": 0.84}]",84.0,True,0.3636,4,11,5,73.6,64.0,0.0000,0,6,True,84
GSM_058,anthropic/claude-sonnet-4,medium,hard,"[{""step"": 1, ""description"": ""Cost of colored pencils"", ""value"": 16.0}, {""step"": 2, ""description"": ""Cost of crayons"", ""value"": 10.0}, {""step"": 3, ""description"": ""Cost of bond paper"", ""value"": 20.0}, {""step"": 4, ""description"": ""Cost of folders"", ""value"": 6.0}, {""step"": 5, ""description"": ""Total cost before discount"", ""value"": 44.0}, {""step"": 6, ""description"": ""Discount amount"", ""value"": 300.0}, {""step"": 7, ""description"": ""Final cost after discount"", ""value"": 300.0}]",285.0,True,0.1429,1,7,3,23.0,20.0,0.0000,0,4,True,285
GSM_059,anthropic/claude-sonnet-4,medium,easy,"[{""step"": 5, ""description"": ""Guests bring 2 packs with 14 forks each"", ""value"": 2.0}, {""step"": 8, ""description"": ""Set up equation with final total = x + 26"", ""value"": 55.0}, {""step"": 9, ""description"": ""Solve for x by subtracting 26 from both sides = x"", ""value"": 55.0}, {""step"": 10, ""description"": ""Calculate the value of x = x"", ""value"": 29.0}, {""step"": 11, ""description"": ""Start with Zahra's package"", ""value"": 29.0}, {""step"": 12, ""description"": ""Add husband's forks"", ""value"": 29.0}, {""step"": 13, ""description"": ""Subtract forks used for sampling"", ""value"": 38.0}, {""step"": 14, ""description"": ""Add guests' forks"", ""value"": 27.0}]",29.0,True,0.2500,2,8,4,33.35,29.0,0.7500,3,4,True,29
GSM_060,anthropic/claude-sonnet-4,medium,hard,"[{""step"": 1, ""description"": ""Calculate number of soccer players"", ""value"": 125.0}, {""step"": 2, ""description"": ""Calculate remaining students after soccer players"", ""value"": 125.0}, {""step"": 3, ""description"": ""Calculate choir members and dancers"", ""value"": 75.0}, {""step"": 4, ""description"": ""Calculate soccer players who are not sick"", ""value"": 50.0}, {""step"": 5, ""description"": ""Calculate total student groups going"", ""value"": 3.0}, {""step"": 6, ""description"": ""Calculate cheerleaders accompanying"", ""value"": 3.0}, {""step"": 7, ""description"": ""Calculate total students leaving early"", ""value"": 25.0}]",47.0,True,0.2857,2,7,3,86.25,75.0,0.7500,3,4,False,46
GSM_061,anthropic/claude-sonnet-4,medium,easy,"[{""step"": 1, ""description"": ""Father's daily pizza consumption"", ""value"": 4.0}, {""step"": 2, ""description"": ""Wife's daily pizza consumption"", ""value"": 6.0}, {""step"": 3, ""description"": ""Combined daily consumption of father and wife"", ""value"": 4.0}, {""step"": 4, ""description"": ""Three-sixths of combined consumption = (3/6) \u00d7 10"", ""value"": 5.0}, {""step"": 5, ""description"": ""Daughter's daily pizza consumption"", ""value"": 5.0}, {""step"": 6, ""description"": ""Total family daily pizza consumption"", ""value"": 4.0}, {""step"": 7, ""description"": ""Number of days in one month"", ""value"": 30.0}, {""step"": 8, ""description"": ""Total pizzas eaten in one month"", ""value"": 14.0}]",420.0,True,0.1250,1,8,4,5.75,5.0,1.0000,4,4,True,420
GSM_062,anthropic/claude-sonnet-4,medium,hard,[],130000.0,False,0.0000,0,0,1,,,0.0000,0,0,False,112000
GSM_063,anthropic/claude-sonnet-4,medium,hard,"[{""step"": 1, ""description"": ""Calculate registration fees (2% of selling price)"", ""value"": 0.02}, {""step"": 2, ""description"": ""Calculate agent fee (2% of selling price)"", ""value"": 0.02}]",16200.0,True,0.0000,0,2,1,0.02,0.02,0.0000,0,0,True,16200
