problem_id,variant_type,problem_text,correct_answer,problem_family,problem_subtype,difficulty,contamination_pole,source,verifier_function,difficulty_params,notes
BW_E017,W4,"FORMAL DEFINITION:
π = ⟨P, S₀, S*, A⟩

PEOPLE:
P = {a, b, c}

INITIAL STATE S₀:
OnTable(a), OnTable(b), OnTable(c),
Clear(a), Clear(b), Clear(c),
HandEmpty

GOAL STATE S*:
On(a,b), On(c,a)

ACTIONS (Preconditions → Add Effects | Delete Effects):

1. pick-up(x):
   Pre:  Clear(x), OnTable(x), HandEmpty
   Add:  Holding(x)
   Del:  Clear(x), OnTable(x), HandEmpty

2. put-down(x):
   Pre:  Holding(x)
   Add:  OnTable(x), Clear(x), HandEmpty
   Del:  Holding(x)

3. stack(x, y):
   Pre:  Holding(x), Clear(y)
   Add:  On(x,y), Clear(x), HandEmpty
   Del:  Holding(x), Clear(y)

4. unstack(x, y):
   Pre:  On(x,y), Clear(x), HandEmpty
   Add:  Holding(x), Clear(y)
   Del:  On(x,y), Clear(x), HandEmpty

CONSTRAINTS:
- x ≠ y for all two-argument actions
- Exactly one block can be held at a time
- Pre(aₖ) ⊆ Sₖ₋₁ must hold for each action aₖ

TASK:
Find plan π = (a₁, a₂, ..., aₙ) such that:
S₀ →(a₁) S₁ →(a₂) ... →(aₙ) Sₙ, where S* ⊆ Sₙ

OUTPUT FORMAT:
Return a numbered list of actions only.
Each action must be exactly one of:
  pick-up X
  put-down X
  stack X Y
  unstack X Y
No explanation. No extra text.",,planning_suite,blocksworld,,medium,path=plan-bench/instances/blocksworld/generated_basic_3/instance-17.pddl,,,"3 blocks, 4 moves"
BW_E017,W5,"""You are a robot arm. Available actions: pick-up X (X must be clear and on the table, hand must be empty), put-down X (place X on the table), stack X Y (place X on Y; Y must be clear, you must be holding X), unstack X Y (pick up X from Y; X must be clear, hand must be empty). You can hold one block at a time. Current state: Block c is on block a, block a is on block b. Block b is on the table. The hand is empty. Goal: Blocks a, b, and c are all clear and on the table. Respond with a numbered list of actions only. Each action must be exactly one of: pick-up X / put-down X / stack X Y / unstack X Y. No explanation. No extra text.""","unstack c a
put-down c
unstack a b
put-down a",planning_suite,blocksworld,,medium,path=plan-bench/instances/blocksworld/generated_basic_3/instance-17.pddl,,,"3 blocks, 4 moves"
BW_E019,canonical,"(define (problem BW-rand-3)
(:domain blocksworld-4ops)
(:objects a b c )
(:init
(handempty)
(on a b)
(ontable b)
(ontable c)
(clear a)
(clear c)
)
(:goal
(and
(on a c)
(on b a))
)
)","unstack a b
stack a c
pick-up b
stack b a",planning_suite,blocksworld,,medium,path=plan-bench/instances/blocksworld/generated_basic_3/instance-19.pddl,,,"3 blocks, 4 moves"
BW_E019,W2,"Action Reference:
| Action | Preconditions | Effect |
|-------------|--------------------------------------|-------------------|
| pick-up X | X is on table, X is clear, hand empty| holding X |
| put-down X | holding X | X on table |
| stack X Y | holding X, Y is clear | X on Y |
| unstack X Y | X on Y, X is clear, hand empty | holding X |

Current State:
| Block | Location | Clear? |
|-------|----------|--------|
| a | on b | yes |
| b | table | no |
| c | table | yes |

Goal:
| Block | Must be on top of |
|-------|-------------------|
| a | c |
| b | a |

Respond with a numbered list of actions only. Each action must be exactly one of: pick-up X / put-down X / stack X Y / unstack X Y. No explanation. No extra text.",,planning_suite,blocksworld,,medium,path=plan-bench/instances/blocksworld/generated_basic_3/instance-19.pddl,,,"3 blocks, 4 moves"
BW_E019,W3,"""You are an HR manager building a reporting chain. Available actions: select X (X must have no direct reports and be unassigned, hands must be free), release X (return X to the unassigned pool), place X under Y (Y must have no one above them, you must be holding X), remove X from Y (X must have no direct reports, hands must be free). You can manage one employee at a time. Current state: Aaron is reporting to Brian. Brian is unassigned and available. Clara is unassigned and available. Your hands are free. Goal: Aaron reports to Clara, and Brian reports to Aaron. Respond with a numbered list of actions only. Each action must be exactly one of: select X / release X / place X under Y / remove X from Y. No explanation. No extra text.""",,planning_suite,blocksworld,,medium,path=plan-bench/instances/blocksworld/generated_basic_3/instance-19.pddl,,,"3 blocks, 4 moves"
BW_E019,W4,"FORMAL DEFINITION:
π = ⟨P, S₀, S*, A⟩

PEOPLE:
P = {a, b, c}

INITIAL STATE S₀:
On(a,b), OnTable(b), OnTable(c),
Clear(a), Clear(c),
HandEmpty

GOAL STATE S*:
On(a,c), On(b,a)

ACTIONS (Preconditions → Add Effects | Delete Effects):

1. pick-up(x):
   Pre:  Clear(x), OnTable(x), HandEmpty
   Add:  Holding(x)
   Del:  Clear(x), OnTable(x), HandEmpty

2. put-down(x):
   Pre:  Holding(x)
   Add:  OnTable(x), Clear(x), HandEmpty
   Del:  Holding(x)

3. stack(x, y):
   Pre:  Holding(x), Clear(y)
   Add:  On(x,y), Clear(x), HandEmpty
   Del:  Holding(x), Clear(y)

4. unstack(x, y):
   Pre:  On(x,y), Clear(x), HandEmpty
   Add:  Holding(x), Clear(y)
   Del:  On(x,y), Clear(x), HandEmpty

CONSTRAINTS:
- x ≠ y for all two-argument actions
- Exactly one block can be held at a time
- Pre(aₖ) ⊆ Sₖ₋₁ must hold for each action aₖ

TASK:
Find plan π = (a₁, a₂, ..., aₙ) such that:
S₀ →(a₁) S₁ →(a₂) ... →(aₙ) Sₙ, where S* ⊆ Sₙ

OUTPUT FORMAT:
Return a numbered list of actions only.
Each action must be exactly one of:
  pick-up X
  put-down X
  stack X Y
  unstack X Y
No explanation. No extra text.",,planning_suite,blocksworld,,medium,path=plan-bench/instances/blocksworld/generated_basic_3/instance-19.pddl,,,"3 blocks, 4 moves"
BW_E019,W5,"""You are a robot arm. Available actions: pick-up X (X must be clear and on the table, hand must be empty), put-down X (place X on the table), stack X Y (place X on Y; Y must be clear, you must be holding X), unstack X Y (pick up X from Y; X must be clear, hand must be empty). You can hold one block at a time. Current state: Block b is on block a, block a is on block c. Block c is on the table. The hand is empty. Goal: Block a is on block b, block b and block c are on the table, and blocks a and c are clear. Respond with a numbered list of actions only. Each action must be exactly one of: pick-up X / put-down X / stack X Y / unstack X Y. No explanation. No extra text.""","unstack b a
put-down b
unstack a c
stack a b",planning_suite,blocksworld,,medium,path=plan-bench/instances/blocksworld/generated_basic_3/instance-19.pddl,,,"3 blocks, 4 moves"
BW_E002,canonical,"(define (problem BW-rand-3)
(:domain blocksworld-4ops)
(:objects a b c )
(:init
(handempty)
(ontable a)
(ontable b)
(ontable c)
(clear a)
(clear b)
(clear c)
)
(:goal
(and
(on a c)
(on b a))
)
)","pick-up a
stack a c
pick-up b
stack b a",planning_suite,blocksworld,,medium,path=plan-bench/instances/blocksworld/generated_basic_3/instance-2.pddl,,,"3 blocks, 4 moves"
BW_E002,W2,"Action Reference:
| Action | Preconditions | Effect |
|-------------|--------------------------------------|-------------------|
| pick-up X | X is on table, X is clear, hand empty| holding X |
| put-down X | holding X | X on table |
| stack X Y | holding X, Y is clear | X on Y |
| unstack X Y | X on Y, X is clear, hand empty | holding X |

Current State:
| Block | Location | Clear? |
|-------|----------|--------|
| a | table | yes |
| b | table | yes |
| c | table | yes |

Goal:
| Block | Must be on top of |
|-------|-------------------|
| a | c |
| b | a |

Respond with a numbered list of actions only. Each action must be exactly one of: pick-up X / put-down X / stack X Y / unstack X Y. No explanation. No extra text.",,planning_suite,blocksworld,,medium,path=plan-bench/instances/blocksworld/generated_basic_3/instance-2.pddl,,,"3 blocks, 4 moves"
BW_E002,W3,"""You are an HR manager building a reporting chain. Available actions: select X (X must have no direct reports and be unassigned, hands must be free), release X (return X to the unassigned pool), place X under Y (Y must have no one above them, you must be holding X), remove X from Y (X must have no direct reports, hands must be free). You can manage one employee at a time. Current state: Aaron, Brian, and Clara are all unassigned and available. Your hands are free. Goal: Aaron reports to Clara, and Brian reports to Aaron. Respond with a numbered list of actions only. Each action must be exactly one of: select X / release X / place X under Y / remove X from Y. No explanation. No extra text.""",,planning_suite,blocksworld,,medium,path=plan-bench/instances/blocksworld/generated_basic_3/instance-2.pddl,,,"3 blocks, 4 moves"
BW_E002,W4,"FORMAL DEFINITION:
π = ⟨P, S₀, S*, A⟩

PEOPLE:
P = {a, b, c}

INITIAL STATE S₀:
OnTable(a), OnTable(b), OnTable(c),
Clear(a), Clear(b), Clear(c),
HandEmpty

GOAL STATE S*:
On(a,c), On(b,a)

ACTIONS (Preconditions → Add Effects | Delete Effects):

1. pick-up(x):
   Pre:  Clear(x), OnTable(x), HandEmpty
   Add:  Holding(x)
   Del:  Clear(x), OnTable(x), HandEmpty

2. put-down(x):
   Pre:  Holding(x)
   Add:  OnTable(x), Clear(x), HandEmpty
   Del:  Holding(x)

3. stack(x, y):
   Pre:  Holding(x), Clear(y)
   Add:  On(x,y), Clear(x), HandEmpty
   Del:  Holding(x), Clear(y)

4. unstack(x, y):
   Pre:  On(x,y), Clear(x), HandEmpty
   Add:  Holding(x), Clear(y)
   Del:  On(x,y), Clear(x), HandEmpty

CONSTRAINTS:
- x ≠ y for all two-argument actions
- Exactly one block can be held at a time
- Pre(aₖ) ⊆ Sₖ₋₁ must hold for each action aₖ

TASK:
Find plan π = (a₁, a₂, ..., aₙ) such that:
S₀ →(a₁) S₁ →(a₂) ... →(aₙ) Sₙ, where S* ⊆ Sₙ

OUTPUT FORMAT:
Return a numbered list of actions only.
Each action must be exactly one of:
  pick-up X
  put-down X
  stack X Y
  unstack X Y
No explanation. No extra text.",,planning_suite,blocksworld,,medium,path=plan-bench/instances/blocksworld/generated_basic_3/instance-2.pddl,,,"3 blocks, 4 moves"
BW_E002,W5,"""You are a robot arm. Available actions: pick-up X (X must be clear and on the table, hand must be empty), put-down X (place X on the table), stack X Y (place X on Y; Y must be clear, you must be holding X), unstack X Y (pick up X from Y; X must be clear, hand must be empty). You can hold one block at a time. Current state: Block b is on block a, block a is on block c. Block c is on the table. The hand is empty. Goal: Blocks a, b, and c are all clear and on the table. Respond with a numbered list of actions only. Each action must be exactly one of: pick-up X / put-down X / stack X Y / unstack X Y. No explanation. No extra text.""","unstack b a
put-down b
unstack a c
put-down a",planning_suite,blocksworld,,medium,path=plan-bench/instances/blocksworld/generated_basic_3/instance-2.pddl,,,"3 blocks, 4 moves"
BW_E100_W6,W6,"You are a robot arm. Available actions: pick-up X (X must be clear and on the table, hand must be empty), put-down X (place X on the table), stack X Y (place X on Y; Y must be clear, you must be holding X), unstack X Y (pick up X from Y; X must be clear, hand must be empty). You can hold one block at a time. Current state: Block a is on the table. Block b is on block a. Block c is on the table. The hand is empty. Goal: Block a is on the table, block b is on the table, block c is on block b. Respond with a numbered list of actions only. Each action must be exactly one of: pick-up X / put-down X / stack X Y / unstack X Y. No explanation. No extra text.","unstack b a
put-down b
pick-up c
stack c b",planning_suite,blocksworld,,low,generated_seed_1252577391,,,W6 procedurally generated
BW_E015_W6,W6,"You are a robot arm. Available actions: pick-up X (X must be clear and on the table, hand must be empty), put-down X (place X on the table), stack X Y (place X on Y; Y must be clear, you must be holding X), unstack X Y (pick up X from Y; X must be clear, hand must be empty). You can hold one block at a time. Current state: Block a is on the table. Block b is on block a. Block c is on block b. The hand is empty. Goal: Block a is on the table, block b is on block c, block c is on block a. Respond with a numbered list of actions only. Each action must be exactly one of: pick-up X / put-down X / stack X Y / unstack X Y. No explanation. No extra text.","unstack c b
put-down c
unstack b a
put-down b
pick-up c
stack c a
pick-up b
stack b c",planning_suite,blocksworld,,low,generated_seed_2011636105,,,W6 procedurally generated
BW_E017_W6,W6,"You are a robot arm. Available actions: pick-up X (X must be clear and on the table, hand must be empty), put-down X (place X on the table), stack X Y (place X on Y; Y must be clear, you must be holding X), unstack X Y (pick up X from Y; X must be clear, hand must be empty). You can hold one block at a time. Current state: Block a is on the table. Block b is on block c. Block c is on block a. The hand is empty. Goal: Block a is on the table, block b is on the table, block c is on the table. Respond with a numbered list of actions only. Each action must be exactly one of: pick-up X / put-down X / stack X Y / unstack X Y. No explanation. No extra text.","unstack b c
put-down b
unstack c a
put-down c",planning_suite,blocksworld,,low,generated_seed_1543131558,,,W6 procedurally generated
BW_E019_W6,W6,"You are a robot arm. Available actions: pick-up X (X must be clear and on the table, hand must be empty), put-down X (place X on the table), stack X Y (place X on Y; Y must be clear, you must be holding X), unstack X Y (pick up X from Y; X must be clear, hand must be empty). You can hold one block at a time. Current state: Block a is on the table. Block b is on the table. Block c is on block b. The hand is empty. Goal: Block a is on the table, block b is on block c, block c is on block a. Respond with a numbered list of actions only. Each action must be exactly one of: pick-up X / put-down X / stack X Y / unstack X Y. No explanation. No extra text.","unstack c b
stack c a
pick-up b
stack b c",planning_suite,blocksworld,,low,generated_seed_4280093645,,,W6 procedurally generated
BW_E002_W6,W6,"You are a robot arm. Available actions: pick-up X (X must be clear and on the table, hand must be empty), put-down X (place X on the table), stack X Y (place X on Y; Y must be clear, you must be holding X), unstack X Y (pick up X from Y; X must be clear, hand must be empty). You can hold one block at a time. Current state: Block a is on the table. Block b is on block a. Block c is on the table. The hand is empty. Goal: Block a is on the table, block b is on the table, block c is on the table. Respond with a numbered list of actions only. Each action must be exactly one of: pick-up X / put-down X / stack X Y / unstack X Y. No explanation. No extra text.","unstack b a
put-down b",planning_suite,blocksworld,,low,generated_seed_2267335406,,,W6 procedurally generated
