problem_id,model,pddl_path,difficulty,contamination_pole,raw_plan,parsed_plan_json,plan_length
BW_467,openai/gpt-4o,/Users/adya/Desktop/LLMs-Planning/plan-bench/instances/blocksworld/generated/instance-467.pddl,medium,high,"1. pick-up g
2. stack g i
3. pick-up i
4. stack i l
5. pick-up l
6. stack l j
7. pick-up j
8. stack j a
9. pick-up a
10. stack a f
11. pick-up f
12. stack f h","[""pick-up g"", ""stack g i"", ""pick-up i"", ""stack i l"", ""pick-up l"", ""stack l j"", ""pick-up j"", ""stack j a"", ""pick-up a"", ""stack a f"", ""pick-up f"", ""stack f h""]",12
BW_080,openai/gpt-4o,/Users/adya/Desktop/LLMs-Planning/plan-bench/instances/blocksworld/generated/instance-80.pddl,medium,high,"1. pick-up l
2. stack l c
3. pick-up c
4. stack c i
5. pick-up i
6. stack i e
7. pick-up e
8. stack e j
9. pick-up j
10. stack j f","[""pick-up l"", ""stack l c"", ""pick-up c"", ""stack c i"", ""pick-up i"", ""stack i e"", ""pick-up e"", ""stack e j"", ""pick-up j"", ""stack j f""]",10
BW_010,meta-llama/llama-3.1-8b-instruct,/Users/adya/Desktop/LLMs-Planning/plan-bench/instances/blocksworld/generated/instance-10.pddl,easy,high,"1. pick-up d
2. stack d e
3. pick-up e
4. stack e a
5. pick-up a
6. stack a b","[""pick-up d"", ""stack d e"", ""pick-up e"", ""stack e a"", ""pick-up a"", ""stack a b""]",6
BW_001,meta-llama/llama-3.1-8b-instruct,/Users/adya/Desktop/LLMs-Planning/plan-bench/instances/blocksworld/generated/instance-1.pddl,medium,high,"1. pick-up l 
2. stack l h 
3. pick-up h 
4. stack h b 
5. pick-up b 
6. stack b d 
7. pick-up d 
8. stack d g 
9. pick-up g 
10. stack g i 
11. pick-up i 
12. stack i f 
13. pick-up f 
14. stack f j","[""pick-up l"", ""stack l h"", ""pick-up h"", ""stack h b"", ""pick-up b"", ""stack b d"", ""pick-up d"", ""stack d g"", ""pick-up g"", ""stack g i"", ""pick-up i"", ""stack i f"", ""pick-up f"", ""stack f j""]",14
BW_011,meta-llama/llama-3.1-8b-instruct,/Users/adya/Desktop/LLMs-Planning/plan-bench/instances/blocksworld/generated/instance-11.pddl,hard,high,"1. stack e l
2. pick-up e
3. stack e k
4. pick-up k
5. stack a k
6. pick-up a
7. stack g a
8. pick-up g
9. stack k g
10. pick-up k
11. stack c k
12. put-down c
13. pick-up b
14. stack i b
15. pick-up i
16. stack h i
17. pick-up h
18. stack e h
19. put-down e
20. pick-up d (j does not exist and it would be necessary to perform another move to put-down c, so I assume that the response you want is by item and assumes the correct order for the blocks)","[""stack e l"", ""pick-up e"", ""stack e k"", ""pick-up k"", ""stack a k"", ""pick-up a"", ""stack g a"", ""pick-up g"", ""stack k g"", ""pick-up k"", ""stack c k"", ""put-down c"", ""pick-up b"", ""stack i b"", ""pick-up i"", ""stack h i"", ""pick-up h"", ""stack e h"", ""put-down e"", ""pick-up d (j does not exist and it would be necessary to perform another move to put-down c, so i assume that the response you want is by item and assumes the correct order for the blocks)""]",20
BW_120,meta-llama/llama-3.1-8b-instruct,/Users/adya/Desktop/LLMs-Planning/plan-bench/instances/blocksworld/generated/instance-120.pddl,easy,high,"1. Pick-up c
2. Pick-up j
3. Stack j c
4. Stack j g
5. Stack g f
6. Unstack g j 
7. Put-down j
8. Unstack j c 
9. Put-down c","[""pick-up c"", ""pick-up j"", ""stack j c"", ""stack j g"", ""stack g f"", ""unstack g j"", ""put-down j"", ""unstack j c"", ""put-down c""]",9
BW_227,meta-llama/llama-3.1-8b-instruct,/Users/adya/Desktop/LLMs-Planning/plan-bench/instances/blocksworld/generated/instance-227.pddl,hard,high,"1. pick-up f
2. stack f l
3. pick-up l
4. stack l g
5. pick-up g
6. stack g d
7. pick-up d
8. stack d i
9. pick-up i
10. stack i j
11. pick-up j
12. stack j c
13. pick-up c
14. stack c k
15. pick-up k
16. stack k a","[""pick-up f"", ""stack f l"", ""pick-up l"", ""stack l g"", ""pick-up g"", ""stack g d"", ""pick-up d"", ""stack d i"", ""pick-up i"", ""stack i j"", ""pick-up j"", ""stack j c"", ""pick-up c"", ""stack c k"", ""pick-up k"", ""stack k a""]",16
BW_137,meta-llama/llama-3.1-8b-instruct,/Users/adya/Desktop/LLMs-Planning/plan-bench/instances/blocksworld/generated/instance-137.pddl,hard,high,"1. pick-up a
2. stack d a
3. pick-up b
4. stack a b
5. pick-up j
6. stack b j
7. pick-up e
8. stack j e
9. pick-up l
10. stack e l
11. pick-up h
12. stack l h
13. pick-up c
14. stack h c
15. pick-up f
16. stack c f
17. pick-up g
18. stack f g
19. pick-up i
20. stack g i","[""pick-up a"", ""stack d a"", ""pick-up b"", ""stack a b"", ""pick-up j"", ""stack b j"", ""pick-up e"", ""stack j e"", ""pick-up l"", ""stack e l"", ""pick-up h"", ""stack l h"", ""pick-up c"", ""stack h c"", ""pick-up f"", ""stack c f"", ""pick-up g"", ""stack f g"", ""pick-up i"", ""stack g i""]",20
BW_172,meta-llama/llama-3.1-8b-instruct,/Users/adya/Desktop/LLMs-Planning/plan-bench/instances/blocksworld/generated/instance-172.pddl,hard,high,"1. pick-up i
2. stack i l
3. pick-up l
4. stack l g
5. pick-up g
6. stack g e
7. pick-up e
8. stack e d
9. pick-up d
10. stack d b
11. pick-up b
12. stack b a
13. pick-up a
14. stack a j
15. pick-up j
16. stack j h
17. pick-up h
18. stack h f
19. pick-up f
20. stack f k","[""pick-up i"", ""stack i l"", ""pick-up l"", ""stack l g"", ""pick-up g"", ""stack g e"", ""pick-up e"", ""stack e d"", ""pick-up d"", ""stack d b"", ""pick-up b"", ""stack b a"", ""pick-up a"", ""stack a j"", ""pick-up j"", ""stack j h"", ""pick-up h"", ""stack h f"", ""pick-up f"", ""stack f k""]",20
BW_467,meta-llama/llama-3.1-8b-instruct,/Users/adya/Desktop/LLMs-Planning/plan-bench/instances/blocksworld/generated/instance-467.pddl,medium,high,"1. pick-up g
2. stack g i
3. pick-up i
4. stack i l
5. pick-up l
6. stack l j
7. pick-up j
8. stack j a
9. pick-up a
10. stack a f
11. pick-up f
12. stack f h","[""pick-up g"", ""stack g i"", ""pick-up i"", ""stack i l"", ""pick-up l"", ""stack l j"", ""pick-up j"", ""stack j a"", ""pick-up a"", ""stack a f"", ""pick-up f"", ""stack f h""]",12
BW_080,meta-llama/llama-3.1-8b-instruct,/Users/adya/Desktop/LLMs-Planning/plan-bench/instances/blocksworld/generated/instance-80.pddl,medium,high,"1. pick-up l
2. stack l c
3. pick-up c
4. stack c i
5. pick-up i
6. stack i e
7. pick-up e
8. stack e j
9. pick-up j
10. stack j f","[""pick-up l"", ""stack l c"", ""pick-up c"", ""stack c i"", ""pick-up i"", ""stack i e"", ""pick-up e"", ""stack e j"", ""pick-up j"", ""stack j f""]",10
BW_010,anthropic/claude-3.7-sonnet,/Users/adya/Desktop/LLMs-Planning/plan-bench/instances/blocksworld/generated/instance-10.pddl,easy,high,"1. pick-up d
2. pick-up e
3. stack d e
4. pick-up a
5. stack e a
6. pick-up b
7. stack a b
8. pick-up f
9. put-down f
10. unstack d e
11. put-down d
12. unstack e a
13. put-down e
14. unstack a b
15. put-down a
16. pick-up d
17. pick-up e
18. stack e a
19. pick-up d
20. stack d e
21. pick-up b
22. stack a b
23. pick-up f
24. stack b f","[""pick-up d"", ""pick-up e"", ""stack d e"", ""pick-up a"", ""stack e a"", ""pick-up b"", ""stack a b"", ""pick-up f"", ""put-down f"", ""unstack d e"", ""put-down d"", ""unstack e a"", ""put-down e"", ""unstack a b"", ""put-down a"", ""pick-up d"", ""pick-up e"", ""stack e a"", ""pick-up d"", ""stack d e"", ""pick-up b"", ""stack a b"", ""pick-up f"", ""stack b f""]",24
BW_001,anthropic/claude-3.7-sonnet,/Users/adya/Desktop/LLMs-Planning/plan-bench/instances/blocksworld/generated/instance-1.pddl,medium,high,"1. pick-up j
2. pick-up f
3. stack j f
4. pick-up i
5. stack f i
6. pick-up g
7. stack i g
8. pick-up d
9. stack g d
10. pick-up b
11. stack d b
12. pick-up h
13. stack b h
14. pick-up l
15. put-down l
16. unstack j f
17. put-down j
18. pick-up l
19. stack h l
20. pick-up j
21. stack j f","[""pick-up j"", ""pick-up f"", ""stack j f"", ""pick-up i"", ""stack f i"", ""pick-up g"", ""stack i g"", ""pick-up d"", ""stack g d"", ""pick-up b"", ""stack d b"", ""pick-up h"", ""stack b h"", ""pick-up l"", ""put-down l"", ""unstack j f"", ""put-down j"", ""pick-up l"", ""stack h l"", ""pick-up j"", ""stack j f""]",21
BW_011,anthropic/claude-3.7-sonnet,/Users/adya/Desktop/LLMs-Planning/plan-bench/instances/blocksworld/generated/instance-11.pddl,hard,high,"1. pick-up c
2. pick-up k
3. pick-up g
4. pick-up a
5. pick-up l
6. pick-up j
7. pick-up e
8. pick-up h
9. pick-up i
10. pick-up b
11. put-down b
12. pick-up i
13. stack i b
14. pick-up h
15. stack h i
16. pick-up e
17. stack e h
18. pick-up j
19. stack j e
20. pick-up l
21. stack l j
22. pick-up a
23. stack a l
24. pick-up g
25. stack g a
26. pick-up k
27. stack k g
28. pick-up c
29. stack c k","[""pick-up c"", ""pick-up k"", ""pick-up g"", ""pick-up a"", ""pick-up l"", ""pick-up j"", ""pick-up e"", ""pick-up h"", ""pick-up i"", ""pick-up b"", ""put-down b"", ""pick-up i"", ""stack i b"", ""pick-up h"", ""stack h i"", ""pick-up e"", ""stack e h"", ""pick-up j"", ""stack j e"", ""pick-up l"", ""stack l j"", ""pick-up a"", ""stack a l"", ""pick-up g"", ""stack g a"", ""pick-up k"", ""stack k g"", ""pick-up c"", ""stack c k""]",29
BW_120,anthropic/claude-3.7-sonnet,/Users/adya/Desktop/LLMs-Planning/plan-bench/instances/blocksworld/generated/instance-120.pddl,easy,high,"1. pick-up c
2. pick-up j
3. pick-up g
4. pick-up f
5. put-down f
6. pick-up g
7. stack g f
8. pick-up j
9. stack j g
10. pick-up c
11. stack c j","[""pick-up c"", ""pick-up j"", ""pick-up g"", ""pick-up f"", ""put-down f"", ""pick-up g"", ""stack g f"", ""pick-up j"", ""stack j g"", ""pick-up c"", ""stack c j""]",11
BW_227,anthropic/claude-3.7-sonnet,/Users/adya/Desktop/LLMs-Planning/plan-bench/instances/blocksworld/generated/instance-227.pddl,hard,high,"1. pick-up f
2. stack f l
3. pick-up g
4. stack g d
5. pick-up i
6. stack i j
7. pick-up c
8. stack c k
9. pick-up a
10. put-down a
11. pick-up k
12. stack k a
13. pick-up c
14. stack c k
15. pick-up j
16. stack j c
17. pick-up i
18. stack i j
19. pick-up d
20. stack d i
21. pick-up g
22. stack g d
23. pick-up l
24. stack l g
25. pick-up f
26. stack f l","[""pick-up f"", ""stack f l"", ""pick-up g"", ""stack g d"", ""pick-up i"", ""stack i j"", ""pick-up c"", ""stack c k"", ""pick-up a"", ""put-down a"", ""pick-up k"", ""stack k a"", ""pick-up c"", ""stack c k"", ""pick-up j"", ""stack j c"", ""pick-up i"", ""stack i j"", ""pick-up d"", ""stack d i"", ""pick-up g"", ""stack g d"", ""pick-up l"", ""stack l g"", ""pick-up f"", ""stack f l""]",26
BW_137,anthropic/claude-3.7-sonnet,/Users/adya/Desktop/LLMs-Planning/plan-bench/instances/blocksworld/generated/instance-137.pddl,hard,high,"1. pick-up d
2. pick-up a
3. stack a b
4. pick-up d
5. stack d a
6. pick-up j
7. pick-up e
8. stack e l
9. pick-up h
10. stack h c
11. pick-up f
12. stack f g
13. pick-up i
14. put-down i
15. pick-up g
16. stack g i
17. pick-up f
18. stack f g
19. pick-up c
20. stack c f
21. pick-up h
22. stack h c
23. pick-up l
24. stack l h
25. pick-up e
26. stack e l
27. pick-up j
28. stack j e
29. pick-up b
30. stack b j
31. pick-up a
32. stack a b
33. pick-up d
34. stack d a","[""pick-up d"", ""pick-up a"", ""stack a b"", ""pick-up d"", ""stack d a"", ""pick-up j"", ""pick-up e"", ""stack e l"", ""pick-up h"", ""stack h c"", ""pick-up f"", ""stack f g"", ""pick-up i"", ""put-down i"", ""pick-up g"", ""stack g i"", ""pick-up f"", ""stack f g"", ""pick-up c"", ""stack c f"", ""pick-up h"", ""stack h c"", ""pick-up l"", ""stack l h"", ""pick-up e"", ""stack e l"", ""pick-up j"", ""stack j e"", ""pick-up b"", ""stack b j"", ""pick-up a"", ""stack a b"", ""pick-up d"", ""stack d a""]",34
BW_172,anthropic/claude-3.7-sonnet,/Users/adya/Desktop/LLMs-Planning/plan-bench/instances/blocksworld/generated/instance-172.pddl,hard,high,"1. pick-up i
2. pick-up l
3. pick-up g
4. pick-up e
5. pick-up d
6. pick-up b
7. pick-up a
8. pick-up j
9. pick-up h
10. pick-up f
11. pick-up k
12. put-down k
13. pick-up f
14. stack f k
15. pick-up h
16. stack h f
17. pick-up j
18. stack j h
19. pick-up a
20. stack a j
21. pick-up b
22. stack b a
23. pick-up d
24. stack d b
25. pick-up e
26. stack e d
27. pick-up g
28. stack g e
29. pick-up l
30. stack l g
31. pick-up i
32. stack i l","[""pick-up i"", ""pick-up l"", ""pick-up g"", ""pick-up e"", ""pick-up d"", ""pick-up b"", ""pick-up a"", ""pick-up j"", ""pick-up h"", ""pick-up f"", ""pick-up k"", ""put-down k"", ""pick-up f"", ""stack f k"", ""pick-up h"", ""stack h f"", ""pick-up j"", ""stack j h"", ""pick-up a"", ""stack a j"", ""pick-up b"", ""stack b a"", ""pick-up d"", ""stack d b"", ""pick-up e"", ""stack e d"", ""pick-up g"", ""stack g e"", ""pick-up l"", ""stack l g"", ""pick-up i"", ""stack i l""]",32
BW_467,anthropic/claude-3.7-sonnet,/Users/adya/Desktop/LLMs-Planning/plan-bench/instances/blocksworld/generated/instance-467.pddl,medium,high,"1. pick-up g
2. pick-up i
3. stack g i
4. pick-up l
5. stack i l
6. pick-up j
7. stack l j
8. pick-up a
9. stack j a
10. pick-up f
11. stack a f
12. pick-up h
13. put-down h
14. pick-up g
15. put-down g
16. pick-up i
17. put-down i
18. pick-up l
19. put-down l
20. pick-up j
21. put-down j
22. pick-up a
23. put-down a
24. pick-up f
25. stack f h
26. pick-up a
27. stack a f
28. pick-up j
29. stack j a
30. pick-up l
31. stack l j
32. pick-up i
33. stack i l
34. pick-up g
35. stack g i","[""pick-up g"", ""pick-up i"", ""stack g i"", ""pick-up l"", ""stack i l"", ""pick-up j"", ""stack l j"", ""pick-up a"", ""stack j a"", ""pick-up f"", ""stack a f"", ""pick-up h"", ""put-down h"", ""pick-up g"", ""put-down g"", ""pick-up i"", ""put-down i"", ""pick-up l"", ""put-down l"", ""pick-up j"", ""put-down j"", ""pick-up a"", ""put-down a"", ""pick-up f"", ""stack f h"", ""pick-up a"", ""stack a f"", ""pick-up j"", ""stack j a"", ""pick-up l"", ""stack l j"", ""pick-up i"", ""stack i l"", ""pick-up g"", ""stack g i""]",35
BW_080,anthropic/claude-3.7-sonnet,/Users/adya/Desktop/LLMs-Planning/plan-bench/instances/blocksworld/generated/instance-80.pddl,medium,high,"1. pick-up l
2. pick-up c
3. stack l c
4. pick-up i
5. stack c i
6. pick-up e
7. stack i e
8. pick-up j
9. stack e j
10. pick-up f
11. stack j f","[""pick-up l"", ""pick-up c"", ""stack l c"", ""pick-up i"", ""stack c i"", ""pick-up e"", ""stack i e"", ""pick-up j"", ""stack e j"", ""pick-up f"", ""stack j f""]",11
BW_E100,anthropic/claude-3.7-sonnet,,easy,low,"This is a blocksworld problem specification in PDDL (Planning Domain Definition Language). Let me analyze it for you:

**Problem Name**: BW-rand-3

**Domain**: blocksworld-4ops (standard blocksworld domain with 4 operators)

**Objects**: Three blocks labeled a, b, and c

**Initial State**:
- The robot hand is empty
- Blocks a and b are on the table
- Block c is on top of block a
- Blocks b and c are clear (nothing on top of them)

**Goal State**:
- Block b is on top of block c
- Block c is on top of block a

To visualize:

Initial state:
```
  c   b
  a   
 ‾‾‾‾‾‾‾
```

Goal state:
```
  b
  c
  a
 ‾‾‾‾‾‾‾
```

A valid plan to solve this would be:
1. Pick up block b from the table
2. Place block b on top of block c

That's all that's needed because block c is already on block a in the initial state.","[""this is a blocksworld problem specification in pddl (planning domain definition language). let me analyze it for you:"", ""**problem name**: bw-rand-3"", ""**domain**: blocksworld-4ops (standard blocksworld domain with 4 operators)"", ""**objects**: three blocks labeled a, b, and c"", ""**initial state**:"", ""- the robot hand is empty"", ""- blocks a and b are on the table"", ""- block c is on top of block a"", ""- blocks b and c are clear (nothing on top of them)"", ""**goal state**:"", ""- block b is on top of block c"", ""- block c is on top of block a"", ""to visualize:"", ""initial state:"", ""```"", ""c   b"", ""a"", ""\u203e\u203e\u203e\u203e\u203e\u203e\u203e"", ""```"", ""goal state:"", ""```"", ""b"", ""c"", ""a"", ""\u203e\u203e\u203e\u203e\u203e\u203e\u203e"", ""```"", ""a valid plan to solve this would be:"", ""pick up block b from the table"", ""place block b on top of block c"", ""that's all that's needed because block c is already on block a in the initial state.""]",30
BW_E015,anthropic/claude-3.7-sonnet,,easy,low,"This is a Blocksworld problem specification in PDDL format. Let me analyze it:

## Problem: BW-rand-3
- **Domain**: blocksworld-4ops (four operators version of Blocksworld)
- **Objects**: 3 blocks labeled a, b, and c

## Initial State:
- The robot hand is empty
- Block a is on the table
- Block b is on the table
- Block c is on top of block b
- Blocks a and c are clear (nothing on top of them)

## Goal:
- Place block a on top of block b

To solve this problem, we need to:
1. Pick up block c from block b (making b clear)
2. Pick up block a from the table
3. Stack block a on block b

The solution would be:
1. `pickup-from-block c b`
2. `put-down c` (or keep it in hand if the domain allows)
3. `pickup-from-table a`
4. `stack a b`

After these steps, the goal state with block a on top of block b will be achieved.","[""this is a blocksworld problem specification in pddl format. let me analyze it:"", ""## problem: bw-rand-3"", ""- **domain**: blocksworld-4ops (four operators version of blocksworld)"", ""- **objects**: 3 blocks labeled a, b, and c"", ""## initial state:"", ""- the robot hand is empty"", ""- block a is on the table"", ""- block b is on the table"", ""- block c is on top of block b"", ""- blocks a and c are clear (nothing on top of them)"", ""## goal:"", ""- place block a on top of block b"", ""to solve this problem, we need to:"", ""pick up block c from block b (making b clear)"", ""pick up block a from the table"", ""stack block a on block b"", ""the solution would be:"", ""`pickup-from-block c b`"", ""`put-down c` (or keep it in hand if the domain allows)"", ""`pickup-from-table a`"", ""`stack a b`"", ""after these steps, the goal state with block a on top of block b will be achieved.""]",22
BW_E017,anthropic/claude-3.7-sonnet,,easy,low,"This is a Blocksworld planning problem named ""BW-rand-3"" with 3 blocks (a, b, and c). Let me analyze it:

**Initial State:**
- The hand is empty
- All three blocks (a, b, c) are on the table
- All three blocks are clear (nothing on top of them)

**Goal State:**
- Block a must be on top of block b
- Block c must be on top of block a

So the goal is to build a stack with b at the bottom, a in the middle, and c on top.

A valid solution would be:
1. Pick up block a
2. Stack block a on top of block b
3. Pick up block c
4. Stack block c on top of block a

This would create the stack c-a-b (reading from top to bottom) as required by the goal.","[""this is a blocksworld planning problem named \""bw-rand-3\"" with 3 blocks (a, b, and c). let me analyze it:"", ""**initial state:**"", ""- the hand is empty"", ""- all three blocks (a, b, c) are on the table"", ""- all three blocks are clear (nothing on top of them)"", ""**goal state:**"", ""- block a must be on top of block b"", ""- block c must be on top of block a"", ""so the goal is to build a stack with b at the bottom, a in the middle, and c on top."", ""a valid solution would be:"", ""pick up block a"", ""stack block a on top of block b"", ""pick up block c"", ""stack block c on top of block a"", ""this would create the stack c-a-b (reading from top to bottom) as required by the goal.""]",15
BW_E019,anthropic/claude-3.7-sonnet,,easy,low,"This is a problem definition in PDDL (Planning Domain Definition Language) for the classic Blocks World domain. Let me explain what it describes:

# Problem Analysis: BW-rand-3

## Domain
- This is a problem in the blocksworld-4ops domain (a standard version of Blocks World with 4 operators: pickup, putdown, stack, unstack)

## Objects
- Three blocks labeled: a, b, and c

## Initial State
- The hand is empty (`handempty`)
- Block a is on top of block b (`on a b`)
- Block b is on the table (`ontable b`)
- Block c is on the table (`ontable c`) 
- Blocks a and c have nothing on top of them (`clear a`, `clear c`)

Visual representation of initial state:
```
 a
 b   c
---------
 table
```

## Goal State
- Block a should be on top of block c (`on a c`)
- Block b should be on top of block a (`on b a`)

Visual representation of goal state:
```
 b
 a
 c
---------
 table
```

A planner would need to find a sequence of actions to transform the initial state into the goal state using the domain operators.","[""this is a problem definition in pddl (planning domain definition language) for the classic blocks world domain. let me explain what it describes:"", ""# problem analysis: bw-rand-3"", ""## domain"", ""- this is a problem in the blocksworld-4ops domain (a standard version of blocks world with 4 operators: pickup, putdown, stack, unstack)"", ""## objects"", ""- three blocks labeled: a, b, and c"", ""## initial state"", ""- the hand is empty (`handempty`)"", ""- block a is on top of block b (`on a b`)"", ""- block b is on the table (`ontable b`)"", ""- block c is on the table (`ontable c`)"", ""- blocks a and c have nothing on top of them (`clear a`, `clear c`)"", ""visual representation of initial state:"", ""```"", ""a"", ""b   c"", ""---------"", ""table"", ""```"", ""## goal state"", ""- block a should be on top of block c (`on a c`)"", ""- block b should be on top of block a (`on b a`)"", ""visual representation of goal state:"", ""```"", ""b"", ""a"", ""c"", ""---------"", ""table"", ""```"", ""a planner would need to find a sequence of actions to transform the initial state into the goal state using the domain operators.""]",31
