problem_id,model,correct_canonical_variant,parse_failed_canonical,correct_W3,parse_failed_W3,correct_canonical,gave_greedy_answer,any_parse_failed,VAR_canonical,VAR_W3,VRI_gap,problem_subtype,instance_type,greedy_succeeds_expected,critical_step_index,instance_contamination_score,template_contamination_score,difficulty_numeric,ADC_adversarial,ADC_standard,CCI_algorithm,CCI_composite,CCI_critical,CCI_first_decision,CPP,FDI_later_stability,FDI_step0,RDI_adversarial,RDI_standard,RTDA_adversarial_algorithm_invocation,RTDA_adversarial_forward_simulation,RTDA_adversarial_local_greedy,RTDA_adversarial_unclear,RTDA_standard_algorithm_invocation,RTDA_standard_forward_simulation,RTDA_standard_local_greedy,RTDA_standard_unclear,SC,TEP_refined,greedy_assessment_correct,critical_point_identified,greedy_assessment_correct_bool,critical_point_identified_num,gave_greedy_answer_bool,greedy_succeeds_expected_bool,greedy_succeeds,instance_rank_pct,instance_contamination_half,ACI,missing_core,missing_phase2,parse_failure_or_missing,convergence_label
SP_004,anthropic/claude-3.7-sonnet,True,False,False,True,True,,True,1.0,0.0,1.0,shortest_path,adversarial,False,0,0.0,1.0,13,1.0,0.0,0.6666666666666666,0.2222222222222222,0.0,0.0,0.0,,0.0,0.2,0.4333333333333333,,,,,,,,,1.0,,,,,,,False,0.0,0.5333333333333333,top,0.6666666666666666,False,False,True,ambiguous
SP_005,anthropic/claude-3.7-sonnet,False,False,False,True,False,,True,0.0,0.0,0.0,shortest_path,adversarial,False,1,0.0,1.0,31,1.0,0.0,0.6666666666666666,0.2222222222222222,0.0,0.0,0.0,,0.0,0.2,0.4333333333333333,,,,,,,,,1.0,,,,,,,False,0.0,0.5333333333333333,top,0.6666666666666666,False,False,True,ambiguous
WIS_001,anthropic/claude-3.7-sonnet,False,False,False,True,False,,True,0.0,0.0,0.0,wis,standard,True,-1,0.0,0.0,10,1.0,0.0,0.0,0.1666666666666666,0.5,0.0,0.0,0.0,0.0,0.0,0.0555555555555555,,,,,,,,,0.25,1.0,,,,,,True,0.0,0.5333333333333333,top,0.0,False,False,True,ambiguous
WIS_002,anthropic/claude-3.7-sonnet,False,False,False,False,False,,False,0.0,0.0,0.0,wis,standard,True,-1,0.0,0.0,12,1.0,0.0,0.0,0.1666666666666666,0.5,0.0,0.0,0.0,0.0,0.0,0.0555555555555555,,,,,,,,,0.25,1.0,,,,,,True,0.0,0.5333333333333333,top,0.0,False,False,False,mixed
WIS_003,anthropic/claude-3.7-sonnet,False,False,False,False,False,,False,0.0,0.0,0.0,wis,adversarial,False,0,0.0,0.0,14,1.0,0.0,0.0,0.1666666666666666,0.5,0.0,0.0,0.0,0.0,0.0,0.0555555555555555,,,,,,,,,0.25,1.0,,,,,,False,0.0,0.5333333333333333,top,0.0,False,False,False,mixed
WIS_004,anthropic/claude-3.7-sonnet,False,False,False,False,False,,False,0.0,0.0,0.0,wis,adversarial,False,1,0.0,0.0,16,1.0,0.0,0.0,0.1666666666666666,0.5,0.0,0.0,0.0,0.0,0.0,0.0555555555555555,,,,,,,,,0.25,1.0,,,,,,False,0.0,0.5333333333333333,top,0.0,False,False,False,mixed
WIS_005,anthropic/claude-3.7-sonnet,False,False,False,False,False,,False,0.0,0.0,0.0,wis,standard,True,-1,0.0,0.0,18,1.0,0.0,0.0,0.1666666666666666,0.5,0.0,0.0,0.0,0.0,0.0,0.0555555555555555,,,,,,,,,0.25,1.0,,,,,,True,0.0,0.5333333333333333,top,0.0,False,False,False,mixed
CC_01,openai/gpt-4o,True,False,False,True,True,,True,1.0,0.0,1.0,coin_change,adversarial,False,0,0.0,1.0,4,1.0,,0.4,0.3666666666666666,0.5,0.2,0.0,1.0,0.2,0.0842857142857142,,,,,,,,,,1.0,0.0,,,,,,False,0.0,0.5166666666666667,top,0.4,False,False,True,ambiguous
CC_02,openai/gpt-4o,True,False,False,True,True,,True,1.0,0.0,1.0,coin_change,adversarial,False,0,0.0,1.0,4,1.0,,0.4,0.3666666666666666,0.5,0.2,0.0,1.0,0.2,0.0842857142857142,,,,,,,,,,1.0,0.0,,,,,,False,0.0,0.5166666666666667,top,0.4,False,False,True,ambiguous
CC_03,openai/gpt-4o,True,False,False,True,True,,True,1.0,0.0,1.0,coin_change,adversarial,False,0,0.0,1.0,5,1.0,,0.4,0.3666666666666666,0.5,0.2,0.0,1.0,0.2,0.0842857142857142,,,,,,,,,,1.0,0.0,,,,,,False,0.0,0.5166666666666667,top,0.4,False,False,True,ambiguous
CC_04,openai/gpt-4o,False,False,False,True,False,,True,0.0,0.0,0.0,coin_change,adversarial,False,0,0.0,1.0,6,1.0,,0.4,0.3666666666666666,0.5,0.2,0.0,1.0,0.2,0.0842857142857142,,,,,,,,,,1.0,0.0,,,,,,False,0.0,0.5166666666666667,top,0.4,False,False,True,ambiguous
CC_05,openai/gpt-4o,True,False,False,True,True,,True,1.0,0.0,1.0,coin_change,adversarial,False,0,0.0,1.0,5,1.0,,0.4,0.3666666666666666,0.5,0.2,0.0,1.0,0.2,0.0842857142857142,,,,,,,,,,1.0,0.0,,,,,,False,0.0,0.5166666666666667,top,0.4,False,False,True,ambiguous
CC_06,openai/gpt-4o,True,False,False,True,True,,True,1.0,0.0,1.0,coin_change,adversarial,False,0,0.0,1.0,5,1.0,,0.4,0.3666666666666666,0.5,0.2,0.0,1.0,0.2,0.0842857142857142,,,,,,,,,,1.0,0.0,,,,,,False,0.0,0.5166666666666667,top,0.4,False,False,True,ambiguous
CC_07,openai/gpt-4o,False,False,False,True,False,,True,0.0,0.0,0.0,coin_change,adversarial,False,0,0.0,1.0,5,1.0,,0.4,0.3666666666666666,0.5,0.2,0.0,1.0,0.2,0.0842857142857142,,,,,,,,,,1.0,0.0,,,,,,False,0.0,0.5166666666666667,top,0.4,False,False,True,ambiguous
CC_08,openai/gpt-4o,True,False,False,True,True,,True,1.0,0.0,1.0,coin_change,adversarial,False,0,0.0,1.0,5,1.0,,0.4,0.3666666666666666,0.5,0.2,0.0,1.0,0.2,0.0842857142857142,,,,,,,,,,1.0,0.0,,,,,,False,0.0,0.5166666666666667,top,0.4,False,False,True,ambiguous
CC_09,openai/gpt-4o,False,False,False,True,False,,True,0.0,0.0,0.0,coin_change,adversarial,False,2,0.0,1.0,6,1.0,,0.4,0.3666666666666666,0.5,0.2,0.0,1.0,0.2,0.0842857142857142,,,,,,,,,,1.0,0.0,,,,,,False,0.0,0.5166666666666667,top,0.4,False,False,True,ambiguous
CC_10,openai/gpt-4o,False,False,False,True,False,,True,0.0,0.0,0.0,coin_change,adversarial,False,3,0.0,1.0,7,1.0,,0.4,0.3666666666666666,0.5,0.2,0.0,1.0,0.2,0.0842857142857142,,,,,,,,,,1.0,0.0,,,,,,False,0.0,0.5166666666666667,top,0.4,False,False,True,ambiguous
SP_001,openai/gpt-4o,False,True,False,True,False,,True,0.0,0.0,0.0,shortest_path,standard,True,-1,0.0,1.0,23,1.0,0.0,0.0,0.1111111111111111,0.0,0.3333333333333333,0.0,0.4166666666666667,0.3333333333333333,0.0666666666666666,0.0,,,,,,,,,0.875,0.611111111111111,,,,,,True,0.0,0.5333333333333333,top,0.0,False,False,True,ambiguous
SP_002,openai/gpt-4o,False,True,False,True,False,,True,0.0,0.0,0.0,shortest_path,standard,True,-1,0.0,1.0,50,1.0,0.0,0.0,0.1111111111111111,0.0,0.3333333333333333,0.0,0.4166666666666667,0.3333333333333333,0.0666666666666666,0.0,,,,,,,,,0.875,0.611111111111111,,,,,,True,0.0,0.5333333333333333,top,0.0,False,False,True,ambiguous
SP_003,openai/gpt-4o,False,True,False,True,False,,True,0.0,0.0,0.0,shortest_path,adversarial,False,1,0.0,1.0,81,1.0,0.0,0.0,0.1111111111111111,0.0,0.3333333333333333,0.0,0.4166666666666667,0.3333333333333333,0.0666666666666666,0.0,,,,,,,,,0.875,0.611111111111111,,,,,,False,0.0,0.5333333333333333,top,0.0,False,False,True,ambiguous
SP_004,openai/gpt-4o,True,False,False,True,True,,True,1.0,0.0,1.0,shortest_path,adversarial,False,0,0.0,1.0,13,1.0,0.0,0.0,0.1111111111111111,0.0,0.3333333333333333,0.0,0.4166666666666667,0.3333333333333333,0.0666666666666666,0.0,,,,,,,,,0.875,0.611111111111111,,,,,,False,0.0,0.5333333333333333,top,0.0,False,False,True,ambiguous
SP_005,openai/gpt-4o,False,False,False,True,False,,True,0.0,0.0,0.0,shortest_path,adversarial,False,1,0.0,1.0,31,1.0,0.0,0.0,0.1111111111111111,0.0,0.3333333333333333,0.0,0.4166666666666667,0.3333333333333333,0.0666666666666666,0.0,,,,,,,,,0.875,0.611111111111111,,,,,,False,0.0,0.5333333333333333,top,0.0,False,False,True,ambiguous
WIS_001,openai/gpt-4o,True,False,False,False,True,,True,1.0,0.0,1.0,wis,standard,True,-1,0.0,0.0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.1428571428571428,0.0,,,,,,,,,0.6666666666666666,,,,,,,True,0.0,0.5333333333333333,top,0.0,False,False,True,ambiguous
WIS_002,openai/gpt-4o,False,False,False,False,False,,False,0.0,0.0,0.0,wis,standard,True,-1,0.0,0.0,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.1428571428571428,0.0,,,,,,,,,0.6666666666666666,,,,,,,True,0.0,0.5333333333333333,top,0.0,False,False,False,mixed
WIS_003,openai/gpt-4o,False,False,False,False,False,,True,0.0,0.0,0.0,wis,adversarial,False,0,0.0,0.0,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.1428571428571428,0.0,,,,,,,,,0.6666666666666666,,,,,,,False,0.0,0.5333333333333333,top,0.0,False,False,True,ambiguous
WIS_004,openai/gpt-4o,False,False,False,False,False,,True,0.0,0.0,0.0,wis,adversarial,False,1,0.0,0.0,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.1428571428571428,0.0,,,,,,,,,0.6666666666666666,,,,,,,False,0.0,0.5333333333333333,top,0.0,False,False,True,ambiguous
WIS_005,openai/gpt-4o,False,False,False,False,False,,True,0.0,0.0,0.0,wis,standard,True,-1,0.0,0.0,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.1428571428571428,0.0,,,,,,,,,0.6666666666666666,,,,,,,True,0.0,0.5333333333333333,top,0.0,False,False,True,ambiguous
CC_01,meta-llama/llama-3.1-8b-instruct,False,False,False,True,False,,True,0.0,0.0,0.0,coin_change,adversarial,False,0,0.0,1.0,4,1.0,,0.1,0.2333333333333333,0.3,0.3,0.0,0.0,0.3,0.0333333333333333,,,,,,,,,,0.5,1.0,,,,,,False,0.0,0.5166666666666667,top,0.1,False,False,True,ambiguous
CC_02,meta-llama/llama-3.1-8b-instruct,True,False,False,True,True,,True,1.0,0.0,1.0,coin_change,adversarial,False,0,0.0,1.0,4,1.0,,0.1,0.2333333333333333,0.3,0.3,0.0,0.0,0.3,0.0333333333333333,,,,,,,,,,0.5,1.0,,,,,,False,0.0,0.5166666666666667,top,0.1,False,False,True,ambiguous
CC_03,meta-llama/llama-3.1-8b-instruct,False,False,False,True,False,,True,0.0,0.0,0.0,coin_change,adversarial,False,0,0.0,1.0,5,1.0,,0.1,0.2333333333333333,0.3,0.3,0.0,0.0,0.3,0.0333333333333333,,,,,,,,,,0.5,1.0,,,,,,False,0.0,0.5166666666666667,top,0.1,False,False,True,ambiguous
CC_04,meta-llama/llama-3.1-8b-instruct,False,False,False,True,False,,True,0.0,0.0,0.0,coin_change,adversarial,False,0,0.0,1.0,6,1.0,,0.1,0.2333333333333333,0.3,0.3,0.0,0.0,0.3,0.0333333333333333,,,,,,,,,,0.5,1.0,,,,,,False,0.0,0.5166666666666667,top,0.1,False,False,True,ambiguous
CC_05,meta-llama/llama-3.1-8b-instruct,False,False,False,True,False,,True,0.0,0.0,0.0,coin_change,adversarial,False,0,0.0,1.0,5,1.0,,0.1,0.2333333333333333,0.3,0.3,0.0,0.0,0.3,0.0333333333333333,,,,,,,,,,0.5,1.0,,,,,,False,0.0,0.5166666666666667,top,0.1,False,False,True,ambiguous
CC_06,meta-llama/llama-3.1-8b-instruct,False,False,False,True,False,,True,0.0,0.0,0.0,coin_change,adversarial,False,0,0.0,1.0,5,1.0,,0.1,0.2333333333333333,0.3,0.3,0.0,0.0,0.3,0.0333333333333333,,,,,,,,,,0.5,1.0,,,,,,False,0.0,0.5166666666666667,top,0.1,False,False,True,ambiguous
CC_07,meta-llama/llama-3.1-8b-instruct,True,False,False,True,True,,True,1.0,0.0,1.0,coin_change,adversarial,False,0,0.0,1.0,5,1.0,,0.1,0.2333333333333333,0.3,0.3,0.0,0.0,0.3,0.0333333333333333,,,,,,,,,,0.5,1.0,,,,,,False,0.0,0.5166666666666667,top,0.1,False,False,True,ambiguous
CC_08,meta-llama/llama-3.1-8b-instruct,False,False,False,True,False,,True,0.0,0.0,0.0,coin_change,adversarial,False,0,0.0,1.0,5,1.0,,0.1,0.2333333333333333,0.3,0.3,0.0,0.0,0.3,0.0333333333333333,,,,,,,,,,0.5,1.0,,,,,,False,0.0,0.5166666666666667,top,0.1,False,False,True,ambiguous
CC_09,meta-llama/llama-3.1-8b-instruct,False,False,False,True,False,,True,0.0,0.0,0.0,coin_change,adversarial,False,2,0.0,1.0,6,1.0,,0.1,0.2333333333333333,0.3,0.3,0.0,0.0,0.3,0.0333333333333333,,,,,,,,,,0.5,1.0,,,,,,False,0.0,0.5166666666666667,top,0.1,False,False,True,ambiguous
CC_10,meta-llama/llama-3.1-8b-instruct,False,False,False,True,False,,True,0.0,0.0,0.0,coin_change,adversarial,False,3,0.0,1.0,7,1.0,,0.1,0.2333333333333333,0.3,0.3,0.0,0.0,0.3,0.0333333333333333,,,,,,,,,,0.5,1.0,,,,,,False,0.0,0.5166666666666667,top,0.1,False,False,True,ambiguous
SP_001,meta-llama/llama-3.1-8b-instruct,False,True,False,True,False,,True,0.0,0.0,0.0,shortest_path,standard,True,-1,0.0,1.0,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,,,,,,,,,0.9166666666666666,1.0,,,,,,True,0.0,0.5333333333333333,top,0.0,False,False,True,ambiguous
SP_002,meta-llama/llama-3.1-8b-instruct,False,False,False,True,False,,True,0.0,0.0,0.0,shortest_path,standard,True,-1,0.0,1.0,50,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,,,,,,,,,0.9166666666666666,1.0,,,,,,True,0.0,0.5333333333333333,top,0.0,False,False,True,ambiguous
SP_003,meta-llama/llama-3.1-8b-instruct,False,True,False,True,False,,True,0.0,0.0,0.0,shortest_path,adversarial,False,1,0.0,1.0,81,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,,,,,,,,,0.9166666666666666,1.0,,,,,,False,0.0,0.5333333333333333,top,0.0,False,False,True,ambiguous
SP_004,meta-llama/llama-3.1-8b-instruct,True,False,False,False,True,,True,1.0,0.0,1.0,shortest_path,adversarial,False,0,0.0,1.0,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,,,,,,,,,0.9166666666666666,1.0,,,,,,False,0.0,0.5333333333333333,top,0.0,False,False,True,ambiguous
SP_005,meta-llama/llama-3.1-8b-instruct,False,False,False,True,False,,True,0.0,0.0,0.0,shortest_path,adversarial,False,1,0.0,1.0,31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,,,,,,,,,0.9166666666666666,1.0,,,,,,False,0.0,0.5333333333333333,top,0.0,False,False,True,ambiguous
WIS_001,meta-llama/llama-3.1-8b-instruct,False,False,False,True,False,,True,0.0,0.0,0.0,wis,standard,True,-1,0.0,0.0,10,1.0,0.0,1.0,0.5,0.5,0.0,0.0,,0.0,0.1428571428571428,0.0555555555555555,,,,,,,,,0.3333333333333333,,,,,,,True,0.0,0.5333333333333333,top,1.0,False,False,True,ambiguous
WIS_002,meta-llama/llama-3.1-8b-instruct,False,False,True,False,False,,True,0.0,1.0,-1.0,wis,standard,True,-1,0.0,0.0,12,1.0,0.0,1.0,0.5,0.5,0.0,0.0,,0.0,0.1428571428571428,0.0555555555555555,,,,,,,,,0.3333333333333333,,,,,,,True,0.0,0.5333333333333333,top,1.0,False,False,True,ambiguous
WIS_003,meta-llama/llama-3.1-8b-instruct,False,False,False,True,False,,True,0.0,0.0,0.0,wis,adversarial,False,0,0.0,0.0,14,1.0,0.0,1.0,0.5,0.5,0.0,0.0,,0.0,0.1428571428571428,0.0555555555555555,,,,,,,,,0.3333333333333333,,,,,,,False,0.0,0.5333333333333333,top,1.0,False,False,True,ambiguous
WIS_004,meta-llama/llama-3.1-8b-instruct,False,False,False,True,False,,True,0.0,0.0,0.0,wis,adversarial,False,1,0.0,0.0,16,1.0,0.0,1.0,0.5,0.5,0.0,0.0,,0.0,0.1428571428571428,0.0555555555555555,,,,,,,,,0.3333333333333333,,,,,,,False,0.0,0.5333333333333333,top,1.0,False,False,True,ambiguous
WIS_005,meta-llama/llama-3.1-8b-instruct,False,False,False,False,False,,False,0.0,0.0,0.0,wis,standard,True,-1,0.0,0.0,18,1.0,0.0,1.0,0.5,0.5,0.0,0.0,,0.0,0.1428571428571428,0.0555555555555555,,,,,,,,,0.3333333333333333,,,,,,,True,0.0,0.5333333333333333,top,1.0,False,False,False,mixed
