family,model,problem_id,variant,layer,rank,logprob,cosine_to_gold_unembed,gold_content,gold_token_id,gold_token_decoded,gold_unigram_count,gold_token_id_rank_proxy,n_layers,sep_note
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_01,W3,4,88267,-11.784728,-0.002009,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_01,W3,5,123461,-11.870268,-0.016095,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_01,W3,6,122376,-11.860747,-0.016235,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_01,W3,7,99540,-11.810513,-0.005555,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_01,W3,8,113957,-11.845247,-0.011921,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_01,W3,9,125947,-11.921062,-0.023466,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_01,W3,10,124122,-11.925713,-0.017462,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_01,W3,11,125974,-11.941394,-0.022413,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_01,W3,12,123445,-11.926704,-0.018749,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_01,W3,13,98843,-11.833311,-0.005596,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_01,W3,14,101666,-11.85898,-0.007677,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_01,W3,15,52813,-11.742791,0.002707,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_01,W3,16,70266,-11.784129,-0.005519,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_01,W3,17,54237,-11.742505,-0.005403,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_01,W3,18,47722,-11.715064,-0.008026,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_01,W3,19,11440,-11.513706,0.00503,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_01,W3,20,16726,-11.532095,0.001275,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_01,W3,21,3263,-11.274055,0.013145,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_01,W3,22,4042,-11.219007,0.011278,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_01,W3,23,1910,-11.001819,0.016415,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_01,W3,24,1438,-10.844471,0.018923,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_01,W3,25,1091,-10.650419,0.021465,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_01,W3,26,444,-10.34866,0.029526,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_01,W3,27,206,-9.964584,0.03681,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_01,W3,28,352,-9.87045,0.032755,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_01,W3,29,499,-9.81072,0.030991,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_01,W3,30,853,-9.891509,0.030327,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_01,W3,31,132,-18.135061,0.084759,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,canonical,0,47198,-11.758105,0.005406,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,canonical,1,88375,-11.76925,-0.004725,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,canonical,2,104217,-11.782426,-0.009219,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,canonical,3,126585,-11.83096,-0.025401,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,canonical,4,98678,-11.795827,-0.004237,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,canonical,5,125545,-11.88821,-0.019134,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,canonical,6,124387,-11.872277,-0.018462,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,canonical,7,102725,-11.815421,-0.006522,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,canonical,8,109600,-11.833939,-0.009546,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,canonical,9,125478,-11.911677,-0.022504,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,canonical,10,122150,-11.906271,-0.014907,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,canonical,11,126511,-11.948601,-0.02424,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,canonical,12,124848,-11.938236,-0.021203,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,canonical,13,93589,-11.822477,-0.004849,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,canonical,14,98635,-11.851171,-0.006985,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,canonical,15,57593,-11.753636,0.002159,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,canonical,16,79807,-11.810525,-0.006884,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,canonical,17,85717,-11.837293,-0.011844,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,canonical,18,64789,-11.776688,-0.01129,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,canonical,19,13229,-11.516924,0.003923,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,canonical,20,17931,-11.530719,0.000746,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,canonical,21,3970,-11.254181,0.011805,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,canonical,22,2937,-11.128721,0.013322,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,canonical,23,2082,-10.983479,0.016041,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,canonical,24,1203,-10.755474,0.020539,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,canonical,25,1141,-10.619282,0.021236,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,canonical,26,566,-10.322704,0.027762,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,canonical,27,364,-10.056287,0.032022,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,canonical,28,585,-10.013195,0.027529,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,canonical,29,961,-10.076751,0.024279,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,canonical,30,898,-9.875427,0.029142,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,canonical,31,139,-17.028082,0.081938,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,W3,0,46351,-11.757997,0.005932,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,W3,1,81544,-11.766966,-0.002554,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,W3,2,95704,-11.776947,-0.006782,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,W3,3,125205,-11.823215,-0.022312,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,W3,4,95082,-11.791963,-0.003865,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,W3,5,123504,-11.870712,-0.01644,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,W3,6,121638,-11.85622,-0.015681,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,W3,7,101004,-11.813112,-0.006078,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,W3,8,112652,-11.841367,-0.011437,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,W3,9,126349,-11.924944,-0.024678,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,W3,10,125098,-11.935637,-0.018889,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,W3,11,126330,-11.951349,-0.023041,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,W3,12,121605,-11.913452,-0.016403,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,W3,13,90635,-11.816074,-0.002965,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,W3,14,83121,-11.812001,-0.002654,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,W3,15,47146,-11.729201,0.004527,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,W3,16,56123,-11.749809,-0.001763,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,W3,17,42977,-11.707989,-0.002482,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,W3,18,36776,-11.672567,-0.004484,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,W3,19,6402,-11.442882,0.009471,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,W3,20,16054,-11.516489,0.001355,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,W3,21,3914,-11.253243,0.011797,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,W3,22,3124,-11.123382,0.013045,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,W3,23,1610,-10.874256,0.018158,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,W3,24,932,-10.655772,0.023158,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,W3,25,764,-10.464913,0.025212,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,W3,26,448,-10.199068,0.03046,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,W3,27,244,-9.841425,0.036684,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,W3,28,462,-9.84022,0.030968,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,W3,29,533,-9.743594,0.030728,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,W3,30,1043,-9.937669,0.029604,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_02,W3,31,189,-17.895391,0.086675,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,canonical,0,46570,-11.757936,0.005603,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,canonical,1,88164,-11.769198,-0.004663,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,canonical,2,104323,-11.782523,-0.009206,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,canonical,3,126623,-11.831281,-0.025526,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,canonical,4,98518,-11.795552,-0.004247,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,canonical,5,125652,-11.888754,-0.019424,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,canonical,6,124880,-11.876235,-0.01936,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,canonical,7,104035,-11.817882,-0.006959,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,canonical,8,112455,-11.841456,-0.010831,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,canonical,9,125043,-11.907446,-0.021861,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,canonical,10,121863,-11.903635,-0.014577,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,canonical,11,126464,-11.948709,-0.024172,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,canonical,12,124524,-11.934054,-0.02071,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,canonical,13,97002,-11.830316,-0.005774,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,canonical,14,100270,-11.856433,-0.007503,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,canonical,15,53373,-11.74354,0.00309,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,canonical,16,78769,-11.808138,-0.006588,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,canonical,17,86694,-11.840771,-0.011925,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,canonical,18,65394,-11.778987,-0.011248,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,canonical,19,12153,-11.507452,0.004743,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,canonical,20,16916,-11.522914,0.001304,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,canonical,21,3790,-11.249609,0.012058,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,canonical,22,3074,-11.137581,0.012947,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,canonical,23,2155,-10.994736,0.015733,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,canonical,24,1257,-10.76974,0.02016,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,canonical,25,1216,-10.64194,0.020664,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,canonical,26,562,-10.338294,0.02765,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,canonical,27,369,-10.079882,0.031758,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,canonical,28,577,-10.019947,0.027623,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,canonical,29,912,-10.066524,0.024737,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,canonical,30,840,-9.847059,0.029735,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,canonical,31,131,-16.935894,0.08197,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,W3,0,46689,-11.758074,0.005823,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,W3,1,80295,-11.766601,-0.002312,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,W3,2,94653,-11.776421,-0.006466,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,W3,3,125114,-11.822806,-0.022181,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,W3,4,94779,-11.791761,-0.003862,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,W3,5,123528,-11.871128,-0.016571,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,W3,6,121657,-11.856602,-0.015671,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,W3,7,100268,-11.81215,-0.005817,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,W3,8,112230,-11.84058,-0.011369,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,W3,9,126445,-11.926779,-0.025023,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,W3,10,125113,-11.936258,-0.018942,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,W3,11,126344,-11.951232,-0.023077,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,W3,12,121479,-11.912592,-0.016242,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,W3,13,93807,-11.822746,-0.003902,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,W3,14,82342,-11.809969,-0.002426,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,W3,15,45856,-11.725948,0.005029,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,W3,16,61267,-11.762992,-0.002611,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,W3,17,47875,-11.72348,-0.003396,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,W3,18,44685,-11.703605,-0.006457,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,W3,19,8051,-11.470795,0.008035,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,W3,20,20043,-11.554039,-0.000223,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,W3,21,5057,-11.299441,0.010103,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,W3,22,3818,-11.169014,0.011608,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,W3,23,1774,-10.918197,0.017176,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,W3,24,1045,-10.709835,0.021924,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,W3,25,850,-10.529268,0.023892,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,W3,26,495,-10.277613,0.029098,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,W3,27,264,-9.928087,0.035338,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,W3,28,517,-9.929705,0.029415,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,W3,29,635,-9.860448,0.028599,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,W3,30,1290,-10.038895,0.027624,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_03,W3,31,191,-17.7237,0.084278,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_04,canonical,0,46884,-11.758013,0.005513,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_04,canonical,1,89359,-11.769589,-0.004994,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_04,canonical,2,105283,-11.783116,-0.009573,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_04,canonical,3,126626,-11.831277,-0.025481,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_04,canonical,4,98839,-11.795853,-0.004387,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_04,canonical,5,125633,-11.888576,-0.019358,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_04,canonical,6,124945,-11.877001,-0.019501,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_04,canonical,7,106658,-11.822839,-0.007869,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_04,canonical,8,112899,-11.842438,-0.011,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_04,canonical,9,125772,-11.915236,-0.023101,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_04,canonical,10,122946,-11.91228,-0.015728,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_04,canonical,11,126774,-11.955784,-0.025176,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_04,canonical,12,124973,-11.939802,-0.021242,2,17,2,2189,17,32,''
ALGO,meta-llama/Llama-3.1-8B-Instruct,CC_04,canonical,13,101421,-11.840615,-0.006994,2,17,2,2189,17,32,''
