problem_id,stored_verified,recomputed_ok,reason,parse_status,path_provided,failure_class,empty_node_mapping,n_arrow_chunks,uses_mapping_labels,uses_numeric_arrow_path,last_path_block_ok,last_path_block_reason,last_path_parse_status,remapped_labels_to_ids_ok,remapped_reason,last_path_preview,answer_preview
SP_027,False,False,path_endpoints_invalid,parsed_with_normalization,True,renamed_form_rejected,True,8,False,False,True,correct_cost_only,parsed_clean,False,path_endpoints_invalid,"Path: Tokyo -> Kyoto -> Osaka -> Fukuoka, Cost: 3","I need to find the shortest path from Tokyo to Fukuoka using the given road network. Let me map out the connections: - Tokyo (0) connects to: Osaka (3), Kyoto (5), Nagoya (9), Kobe (9), Yokohama (6) - Osaka connects to: Fukuoka (1) - Kyoto "
SP_028,False,False,path_endpoints_invalid,parsed_with_normalization,True,renamed_form_rejected,True,9,False,False,True,correct_cost_only,parsed_clean,False,path_endpoints_invalid,"Path: Tokyo -> Kyoto -> Osaka -> Sendai, Cost: 3","I need to find the shortest path from Tokyo to Sendai using the given weighted directed graph. Let me map out the connections: - Tokyo (0) connects to: Osaka (3), Kyoto (5), Kobe (10), Nagoya (8), Sapporo (8), Fukuoka (9) - Osaka (1) connec"
SP_029,False,False,path_endpoints_invalid,parsed_with_normalization,True,renamed_form_rejected,True,9,False,False,True,correct_cost_only,parsed_clean,False,path_endpoints_invalid,"Path: London -> Berlin -> Paris -> Warsaw, Cost: 3","I need to find the shortest path from London to Warsaw using the given weighted directed graph. Let me map out the connections: - London (0) connects to: Paris (3), Berlin (5), Rome (6), Madrid (10), Vienna (10), Prague (9) - Paris connects"
SP_030,False,False,path_endpoints_invalid,parsed_with_normalization,True,renamed_form_rejected,True,9,False,False,True,correct_cost_only,parsed_clean,False,path_endpoints_invalid,"Path: Berlin -> Munich -> Hamburg -> Bremen, Cost: 3","I need to find the shortest path from Berlin to Bremen using the given road network. Let me map out the connections: - Berlin (0) connects to: Hamburg (3), Munich (5), Cologne (8), Frankfurt (10), Stuttgart (10), Dresden (7) - Hamburg conne"
SP_031,False,False,path_endpoints_invalid,parsed_with_normalization,True,renamed_form_rejected,True,3,False,False,True,correct_cost_only,parsed_clean,False,path_endpoints_invalid,"Path: Paris -> Lyon -> Nice -> Strasbourg, Cost: 22",I need to find the shortest path from Paris to Strasbourg using the given road network. Let me map out the connections: - Paris (0) → Lyon (1): 9 - Paris (0) → Marseille (2): 5 - Lyon (1) → Nice (3): 6 - Marseille (2) → Toulouse (4): 20 - N
SP_032,False,False,path_endpoints_invalid,parsed_with_normalization,True,renamed_form_rejected,True,3,False,False,True,correct_cost_only,parsed_clean,False,path_endpoints_invalid,"Path: London -> Brussels -> Amsterdam -> Hamburg -> Berlin, Cost: 20",I need to find the shortest path from London to Berlin using the given road network. Let me map out the connections: - London (0) → Paris (1): 2 - London (0) → Brussels (2): 5 - Paris (1) → Lyon (3): 20 - Lyon (3) → Berlin (7): 35 - Brussel
SP_033,False,False,path_endpoints_invalid,parsed_with_normalization,True,renamed_form_rejected,True,11,False,False,True,correct_cost_only,parsed_clean,False,path_endpoints_invalid,"Path: Paris -> Lyon -> Marseille -> Nice -> Monaco -> Montpellier, Cost: 23",I need to find the shortest path from Paris to Montpellier using the given road network. Let me map out the connections: - Paris → Lyon (cost 1) - Paris → Bordeaux (cost 0) - Lyon → Marseille (cost 5) - Marseille → Nice (cost 9) - Nice → Mo
SP_034,False,False,path_endpoints_invalid,parsed_with_normalization,True,renamed_form_rejected,True,3,False,False,True,correct_cost_only,parsed_clean,False,path_endpoints_invalid,"Path: London -> Bristol -> Bath -> Birmingham, Cost: 21",I need to find the shortest path from London to Birmingham using the given road network. Let me map out the connections: - London (0) → Oxford (1): 5 - London (0) → Bristol (2): 6 - Oxford (1) → Cambridge (3): 20 - Cambridge (3) → Birmingha
SP_035,False,False,path_endpoints_invalid,parsed_with_normalization,True,renamed_form_rejected,True,10,False,False,True,correct_cost_only,parsed_clean,False,path_endpoints_invalid,"Path: London -> Paris -> Lyon -> Milan, Cost: 19",I need to find the shortest path from London to Milan using the given road network. Let me map out the connections: - London (0) → Paris (1): 7 - London (0) → Brussels (2): 3 - Paris (1) → Lyon (3): 8 - Paris (1) → Madrid (4): 23 - Brussels
SP_036,False,False,path_endpoints_invalid,parsed_with_normalization,True,renamed_form_rejected,True,3,False,False,True,correct_cost_only,parsed_clean,False,path_endpoints_invalid,"Path: London -> Paris -> Rome -> Vienna -> Zurich -> Madrid, Cost: 12",I need to find the shortest path from London to Madrid using the given road network. Let me map out the connections: - London (0) → Paris (1): 5 - London (0) → Berlin (2): 0 - Paris (1) → Rome (3): 1 - Berlin (2) → Prague (4): 20 - Rome (3)
SP_037,False,False,path_endpoints_invalid,parsed_with_normalization,True,renamed_form_rejected,True,8,False,False,True,correct_cost_only,parsed_clean,False,path_endpoints_invalid,"Path: Madrid -> Avila -> Salamanca -> Leon, Cost: 12","I need to find the shortest path from Madrid to Leon using the given road network. Let me map out the connections and use Dijkstra's algorithm: From Madrid, I can go to: - Toledo (cost 1) - Avila (cost 4) - Zamora (cost 12) Let me trace pos"
SP_038,False,False,path_endpoints_invalid,parsed_with_normalization,True,renamed_form_rejected,True,9,False,False,True,correct_cost_only,parsed_clean,False,path_endpoints_invalid,"Path: Berlin -> Munich -> Vienna -> Budapest, Cost: 12",I need to find the shortest path from Berlin to Budapest using Dijkstra's algorithm. Let me map the nodes: - Berlin = 0 - Dresden = 1 - Munich = 2 - Prague = 3 - Hamburg = 4 - Frankfurt = 5 - Cologne = 6 - Vienna = 7 - Budapest = 8 Availabl
SP_039,False,False,path_endpoints_invalid,parsed_with_normalization,True,renamed_form_rejected,True,11,False,False,True,correct_cost_only,parsed_clean,False,path_endpoints_invalid,"Path: London -> Brussels -> Geneva -> Rome, Cost: 12",I need to find the shortest path from London to Rome using the given road network. Let me map out the nodes first: - 0: London - 1: Paris - 2: Brussels - 3: Madrid - 4: Milan - 5: Berlin - 6: Lyon - 7: Geneva - 8: Rome Now let me trace the 
SP_040,False,False,path_endpoints_invalid,parsed_with_normalization,True,renamed_form_rejected,True,8,False,False,True,correct_cost_only,parsed_clean,False,path_endpoints_invalid,"Path: London -> Amsterdam -> Berlin -> Prague, Cost: 12",I need to find the shortest path from London to Prague using the given road network. Let me map out the connections and weights: - London (0) → Paris (1): 1 - London (0) → Amsterdam (2): 4 - London (0) → Dublin (3): 9 - London (0) → Edinbur
SP_042,False,False,path_endpoints_invalid,parsed_with_normalization,True,renamed_form_rejected,True,2,False,False,True,correct_cost_only,parsed_clean,False,path_endpoints_invalid,"Path: Paris -> Marseille -> Nice -> Monaco, Cost: 5",I need to find the shortest path from Paris to Monaco using Dijkstra's algorithm. Let me map the nodes: - Paris = 0 - Lyon = 1 - Marseille = 2 - Nice = 3 - Bordeaux = 4 - Toulouse = 5 - Nantes = 6 - Lille = 7 - Monaco = 8 Starting from Pari
SP_044,False,False,path_endpoints_invalid,parsed_with_normalization,True,renamed_form_rejected,True,9,False,False,True,correct_cost_only,parsed_clean,False,path_endpoints_invalid,"Path: London -> Cambridge -> Birmingham -> Edinburgh, Cost: 5","I need to find the shortest path from London to Edinburgh using the given road network. Let me map out the connections: - London (0) connects to: Oxford (3), Cambridge (3), Birmingham (9), Manchester (7), Liverpool (9) - Oxford connects to:"
SP_045,False,False,path_endpoints_invalid,parsed_with_normalization,True,renamed_form_rejected,True,8,False,False,True,correct_cost_only,parsed_clean,False,path_endpoints_invalid,"Path: Berlin -> Vienna -> Prague -> Paris, Cost: 3","I need to find the shortest path from Berlin to Paris using the given road network. Let me map out the connections: - Berlin (0) can go to: Prague (1) cost 3, Vienna (2) cost 5, Munich (3) cost 8, Zurich (4) cost 9, Milan (5) cost 10 - Prag"
SP_046,False,False,path_endpoints_invalid,parsed_with_normalization,True,renamed_form_rejected,True,22,False,False,True,correct_cost_only,parsed_clean,False,path_endpoints_invalid,"Path: Paris -> Marseille -> Lyon -> Lille, Cost: 3",I need to find the shortest path from Paris to Lille using the given weighted directed graph. Let me map out the nodes: - 0: Paris - 1: Lyon - 2: Marseille - 3: Toulouse - 4: Nice - 5: Nantes - 6: Bordeaux - 7: Lille The edges are: - Paris 
SP_047,False,False,path_endpoints_invalid,parsed_with_normalization,True,renamed_form_rejected,True,8,False,False,True,correct_cost_only,parsed_clean,False,path_endpoints_invalid,"Path: Paris -> Marseille -> Lyon -> Lille, Cost: 3","I need to find the shortest path from Paris to Lille using the given road network. Let me map out the connections: - Paris (0) can go to: Lyon (3), Marseille (5), Toulouse (9), Nice (7), Nantes (9) - Lyon (1) can go to: Lille (1) - Marseill"
SP_048,False,False,path_endpoints_invalid,parsed_with_normalization,True,renamed_form_rejected,True,9,False,False,True,correct_cost_only,parsed_clean,False,path_endpoints_invalid,"Path: London -> Berlin -> Paris -> Warsaw, Cost: 3","I need to find the shortest path from London to Warsaw using the given road network. Let me map out the connections: - London (0) connects to: Paris (3), Berlin (5), Rome (9), Madrid (8), Vienna (8), Prague (7) - Paris (1) connects to: Wars"
SP_049,False,False,path_endpoints_invalid,parsed_with_normalization,True,renamed_form_rejected,True,3,False,False,True,correct_cost_only,parsed_clean,False,path_endpoints_invalid,"Path: Paris -> Geneva -> Milan -> Rome, Cost: 10",I need to find the shortest path from Paris to Rome using the given road network. Let me map out the connections: - Paris (0) → Brussels (1): 1 - Paris (0) → Geneva (2): 3 - Brussels (1) → Amsterdam (3): 20 - Amsterdam (3) → Rome (4): 25 - 
SP_050,False,False,path_endpoints_invalid,parsed_with_normalization,True,renamed_form_rejected,True,11,False,False,True,correct_cost_only,parsed_clean,False,path_endpoints_invalid,"Path: Tokyo -> Nagoya -> Kobe -> Nara -> Sendai, Cost: 11",I need to find the shortest path from Tokyo to Sendai using the given road network. Let me map out the connections: - Tokyo → Osaka (1) - Tokyo → Nagoya (4) - Osaka → Kyoto (20) - Kyoto → Sendai (26) - Nagoya → Kobe (2) - Kobe → Nara (3) - 
SP_051,False,False,path_endpoints_invalid,parsed_with_normalization,True,renamed_form_rejected,True,11,False,False,True,correct_cost_only,parsed_clean,False,path_endpoints_invalid,"Path: London -> Paris -> Lyon -> Geneva -> Milan -> Rome, Cost: 18",I need to find the shortest path from London to Rome using the given road network. Let me map out the connections: - London → Paris (4) - London → Brussels (0) - Paris → Lyon (6) - Brussels → Amsterdam (20) - Lyon → Geneva (3) - Geneva → Mi
SP_052,False,False,path_endpoints_invalid,parsed_with_normalization,True,renamed_form_rejected,True,12,False,False,True,correct_cost_only,parsed_clean,False,path_endpoints_invalid,"Path: London -> Paris -> Lyon -> Geneva -> Milan -> Rome, Cost: 11",I need to find the shortest path from London to Rome using the given road network. Let me map out the connections: - London → Paris (3) - London → Brussels (0) - Paris → Lyon (1) - Lyon → Geneva (4) - Lyon → Barcelona (17) - Brussels → Amst
SP_053,False,False,path_endpoints_invalid,parsed_with_normalization,True,renamed_form_rejected,True,9,False,False,True,correct_cost_only,parsed_clean,False,path_endpoints_invalid,"Path: Berlin -> Munich -> Vienna -> Warsaw, Cost: 25",I need to find the shortest path from Berlin to Warsaw using the given road network. Let me map out the connections: - Berlin → Munich: 14 - Berlin → Prague: 3 - Munich → Vienna: 4 - Vienna → Warsaw: 7 - Prague → Budapest: 20 - Budapest → W
SP_054,False,False,path_endpoints_invalid,parsed_with_normalization,True,renamed_form_rejected,True,3,False,False,True,correct_cost_only,parsed_clean,False,path_endpoints_invalid,"Path: London -> Paris -> Lyon -> Geneva -> Zurich -> Milan, Cost: 12",I need to find the shortest path from London to Milan using the given road network. Let me map out the connections: - London (0) → Paris (1): 2 - London (0) → Brussels (2): 0 - Paris (1) → Lyon (3): 1 - Brussels (2) → Amsterdam (4): 20 - Ly
SP_055,False,False,path_endpoints_invalid,parsed_with_normalization,True,renamed_form_rejected,True,10,False,False,True,correct_cost_only,parsed_clean,False,path_endpoints_invalid,"Path: London -> Brussels -> Amsterdam -> Prague -> Vienna, Cost: 17",I need to find the shortest path from London to Vienna using the given road network. Let me map out the connections: - London → Paris (2) - London → Brussels (3) - Paris → Berlin (20) - Brussels → Amsterdam (7) - Amsterdam → Prague (3) - Be
SP_056,False,False,path_endpoints_invalid,parsed_with_normalization,True,renamed_form_rejected,True,3,False,False,True,correct_cost_only,parsed_clean,False,path_endpoints_invalid,"Path: Berlin -> Prague -> Vienna -> Budapest -> Rome, Cost: 21",I need to find the shortest path from Berlin to Rome using the given road network. Let me map out the connections: - Berlin (0) → Prague (1): 3 - Berlin (0) → Munich (2): 2 - Prague (1) → Vienna (3): 3 - Prague (1) → Warsaw (4): 24 - Munich
SP_057,False,False,path_endpoints_invalid,parsed_with_normalization,True,renamed_form_rejected,True,10,False,False,True,correct_cost_only,parsed_clean,False,path_endpoints_invalid,"Path: London -> Paris -> Brussels -> Amsterdam -> Berlin, Cost: 24",I need to find the shortest path from London to Berlin using the given road network. Let me map out the connections: - London → Paris (8) - London → Dover (2) - Paris → Brussels (3) - Brussels → Amsterdam (5) - Amsterdam → Berlin (8) - Dove
SP_058,False,False,path_endpoints_invalid,parsed_with_normalization,True,renamed_form_rejected,True,3,False,False,True,correct_cost_only,parsed_clean,False,path_endpoints_invalid,"Path: London -> Birmingham -> Nottingham -> Sheffield, Cost: 20",I need to find the shortest path from London to Sheffield using the given road network. Let me map out the connections: - London (0) → Oxford (1): 2 - London (0) → Birmingham (2): 7 - Oxford (1) → Cambridge (3): 20 - Cambridge (3) → Sheffie
SP_059,False,False,path_endpoints_invalid,parsed_with_normalization,True,renamed_form_rejected,True,13,False,False,True,correct_cost_only,parsed_clean,False,path_endpoints_invalid,"Path: London -> Oxford -> Reading -> Swindon -> Bath -> Cardiff, Cost: 25",I need to find the shortest path from London to Cardiff using the given road network. Let me map out the connections: - London → Cambridge (3) - London → Oxford (5) - Cambridge → Norwich (20) - Norwich → Cardiff (40) - Oxford → Reading (4) 
SP_060,False,False,path_endpoints_invalid,parsed_with_normalization,True,renamed_form_rejected,True,12,False,False,True,correct_cost_only,parsed_clean,False,path_endpoints_invalid,"Path: London -> Birmingham -> Leicester -> Nottingham -> Sheffield -> Manchester, Cost: 10",I need to find the shortest path from London to Manchester using the given road network. Let me first map out the connections with their weights: - London → Oxford: 0 - London → Birmingham: 2 - Oxford → Cambridge: 20 - Cambridge → Mancheste
SP_061,False,False,path_endpoints_invalid,parsed_with_normalization,True,renamed_form_rejected,True,11,False,False,True,correct_cost_only,parsed_clean,False,path_endpoints_invalid,"Path: London -> Paris -> Berlin -> Prague -> Warsaw, Cost: 16",I need to find the shortest path from London to Warsaw using the given road network. Let me map out the connections: - London → Paris (cost 2) - London → Brussels (cost 1) - Paris → Berlin (cost 4) - Berlin → Prague (cost 4) - Berlin → Vien
SP_062,False,False,path_endpoints_invalid,parsed_with_normalization,True,renamed_form_rejected,True,13,False,True,True,correct_cost_only,parsed_clean,False,path_endpoints_invalid,"Path: London -> Paris -> Berlin -> Prague -> Rome, Cost: 12",I need to find the shortest path from London to Rome using Dijkstra's algorithm. Let me map the nodes: - London = 0 - Paris = 1 - Amsterdam = 2 - Madrid = 3 - Berlin = 4 - Prague = 5 - Rome = 6 The edges are: - London → Paris: 1 - London → 
SP_063,False,False,path_endpoints_invalid,parsed_with_normalization,True,renamed_form_rejected,True,17,False,True,True,correct_cost_only,parsed_clean,False,path_endpoints_invalid,"Path: London -> Reading -> Bristol -> Edinburgh, Cost: 12",I need to find the shortest path from London to Edinburgh using Dijkstra's algorithm. Let me map the nodes: - London = 0 - Cambridge = 1 - Reading = 2 - Oxford = 3 - Bristol = 4 - Birmingham = 5 - Manchester = 6 - Leeds = 7 - Edinburgh = 8 
SP_064,False,False,path_endpoints_invalid,parsed_with_normalization,True,renamed_form_rejected,True,15,False,False,True,correct_cost_only,parsed_clean,False,path_endpoints_invalid,"Path: Berlin -> Munich -> Budapest -> Zagreb, Cost: 12","I need to find the shortest path from Berlin to Zagreb using the given road network. Let me map out the connections: - Berlin → Prague (1), Munich (4), Warsaw (11) - Prague → Vienna (1), Budapest (14) - Vienna → Budapest (12), Zagreb (24) -"
SP_065,False,False,path_endpoints_invalid,parsed_with_normalization,True,renamed_form_rejected,True,12,False,True,True,correct_cost_only,parsed_clean,False,path_endpoints_invalid,"Path: London -> Bristol -> Birmingham -> Edinburgh, Cost: 12",I need to find the shortest path from London to Edinburgh using Dijkstra's algorithm. Let me first map the nodes: - London = 0 - Oxford = 1 - Bristol = 2 - Manchester = 3 - Cambridge = 4 - Birmingham = 5 - Edinburgh = 6 The edges are: - 0→1
SP_066,False,False,path_endpoints_invalid,parsed_with_normalization,True,renamed_form_rejected,True,15,False,False,True,correct_cost_only,parsed_clean,False,path_endpoints_invalid,"Path: Berlin -> Munich -> Frankfurt -> Dresden, Cost: 5","I need to find the shortest path from Berlin to Dresden using the given road network. Let me map out the connections: - Berlin → Hamburg (3), Munich (3), Frankfurt (9), Cologne (8), Stuttgart (8) - Hamburg → Frankfurt (6), Dresden (3) - Mun"
SP_068,False,False,path_endpoints_invalid,parsed_with_normalization,True,renamed_form_rejected,True,11,False,False,True,correct_cost_only,parsed_clean,False,path_endpoints_invalid,"Path: London -> Cambridge -> Birmingham -> Edinburgh, Cost: 5","I need to find the shortest path from London to Edinburgh using the given road network. Let me map out the connections: - London (0) connects to: Oxford (3), Cambridge (3), Birmingham (9), Bristol (8), Leeds (9), Liverpool (10), Manchester "
SP_069,False,False,path_endpoints_invalid,parsed_with_normalization,True,renamed_form_rejected,True,10,False,False,True,correct_cost_only,parsed_clean,False,path_endpoints_invalid,"Path: London -> Brussels -> Amsterdam -> Munich, Cost: 5","I need to find the shortest path from London to Munich using the given weighted directed graph. Let me map out the connections: - London (0) connects to: Paris (3), Brussels (3), Amsterdam (9), Berlin (7), Prague (7), Vienna (7) - Paris con"
SP_070,False,False,path_endpoints_invalid,parsed_with_normalization,True,renamed_form_rejected,True,8,False,False,True,correct_cost_only,parsed_clean,False,path_endpoints_invalid,"Path: London -> Berlin -> Paris -> Prague, Cost: 3","I need to find the shortest path from London to Prague using the given weighted directed graph. Let me map out the connections: - London (0) connects to: Paris (3), Berlin (5), Rome (8), Madrid (6), Vienna (10) - Paris connects to: Prague ("
SP_071,False,False,path_endpoints_invalid,parsed_with_normalization,True,renamed_form_rejected,True,10,False,False,True,correct_cost_only,parsed_clean,False,path_endpoints_invalid,"Path: Berlin -> Vienna -> Prague -> Warsaw, Cost: 3","I need to find the shortest path from Berlin to Warsaw using the given weighted directed graph. Let me map out the connections: - Berlin (0) connects to: Prague (3), Vienna (5), Munich (8), Hamburg (10), Frankfurt (8), Cologne (9), Dresden "
SP_072,False,False,path_endpoints_invalid,parsed_with_normalization,True,renamed_form_rejected,True,8,False,False,True,correct_cost_only,parsed_clean,False,path_endpoints_invalid,"Path: Paris -> Marseille -> Lyon -> Strasbourg, Cost: 3",I need to find the shortest path from Paris to Strasbourg using the given weighted directed graph. Let me map out the connections: - Paris (0) → Lyon (1): 3 - Paris (0) → Marseille (2): 5 - Paris (0) → Toulouse (3): 10 - Paris (0) → Nice (4
SP_073,False,False,path_endpoints_invalid,parsed_with_normalization,True,renamed_form_rejected,True,16,False,False,True,correct_cost_only,parsed_clean,False,path_endpoints_invalid,"Path: Berlin -> Vienna -> Prague -> Paris, Cost: 3","I need to find the shortest path from Berlin to Paris using the given road network with weights. Let me map out the connections: - Berlin → Prague (3), Vienna (5), Munich (7), Zurich (6), Milan (9), Lyon (7) - Prague → Paris (1) - Vienna → "
