problem_id,model,W1,W2,W3,W4,W5,W6,canonical,family,mean_variant,VAR,W3_kept,canonical_correct,W3_retention_individual,model_short
CC_04,google/gemini-2.5-flash,True,False,True,True,,,False,ALGO,0.75,0.25,1.0,0.0,,Gemini
CC_04,meta-llama/llama-3.1-8b-instruct,False,True,False,False,,False,False,ALGO,0.2,0.8,0.0,0.0,,Llama
CC_04,openai/gpt-4o,False,False,False,False,,False,False,ALGO,0.0,1.0,0.0,0.0,,GPT-4o
CC_04,openai/o4-mini,True,True,True,True,,,True,ALGO,1.0,0.0,1.0,1.0,1.0,o4-mini
CC_040,anthropic/claude-sonnet-4,True,False,False,True,,False,False,ALGO,0.4,0.6,0.0,0.0,,Claude
CC_040,google/gemini-2.5-flash,False,False,False,True,,False,True,ALGO,0.2,0.8,0.0,1.0,0.0,Gemini
CC_040,meta-llama/llama-3.1-8b-instruct,False,False,False,False,,False,False,ALGO,0.0,1.0,0.0,0.0,,Llama
CC_040,openai/gpt-4o,False,False,False,True,,False,False,ALGO,0.2,0.8,0.0,0.0,,GPT-4o
CC_040,openai/o4-mini,True,False,True,True,,True,True,ALGO,0.8,0.19999999999999996,1.0,1.0,1.0,o4-mini
CC_041,anthropic/claude-sonnet-4,False,False,False,True,,False,True,ALGO,0.2,0.8,0.0,1.0,0.0,Claude
CC_041,google/gemini-2.5-flash,False,False,False,False,,False,False,ALGO,0.0,1.0,0.0,0.0,,Gemini
CC_041,meta-llama/llama-3.1-8b-instruct,False,False,False,False,,False,False,ALGO,0.0,1.0,0.0,0.0,,Llama
CC_041,openai/gpt-4o,True,False,False,True,,False,False,ALGO,0.4,0.6,0.0,0.0,,GPT-4o
CC_041,openai/o4-mini,True,False,True,True,,True,True,ALGO,0.8,0.19999999999999996,1.0,1.0,1.0,o4-mini
CC_042,anthropic/claude-sonnet-4,False,False,False,False,,False,False,ALGO,0.0,1.0,0.0,0.0,,Claude
CC_042,google/gemini-2.5-flash,False,False,False,False,,False,False,ALGO,0.0,1.0,0.0,0.0,,Gemini
CC_042,meta-llama/llama-3.1-8b-instruct,False,False,False,False,,False,False,ALGO,0.0,1.0,0.0,0.0,,Llama
CC_042,openai/gpt-4o,False,False,False,True,,False,False,ALGO,0.2,0.8,0.0,0.0,,GPT-4o
CC_042,openai/o4-mini,True,False,True,True,,True,True,ALGO,0.8,0.19999999999999996,1.0,1.0,1.0,o4-mini
CC_043,anthropic/claude-sonnet-4,True,False,False,False,,False,False,ALGO,0.2,0.8,0.0,0.0,,Claude
CC_043,google/gemini-2.5-flash,False,False,False,False,,True,False,ALGO,0.2,0.8,0.0,0.0,,Gemini
CC_043,meta-llama/llama-3.1-8b-instruct,False,False,False,False,,False,False,ALGO,0.0,1.0,0.0,0.0,,Llama
CC_043,openai/gpt-4o,False,False,False,True,,True,False,ALGO,0.4,0.6,0.0,0.0,,GPT-4o
CC_043,openai/o4-mini,False,False,False,True,,True,True,ALGO,0.4,0.6,0.0,1.0,0.0,o4-mini
CC_044,anthropic/claude-sonnet-4,False,False,False,True,,False,False,ALGO,0.2,0.8,0.0,0.0,,Claude
CC_044,google/gemini-2.5-flash,False,False,False,False,,False,False,ALGO,0.0,1.0,0.0,0.0,,Gemini
CC_044,meta-llama/llama-3.1-8b-instruct,False,False,False,False,,False,False,ALGO,0.0,1.0,0.0,0.0,,Llama
CC_044,openai/gpt-4o,True,False,False,True,,False,False,ALGO,0.4,0.6,0.0,0.0,,GPT-4o
CC_044,openai/o4-mini,True,True,True,True,,True,True,ALGO,1.0,0.0,1.0,1.0,1.0,o4-mini
CC_045,anthropic/claude-sonnet-4,False,False,False,False,,False,False,ALGO,0.0,1.0,0.0,0.0,,Claude
CC_045,google/gemini-2.5-flash,False,False,False,False,,False,False,ALGO,0.0,1.0,0.0,0.0,,Gemini
CC_045,meta-llama/llama-3.1-8b-instruct,False,False,False,False,,False,False,ALGO,0.0,1.0,0.0,0.0,,Llama
CC_045,openai/gpt-4o,False,False,False,True,,False,False,ALGO,0.2,0.8,0.0,0.0,,GPT-4o
CC_045,openai/o4-mini,True,False,True,True,,True,True,ALGO,0.8,0.19999999999999996,1.0,1.0,1.0,o4-mini
CC_05,anthropic/claude-sonnet-4,True,True,True,True,,,True,ALGO,1.0,0.0,1.0,1.0,1.0,Claude
CC_05,google/gemini-2.5-flash,True,True,True,True,,,True,ALGO,1.0,0.0,1.0,1.0,1.0,Gemini
CC_05,meta-llama/llama-3.1-8b-instruct,False,False,False,False,,False,False,ALGO,0.0,1.0,0.0,0.0,,Llama
CC_05,openai/gpt-4o,False,True,False,True,,True,True,ALGO,0.6,0.4,0.0,1.0,0.0,GPT-4o
CC_05,openai/o4-mini,True,True,True,True,,,True,ALGO,1.0,0.0,1.0,1.0,1.0,o4-mini
CC_06,anthropic/claude-sonnet-4,False,False,False,False,,,False,ALGO,0.0,1.0,0.0,0.0,,Claude
CC_06,google/gemini-2.5-flash,False,False,False,False,,,False,ALGO,0.0,1.0,0.0,0.0,,Gemini
CC_06,meta-llama/llama-3.1-8b-instruct,False,True,False,False,,False,False,ALGO,0.2,0.8,0.0,0.0,,Llama
CC_06,openai/gpt-4o,False,False,False,False,,False,True,ALGO,0.0,1.0,0.0,1.0,0.0,GPT-4o
CC_06,openai/o4-mini,True,True,True,True,,,True,ALGO,1.0,0.0,1.0,1.0,1.0,o4-mini
CC_07,anthropic/claude-sonnet-4,True,True,True,True,,,True,ALGO,1.0,0.0,1.0,1.0,1.0,Claude
CC_07,google/gemini-2.5-flash,True,True,True,True,,,True,ALGO,1.0,0.0,1.0,1.0,1.0,Gemini
CC_07,meta-llama/llama-3.1-8b-instruct,False,True,False,True,,False,True,ALGO,0.4,0.6,0.0,1.0,0.0,Llama
CC_07,openai/gpt-4o,False,True,False,False,,False,False,ALGO,0.2,0.8,0.0,0.0,,GPT-4o
CC_07,openai/o4-mini,True,True,True,True,,,True,ALGO,1.0,0.0,1.0,1.0,1.0,o4-mini
CC_08,anthropic/claude-sonnet-4,True,True,False,True,,,True,ALGO,0.75,0.25,0.0,1.0,0.0,Claude
CC_08,google/gemini-2.5-flash,True,True,True,True,,,False,ALGO,1.0,0.0,1.0,0.0,,Gemini
CC_08,meta-llama/llama-3.1-8b-instruct,False,False,False,False,,False,False,ALGO,0.0,1.0,0.0,0.0,,Llama
CC_08,openai/gpt-4o,True,True,False,True,,True,True,ALGO,0.8,0.19999999999999996,0.0,1.0,0.0,GPT-4o
CC_08,openai/o4-mini,True,True,True,True,,,True,ALGO,1.0,0.0,1.0,1.0,1.0,o4-mini
CC_09,anthropic/claude-sonnet-4,False,False,False,True,,,False,ALGO,0.25,0.75,0.0,0.0,,Claude
CC_09,google/gemini-2.5-flash,False,False,False,False,,,False,ALGO,0.0,1.0,0.0,0.0,,Gemini
CC_09,meta-llama/llama-3.1-8b-instruct,False,False,False,False,,False,False,ALGO,0.0,1.0,0.0,0.0,,Llama
CC_09,openai/gpt-4o,False,False,False,False,,False,False,ALGO,0.0,1.0,0.0,0.0,,GPT-4o
CC_09,openai/o4-mini,True,True,True,True,,,True,ALGO,1.0,0.0,1.0,1.0,1.0,o4-mini
CC_10,anthropic/claude-sonnet-4,True,False,True,False,,,False,ALGO,0.5,0.5,1.0,0.0,,Claude
CC_10,google/gemini-2.5-flash,False,False,False,False,,,False,ALGO,0.0,1.0,0.0,0.0,,Gemini
CC_10,meta-llama/llama-3.1-8b-instruct,False,False,False,False,,False,False,ALGO,0.0,1.0,0.0,0.0,,Llama
CC_10,openai/gpt-4o,False,False,False,False,,False,False,ALGO,0.0,1.0,0.0,0.0,,GPT-4o
CC_10,openai/o4-mini,True,True,True,True,,,True,ALGO,1.0,0.0,1.0,1.0,1.0,o4-mini
SP_001,anthropic/claude-sonnet-4,True,False,False,True,,,False,ALGO,0.5,0.5,0.0,0.0,,Claude
SP_001,google/gemini-2.5-flash,False,False,False,False,,,False,ALGO,0.0,1.0,0.0,0.0,,Gemini
SP_001,meta-llama/llama-3.1-8b-instruct,False,False,False,False,,False,False,ALGO,0.0,1.0,0.0,0.0,,Llama
SP_001,openai/gpt-4o,False,False,False,False,,True,False,ALGO,0.2,0.8,0.0,0.0,,GPT-4o
SP_001,openai/o4-mini,True,True,True,False,,,True,ALGO,0.75,0.25,1.0,1.0,1.0,o4-mini
SP_002,anthropic/claude-sonnet-4,True,False,True,True,,,False,ALGO,0.75,0.25,1.0,0.0,,Claude
SP_002,google/gemini-2.5-flash,False,False,False,False,,,True,ALGO,0.0,1.0,0.0,1.0,0.0,Gemini
SP_002,meta-llama/llama-3.1-8b-instruct,False,False,False,False,,False,False,ALGO,0.0,1.0,0.0,0.0,,Llama
SP_002,openai/gpt-4o,False,False,False,False,,False,False,ALGO,0.0,1.0,0.0,0.0,,GPT-4o
SP_002,openai/o4-mini,True,True,True,False,,,True,ALGO,0.75,0.25,1.0,1.0,1.0,o4-mini
SP_003,anthropic/claude-sonnet-4,False,False,False,False,,,False,ALGO,0.0,1.0,0.0,0.0,,Claude
SP_003,google/gemini-2.5-flash,False,False,False,False,,,False,ALGO,0.0,1.0,0.0,0.0,,Gemini
SP_003,meta-llama/llama-3.1-8b-instruct,False,False,False,False,,False,False,ALGO,0.0,1.0,0.0,0.0,,Llama
SP_003,openai/gpt-4o,False,False,False,False,,False,False,ALGO,0.0,1.0,0.0,0.0,,GPT-4o
SP_003,openai/o4-mini,False,True,True,True,,,True,ALGO,0.75,0.25,1.0,1.0,1.0,o4-mini
SP_004,anthropic/claude-sonnet-4,False,True,False,False,,,True,ALGO,0.25,0.75,0.0,1.0,0.0,Claude
SP_004,google/gemini-2.5-flash,False,True,False,True,,,False,ALGO,0.5,0.5,0.0,0.0,,Gemini
SP_004,meta-llama/llama-3.1-8b-instruct,False,False,False,False,,False,True,ALGO,0.0,1.0,0.0,1.0,0.0,Llama
SP_004,openai/gpt-4o,True,False,False,False,,True,True,ALGO,0.4,0.6,0.0,1.0,0.0,GPT-4o
SP_004,openai/o4-mini,True,True,True,True,,,True,ALGO,1.0,0.0,1.0,1.0,1.0,o4-mini
SP_005,anthropic/claude-sonnet-4,False,False,False,False,,,False,ALGO,0.0,1.0,0.0,0.0,,Claude
SP_005,google/gemini-2.5-flash,False,False,False,False,,,False,ALGO,0.0,1.0,0.0,0.0,,Gemini
SP_005,meta-llama/llama-3.1-8b-instruct,False,False,False,False,,False,False,ALGO,0.0,1.0,0.0,0.0,,Llama
SP_005,openai/gpt-4o,False,False,False,False,,False,False,ALGO,0.0,1.0,0.0,0.0,,GPT-4o
SP_005,openai/o4-mini,True,False,False,False,,,True,ALGO,0.25,0.75,0.0,1.0,0.0,o4-mini
SP_019,anthropic/claude-sonnet-4,True,True,False,True,False,False,True,ALGO,0.5,0.5,0.0,1.0,0.0,Claude
SP_019,google/gemini-2.5-flash,True,False,False,True,False,True,True,ALGO,0.5,0.5,0.0,1.0,0.0,Gemini
SP_019,meta-llama/llama-3.1-8b-instruct,False,False,False,False,False,False,False,ALGO,0.0,1.0,0.0,0.0,,Llama
SP_019,openai/gpt-4o,False,False,False,True,False,True,False,ALGO,0.3333333333333333,0.6666666666666667,0.0,0.0,,GPT-4o
SP_019,openai/o4-mini,True,False,True,True,False,True,True,ALGO,0.6666666666666666,0.33333333333333337,1.0,1.0,1.0,o4-mini
SP_020,anthropic/claude-sonnet-4,False,True,False,True,False,True,True,ALGO,0.5,0.5,0.0,1.0,0.0,Claude
SP_020,google/gemini-2.5-flash,True,False,True,True,False,False,True,ALGO,0.5,0.5,1.0,1.0,1.0,Gemini
SP_020,meta-llama/llama-3.1-8b-instruct,True,False,False,True,False,False,False,ALGO,0.3333333333333333,0.6666666666666667,0.0,0.0,,Llama
SP_020,openai/gpt-4o,False,True,False,True,False,False,False,ALGO,0.3333333333333333,0.6666666666666667,0.0,0.0,,GPT-4o
SP_020,openai/o4-mini,True,False,True,True,False,True,True,ALGO,0.6666666666666666,0.33333333333333337,1.0,1.0,1.0,o4-mini
SP_021,anthropic/claude-sonnet-4,True,True,False,True,False,False,False,ALGO,0.5,0.5,0.0,0.0,,Claude
SP_021,google/gemini-2.5-flash,True,False,False,True,False,False,True,ALGO,0.3333333333333333,0.6666666666666667,0.0,1.0,0.0,Gemini
SP_021,meta-llama/llama-3.1-8b-instruct,False,False,False,False,False,False,False,ALGO,0.0,1.0,0.0,0.0,,Llama
SP_021,openai/gpt-4o,False,False,False,True,False,False,False,ALGO,0.16666666666666666,0.8333333333333334,0.0,0.0,,GPT-4o
SP_021,openai/o4-mini,True,False,True,True,False,False,True,ALGO,0.5,0.5,1.0,1.0,1.0,o4-mini
SP_023,anthropic/claude-sonnet-4,True,True,False,True,False,True,False,ALGO,0.6666666666666666,0.33333333333333337,0.0,0.0,,Claude
SP_023,google/gemini-2.5-flash,True,True,True,True,False,False,True,ALGO,0.6666666666666666,0.33333333333333337,1.0,1.0,1.0,Gemini
SP_023,meta-llama/llama-3.1-8b-instruct,False,False,False,False,False,True,False,ALGO,0.16666666666666666,0.8333333333333334,0.0,0.0,,Llama
SP_023,openai/gpt-4o,True,False,False,True,False,True,True,ALGO,0.5,0.5,0.0,1.0,0.0,GPT-4o
SP_023,openai/o4-mini,True,False,True,True,False,True,True,ALGO,0.6666666666666666,0.33333333333333337,1.0,1.0,1.0,o4-mini
SP_024,anthropic/claude-sonnet-4,False,True,False,True,False,False,True,ALGO,0.3333333333333333,0.6666666666666667,0.0,1.0,0.0,Claude
SP_024,google/gemini-2.5-flash,False,True,True,True,False,False,True,ALGO,0.5,0.5,1.0,1.0,1.0,Gemini
SP_024,meta-llama/llama-3.1-8b-instruct,False,False,False,False,False,False,False,ALGO,0.0,1.0,0.0,0.0,,Llama
SP_024,openai/gpt-4o,True,True,True,True,False,False,True,ALGO,0.6666666666666666,0.33333333333333337,1.0,1.0,1.0,GPT-4o
SP_024,openai/o4-mini,True,False,True,True,False,True,True,ALGO,0.6666666666666666,0.33333333333333337,1.0,1.0,1.0,o4-mini
SP_026,anthropic/claude-sonnet-4,False,True,False,True,False,False,True,ALGO,0.3333333333333333,0.6666666666666667,0.0,1.0,0.0,Claude
SP_026,google/gemini-2.5-flash,True,False,True,False,False,False,True,ALGO,0.3333333333333333,0.6666666666666667,1.0,1.0,1.0,Gemini
SP_026,meta-llama/llama-3.1-8b-instruct,False,False,False,False,False,False,False,ALGO,0.0,1.0,0.0,0.0,,Llama
SP_026,openai/gpt-4o,True,False,False,True,False,False,True,ALGO,0.3333333333333333,0.6666666666666667,0.0,1.0,0.0,GPT-4o
SP_026,openai/o4-mini,True,False,True,True,False,False,True,ALGO,0.5,0.5,1.0,1.0,1.0,o4-mini
SP_027,anthropic/claude-sonnet-4,True,True,False,False,False,True,True,ALGO,0.5,0.5,0.0,1.0,0.0,Claude
SP_027,google/gemini-2.5-flash,False,False,False,True,False,False,True,ALGO,0.16666666666666666,0.8333333333333334,0.0,1.0,0.0,Gemini
SP_027,meta-llama/llama-3.1-8b-instruct,False,False,False,False,False,False,False,ALGO,0.0,1.0,0.0,0.0,,Llama
SP_027,openai/gpt-4o,True,False,True,False,False,True,False,ALGO,0.5,0.5,1.0,0.0,,GPT-4o
SP_027,openai/o4-mini,True,False,True,True,False,True,True,ALGO,0.6666666666666666,0.33333333333333337,1.0,1.0,1.0,o4-mini
SP_028,anthropic/claude-sonnet-4,True,False,False,True,False,False,False,ALGO,0.3333333333333333,0.6666666666666667,0.0,0.0,,Claude
SP_028,google/gemini-2.5-flash,False,False,False,True,False,False,False,ALGO,0.16666666666666666,0.8333333333333334,0.0,0.0,,Gemini
SP_028,meta-llama/llama-3.1-8b-instruct,False,False,False,False,False,False,False,ALGO,0.0,1.0,0.0,0.0,,Llama
SP_028,openai/gpt-4o,False,False,False,False,False,False,False,ALGO,0.0,1.0,0.0,0.0,,GPT-4o
SP_028,openai/o4-mini,True,True,True,True,False,False,True,ALGO,0.6666666666666666,0.33333333333333337,1.0,1.0,1.0,o4-mini
SP_029,anthropic/claude-sonnet-4,True,True,False,True,False,False,True,ALGO,0.5,0.5,0.0,1.0,0.0,Claude
SP_029,google/gemini-2.5-flash,False,False,False,False,False,False,False,ALGO,0.0,1.0,0.0,0.0,,Gemini
SP_029,meta-llama/llama-3.1-8b-instruct,False,False,False,False,False,False,False,ALGO,0.0,1.0,0.0,0.0,,Llama
SP_029,openai/gpt-4o,True,False,False,False,False,False,True,ALGO,0.16666666666666666,0.8333333333333334,0.0,1.0,0.0,GPT-4o
SP_029,openai/o4-mini,True,False,True,True,False,False,True,ALGO,0.5,0.5,1.0,1.0,1.0,o4-mini
SP_030,anthropic/claude-sonnet-4,False,False,False,True,False,False,False,ALGO,0.16666666666666666,0.8333333333333334,0.0,0.0,,Claude
SP_030,google/gemini-2.5-flash,True,False,False,True,False,False,False,ALGO,0.3333333333333333,0.6666666666666667,0.0,0.0,,Gemini
SP_030,meta-llama/llama-3.1-8b-instruct,True,False,False,False,False,False,False,ALGO,0.16666666666666666,0.8333333333333334,0.0,0.0,,Llama
SP_030,openai/gpt-4o,False,False,False,False,False,False,False,ALGO,0.0,1.0,0.0,0.0,,GPT-4o
SP_030,openai/o4-mini,False,False,True,False,False,False,True,ALGO,0.16666666666666666,0.8333333333333334,1.0,1.0,1.0,o4-mini
SP_031,anthropic/claude-sonnet-4,True,True,False,True,False,False,False,ALGO,0.5,0.5,0.0,0.0,,Claude
SP_031,google/gemini-2.5-flash,True,True,True,False,False,False,True,ALGO,0.5,0.5,1.0,1.0,1.0,Gemini
SP_031,meta-llama/llama-3.1-8b-instruct,False,False,False,False,False,False,False,ALGO,0.0,1.0,0.0,0.0,,Llama
SP_031,openai/gpt-4o,True,False,False,False,False,False,True,ALGO,0.16666666666666666,0.8333333333333334,0.0,1.0,0.0,GPT-4o
SP_031,openai/o4-mini,True,False,True,True,False,False,True,ALGO,0.5,0.5,1.0,1.0,1.0,o4-mini
SP_032,anthropic/claude-sonnet-4,False,False,False,True,False,False,False,ALGO,0.16666666666666666,0.8333333333333334,0.0,0.0,,Claude
SP_032,google/gemini-2.5-flash,True,True,True,True,False,False,False,ALGO,0.6666666666666666,0.33333333333333337,1.0,0.0,,Gemini
SP_032,meta-llama/llama-3.1-8b-instruct,False,False,False,False,False,False,False,ALGO,0.0,1.0,0.0,0.0,,Llama
SP_032,openai/gpt-4o,True,False,False,False,False,False,True,ALGO,0.16666666666666666,0.8333333333333334,0.0,1.0,0.0,GPT-4o
SP_032,openai/o4-mini,True,False,True,True,False,True,True,ALGO,0.6666666666666666,0.33333333333333337,1.0,1.0,1.0,o4-mini
SP_033,anthropic/claude-sonnet-4,False,True,False,True,False,False,False,ALGO,0.3333333333333333,0.6666666666666667,0.0,0.0,,Claude
SP_033,google/gemini-2.5-flash,True,True,False,True,False,True,False,ALGO,0.6666666666666666,0.33333333333333337,0.0,0.0,,Gemini
SP_033,meta-llama/llama-3.1-8b-instruct,False,False,False,False,False,False,False,ALGO,0.0,1.0,0.0,0.0,,Llama
SP_033,openai/gpt-4o,False,False,True,True,False,False,True,ALGO,0.3333333333333333,0.6666666666666667,1.0,1.0,1.0,GPT-4o
SP_033,openai/o4-mini,True,False,True,True,False,False,True,ALGO,0.5,0.5,1.0,1.0,1.0,o4-mini
SP_034,anthropic/claude-sonnet-4,False,True,False,True,False,False,False,ALGO,0.3333333333333333,0.6666666666666667,0.0,0.0,,Claude
SP_034,google/gemini-2.5-flash,True,False,True,True,False,True,True,ALGO,0.6666666666666666,0.33333333333333337,1.0,1.0,1.0,Gemini
SP_034,meta-llama/llama-3.1-8b-instruct,True,False,False,False,False,True,True,ALGO,0.3333333333333333,0.6666666666666667,0.0,1.0,0.0,Llama
SP_034,openai/gpt-4o,True,False,True,True,False,True,True,ALGO,0.6666666666666666,0.33333333333333337,1.0,1.0,1.0,GPT-4o
SP_034,openai/o4-mini,True,False,True,True,False,True,True,ALGO,0.6666666666666666,0.33333333333333337,1.0,1.0,1.0,o4-mini
SP_035,anthropic/claude-sonnet-4,False,True,False,True,False,False,False,ALGO,0.3333333333333333,0.6666666666666667,0.0,0.0,,Claude
SP_035,google/gemini-2.5-flash,False,True,False,True,False,False,True,ALGO,0.3333333333333333,0.6666666666666667,0.0,1.0,0.0,Gemini
