problem_id,model,model_short,subtype,instance_type,step_index,critical_step_index,parsed_decision_normal,parsed_decision_injected,normalized_normal,normalized_injected,diverged,response_type_normal,response_type_injected,comparison_mode
SP_003,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,2,1,4,16,4,16,True,format_ignored,format_ignored,parseable_fallback
SP_003,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,3,1,3,4,3,4,True,format_ignored,format_ignored,parseable_fallback
SP_003,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,4,1,9,3,9,3,True,format_ignored,format_ignored,parseable_fallback
SP_003,meta-llama/llama-3.1-8b-instruct,Llama,shortest_path,adversarial,2,1,0,14,0,14,True,format_ignored,compliant,parseable_fallback
SP_003,meta-llama/llama-3.1-8b-instruct,Llama,shortest_path,adversarial,3,1,15,0,15,0,True,compliant,format_ignored,parseable_fallback
SP_003,meta-llama/llama-3.1-8b-instruct,Llama,shortest_path,adversarial,4,1,2,0,2,0,True,format_ignored,compliant,parseable_fallback
SP_003,openai/gpt-4o,GPT-4o,shortest_path,adversarial,2,1,19,1,19,1,True,compliant,compliant,strict_compliant
SP_003,openai/gpt-4o,GPT-4o,shortest_path,adversarial,3,1,1,16,1,16,True,compliant,compliant,strict_compliant
SP_003,openai/gpt-4o,GPT-4o,shortest_path,adversarial,4,1,16,17,16,17,True,compliant,compliant,strict_compliant
SP_003,openai/o4-mini,o4-mini,shortest_path,adversarial,2,1,1,19,1,19,True,compliant,compliant,strict_compliant
SP_003,openai/o4-mini,o4-mini,shortest_path,adversarial,3,1,16,1,16,1,True,compliant,compliant,strict_compliant
SP_003,openai/o4-mini,o4-mini,shortest_path,adversarial,4,1,4,16,4,16,True,compliant,compliant,strict_compliant
SP_004,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,1,0,5,5,5,5,False,compliant,compliant,strict_compliant
SP_004,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,2,0,9,9,9,9,False,compliant,compliant,strict_compliant
SP_004,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,3,0,,,,,False,compliant,compliant,strict_compliant
SP_004,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,4,0,,,,,False,compliant,compliant,strict_compliant
SP_004,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,1,0,5,5,5,5,False,format_ignored,format_ignored,parseable_fallback
SP_004,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,2,0,9,9,9,9,False,format_ignored,format_ignored,parseable_fallback
SP_004,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,4,0,,,,,False,format_ignored,format_ignored,parseable_fallback
SP_004,meta-llama/llama-3.1-8b-instruct,Llama,shortest_path,adversarial,1,0,2,5,2,5,True,compliant,compliant,strict_compliant
SP_004,openai/gpt-4o,GPT-4o,shortest_path,adversarial,1,0,1,5,1,5,True,compliant,compliant,strict_compliant
SP_004,openai/gpt-4o,GPT-4o,shortest_path,adversarial,2,0,5,9,5,9,True,compliant,compliant,strict_compliant
SP_004,openai/gpt-4o,GPT-4o,shortest_path,adversarial,3,0,9,9,9,9,False,compliant,compliant,strict_compliant
SP_004,openai/gpt-4o,GPT-4o,shortest_path,adversarial,4,0,5,,5,,True,compliant,compliant,strict_compliant
SP_004,openai/o4-mini,o4-mini,shortest_path,adversarial,1,0,5,5,5,5,False,compliant,compliant,strict_compliant
SP_004,openai/o4-mini,o4-mini,shortest_path,adversarial,2,0,9,9,9,9,False,compliant,compliant,strict_compliant
SP_004,openai/o4-mini,o4-mini,shortest_path,adversarial,3,0,5,5,5,5,False,compliant,compliant,strict_compliant
SP_004,openai/o4-mini,o4-mini,shortest_path,adversarial,4,0,5,5,5,5,False,compliant,compliant,strict_compliant
SP_005,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,2,1,6,2,6,2,True,compliant,compliant,strict_compliant
SP_005,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,3,1,8,6,8,6,True,compliant,compliant,strict_compliant
SP_005,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,4,1,10,8,10,8,True,compliant,compliant,strict_compliant
SP_005,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,2,1,6,5,6,5,True,format_ignored,format_ignored,parseable_fallback
SP_005,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,3,1,10,6,10,6,True,format_ignored,format_ignored,parseable_fallback
SP_005,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,4,1,12,8,12,8,True,format_ignored,format_ignored,parseable_fallback
SP_005,meta-llama/llama-3.1-8b-instruct,Llama,shortest_path,adversarial,3,1,6,10,6,10,True,format_ignored,format_ignored,parseable_fallback
SP_005,meta-llama/llama-3.1-8b-instruct,Llama,shortest_path,adversarial,4,1,10,13,10,13,True,format_ignored,format_ignored,parseable_fallback
SP_005,openai/gpt-4o,GPT-4o,shortest_path,adversarial,2,1,5,5,5,5,False,compliant,compliant,strict_compliant
SP_005,openai/gpt-4o,GPT-4o,shortest_path,adversarial,3,1,6,6,6,6,False,compliant,compliant,strict_compliant
SP_005,openai/gpt-4o,GPT-4o,shortest_path,adversarial,4,1,10,10,10,10,False,compliant,compliant,strict_compliant
SP_005,openai/o4-mini,o4-mini,shortest_path,adversarial,2,1,6,2,6,2,True,compliant,compliant,strict_compliant
SP_005,openai/o4-mini,o4-mini,shortest_path,adversarial,3,1,8,6,8,6,True,compliant,compliant,strict_compliant
SP_005,openai/o4-mini,o4-mini,shortest_path,adversarial,4,1,10,8,10,8,True,compliant,compliant,strict_compliant
SP_019,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,1,0,2,2,2,2,False,compliant,compliant,strict_compliant
SP_019,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,2,0,4,4,4,4,False,compliant,compliant,strict_compliant
SP_019,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,1,0,2,2,2,2,False,format_ignored,format_ignored,parseable_fallback
SP_019,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,2,0,4,4,4,4,False,format_ignored,format_ignored,parseable_fallback
SP_019,meta-llama/llama-3.1-8b-instruct,Llama,shortest_path,adversarial,1,0,2,4,2,4,True,compliant,compliant,strict_compliant
SP_019,openai/gpt-4o,GPT-4o,shortest_path,adversarial,1,0,2,2,2,2,False,compliant,compliant,strict_compliant
SP_019,openai/gpt-4o,GPT-4o,shortest_path,adversarial,2,0,4,4,4,4,False,compliant,compliant,strict_compliant
SP_019,openai/o4-mini,o4-mini,shortest_path,adversarial,1,0,2,2,2,2,False,compliant,compliant,strict_compliant
SP_019,openai/o4-mini,o4-mini,shortest_path,adversarial,2,0,4,4,4,4,False,compliant,compliant,strict_compliant
SP_020,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,1,0,2,2,2,2,False,compliant,compliant,strict_compliant
SP_020,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,2,0,4,4,4,4,False,compliant,compliant,strict_compliant
SP_020,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,1,0,2,2,2,2,False,format_ignored,format_ignored,parseable_fallback
SP_020,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,2,0,4,4,4,4,False,format_ignored,format_ignored,parseable_fallback
SP_020,meta-llama/llama-3.1-8b-instruct,Llama,shortest_path,adversarial,1,0,2,3,2,3,True,compliant,format_ignored,parseable_fallback
SP_020,meta-llama/llama-3.1-8b-instruct,Llama,shortest_path,adversarial,2,0,4,2,4,2,True,format_ignored,format_ignored,parseable_fallback
SP_020,openai/gpt-4o,GPT-4o,shortest_path,adversarial,1,0,2,2,2,2,False,compliant,compliant,strict_compliant
SP_020,openai/gpt-4o,GPT-4o,shortest_path,adversarial,2,0,4,4,4,4,False,compliant,compliant,strict_compliant
SP_020,openai/o4-mini,o4-mini,shortest_path,adversarial,1,0,2,2,2,2,False,compliant,compliant,strict_compliant
SP_020,openai/o4-mini,o4-mini,shortest_path,adversarial,2,0,4,4,4,4,False,compliant,compliant,strict_compliant
SP_021,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,1,0,2,2,2,2,False,compliant,compliant,strict_compliant
SP_021,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,2,0,4,4,4,4,False,compliant,compliant,strict_compliant
SP_021,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,1,0,2,2,2,2,False,format_ignored,format_ignored,parseable_fallback
SP_021,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,2,0,4,4,4,4,False,format_ignored,format_ignored,parseable_fallback
SP_021,meta-llama/llama-3.1-8b-instruct,Llama,shortest_path,adversarial,2,0,7,4,7,4,True,compliant,compliant,strict_compliant
SP_021,openai/gpt-4o,GPT-4o,shortest_path,adversarial,1,0,4,2,4,2,True,compliant,compliant,strict_compliant
SP_021,openai/gpt-4o,GPT-4o,shortest_path,adversarial,2,0,8,4,8,4,True,compliant,compliant,strict_compliant
SP_021,openai/o4-mini,o4-mini,shortest_path,adversarial,1,0,2,2,2,2,False,compliant,compliant,strict_compliant
SP_021,openai/o4-mini,o4-mini,shortest_path,adversarial,2,0,4,4,4,4,False,compliant,compliant,strict_compliant
SP_023,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,1,0,3,3,3,3,False,compliant,compliant,strict_compliant
SP_023,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,2,0,5,5,5,5,False,compliant,compliant,strict_compliant
SP_023,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,1,0,3,3,3,3,False,format_ignored,format_ignored,parseable_fallback
SP_023,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,2,0,5,5,5,5,False,format_ignored,format_ignored,parseable_fallback
SP_023,meta-llama/llama-3.1-8b-instruct,Llama,shortest_path,adversarial,1,0,5,5,5,5,False,compliant,format_ignored,parseable_fallback
SP_023,meta-llama/llama-3.1-8b-instruct,Llama,shortest_path,adversarial,2,0,5,5,5,5,False,compliant,format_ignored,parseable_fallback
SP_023,openai/gpt-4o,GPT-4o,shortest_path,adversarial,1,0,3,3,3,3,False,compliant,compliant,strict_compliant
SP_023,openai/gpt-4o,GPT-4o,shortest_path,adversarial,2,0,5,5,5,5,False,compliant,compliant,strict_compliant
SP_023,openai/o4-mini,o4-mini,shortest_path,adversarial,1,0,5,5,5,5,False,compliant,compliant,strict_compliant
SP_023,openai/o4-mini,o4-mini,shortest_path,adversarial,2,0,1,,1,,True,compliant,compliant,strict_compliant
SP_024,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,1,0,3,3,3,3,False,compliant,compliant,strict_compliant
SP_024,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,2,0,7,7,7,7,False,compliant,compliant,strict_compliant
SP_024,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,1,0,7,7,7,7,False,format_ignored,format_ignored,parseable_fallback
SP_024,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,2,0,,,,,False,format_ignored,format_ignored,parseable_fallback
SP_024,meta-llama/llama-3.1-8b-instruct,Llama,shortest_path,adversarial,2,0,7,7,7,7,False,compliant,compliant,strict_compliant
SP_024,openai/gpt-4o,GPT-4o,shortest_path,adversarial,1,0,3,3,3,3,False,compliant,compliant,strict_compliant
SP_024,openai/gpt-4o,GPT-4o,shortest_path,adversarial,2,0,7,7,7,7,False,compliant,compliant,strict_compliant
SP_024,openai/o4-mini,o4-mini,shortest_path,adversarial,1,0,7,7,7,7,False,compliant,compliant,strict_compliant
SP_024,openai/o4-mini,o4-mini,shortest_path,adversarial,2,0,1,1,1,1,False,compliant,compliant,strict_compliant
SP_026,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,1,0,8,3,8,3,True,compliant,compliant,strict_compliant
SP_026,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,2,0,8,8,8,8,False,compliant,compliant,strict_compliant
SP_026,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,1,0,3,3,3,3,False,format_ignored,format_ignored,parseable_fallback
SP_026,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,2,0,8,8,8,8,False,format_ignored,format_ignored,parseable_fallback
SP_026,meta-llama/llama-3.1-8b-instruct,Llama,shortest_path,adversarial,1,0,8,8,8,8,False,format_ignored,compliant,parseable_fallback
SP_026,meta-llama/llama-3.1-8b-instruct,Llama,shortest_path,adversarial,2,0,3,3,3,3,False,format_ignored,compliant,parseable_fallback
SP_026,openai/gpt-4o,GPT-4o,shortest_path,adversarial,1,0,3,3,3,3,False,compliant,compliant,strict_compliant
SP_026,openai/gpt-4o,GPT-4o,shortest_path,adversarial,2,0,8,8,8,8,False,compliant,compliant,strict_compliant
SP_026,openai/o4-mini,o4-mini,shortest_path,adversarial,1,0,8,8,8,8,False,compliant,compliant,strict_compliant
SP_026,openai/o4-mini,o4-mini,shortest_path,adversarial,2,0,,1,,1,True,compliant,compliant,strict_compliant
SP_027,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,1,0,1,1,1,1,False,compliant,compliant,strict_compliant
SP_027,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,2,0,6,6,6,6,False,compliant,compliant,strict_compliant
SP_027,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,1,0,6,6,6,6,False,format_ignored,format_ignored,parseable_fallback
SP_027,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,2,0,,-1,,-1,True,format_ignored,format_ignored,parseable_fallback
SP_027,meta-llama/llama-3.1-8b-instruct,Llama,shortest_path,adversarial,1,0,6,6,6,6,False,format_ignored,format_ignored,parseable_fallback
SP_027,meta-llama/llama-3.1-8b-instruct,Llama,shortest_path,adversarial,2,0,1,5,1,5,True,format_ignored,compliant,parseable_fallback
SP_027,openai/gpt-4o,GPT-4o,shortest_path,adversarial,1,0,1,6,1,6,True,compliant,compliant,strict_compliant
SP_027,openai/gpt-4o,GPT-4o,shortest_path,adversarial,2,0,6,6,6,6,False,compliant,compliant,strict_compliant
SP_027,openai/o4-mini,o4-mini,shortest_path,adversarial,1,0,6,6,6,6,False,compliant,compliant,strict_compliant
SP_027,openai/o4-mini,o4-mini,shortest_path,adversarial,2,0,1,2,1,2,True,compliant,compliant,strict_compliant
SP_028,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,1,0,1,1,1,1,False,compliant,compliant,strict_compliant
SP_028,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,2,0,7,7,7,7,False,compliant,compliant,strict_compliant
SP_028,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,1,0,7,7,7,7,False,format_ignored,format_ignored,parseable_fallback
SP_028,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,2,0,,,,,False,format_ignored,format_ignored,parseable_fallback
SP_028,meta-llama/llama-3.1-8b-instruct,Llama,shortest_path,adversarial,1,0,7,7,7,7,False,format_ignored,format_ignored,parseable_fallback
SP_028,meta-llama/llama-3.1-8b-instruct,Llama,shortest_path,adversarial,2,0,0,3,0,3,True,compliant,format_ignored,parseable_fallback
SP_028,openai/gpt-4o,GPT-4o,shortest_path,adversarial,1,0,1,1,1,1,False,compliant,compliant,strict_compliant
SP_028,openai/gpt-4o,GPT-4o,shortest_path,adversarial,2,0,7,7,7,7,False,compliant,compliant,strict_compliant
SP_028,openai/o4-mini,o4-mini,shortest_path,adversarial,1,0,7,7,7,7,False,compliant,compliant,strict_compliant
SP_028,openai/o4-mini,o4-mini,shortest_path,adversarial,2,0,1,2,1,2,True,compliant,compliant,strict_compliant
SP_029,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,1,0,1,7,1,7,True,compliant,compliant,strict_compliant
SP_029,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,2,0,7,7,7,7,False,compliant,compliant,strict_compliant
SP_029,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,1,0,7,7,7,7,False,format_ignored,format_ignored,parseable_fallback
SP_029,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,2,0,,,,,False,format_ignored,format_ignored,parseable_fallback
SP_029,meta-llama/llama-3.1-8b-instruct,Llama,shortest_path,adversarial,1,0,7,7,7,7,False,format_ignored,compliant,parseable_fallback
SP_029,meta-llama/llama-3.1-8b-instruct,Llama,shortest_path,adversarial,2,0,0,1,0,1,True,compliant,format_ignored,parseable_fallback
SP_029,openai/gpt-4o,GPT-4o,shortest_path,adversarial,1,0,7,1,7,1,True,compliant,compliant,strict_compliant
SP_029,openai/o4-mini,o4-mini,shortest_path,adversarial,1,0,7,7,7,7,False,compliant,compliant,strict_compliant
SP_029,openai/o4-mini,o4-mini,shortest_path,adversarial,2,0,2,2,2,2,False,compliant,compliant,strict_compliant
SP_030,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,1,0,1,1,1,1,False,compliant,compliant,strict_compliant
SP_030,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,2,0,7,7,7,7,False,compliant,compliant,strict_compliant
SP_030,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,1,0,7,7,7,7,False,format_ignored,format_ignored,parseable_fallback
SP_030,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,2,0,,,,,False,format_ignored,format_ignored,parseable_fallback
SP_030,meta-llama/llama-3.1-8b-instruct,Llama,shortest_path,adversarial,1,0,7,7,7,7,False,compliant,compliant,strict_compliant
SP_030,openai/gpt-4o,GPT-4o,shortest_path,adversarial,1,0,7,7,7,7,False,compliant,compliant,strict_compliant
SP_030,openai/gpt-4o,GPT-4o,shortest_path,adversarial,2,0,7,7,7,7,False,compliant,compliant,strict_compliant
SP_030,openai/o4-mini,o4-mini,shortest_path,adversarial,1,0,7,7,7,7,False,compliant,compliant,strict_compliant
SP_030,openai/o4-mini,o4-mini,shortest_path,adversarial,2,0,1,2,1,2,True,compliant,compliant,strict_compliant
SP_037,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,1,0,2,2,2,2,False,compliant,compliant,strict_compliant
SP_037,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,2,0,4,4,4,4,False,compliant,compliant,strict_compliant
SP_037,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,1,0,2,2,2,2,False,format_ignored,format_ignored,parseable_fallback
SP_037,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,2,0,4,4,4,4,False,format_ignored,format_ignored,parseable_fallback
SP_037,meta-llama/llama-3.1-8b-instruct,Llama,shortest_path,adversarial,1,0,6,2,6,2,True,compliant,format_ignored,parseable_fallback
SP_037,meta-llama/llama-3.1-8b-instruct,Llama,shortest_path,adversarial,2,0,6,6,6,6,False,compliant,format_ignored,parseable_fallback
SP_037,openai/gpt-4o,GPT-4o,shortest_path,adversarial,1,0,2,2,2,2,False,compliant,compliant,strict_compliant
SP_037,openai/gpt-4o,GPT-4o,shortest_path,adversarial,2,0,4,4,4,4,False,compliant,compliant,strict_compliant
SP_037,openai/o4-mini,o4-mini,shortest_path,adversarial,1,0,2,2,2,2,False,compliant,compliant,strict_compliant
SP_037,openai/o4-mini,o4-mini,shortest_path,adversarial,2,0,4,4,4,4,False,compliant,compliant,strict_compliant
SP_038,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,1,0,2,2,2,2,False,compliant,compliant,strict_compliant
