source_file,model,family,variant,old_accuracy,new_accuracy,n,n_changed
ALGO_P1_behavioral_gpt4o.csv,openai/gpt-4o,shortest_path,W6,0.3000,0.3000,50,0
ALGO_P1_behavioral_gpt4o.csv,openai/gpt-4o,shortest_path,canonical,0.5273,0.5455,55,1
ALGO_P1_behavioral_gpt4o.csv,openai/gpt-4o,wis,W1,0.2000,0.2000,30,0
ALGO_P1_behavioral_gpt4o.csv,openai/gpt-4o,wis,W2,0.0000,0.0000,30,0
ALGO_P1_behavioral_gpt4o.csv,openai/gpt-4o,wis,W3,0.0000,0.0000,23,0
ALGO_P1_behavioral_gpt4o.csv,openai/gpt-4o,wis,W4,0.0000,0.0000,30,0
ALGO_P1_behavioral_gpt4o.csv,openai/gpt-4o,wis,W6,0.0000,0.0000,25,0
ALGO_P1_behavioral_gpt4o.csv,openai/gpt-4o,wis,canonical,0.2667,0.2667,30,0
ALGO_P1_behavioral_llama.csv,meta-llama/llama-3.1-8b-instruct,coin_change,W1,0.0800,0.0800,25,0
ALGO_P1_behavioral_llama.csv,meta-llama/llama-3.1-8b-instruct,coin_change,W2,0.2632,0.2632,19,0
ALGO_P1_behavioral_llama.csv,meta-llama/llama-3.1-8b-instruct,coin_change,W3,0.0000,0.0000,25,0
ALGO_P1_behavioral_llama.csv,meta-llama/llama-3.1-8b-instruct,coin_change,W4,0.0909,0.0909,22,0
ALGO_P1_behavioral_llama.csv,meta-llama/llama-3.1-8b-instruct,coin_change,W6,0.0667,0.0667,15,0
ALGO_P1_behavioral_llama.csv,meta-llama/llama-3.1-8b-instruct,coin_change,canonical,0.0800,0.0800,25,0
ALGO_P1_behavioral_llama.csv,meta-llama/llama-3.1-8b-instruct,shortest_path,W1,0.1273,0.1273,55,0
ALGO_P1_behavioral_llama.csv,meta-llama/llama-3.1-8b-instruct,shortest_path,W2,0.0182,0.0182,55,0
ALGO_P1_behavioral_llama.csv,meta-llama/llama-3.1-8b-instruct,shortest_path,W3,0.0000,0.0000,54,0
ALGO_P1_behavioral_llama.csv,meta-llama/llama-3.1-8b-instruct,shortest_path,W4,0.1091,0.1091,55,0
ALGO_P1_behavioral_llama.csv,meta-llama/llama-3.1-8b-instruct,shortest_path,W5,0.0000,0.0200,50,1
ALGO_P1_behavioral_llama.csv,meta-llama/llama-3.1-8b-instruct,shortest_path,W6,0.0800,0.0800,50,0
ALGO_P1_behavioral_llama.csv,meta-llama/llama-3.1-8b-instruct,shortest_path,canonical,0.0545,0.0364,55,1
ALGO_P1_behavioral_llama.csv,meta-llama/llama-3.1-8b-instruct,wis,W1,0.0000,0.0000,30,0
ALGO_P1_behavioral_llama.csv,meta-llama/llama-3.1-8b-instruct,wis,W2,0.0000,0.0000,30,0
ALGO_P1_behavioral_llama.csv,meta-llama/llama-3.1-8b-instruct,wis,W3,0.0667,0.0667,30,0
ALGO_P1_behavioral_llama.csv,meta-llama/llama-3.1-8b-instruct,wis,W4,0.0000,0.0000,29,0
ALGO_P1_behavioral_llama.csv,meta-llama/llama-3.1-8b-instruct,wis,W6,0.0000,0.0000,25,0
ALGO_P1_behavioral_llama.csv,meta-llama/llama-3.1-8b-instruct,wis,canonical,0.0333,0.0333,30,0
ALGO_P1_behavioral_o1mini.csv,openai/o4-mini,coin_change,W1,1.0000,1.0000,24,0
ALGO_P1_behavioral_o1mini.csv,openai/o4-mini,coin_change,W2,0.7000,0.7000,20,0
ALGO_P1_behavioral_o1mini.csv,openai/o4-mini,coin_change,W3,0.9500,0.9500,20,0
ALGO_P1_behavioral_o1mini.csv,openai/o4-mini,coin_change,W4,1.0000,1.0000,25,0
ALGO_P1_behavioral_o1mini.csv,openai/o4-mini,coin_change,W6,1.0000,1.0000,15,0
ALGO_P1_behavioral_o1mini.csv,openai/o4-mini,coin_change,canonical,1.0000,1.0000,25,0
ALGO_P1_behavioral_o1mini.csv,openai/o4-mini,shortest_path,W1,0.9636,0.9636,55,0
ALGO_P1_behavioral_o1mini.csv,openai/o4-mini,shortest_path,W2,0.0909,0.0909,55,0
ALGO_P1_behavioral_o1mini.csv,openai/o4-mini,shortest_path,W3,0.8727,0.8727,55,0
ALGO_P1_behavioral_o1mini.csv,openai/o4-mini,shortest_path,W4,0.9273,0.9273,55,0
ALGO_P1_behavioral_o1mini.csv,openai/o4-mini,shortest_path,W5,0.2500,0.7500,8,8
ALGO_P1_behavioral_o1mini.csv,openai/o4-mini,shortest_path,W6,0.4694,0.4694,49,0
ALGO_P1_behavioral_o1mini.csv,openai/o4-mini,shortest_path,canonical,1.0000,1.0000,55,0
ALGO_P1_behavioral_o1mini.csv,openai/o4-mini,wis,W1,0.9667,0.9667,30,0
ALGO_P1_behavioral_o1mini.csv,openai/o4-mini,wis,W2,0.3000,0.3000,30,0
ALGO_P1_behavioral_o1mini.csv,openai/o4-mini,wis,W3,0.0000,0.8333,6,5
ALGO_P1_behavioral_o1mini.csv,openai/o4-mini,wis,W4,0.2941,0.2941,17,0
ALGO_P1_behavioral_o1mini.csv,openai/o4-mini,wis,W6,0.0000,0.0000,25,0
ALGO_P1_behavioral_o1mini.csv,openai/o4-mini,wis,canonical,1.0000,1.0000,30,0
BW_P1_behavioral.csv,anthropic/claude-sonnet-4,blocksworld,W1,0.0800,0.1600,50,4
BW_P1_behavioral.csv,anthropic/claude-sonnet-4,blocksworld,W2,0.3000,0.3600,50,3
BW_P1_behavioral.csv,anthropic/claude-sonnet-4,blocksworld,W3,0.0800,0.1200,50,6
BW_P1_behavioral.csv,anthropic/claude-sonnet-4,blocksworld,W4,0.0200,0.1400,50,6
BW_P1_behavioral.csv,anthropic/claude-sonnet-4,blocksworld,W5,0.6800,0.9600,50,14
BW_P1_behavioral.csv,anthropic/claude-sonnet-4,blocksworld,W6,0.6600,0.6600,50,0
BW_P1_behavioral.csv,anthropic/claude-sonnet-4,blocksworld,canonical,0.2000,0.2200,50,1
BW_P1_behavioral.csv,anthropic/claude-sonnet-4,gsm_p1p2,W1,0.8000,0.8000,5,0
BW_P1_behavioral.csv,anthropic/claude-sonnet-4,gsm_p1p2,W2,0.8000,0.8000,5,0
BW_P1_behavioral.csv,anthropic/claude-sonnet-4,gsm_p1p2,W3,1.0000,1.0000,5,0
BW_P1_behavioral.csv,anthropic/claude-sonnet-4,gsm_p1p2,W4,1.0000,1.0000,5,0
BW_P1_behavioral.csv,anthropic/claude-sonnet-4,gsm_p1p2,W5,1.0000,1.0000,5,0
BW_P1_behavioral.csv,anthropic/claude-sonnet-4,gsm_p1p2,canonical,0.8000,0.8000,5,0
BW_P1_behavioral.csv,anthropic/claude-sonnet-4,gsm_symbolic,W1,0.8462,0.8462,39,0
BW_P1_behavioral.csv,anthropic/claude-sonnet-4,gsm_symbolic,W2,0.6667,0.6667,39,0
BW_P1_behavioral.csv,anthropic/claude-sonnet-4,gsm_symbolic,W3,0.7179,0.7179,39,0
BW_P1_behavioral.csv,anthropic/claude-sonnet-4,gsm_symbolic,W4,0.6410,0.6410,39,0
BW_P1_behavioral.csv,anthropic/claude-sonnet-4,gsm_symbolic,W5,0.8462,0.8462,39,0
BW_P1_behavioral.csv,anthropic/claude-sonnet-4,gsm_symbolic,W6,0.7917,0.7917,24,0
BW_P1_behavioral.csv,anthropic/claude-sonnet-4,gsm_symbolic,canonical,0.8205,0.8205,39,0
BW_P1_behavioral.csv,anthropic/claude-sonnet-4,mystery_blocksworld,W1,0.0000,0.0000,8,0
BW_P1_behavioral.csv,anthropic/claude-sonnet-4,mystery_blocksworld,W2,0.0000,0.0000,9,0
BW_P1_behavioral.csv,anthropic/claude-sonnet-4,mystery_blocksworld,W3,0.0000,0.0000,10,0
BW_P1_behavioral.csv,anthropic/claude-sonnet-4,mystery_blocksworld,W4,0.0000,0.0000,9,0
BW_P1_behavioral.csv,anthropic/claude-sonnet-4,mystery_blocksworld,W5,0.0000,0.0000,5,0
BW_P1_behavioral.csv,anthropic/claude-sonnet-4,mystery_blocksworld,W6,0.0000,0.5000,10,5
BW_P1_behavioral.csv,anthropic/claude-sonnet-4,mystery_blocksworld,canonical,0.0000,0.0000,14,0
BW_P1_behavioral.csv,deepseek/deepseek-r1-distill-llama-70b,blocksworld,W1,0.8800,0.9400,50,3
BW_P1_behavioral.csv,deepseek/deepseek-r1-distill-llama-70b,blocksworld,W2,0.6600,0.7000,50,2
BW_P1_behavioral.csv,deepseek/deepseek-r1-distill-llama-70b,blocksworld,W3,0.1000,0.5000,50,26
BW_P1_behavioral.csv,deepseek/deepseek-r1-distill-llama-70b,blocksworld,W4,0.0800,0.1000,50,1
BW_P1_behavioral.csv,deepseek/deepseek-r1-distill-llama-70b,blocksworld,W5,0.4000,0.4600,50,3
BW_P1_behavioral.csv,deepseek/deepseek-r1-distill-llama-70b,blocksworld,W6,0.9400,0.9400,50,0
BW_P1_behavioral.csv,deepseek/deepseek-r1-distill-llama-70b,blocksworld,canonical,0.8974,0.8974,39,0
BW_P1_behavioral.csv,deepseek/deepseek-r1-distill-llama-70b,mystery_blocksworld,W1,0.0000,0.0000,8,0
BW_P1_behavioral.csv,deepseek/deepseek-r1-distill-llama-70b,mystery_blocksworld,W2,0.0000,0.0000,9,0
BW_P1_behavioral.csv,deepseek/deepseek-r1-distill-llama-70b,mystery_blocksworld,W3,0.0000,0.0000,10,0
BW_P1_behavioral.csv,deepseek/deepseek-r1-distill-llama-70b,mystery_blocksworld,W4,0.0000,0.0000,9,0
BW_P1_behavioral.csv,deepseek/deepseek-r1-distill-llama-70b,mystery_blocksworld,W5,0.0000,0.0000,5,0
BW_P1_behavioral.csv,deepseek/deepseek-r1-distill-llama-70b,mystery_blocksworld,W6,0.0000,0.5000,10,5
BW_P1_behavioral.csv,deepseek/deepseek-r1-distill-llama-70b,mystery_blocksworld,canonical,0.0000,0.0000,9,0
BW_P1_behavioral.csv,meta-llama/llama-3.1-8b-instruct,blocksworld,W1,0.0400,0.0600,50,1
BW_P1_behavioral.csv,meta-llama/llama-3.1-8b-instruct,blocksworld,W2,0.0200,0.0200,50,0
BW_P1_behavioral.csv,meta-llama/llama-3.1-8b-instruct,blocksworld,W3,0.1400,0.0600,50,10
BW_P1_behavioral.csv,meta-llama/llama-3.1-8b-instruct,blocksworld,W4,0.0000,0.0000,50,0
BW_P1_behavioral.csv,meta-llama/llama-3.1-8b-instruct,blocksworld,W5,0.0000,0.0000,50,0
BW_P1_behavioral.csv,meta-llama/llama-3.1-8b-instruct,blocksworld,W6,0.0400,0.0400,50,0
BW_P1_behavioral.csv,meta-llama/llama-3.1-8b-instruct,blocksworld,canonical,0.0200,0.0200,50,0
BW_P1_behavioral.csv,meta-llama/llama-3.1-8b-instruct,gsm_p1p2,W1,0.6000,0.6000,5,0
BW_P1_behavioral.csv,meta-llama/llama-3.1-8b-instruct,gsm_p1p2,W2,0.0000,0.0000,5,0
BW_P1_behavioral.csv,meta-llama/llama-3.1-8b-instruct,gsm_p1p2,W3,0.4000,0.4000,5,0
BW_P1_behavioral.csv,meta-llama/llama-3.1-8b-instruct,gsm_p1p2,W4,0.0000,0.0000,5,0
BW_P1_behavioral.csv,meta-llama/llama-3.1-8b-instruct,gsm_p1p2,W5,0.0000,0.0000,5,0
BW_P1_behavioral.csv,meta-llama/llama-3.1-8b-instruct,gsm_p1p2,canonical,0.8000,0.8000,5,0
BW_P1_behavioral.csv,meta-llama/llama-3.1-8b-instruct,gsm_symbolic,W1,0.7436,0.7436,39,0
BW_P1_behavioral.csv,meta-llama/llama-3.1-8b-instruct,gsm_symbolic,W2,0.5128,0.5128,39,0
BW_P1_behavioral.csv,meta-llama/llama-3.1-8b-instruct,gsm_symbolic,W3,0.4211,0.4211,38,0
BW_P1_behavioral.csv,meta-llama/llama-3.1-8b-instruct,gsm_symbolic,W4,0.3684,0.3684,38,0
BW_P1_behavioral.csv,meta-llama/llama-3.1-8b-instruct,gsm_symbolic,W5,0.2821,0.2821,39,0
BW_P1_behavioral.csv,meta-llama/llama-3.1-8b-instruct,gsm_symbolic,W6,0.6250,0.6250,24,0
BW_P1_behavioral.csv,meta-llama/llama-3.1-8b-instruct,gsm_symbolic,canonical,0.7692,0.7692,39,0
BW_P1_behavioral.csv,meta-llama/llama-3.1-8b-instruct,mystery_blocksworld,W1,0.0000,0.0000,8,0
BW_P1_behavioral.csv,meta-llama/llama-3.1-8b-instruct,mystery_blocksworld,W2,0.0000,0.0000,9,0
BW_P1_behavioral.csv,meta-llama/llama-3.1-8b-instruct,mystery_blocksworld,W3,0.0000,0.0000,10,0
BW_P1_behavioral.csv,meta-llama/llama-3.1-8b-instruct,mystery_blocksworld,W4,0.0000,0.0000,9,0
BW_P1_behavioral.csv,meta-llama/llama-3.1-8b-instruct,mystery_blocksworld,W5,0.0000,0.0000,5,0
BW_P1_behavioral.csv,meta-llama/llama-3.1-8b-instruct,mystery_blocksworld,W6,0.0000,0.0000,10,0
BW_P1_behavioral.csv,meta-llama/llama-3.1-8b-instruct,mystery_blocksworld,canonical,0.0000,0.0000,14,0
BW_P1_behavioral.csv,openai/gpt-4o,blocksworld,W1,0.1200,0.2000,50,4
BW_P1_behavioral.csv,openai/gpt-4o,blocksworld,W2,0.1200,0.1200,50,0
BW_P1_behavioral.csv,openai/gpt-4o,blocksworld,W3,0.1400,0.1200,50,13
BW_P1_behavioral.csv,openai/gpt-4o,blocksworld,W4,0.1000,0.1400,50,2
BW_P1_behavioral.csv,openai/gpt-4o,blocksworld,W5,0.3200,0.3200,50,0
BW_P1_behavioral.csv,openai/gpt-4o,blocksworld,W6,0.2800,0.2800,50,0
BW_P1_behavioral.csv,openai/gpt-4o,blocksworld,canonical,0.0800,0.0800,50,0
BW_P1_behavioral.csv,openai/gpt-4o,gsm_p1p2,W1,0.8000,0.8000,5,0
BW_P1_behavioral.csv,openai/gpt-4o,gsm_p1p2,W2,0.0000,0.0000,5,0
BW_P1_behavioral.csv,openai/gpt-4o,gsm_p1p2,W3,0.2000,0.2000,5,0
BW_P1_behavioral.csv,openai/gpt-4o,gsm_p1p2,W4,0.2000,0.2000,5,0
BW_P1_behavioral.csv,openai/gpt-4o,gsm_p1p2,W5,0.0000,0.0000,5,0
BW_P1_behavioral.csv,openai/gpt-4o,gsm_p1p2,canonical,0.6000,0.6000,5,0
BW_P1_behavioral.csv,openai/gpt-4o,gsm_symbolic,W1,0.8205,0.8205,39,0
BW_P1_behavioral.csv,openai/gpt-4o,gsm_symbolic,W2,0.6667,0.6667,39,0
BW_P1_behavioral.csv,openai/gpt-4o,gsm_symbolic,W3,0.5128,0.5128,39,0
BW_P1_behavioral.csv,openai/gpt-4o,gsm_symbolic,W4,0.5128,0.5128,39,0
BW_P1_behavioral.csv,openai/gpt-4o,gsm_symbolic,W5,0.6154,0.6154,39,0
BW_P1_behavioral.csv,openai/gpt-4o,gsm_symbolic,W6,0.7917,0.7917,24,0
BW_P1_behavioral.csv,openai/gpt-4o,gsm_symbolic,canonical,0.8462,0.8462,39,0
BW_P1_behavioral.csv,openai/gpt-4o,mystery_blocksworld,W1,0.0000,0.0000,8,0
BW_P1_behavioral.csv,openai/gpt-4o,mystery_blocksworld,W2,0.0000,0.0000,9,0
BW_P1_behavioral.csv,openai/gpt-4o,mystery_blocksworld,W3,0.0000,0.0000,10,0
BW_P1_behavioral.csv,openai/gpt-4o,mystery_blocksworld,W4,0.0000,0.0000,9,0
BW_P1_behavioral.csv,openai/gpt-4o,mystery_blocksworld,W5,0.0000,0.0000,5,0
BW_P1_behavioral.csv,openai/gpt-4o,mystery_blocksworld,W6,0.0000,0.1000,10,1
BW_P1_behavioral.csv,openai/gpt-4o,mystery_blocksworld,canonical,0.0000,0.0000,14,0
BW_P1_behavioral_gemini.csv,google/gemini-2.5-flash,blocksworld,W1,0.1800,0.3000,50,6
BW_P1_behavioral_gemini.csv,google/gemini-2.5-flash,blocksworld,W2,0.1400,0.2800,50,7
BW_P1_behavioral_gemini.csv,google/gemini-2.5-flash,blocksworld,W3,0.1000,0.1600,50,13
BW_P1_behavioral_gemini.csv,google/gemini-2.5-flash,blocksworld,W4,0.0400,0.0800,50,2
BW_P1_behavioral_gemini.csv,google/gemini-2.5-flash,blocksworld,W5,0.7400,0.8400,50,5
BW_P1_behavioral_gemini.csv,google/gemini-2.5-flash,blocksworld,W6,0.4400,0.4400,50,0
BW_P1_behavioral_gemini.csv,google/gemini-2.5-flash,blocksworld,canonical,0.5000,0.5000,50,0
BW_P1_behavioral_gemini.csv,google/gemini-2.5-flash,mystery_blocksworld,W1,0.0000,0.0000,8,0
BW_P1_behavioral_gemini.csv,google/gemini-2.5-flash,mystery_blocksworld,W2,0.0000,0.0000,9,0
BW_P1_behavioral_gemini.csv,google/gemini-2.5-flash,mystery_blocksworld,W3,0.0000,0.0000,10,0
BW_P1_behavioral_gemini.csv,google/gemini-2.5-flash,mystery_blocksworld,W4,0.0000,0.0000,9,0
BW_P1_behavioral_gemini.csv,google/gemini-2.5-flash,mystery_blocksworld,W5,0.0000,0.0000,5,0
BW_P1_behavioral_gemini.csv,google/gemini-2.5-flash,mystery_blocksworld,W6,0.0000,0.2000,10,2
BW_P1_behavioral_gemini.csv,google/gemini-2.5-flash,mystery_blocksworld,canonical,0.0000,0.0000,14,0
BW_P1_behavioral_o1mini.csv,openai/o4-mini,blocksworld,W1,0.9800,1.0000,50,1
BW_P1_behavioral_o1mini.csv,openai/o4-mini,blocksworld,W2,0.9600,0.9800,50,1
BW_P1_behavioral_o1mini.csv,openai/o4-mini,blocksworld,W3,0.1400,0.5800,50,34
BW_P1_behavioral_o1mini.csv,openai/o4-mini,blocksworld,W4,0.4800,0.5000,50,1
BW_P1_behavioral_o1mini.csv,openai/o4-mini,blocksworld,W5,1.0000,1.0000,50,0
BW_P1_behavioral_o1mini.csv,openai/o4-mini,blocksworld,W6,1.0000,1.0000,50,0
BW_P1_behavioral_o1mini.csv,openai/o4-mini,blocksworld,canonical,1.0000,1.0000,50,0
BW_P1_behavioral_o1mini.csv,openai/o4-mini,mystery_blocksworld,W1,0.0000,0.0000,8,0
BW_P1_behavioral_o1mini.csv,openai/o4-mini,mystery_blocksworld,W2,0.0000,0.0000,9,0
BW_P1_behavioral_o1mini.csv,openai/o4-mini,mystery_blocksworld,W3,0.0000,0.0000,10,0
BW_P1_behavioral_o1mini.csv,openai/o4-mini,mystery_blocksworld,W4,0.3333,0.3333,9,0
BW_P1_behavioral_o1mini.csv,openai/o4-mini,mystery_blocksworld,W5,0.0000,0.0000,5,0
BW_P1_behavioral_o1mini.csv,openai/o4-mini,mystery_blocksworld,W6,0.0000,0.5000,10,5
BW_P1_behavioral_o1mini.csv,openai/o4-mini,mystery_blocksworld,canonical,0.0000,0.0000,14,0
GSM_P1_behavioral_claude.csv,anthropic/claude-sonnet-4,gsm_p1p2,W1,0.8000,0.8000,5,0
GSM_P1_behavioral_claude.csv,anthropic/claude-sonnet-4,gsm_p1p2,W2,1.0000,1.0000,5,0
GSM_P1_behavioral_claude.csv,anthropic/claude-sonnet-4,gsm_p1p2,W3,1.0000,1.0000,5,0
GSM_P1_behavioral_claude.csv,anthropic/claude-sonnet-4,gsm_p1p2,W4,1.0000,1.0000,5,0
GSM_P1_behavioral_claude.csv,anthropic/claude-sonnet-4,gsm_p1p2,W5,1.0000,1.0000,5,0
GSM_P1_behavioral_claude.csv,anthropic/claude-sonnet-4,gsm_p1p2,canonical,0.8000,0.8000,5,0
GSM_P1_behavioral_claude.csv,anthropic/claude-sonnet-4,gsm_symbolic,W1,0.8462,0.8462,39,0
GSM_P1_behavioral_claude.csv,anthropic/claude-sonnet-4,gsm_symbolic,W2,0.7436,0.7436,39,0
GSM_P1_behavioral_claude.csv,anthropic/claude-sonnet-4,gsm_symbolic,W3,0.7179,0.7179,39,0
GSM_P1_behavioral_claude.csv,anthropic/claude-sonnet-4,gsm_symbolic,W4,0.5897,0.5897,39,0
GSM_P1_behavioral_claude.csv,anthropic/claude-sonnet-4,gsm_symbolic,W5,0.7949,0.7949,39,0
GSM_P1_behavioral_claude.csv,anthropic/claude-sonnet-4,gsm_symbolic,W6,0.7500,0.7500,24,0
GSM_P1_behavioral_claude.csv,anthropic/claude-sonnet-4,gsm_symbolic,canonical,0.8462,0.8462,39,0
GSM_P1_behavioral_gemini.csv,google/gemini-2.5-flash,gsm_p1p2,W1,0.8000,0.8000,5,0
GSM_P1_behavioral_gemini.csv,google/gemini-2.5-flash,gsm_p1p2,W2,0.0000,0.0000,5,0
GSM_P1_behavioral_gemini.csv,google/gemini-2.5-flash,gsm_p1p2,W3,0.2000,0.2000,5,0
GSM_P1_behavioral_gemini.csv,google/gemini-2.5-flash,gsm_p1p2,W4,0.0000,0.0000,5,0
GSM_P1_behavioral_gemini.csv,google/gemini-2.5-flash,gsm_p1p2,W5,0.0000,0.0000,5,0
GSM_P1_behavioral_gemini.csv,google/gemini-2.5-flash,gsm_p1p2,canonical,1.0000,1.0000,5,0
GSM_P1_behavioral_gemini.csv,google/gemini-2.5-flash,gsm_symbolic,W1,0.8205,0.8205,39,0
GSM_P1_behavioral_gemini.csv,google/gemini-2.5-flash,gsm_symbolic,W2,0.7179,0.7179,39,0
GSM_P1_behavioral_gemini.csv,google/gemini-2.5-flash,gsm_symbolic,W3,0.5641,0.5641,39,0
GSM_P1_behavioral_gemini.csv,google/gemini-2.5-flash,gsm_symbolic,W4,0.5385,0.5385,39,0
GSM_P1_behavioral_gemini.csv,google/gemini-2.5-flash,gsm_symbolic,W5,0.6923,0.6923,39,0
GSM_P1_behavioral_gemini.csv,google/gemini-2.5-flash,gsm_symbolic,W6,0.9583,0.9583,24,0
GSM_P1_behavioral_gemini.csv,google/gemini-2.5-flash,gsm_symbolic,canonical,0.8974,0.8974,39,0
GSM_P1_behavioral_gpt4o.csv,openai/gpt-4o,gsm_p1p2,W1,0.8000,0.8000,5,0
GSM_P1_behavioral_gpt4o.csv,openai/gpt-4o,gsm_p1p2,W2,0.0000,0.0000,5,0
GSM_P1_behavioral_gpt4o.csv,openai/gpt-4o,gsm_p1p2,W3,0.4000,0.4000,5,0
GSM_P1_behavioral_gpt4o.csv,openai/gpt-4o,gsm_p1p2,W4,0.0000,0.0000,5,0
GSM_P1_behavioral_gpt4o.csv,openai/gpt-4o,gsm_p1p2,W5,0.2000,0.2000,5,0
