problem_id,model,correct_canonical_variant,parse_failed_canonical,correct_W3,parse_failed_W3,correct_canonical,gave_greedy_answer,any_parse_failed,VAR_canonical,VAR_W3,VRI_gap,problem_subtype,instance_type,greedy_succeeds_expected,critical_step_index,instance_contamination_score,template_contamination_score,difficulty_numeric,CCI,TEP,greedy_assessment_correct,critical_point_identified,cci_alg,cci_crit,match_first,cci_composite,greedy_assessment_correct_bool,critical_point_identified_num,gave_greedy_answer_bool,greedy_succeeds_expected_bool,greedy_succeeds,instance_rank_pct,instance_contamination_half,ACI,missing_core,missing_phase2,parse_failure_or_missing,convergence_label
SP_049,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,shortest_path,adversarial,False,-1,0.0,0.069,3,0.3823529411764705,0.1470588235294117,True,False,,,,,True,0.0,,False,0.0,0.31212121212121213,bottom,,False,True,False,ambiguous
SP_050,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,shortest_path,adversarial,False,-1,0.5,0.0642,3,0.3823529411764705,0.1470588235294117,True,False,,,,,True,0.0,,False,0.0,0.7393939393939394,top,,False,True,False,ambiguous
SP_051,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,shortest_path,adversarial,False,-1,0.5714,0.0642,3,0.3823529411764705,0.1470588235294117,True,False,,,,,True,0.0,,False,0.0,0.9212121212121213,top,,False,True,False,ambiguous
SP_052,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,shortest_path,adversarial,False,-1,0.5714,0.069,3,0.3823529411764705,0.1470588235294117,True,False,,,,,True,0.0,,False,0.0,0.9212121212121213,top,,False,True,False,ambiguous
SP_053,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,shortest_path,adversarial,False,-1,0.0,0.0842,2,0.3823529411764705,0.1470588235294117,True,False,,,,,True,0.0,,False,0.0,0.31212121212121213,bottom,,False,True,False,ambiguous
SP_054,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,shortest_path,adversarial,False,-1,0.5714,0.0642,3,0.3823529411764705,0.1470588235294117,True,False,,,,,True,0.0,,False,0.0,0.9212121212121213,top,,False,True,False,ambiguous
SP_055,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,shortest_path,adversarial,False,-1,0.5,0.0882,3,0.3823529411764705,0.1470588235294117,,False,,,,,,0.0,,False,0.0,0.7393939393939394,top,,False,True,False,ambiguous
SP_056,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,shortest_path,adversarial,False,-1,0.5,0.0642,3,0.3823529411764705,0.1470588235294117,,False,,,,,,0.0,,False,0.0,0.7393939393939394,top,,False,True,False,ambiguous
SP_057,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,shortest_path,adversarial,False,-1,0.5,0.0882,3,0.3823529411764705,0.1470588235294117,True,False,,,,,True,0.0,,False,0.0,0.7393939393939394,top,,False,True,False,ambiguous
SP_058,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,shortest_path,adversarial,False,-1,0.5,0.0642,3,0.3823529411764705,0.1470588235294117,,False,,,,,,0.0,,False,0.0,0.7393939393939394,top,,False,True,False,ambiguous
SP_059,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,shortest_path,adversarial,False,-1,0.5714,0.069,3,0.3823529411764705,0.1470588235294117,True,False,,,,,True,0.0,,False,0.0,0.9212121212121213,top,,False,True,False,ambiguous
SP_060,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,shortest_path,adversarial,False,-1,0.5714,0.069,3,0.3823529411764705,0.1470588235294117,,False,,,,,,0.0,,False,0.0,0.9212121212121213,top,,False,True,False,ambiguous
SP_061,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,shortest_path,adversarial,False,-1,0.5,0.0642,3,0.3823529411764705,0.1470588235294117,True,False,,,,,True,0.0,,False,0.0,0.7393939393939394,top,,False,True,False,ambiguous
SP_062,anthropic/claude-sonnet-4,True,False,False,False,True,False,False,1.0,0.0,1.0,shortest_path,standard,False,0,0.5,0.0538,3,0.3823529411764705,0.1470588235294117,True,False,0.0,0.0,0.0,0.0,True,0.0,False,False,1.0,0.7393939393939394,top,0.0,False,False,False,retrieval_signal
SP_063,anthropic/claude-sonnet-4,False,False,False,False,False,False,False,0.0,0.0,0.0,shortest_path,adversarial,False,0,0.0,0.0506,3,0.3823529411764705,0.1470588235294117,True,True,1.0,0.0,0.0,0.3333333333333333,True,1.0,False,False,1.0,0.31212121212121213,bottom,0.3333333333333333,False,False,False,mixed
SP_064,anthropic/claude-sonnet-4,True,False,False,False,True,False,False,1.0,0.0,1.0,shortest_path,standard,False,0,0.5,0.0538,3,0.3823529411764705,0.1470588235294117,True,True,0.0,0.0,0.0,0.0,True,1.0,False,False,1.0,0.7393939393939394,top,0.0,False,False,False,retrieval_signal
SP_065,anthropic/claude-sonnet-4,True,False,False,False,True,False,False,1.0,0.0,1.0,shortest_path,standard,False,0,0.5,0.0538,3,0.3823529411764705,0.1470588235294117,True,False,1.0,0.0,0.0,0.3333333333333333,True,0.0,False,False,1.0,0.7393939393939394,top,0.3333333333333333,False,False,False,retrieval_signal
SP_066,anthropic/claude-sonnet-4,False,False,False,False,False,False,False,0.0,0.0,0.0,shortest_path,adversarial,False,0,0.0,0.0584,3,0.3823529411764705,0.1470588235294117,True,True,1.0,1.0,0.0,0.6666666666666666,True,1.0,False,False,1.0,0.31212121212121213,bottom,0.6666666666666666,False,False,False,mixed
SP_068,anthropic/claude-sonnet-4,True,False,False,False,True,False,False,1.0,0.0,1.0,shortest_path,standard,False,0,0.0,0.0545,3,0.3823529411764705,0.1470588235294117,True,True,1.0,0.0,0.0,0.3333333333333333,True,1.0,False,False,1.0,0.31212121212121213,bottom,0.3333333333333333,False,False,False,mixed
SP_069,anthropic/claude-sonnet-4,True,False,False,False,True,False,False,1.0,0.0,1.0,shortest_path,standard,False,0,0.0,0.0464,3,0.3823529411764705,0.1470588235294117,True,True,1.0,1.0,0.0,0.6666666666666666,True,1.0,False,False,1.0,0.31212121212121213,bottom,0.6666666666666666,False,False,False,mixed
SP_070,anthropic/claude-sonnet-4,True,False,False,False,True,False,False,1.0,0.0,1.0,shortest_path,standard,False,0,0.0,0.0538,3,0.3823529411764705,0.1470588235294117,True,True,1.0,1.0,1.0,1.0,True,1.0,False,False,1.0,0.31212121212121213,bottom,1.0,False,False,False,mixed
SP_071,anthropic/claude-sonnet-4,True,False,False,False,True,False,False,1.0,0.0,1.0,shortest_path,standard,False,0,0.0,0.0506,3,0.3823529411764705,0.1470588235294117,True,True,1.0,1.0,0.0,0.6666666666666666,True,1.0,False,False,1.0,0.31212121212121213,bottom,0.6666666666666666,False,False,False,mixed
SP_072,anthropic/claude-sonnet-4,True,False,False,False,True,False,False,1.0,0.0,1.0,shortest_path,standard,False,0,0.0,0.0538,3,0.3823529411764705,0.1470588235294117,,True,1.0,1.0,0.0,0.6666666666666666,,1.0,False,False,1.0,0.31212121212121213,bottom,0.6666666666666666,False,False,False,mixed
SP_073,anthropic/claude-sonnet-4,False,False,False,False,False,False,False,0.0,0.0,0.0,shortest_path,adversarial,False,0,0.0,0.0625,3,0.3823529411764705,0.1470588235294117,,True,0.0,1.0,0.0,0.3333333333333333,,1.0,False,False,1.0,0.31212121212121213,bottom,0.3333333333333333,False,False,False,mixed
WIS_006,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,wis,adversarial,True,-1,0.0,0.0,3,0.3333333333333333,0.1538461538461538,False,False,,,,,False,0.0,,True,0.0,0.4722222222222222,bottom,,False,True,False,ambiguous
WIS_007,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,wis,adversarial,True,-1,0.0,0.0,3,0.3333333333333333,0.1538461538461538,False,False,,,,,False,0.0,,True,0.0,0.4722222222222222,bottom,,False,True,False,ambiguous
WIS_009,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,wis,adversarial,True,-1,0.5455,0.0,3,0.3333333333333333,0.1538461538461538,False,False,,,,,False,0.0,,True,0.0,0.9722222222222222,top,,False,True,False,ambiguous
WIS_010,anthropic/claude-sonnet-4,False,False,False,True,False,,True,0.0,0.0,0.0,wis,adversarial,True,-1,0.0,0.0,3,0.3333333333333333,0.1538461538461538,False,False,,,,,False,0.0,,True,0.0,0.4722222222222222,bottom,,False,True,True,ambiguous
WIS_012,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,wis,adversarial,True,-1,0.5455,0.0,3,0.3333333333333333,0.1538461538461538,False,False,,,,,False,0.0,,True,0.0,0.9722222222222222,top,,False,True,False,ambiguous
WIS_013,anthropic/claude-sonnet-4,False,False,False,False,False,False,False,0.0,0.0,0.0,wis,adversarial,False,0,0.0,0.0,3,0.3333333333333333,0.1538461538461538,,True,0.0,1.0,0.0,0.3333333333333333,,1.0,False,False,1.0,0.4722222222222222,bottom,0.3333333333333333,False,False,False,mixed
WIS_014,anthropic/claude-sonnet-4,True,False,False,False,True,False,False,1.0,0.0,1.0,wis,adversarial,False,0,0.0,0.0,3,0.3333333333333333,0.1538461538461538,True,True,0.0,1.0,0.0,0.3333333333333333,True,1.0,False,False,1.0,0.4722222222222222,bottom,0.3333333333333333,False,False,False,mixed
WIS_015,anthropic/claude-sonnet-4,False,False,False,False,False,False,False,0.0,0.0,0.0,wis,adversarial,False,0,0.0,0.0,3,0.3333333333333333,0.1538461538461538,True,True,0.0,1.0,0.0,0.3333333333333333,True,1.0,False,False,1.0,0.4722222222222222,bottom,0.3333333333333333,False,False,False,mixed
