problem_id,variant_type,model,raw_response,behavioral_correct,correct_answer,problem_family,contamination_pole,difficulty,variant_type_normalized,included,exclusion_reason,old_verified,rescored_correct,verify_method,rescore_reason,verdict_changed
BW_002,W4,google/gemini-2.5-flash,"1. pick-up j
2. stack j g
3. pick-up g
4. stack g a
5. pick-up a
6. stack a b
7. pick-up b
8. stack b k
9. pick-up k
10. stack k h
11. pick-up h
12. stack h i",False,"pick-up k
 stack k h
 pick-up i
 stack i k
 pick-up b
 stack b i
 pick-up a
 stack a b
 pick-up g
 stack g a
 pick-up j
 stack j g",planning_suite,high,hard,W4,True,in_bank_ok,False,False,state_machine,incorrect,False
BW_002,W5,google/gemini-2.5-flash,"1. unstack j g
2. put-down j
3. unstack g a
4. put-down g
5. unstack a b
6. put-down a
7. unstack b k
8. put-down b
9. unstack k h
10. put-down k
11. unstack h i
12. put-down h",True,"unstack j g
put-down j
unstack g a
put-down g
unstack a b
put-down a
unstack b k
put-down b
unstack k h
put-down k
unstack h i
put-down h",planning_suite,high,hard,W5,True,in_bank_ok,True,True,state_machine,correct,False
BW_002,W6,google/gemini-2.5-flash,"1. pick-up n
2. stack n f
3. pick-up f
4. stack f c
5. pick-up c
6. stack c e
7. pick-up e
8. stack e o
9. pick-up o
10. stack o l
11. pick-up l
12. stack l m",False,"pick-up o
 stack o l
 pick-up m
 stack m o
 pick-up e
 stack e m
 pick-up c
 stack c e
 pick-up f
 stack f c
 pick-up n
 stack n f",planning_suite,high,hard,W6,True,in_bank_ok,False,False,state_machine,incorrect,False
BW_002,canonical,google/gemini-2.5-flash,"1. pick-up h
2. stack h i
3. pick-up k
4. stack k h
5. pick-up b
6. stack b k
7. pick-up a
8. stack a b
9. pick-up g
10. stack g a
11. pick-up j
12. stack j g",True,"pick-up k
 stack k h
 pick-up i
 stack i k
 pick-up b
 stack b i
 pick-up a
 stack a b
 pick-up g
 stack g a
 pick-up j
 stack j g",planning_suite,high,hard,canonical,True,in_bank_ok,True,True,state_machine,correct,False
BW_010,W1,google/gemini-2.5-flash,"1. pick-up d
2. stack d e
3. pick-up e
4. stack e a
5. pick-up a
6. stack a b
7. pick-up b
8. stack b f",False,"pick-up b
stack b f
pick-up a
stack a b
pick-up e
stack e a
pick-up d
stack d e",planning_suite,high,easy,W1,True,in_bank_ok,False,False,state_machine,incorrect,False
BW_010,W2,google/gemini-2.5-flash,"1. pick-up b
2. stack b f
3. pick-up a
4. stack a b
5. pick-up e
6. stack e a
7. pick-up d
8. stack d e",True,"pick-up b
stack b f
pick-up a
stack a b
pick-up e
stack e a
pick-up d
stack d e",planning_suite,high,easy,W2,True,in_bank_ok,True,True,state_machine,correct,False
BW_010,W3,google/gemini-2.5-flash,"1. select Diana
2. place Diana under Ethan
3. select Ethan
4. place Ethan under Alice
5. select Alice
6. place Alice under Brian
7. select Brian
8. place Brian under Felix",False,"select Brian
place Brian under Felix
select Alice
place Alice under Brian
select Ethan
place Ethan under Alice
select Diana
place Diana under Ethan",planning_suite,high,easy,W3,True,in_bank_ok,False,False,state_machine,incorrect,False
BW_010,W4,google/gemini-2.5-flash,"1. pick-up d
2. stack d e
3. pick-up e
4. stack e a
5. pick-up a
6. stack a b
7. pick-up b
8. stack b f",False,"pick-up b
stack b f
pick-up a
stack a b
pick-up e
stack e a
pick-up d
stack d e",planning_suite,high,easy,W4,True,in_bank_ok,False,False,state_machine,incorrect,False
BW_010,W5,google/gemini-2.5-flash,"1. unstack d e
2. put-down d
3. unstack e a
4. put-down e
5. unstack a b
6. put-down a
7. unstack b f
8. put-down b",True,"unstack d e
put-down d
unstack e a
put-down e
unstack a b
put-down a
unstack b f
put-down b",planning_suite,high,easy,W5,True,in_bank_ok,True,True,state_machine,correct,False
BW_010,W6,google/gemini-2.5-flash,"1. pick-up a
2. stack a d
3. pick-up b
4. stack b a
5. pick-up e
6. stack e b
7. pick-up f
8. stack f e
9. pick-up c
10. stack c f",True,"pick-up a
stack a d
pick-up b
stack b a
pick-up e
stack e b
pick-up f
stack f e
pick-up c
stack c f",planning_suite,high,easy,W6,True,in_bank_ok,True,True,state_machine,correct,False
BW_010,canonical,google/gemini-2.5-flash,"1. pick-up b
2. stack b f
3. pick-up a
4. stack a b
5. pick-up e
6. stack e a
7. pick-up d
8. stack d e",True,"pick-up b
stack b f
pick-up a
stack a b
pick-up e
stack e a
pick-up d
stack d e",planning_suite,high,easy,canonical,True,in_bank_ok,True,True,state_machine,correct,False
BW_011,W1,google/gemini-2.5-flash,"1. pick-up b
2. stack i b
3. pick-up h
4. stack e h
5. pick-up j
6. stack l j
7. pick-up a
8. stack g a
9. pick-up k
10. stack c k",False,"pick-up i
stack i b
pick-up h
stack h i
pick-up e
stack e h
pick-up j
stack j e
pick-up l
stack l j
pick-up a
stack a l
pick-up g
stack g a
pick-up k
stack k g
pick-up c
stack c k",planning_suite,high,hard,W1,True,in_bank_ok,False,False,state_machine,incorrect,False
BW_011,W2,google/gemini-2.5-flash,"1. pick-up b
2. put-down b
3. pick-up i
4. stack i b
5. pick-up h
6. stack h i
7. pick-up e
8. stack e h
9. pick-up j
10. stack j e
11. pick-up l
12. stack l j
13. pick-up a
14. stack a l
15. pick-up g
16. stack g a
17. pick-up k
18. stack k g
19. pick-up c
20. stack c k",True,"pick-up i
stack i b
pick-up h
stack h i
pick-up e
stack e h
pick-up j
stack j e
pick-up l
stack l j
pick-up a
stack a l
pick-up g
stack g a
pick-up k
stack k g
pick-up c
stack c k",planning_suite,high,hard,W2,True,in_bank_ok,False,True,state_machine,correct,True
BW_011,W3,google/gemini-2.5-flash,"1. select Ben
2. select Ivan
3. place Ivan under Ben
4. select Helen
5. place Helen under Ivan
6. select Edward
7. place Edward under Helen
8. select Jack
9. place Jack under Edward
10. select Laura
11. place Laura under Jack
12. select Amy
13. place Amy under Laura
14. select George
15. place George under Amy
16. select Kevin
17. place Kevin under George
18. select Carol
19. place Carol under Kevin",False,"select Ivan
place Ivan under Ben
select Helen
place Helen under Ivan
select Edward
place Edward under Helen
select Jack
place Jack under Edward
select Laura
place Laura under Jack
select Amy
place Amy under Laura
select George
place George under Amy
select Kevin
place Kevin under George
select Carol
place Carol under Kevin",planning_suite,high,hard,W3,True,in_bank_ok,False,False,state_machine,incorrect,False
BW_011,W4,google/gemini-2.5-flash,"1. pick-up c
2. stack c k
3. pick-up k
4. stack k g
5. pick-up g
6. stack g a
7. pick-up a
8. stack a l
9. pick-up l
10. stack l j
11. pick-up j
12. stack j e
13. pick-up e
14. stack e h
15. pick-up h
16. stack h i
17. pick-up i
18. stack i b",False,"pick-up i
stack i b
pick-up h
stack h i
pick-up e
stack e h
pick-up j
stack j e
pick-up l
stack l j
pick-up a
stack a l
pick-up g
stack g a
pick-up k
stack k g
pick-up c
stack c k",planning_suite,high,hard,W4,True,in_bank_ok,False,False,state_machine,incorrect,False
BW_011,W5,google/gemini-2.5-flash,"1. unstack c k
2. put-down c
3. unstack k g
4. put-down k
5. unstack g a
6. put-down g
7. unstack a l
8. put-down a
9. unstack l j
10. put-down l
11. unstack j e
12. put-down j
13. unstack e h
14. put-down e
15. unstack h i
16. put-down h
17. unstack i b
18. put-down i",True,"unstack c k
put-down c
unstack k g
put-down k
unstack g a
put-down g
unstack a l
put-down a
unstack l j
put-down l
unstack j e
put-down j
unstack e h
put-down e
unstack h i
put-down h
unstack i b
put-down i",planning_suite,high,hard,W5,True,in_bank_ok,True,True,state_machine,correct,False
BW_011,W6,google/gemini-2.5-flash,"1. pick-up d
2. put-down d
3. pick-up j
4. stack j d
5. pick-up c
6. stack c j
7. pick-up k
8. stack k c
9. pick-up b
10. stack b k
11. pick-up f
12. stack f b
13. pick-up e
14. stack e f
15. pick-up a
16. stack a e
17. pick-up i
18. stack i a
19. pick-up h
20. stack h i
21. pick-up g
22. stack g h",True,"pick-up j
stack j d
pick-up c
stack c j
pick-up k
stack k c
pick-up b
stack b k
pick-up f
stack f b
pick-up e
stack e f
pick-up a
stack a e
pick-up i
stack i a
pick-up h
stack h i
pick-up g
stack g h",planning_suite,high,hard,W6,True,in_bank_ok,True,True,state_machine,correct,False
BW_011,canonical,google/gemini-2.5-flash,"1. pick-up c
2. stack c k
3. pick-up k
4. stack k g
5. pick-up g
6. stack g a
7. pick-up a
8. stack a l
9. pick-up l
10. stack l j
11. pick-up j
12. stack j e
13. pick-up e
14. stack e h
15. pick-up h
16. stack h i
17. pick-up i
18. stack i b",False,"pick-up i
stack i b
pick-up h
stack h i
pick-up e
stack e h
pick-up j
stack j e
pick-up l
stack l j
pick-up a
stack a l
pick-up g
stack g a
pick-up k
stack k g
pick-up c
stack c k",planning_suite,high,hard,canonical,True,in_bank_ok,False,False,state_machine,incorrect,False
BW_014,W1,google/gemini-2.5-flash,"1. pick-up l
2. stack l e
3. pick-up e
4. stack e g",False,"pick-up e
 stack e g
 pick-up l
 stack l e",planning_suite,high,easy,W1,True,in_bank_ok,False,False,state_machine,incorrect,False
BW_014,W2,google/gemini-2.5-flash,"1. pick-up l
2. stack l e
3. pick-up e
4. stack e g",False,"pick-up e
 stack e g
 pick-up l
 stack l e",planning_suite,high,easy,W2,True,in_bank_ok,False,False,state_machine,incorrect,False
BW_014,W3,google/gemini-2.5-flash,"1. select Grace
2. select Eve
3. place Eve under Grace
4. select Lisa
5. place Lisa under Eve",False,"select Lisa
place Lisa under Eve
select Eve
place Eve under Grace",planning_suite,high,easy,W3,True,in_bank_ok,False,False,state_machine,incorrect,False
BW_014,W4,google/gemini-2.5-flash,"1. pick-up l
2. stack l e
3. pick-up e
4. stack e g",False,"pick-up e
 stack e g
 pick-up l
 stack l e",planning_suite,high,easy,W4,True,in_bank_ok,False,False,state_machine,incorrect,False
BW_014,W5,google/gemini-2.5-flash,"1. unstack l e
2. put-down l
3. unstack e g
4. put-down e
5. pick-up g
6. put-down g",True,"unstack l e
put-down l
unstack e g
put-down e",planning_suite,high,easy,W5,True,in_bank_ok,False,True,state_machine,correct,True
BW_014,W6,google/gemini-2.5-flash,"1. pick-up f
2. put-down f
3. pick-up d
4. stack d f
5. pick-up h
6. stack h d",True,"pick-up d
 stack d f
 pick-up h
 stack h d",planning_suite,high,easy,W6,True,in_bank_ok,True,True,state_machine,correct,False
BW_014,canonical,google/gemini-2.5-flash,"1. pick-up l
2. stack l e
3. pick-up e
4. stack e g",False,"pick-up e
 stack e g
 pick-up l
 stack l e",planning_suite,high,easy,canonical,True,in_bank_ok,False,False,state_machine,incorrect,False
BW_022,W1,google/gemini-2.5-flash,"1. pick-up g
2. stack g c
3. pick-up c
4. stack c b
5. pick-up b
6. stack b k
7. pick-up k
8. stack k f",False,"pick-up k
 stack k f
 pick-up b
 stack b k
 pick-up c
 stack c b
 pick-up g
 stack g c",planning_suite,high,medium,W1,True,in_bank_ok,False,False,state_machine,incorrect,False
BW_022,W2,google/gemini-2.5-flash,"1. pick-up f
2. put-down f
3. pick-up k
4. stack k f
5. pick-up b
6. stack b k
7. pick-up c
8. stack c b
9. pick-up g
10. stack g c",True,"pick-up k
 stack k f
 pick-up b
 stack b k
 pick-up c
 stack c b
 pick-up g
 stack g c",planning_suite,high,medium,W2,True,in_bank_ok,False,True,state_machine,correct,True
BW_022,W3,google/gemini-2.5-flash,"1. select Frank
2. place Kevin under Frank
3. select Bob
4. place Bob under Kevin
5. select Carol
6. place Carol under Bob
7. select Grace
8. place Grace under Carol",False,"select Grace
place Grace under Carol
select Carol
place Carol under Bob
select Bob
place Bob under Kevin
select Kevin
place Kevin under Frank",planning_suite,high,medium,W3,True,in_bank_ok,False,False,state_machine,incorrect,False
BW_022,W4,google/gemini-2.5-flash,"1. pick-up g
2. stack g c
3. pick-up c
4. stack c b
5. pick-up b
6. stack b k
7. pick-up k
8. stack k f",False,"pick-up k
 stack k f
 pick-up b
 stack b k
 pick-up c
 stack c b
 pick-up g
 stack g c",planning_suite,high,medium,W4,True,in_bank_ok,False,False,state_machine,incorrect,False
BW_022,W5,google/gemini-2.5-flash,"1. unstack g c
2. put-down g
3. unstack c b
4. put-down c
5. unstack b k
6. put-down b",False,"unstack g c
put-down g
unstack c b
put-down c
unstack b k
put-down b
unstack k f
put-down k",planning_suite,high,medium,W5,True,in_bank_ok,False,False,state_machine,incorrect,False
BW_022,W6,google/gemini-2.5-flash,"1. pick-up j
2. put-down j
3. pick-up m
4. stack m j
5. pick-up h
6. stack h m
7. pick-up i
8. stack i h
9. pick-up l
10. stack l i",True,"pick-up m
 stack m j
 pick-up h
 stack h m
 pick-up i
 stack i h
 pick-up l
 stack l i",planning_suite,high,medium,W6,True,in_bank_ok,True,True,state_machine,correct,False
BW_022,canonical,google/gemini-2.5-flash,"1. pick-up f
2. put-down f
3. pick-up k
4. stack k f
5. pick-up b
6. stack b k
7. pick-up c
8. stack c b
9. pick-up g
10. stack g c",True,"pick-up k
 stack k f
 pick-up b
 stack b k
 pick-up c
 stack c b
 pick-up g
 stack g c",planning_suite,high,medium,canonical,True,in_bank_ok,True,True,state_machine,correct,False
BW_080,W1,google/gemini-2.5-flash,"1. pick-up l
2. stack l c
3. pick-up c
4. stack c i
5. pick-up i
6. stack i e
7. pick-up e
8. stack e j
9. pick-up j
10. stack j f",False,"pick-up j
stack j f
pick-up e
stack e j
pick-up i
stack i e
pick-up c
stack c i
pick-up l
stack l c",planning_suite,high,medium,W1,True,in_bank_ok,False,False,state_machine,incorrect,False
BW_080,W2,google/gemini-2.5-flash,"1. pick-up f
2. put-down f
3. pick-up j
4. stack j f
5. pick-up e
6. stack e j
7. pick-up i
8. stack i e
9. pick-up c
10. stack c i
11. pick-up l
12. stack l c",True,"pick-up j
stack j f
pick-up e
stack e j
pick-up i
stack i e
pick-up c
stack c i
pick-up l
stack l c",planning_suite,high,medium,W2,True,in_bank_ok,False,True,state_machine,correct,True
BW_080,W3,google/gemini-2.5-flash,"1. select Laura
2. place Laura under Clara
3. select Clara
4. place Clara under Ivan
5. select Ivan
6. place Ivan under Ethan
7. select Ethan
8. place Ethan under Jake
9. select Jake
10. place Jake under Felix",False,"select Jake
place Jake under Felix
select Ethan
place Ethan under Jake
select Ivan
place Ivan under Ethan
select Clara
place Clara under Ivan
select Laura
place Laura under Clara",planning_suite,high,medium,W3,True,in_bank_ok,False,False,state_machine,incorrect,False
BW_080,W4,google/gemini-2.5-flash,"1. pick-up l
2. stack l c
3. pick-up c
4. stack c i
5. pick-up i
6. stack i e
7. pick-up e
8. stack e j
9. pick-up j
10. stack j f",False,"pick-up j
stack j f
pick-up e
stack e j
pick-up i
stack i e
pick-up c
stack c i
pick-up l
stack l c",planning_suite,high,medium,W4,True,in_bank_ok,False,False,state_machine,incorrect,False
BW_080,W5,google/gemini-2.5-flash,"1. unstack l c
2. put-down l
3. unstack c i
4. put-down c
5. unstack i e
6. put-down i
7. unstack e j
8. put-down e
9. unstack j f
10. put-down j",True,"unstack l c
put-down l
unstack c i
put-down c
unstack i e
put-down i
unstack e j
put-down e
unstack j f
put-down j",planning_suite,high,medium,W5,True,in_bank_ok,True,True,state_machine,correct,False
BW_080,W6,google/gemini-2.5-flash,"1. pick-up a
2. stack a g
3. pick-up g
4. stack g e
5. pick-up e
6. stack e b
7. pick-up b
8. put-down b
9. pick-up f
10. stack f d
11. pick-up d
12. stack d c
13. pick-up c
14. stack c a
15. unstack e b
16. stack e g
17. unstack g a
18. stack g e
19. unstack a g
20. stack a c
21. pick-up b
22. stack b e",False,"pick-up d
stack d f
pick-up c
stack c d
pick-up a
stack a c
pick-up g
stack g a
pick-up e
stack e g
pick-up b
stack b e",planning_suite,high,medium,W6,True,in_bank_ok,False,False,state_machine,incorrect,False
BW_080,canonical,google/gemini-2.5-flash,"1. pick-up l
2. stack l c
3. pick-up c
4. stack c i
5. pick-up i
6. stack i e
7. pick-up e
8. stack e j
9. pick-up j
10. stack j f",False,"pick-up j
stack j f
pick-up e
stack e j
pick-up i
stack i e
pick-up c
stack c i
pick-up l
stack l c",planning_suite,high,medium,canonical,True,in_bank_ok,False,False,state_machine,incorrect,False
BW_120,W1,google/gemini-2.5-flash,"1. pick-up c
2. stack c j
3. pick-up j
4. stack j g
5. pick-up g
6. stack g f",False,"pick-up g
stack g f
pick-up j
stack j g
pick-up c
stack c j",planning_suite,high,easy,W1,True,in_bank_ok,False,False,state_machine,incorrect,False
BW_120,W2,google/gemini-2.5-flash,"1. pick-up f
2. stack f X (f can't be stacked because it's not holding f)
3. pick-up g
4. stack g f
5. pick-up j
6. stack j g
7. pick-up c
8. stack c j",False,"pick-up g
stack g f
pick-up j
stack j g
pick-up c
stack c j",planning_suite,high,easy,W2,True,in_bank_ok,False,False,state_machine,incorrect,False
BW_120,W3,google/gemini-2.5-flash,"1. select Clara
2. place Clara under Jake
3. select Jake
4. place Jake under Grace
5. select Grace
6. place Grace under Felix",False,"select Grace
place Grace under Felix
select Jake
place Jake under Grace
select Clara
place Clara under Jake",planning_suite,high,easy,W3,True,in_bank_ok,False,False,state_machine,incorrect,False
BW_120,W4,google/gemini-2.5-flash,"1. pick-up c
2. stack c j
3. pick-up j
4. stack j g
5. pick-up g
6. stack g f",False,"pick-up g
stack g f
pick-up j
stack j g
pick-up c
stack c j",planning_suite,high,easy,W4,True,in_bank_ok,False,False,state_machine,incorrect,False
BW_120,W5,google/gemini-2.5-flash,"1. unstack c j
2. put-down c
3. unstack j g
4. put-down j
5. unstack g f
6. put-down g",True,"unstack c j
put-down c
unstack j g
put-down j
unstack g f
put-down g",planning_suite,high,easy,W5,True,in_bank_ok,True,True,state_machine,correct,False
BW_120,W6,google/gemini-2.5-flash,"1. pick-up a
2. stack a d
3. pick-up b
4. stack b e
5. unstack a d
6. put-down a
7. unstack b e
8. put-down b
9. pick-up e
10. pick-up d
11. stack d e
12. pick-up b
13. stack b d
14. pick-up c
15. stack c b
16. pick-up a
17. stack a c",False,"pick-up d
stack d e
pick-up b
stack b d
pick-up c
stack c b
pick-up a
stack a c",planning_suite,high,easy,W6,True,in_bank_ok,False,False,state_machine,incorrect,False
BW_120,canonical,google/gemini-2.5-flash,"1. pick-up f
2. put-down f
3. pick-up g
4. stack g f
5. pick-up j
6. stack j g
7. pick-up c
8. stack c j",True,"pick-up g
stack g f
pick-up j
stack j g
pick-up c
stack c j",planning_suite,high,easy,canonical,True,in_bank_ok,True,True,state_machine,correct,False
BW_137,W1,google/gemini-2.5-flash,"1. pick-up d
2. stack d a
3. pick-up a
4. stack a b
5. pick-up b
6. stack b j
7. pick-up j
8. stack j e
9. pick-up e
10. stack e l
11. pick-up l
12. stack l h
13. pick-up h
14. stack h c
15. pick-up c
16. stack c f
17. pick-up f
18. stack f g
19. pick-up g
20. stack g i",False,"pick-up g
stack g i
pick-up f
stack f g
pick-up c
stack c f
pick-up h
stack h c
pick-up l
stack l h
pick-up e
stack e l
pick-up j
stack j e
pick-up b
stack b j
pick-up a
stack a b
pick-up d
stack d a",planning_suite,high,hard,W1,True,in_bank_ok,False,False,state_machine,incorrect,False
BW_137,W2,google/gemini-2.5-flash,"1. pick-up i
2. stack i g
3. pick-up g
4. stack g f
5. pick-up f
6. stack f c
7. pick-up c
8. stack c h
9. pick-up h
10. stack h l
11. pick-up l
12. stack l e
13. pick-up e
14. stack e j
15. pick-up j
16. stack j b
17. pick-up b
18. stack b a
19. pick-up a
20. stack a d",False,"pick-up g
stack g i
pick-up f
stack f g
pick-up c
stack c f
pick-up h
stack h c
pick-up l
stack l h
pick-up e
stack e l
pick-up j
stack j e
pick-up b
stack b j
pick-up a
stack a b
pick-up d
stack d a",planning_suite,high,hard,W2,True,in_bank_ok,False,False,state_machine,incorrect,False
BW_137,W3,google/gemini-2.5-flash,"1. select Dana
2. place Dana under Aaron
3. select Aaron
4. place Aaron under Brian
5. select Brian
6. place Brian under Julia
7. select Julia
8. place Julia under Ethan
9. select Ethan
10. place Ethan under Lisa
11. select Lisa
12. place Lisa under Harry
13. select Harry
14. place Harry under Clara
15. select Clara
16. place Clara under Frank
17. select Frank
18. place Frank under Gloria
19. select Gloria
20. place Gloria under Ivan",False,"select Gloria
place Gloria under Ivan
select Frank
place Frank under Gloria
select Clara
place Clara under Frank
select Harry
place Harry under Clara
select Lisa
place Lisa under Harry
select Ethan
place Ethan under Lisa
select Julia
place Julia under Ethan
select Brian
place Brian under Julia
select Aaron
place Aaron under Brian
select Dana
place Dana under Aaron",planning_suite,high,hard,W3,True,in_bank_ok,False,False,state_machine,incorrect,False
BW_137,W4,google/gemini-2.5-flash,"1. pick-up d
2. stack d a
3. pick-up a
4. stack a b
5. pick-up b
6. stack b j
7. pick-up j
8. stack j e
9. pick-up e
10. stack e l
11. pick-up l
12. stack l h
13. pick-up h
14. stack h c
15. pick-up c
16. stack c f
17. pick-up f
18. stack f g
19. pick-up g
20. stack g i",False,"pick-up g
stack g i
pick-up f
stack f g
pick-up c
stack c f
pick-up h
stack h c
pick-up l
stack l h
pick-up e
stack e l
pick-up j
stack j e
pick-up b
stack b j
pick-up a
stack a b
pick-up d
stack d a",planning_suite,high,hard,W4,True,in_bank_ok,False,False,state_machine,incorrect,False
BW_137,W5,google/gemini-2.5-flash,"1. unstack d a
2. put-down d
3. unstack a b
4. put-down a
5. unstack b j
6. put-down b
7. unstack j e
8. put-down j
9. unstack e l
10. put-down e
11. unstack l h
12. put-down l
13. unstack h c
14. put-down h
15. unstack c f
16. put-down c
17. unstack f g
18. put-down f
19. unstack g i
20. put-down g",True,"unstack d a
put-down d
unstack a b
put-down a
unstack b j
put-down b
unstack j e
put-down j
unstack e l
put-down e
unstack l h
put-down l
unstack h c
put-down h
unstack c f
put-down c
unstack f g
put-down f
unstack g i
put-down g",planning_suite,high,hard,W5,True,in_bank_ok,True,True,state_machine,correct,False
BW_137,W6,google/gemini-2.5-flash,"1. pick-up f
2. put-down f
3. pick-up l
4. stack l f
5. pick-up h
6. stack h l
7. pick-up e
8. stack e h
9. pick-up d
10. stack d e
11. pick-up k
12. stack k d
13. pick-up i
14. stack i k
15. pick-up c
16. stack c i
17. pick-up j
18. stack j c
19. pick-up a
20. stack a j
21. pick-up b
22. stack b a
23. pick-up g
24. stack g b",True,"pick-up l
stack l f
pick-up h
stack h l
pick-up e
stack e h
pick-up d
stack d e
pick-up k
stack k d
pick-up i
stack i k
pick-up c
stack c i
pick-up j
stack j c
pick-up a
stack a j
pick-up b
stack b a
pick-up g
stack g b",planning_suite,high,hard,W6,True,in_bank_ok,True,True,state_machine,correct,False
