defect,family,problem_id,model,perturbed_variant,role,pert_before,pert_after,delta_perturbed,source,can_before,can_after,delta_canonical,pert_flipped,n_perturbed_variants,excess,can_flipped,either_flipped
ALGO_SP_W3_node_mapping,ALGO,SP_061,Claude,W3,perturbed,False,True,1.0,ALGO_P1_behavioral_claude_rescored.csv,False,True,1.0,True,1,0.0,True,True
ALGO_SP_W3_node_mapping,ALGO,SP_062,Claude,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_claude_rescored.csv,True,True,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_063,Claude,W3,perturbed,False,True,1.0,ALGO_P1_behavioral_claude_rescored.csv,False,True,1.0,True,1,0.0,True,True
ALGO_SP_W3_node_mapping,ALGO,SP_064,Claude,W3,perturbed,False,True,1.0,ALGO_P1_behavioral_claude_rescored.csv,True,True,0.0,True,1,1.0,False,True
ALGO_SP_W3_node_mapping,ALGO,SP_065,Claude,W3,perturbed,False,True,1.0,ALGO_P1_behavioral_claude_rescored.csv,True,True,0.0,True,1,1.0,False,True
ALGO_SP_W3_node_mapping,ALGO,SP_066,Claude,W3,perturbed,False,True,1.0,ALGO_P1_behavioral_claude_rescored.csv,False,True,1.0,True,1,0.0,True,True
ALGO_SP_W3_node_mapping,ALGO,SP_068,Claude,W3,perturbed,False,True,1.0,ALGO_P1_behavioral_claude_rescored.csv,True,True,0.0,True,1,1.0,False,True
ALGO_SP_W3_node_mapping,ALGO,SP_069,Claude,W3,perturbed,False,True,1.0,ALGO_P1_behavioral_claude_rescored.csv,True,True,0.0,True,1,1.0,False,True
ALGO_SP_W3_node_mapping,ALGO,SP_070,Claude,W3,perturbed,False,True,1.0,ALGO_P1_behavioral_claude_rescored.csv,True,True,0.0,True,1,1.0,False,True
ALGO_SP_W3_node_mapping,ALGO,SP_071,Claude,W3,perturbed,False,True,1.0,ALGO_P1_behavioral_claude_rescored.csv,True,True,0.0,True,1,1.0,False,True
ALGO_SP_W3_node_mapping,ALGO,SP_072,Claude,W3,perturbed,False,True,1.0,ALGO_P1_behavioral_claude_rescored.csv,True,True,0.0,True,1,1.0,False,True
ALGO_SP_W3_node_mapping,ALGO,SP_073,Claude,W3,perturbed,False,True,1.0,ALGO_P1_behavioral_claude_rescored.csv,False,True,1.0,True,1,0.0,True,True
ALGO_SP_W3_node_mapping,ALGO,SP_001,Gemini,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gemini_rescored.csv,False,False,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_002,Gemini,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gemini_rescored.csv,True,True,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_003,Gemini,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gemini_rescored.csv,False,False,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_004,Gemini,W3,perturbed,False,True,1.0,ALGO_P1_behavioral_gemini_rescored.csv,False,True,1.0,True,1,0.0,True,True
ALGO_SP_W3_node_mapping,ALGO,SP_005,Gemini,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gemini_rescored.csv,False,False,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_019,Gemini,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gemini_rescored.csv,True,True,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_020,Gemini,W3,perturbed,True,True,0.0,ALGO_P1_behavioral_gemini_rescored.csv,True,True,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_021,Gemini,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gemini_rescored.csv,True,True,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_023,Gemini,W3,perturbed,True,True,0.0,ALGO_P1_behavioral_gemini_rescored.csv,True,True,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_024,Gemini,W3,perturbed,True,True,0.0,ALGO_P1_behavioral_gemini_rescored.csv,True,True,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_026,Gemini,W3,perturbed,True,True,0.0,ALGO_P1_behavioral_gemini_rescored.csv,True,True,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_027,Gemini,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gemini_rescored.csv,True,True,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_028,Gemini,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gemini_rescored.csv,False,False,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_029,Gemini,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gemini_rescored.csv,False,False,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_030,Gemini,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gemini_rescored.csv,False,False,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_031,Gemini,W3,perturbed,True,True,0.0,ALGO_P1_behavioral_gemini_rescored.csv,True,True,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_032,Gemini,W3,perturbed,True,True,0.0,ALGO_P1_behavioral_gemini_rescored.csv,False,False,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_033,Gemini,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gemini_rescored.csv,False,False,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_034,Gemini,W3,perturbed,True,True,0.0,ALGO_P1_behavioral_gemini_rescored.csv,True,True,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_035,Gemini,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gemini_rescored.csv,True,True,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_036,Gemini,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gemini_rescored.csv,False,False,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_037,Gemini,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gemini_rescored.csv,True,True,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_038,Gemini,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gemini_rescored.csv,True,True,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_039,Gemini,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gemini_rescored.csv,True,True,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_040,Gemini,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gemini_rescored.csv,True,True,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_042,Gemini,W3,perturbed,True,True,0.0,ALGO_P1_behavioral_gemini_rescored.csv,False,False,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_044,Gemini,W3,perturbed,True,True,0.0,ALGO_P1_behavioral_gemini_rescored.csv,True,True,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_045,Gemini,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gemini_rescored.csv,True,True,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_046,Gemini,W3,perturbed,True,True,0.0,ALGO_P1_behavioral_gemini_rescored.csv,True,True,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_047,Gemini,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gemini_rescored.csv,True,True,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_048,Gemini,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gemini_rescored.csv,False,False,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_049,Gemini,W3,perturbed,True,True,0.0,ALGO_P1_behavioral_gemini_rescored.csv,True,True,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_050,Gemini,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gemini_rescored.csv,True,True,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_051,Gemini,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gemini_rescored.csv,True,True,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_052,Gemini,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gemini_rescored.csv,False,False,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_053,Gemini,W3,perturbed,True,True,0.0,ALGO_P1_behavioral_gemini_rescored.csv,False,False,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_054,Gemini,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gemini_rescored.csv,False,False,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_055,Gemini,W3,perturbed,True,True,0.0,ALGO_P1_behavioral_gemini_rescored.csv,True,True,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_056,Gemini,W3,perturbed,True,True,0.0,ALGO_P1_behavioral_gemini_rescored.csv,True,True,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_057,Gemini,W3,perturbed,True,True,0.0,ALGO_P1_behavioral_gemini_rescored.csv,True,True,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_058,Gemini,W3,perturbed,True,True,0.0,ALGO_P1_behavioral_gemini_rescored.csv,True,True,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_059,Gemini,W3,perturbed,True,True,0.0,ALGO_P1_behavioral_gemini_rescored.csv,True,True,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_060,Gemini,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gemini_rescored.csv,True,True,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_061,Gemini,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gemini_rescored.csv,False,False,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_062,Gemini,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gemini_rescored.csv,True,True,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_063,Gemini,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gemini_rescored.csv,True,True,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_064,Gemini,W3,perturbed,True,True,0.0,ALGO_P1_behavioral_gemini_rescored.csv,True,True,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_065,Gemini,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gemini_rescored.csv,True,True,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_066,Gemini,W3,perturbed,True,True,0.0,ALGO_P1_behavioral_gemini_rescored.csv,False,False,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_068,Gemini,W3,perturbed,True,True,0.0,ALGO_P1_behavioral_gemini_rescored.csv,True,True,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_069,Gemini,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gemini_rescored.csv,True,True,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_070,Gemini,W3,perturbed,True,True,0.0,ALGO_P1_behavioral_gemini_rescored.csv,True,True,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_071,Gemini,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gemini_rescored.csv,False,False,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_072,Gemini,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gemini_rescored.csv,True,True,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_073,Gemini,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gemini_rescored.csv,False,False,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_001,GPT-4o,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gpt4o_rescored.csv,False,False,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_002,GPT-4o,W3,perturbed,False,True,1.0,ALGO_P1_behavioral_gpt4o_rescored.csv,False,True,1.0,True,1,0.0,True,True
ALGO_SP_W3_node_mapping,ALGO,SP_003,GPT-4o,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gpt4o_rescored.csv,False,False,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_004,GPT-4o,W3,perturbed,False,True,1.0,ALGO_P1_behavioral_gpt4o_rescored.csv,True,True,0.0,True,1,1.0,False,True
ALGO_SP_W3_node_mapping,ALGO,SP_005,GPT-4o,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gpt4o_rescored.csv,False,False,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_019,GPT-4o,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gpt4o_rescored.csv,False,False,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_020,GPT-4o,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gpt4o_rescored.csv,False,False,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_021,GPT-4o,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gpt4o_rescored.csv,False,False,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_023,GPT-4o,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gpt4o_rescored.csv,True,True,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_024,GPT-4o,W3,perturbed,True,True,0.0,ALGO_P1_behavioral_gpt4o_rescored.csv,True,True,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_026,GPT-4o,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gpt4o_rescored.csv,True,True,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_027,GPT-4o,W3,perturbed,True,True,0.0,ALGO_P1_behavioral_gpt4o_rescored.csv,False,False,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_028,GPT-4o,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gpt4o_rescored.csv,False,False,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_029,GPT-4o,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gpt4o_rescored.csv,True,True,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_030,GPT-4o,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gpt4o_rescored.csv,False,False,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_031,GPT-4o,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gpt4o_rescored.csv,True,True,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_032,GPT-4o,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gpt4o_rescored.csv,True,True,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_033,GPT-4o,W3,perturbed,True,True,0.0,ALGO_P1_behavioral_gpt4o_rescored.csv,True,True,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_034,GPT-4o,W3,perturbed,True,True,0.0,ALGO_P1_behavioral_gpt4o_rescored.csv,True,True,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_035,GPT-4o,W3,perturbed,True,True,0.0,ALGO_P1_behavioral_gpt4o_rescored.csv,True,True,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_036,GPT-4o,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gpt4o_rescored.csv,False,False,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_037,GPT-4o,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gpt4o_rescored.csv,False,False,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_038,GPT-4o,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gpt4o_rescored.csv,False,False,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_039,GPT-4o,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gpt4o_rescored.csv,False,False,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_040,GPT-4o,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gpt4o_rescored.csv,False,False,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_042,GPT-4o,W3,perturbed,True,True,0.0,ALGO_P1_behavioral_gpt4o_rescored.csv,True,True,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_044,GPT-4o,W3,perturbed,True,True,0.0,ALGO_P1_behavioral_gpt4o_rescored.csv,True,True,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_045,GPT-4o,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gpt4o_rescored.csv,True,True,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_046,GPT-4o,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gpt4o_rescored.csv,False,False,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_047,GPT-4o,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gpt4o_rescored.csv,True,True,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_048,GPT-4o,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gpt4o_rescored.csv,False,False,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_049,GPT-4o,W3,perturbed,True,True,0.0,ALGO_P1_behavioral_gpt4o_rescored.csv,True,True,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_050,GPT-4o,W3,perturbed,True,True,0.0,ALGO_P1_behavioral_gpt4o_rescored.csv,True,True,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_051,GPT-4o,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gpt4o_rescored.csv,False,False,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_052,GPT-4o,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gpt4o_rescored.csv,False,False,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_053,GPT-4o,W3,perturbed,True,True,0.0,ALGO_P1_behavioral_gpt4o_rescored.csv,True,True,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_054,GPT-4o,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gpt4o_rescored.csv,False,False,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_055,GPT-4o,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gpt4o_rescored.csv,True,True,0.0,False,1,0.0,False,False
ALGO_SP_W3_node_mapping,ALGO,SP_056,GPT-4o,W3,perturbed,False,False,0.0,ALGO_P1_behavioral_gpt4o_rescored.csv,True,True,0.0,False,1,0.0,False,False
