family,problem_id,model,contam,var_canonical,var_w3,vri_gap,cci_effective,match_first,impl_post_correct,retrieval_votes,computation_votes,votes_total,tri_score,tri_v2_confidence,tri_v2_label,legacy_label,p1_rename_fragile,p1_w3_keep,p1_multi_variant,p1_vri_high,p2_cci_comp,p2_cci_retr,p2_match_first,p2_crit_step,p2_impl_recovery,p2_impl_fail,p3_contam_high,p3_contam_low,p3_depth_high
ALGO,CC_037,Gemini,0.5714,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,insufficient,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALGO,CC_037,Llama,0.5714,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,insufficient,ambiguous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALGO,CC_037,GPT-4o,0.5714,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,insufficient,ambiguous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALGO,CC_037,o4-mini,0.5714,1.0,0.0,1.0,,,,2.0,0.0,2.0,-2.0,1.0,retrieval,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALGO,CC_038,Claude,0.5556,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,insufficient,ambiguous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALGO,CC_038,Gemini,0.5556,1.0,0.0,1.0,,,,2.0,0.0,2.0,-2.0,1.0,retrieval,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALGO,CC_038,Llama,0.5556,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,insufficient,ambiguous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALGO,CC_038,GPT-4o,0.5556,1.0,0.0,1.0,,,,2.0,0.0,2.0,-2.0,1.0,retrieval,ambiguous,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALGO,CC_038,o4-mini,0.5556,1.0,0.0,1.0,,,,2.0,0.0,2.0,-2.0,1.0,retrieval,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALGO,CC_039,Claude,0.0,0.0,1.0,-1.0,,,,0.0,1.0,1.0,1.0,1.0,insufficient,ambiguous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ALGO,CC_039,Gemini,0.0,0.0,0.0,0.0,,,,0.0,1.0,1.0,1.0,1.0,insufficient,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ALGO,CC_039,Llama,0.0,0.0,0.0,0.0,,,,0.0,1.0,1.0,1.0,1.0,insufficient,ambiguous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ALGO,CC_039,GPT-4o,0.0,0.0,0.0,0.0,,,,0.0,1.0,1.0,1.0,1.0,insufficient,ambiguous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ALGO,CC_039,o4-mini,0.0,1.0,1.0,0.0,,,,0.0,3.0,3.0,3.0,1.0,computation,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ALGO,CC_04,Claude,0.0,1.0,0.0,1.0,0.0,0.0,False,4.0,1.0,5.0,-3.0,0.6,retrieval,mixed,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ALGO,CC_04,Gemini,0.0,0.0,1.0,-1.0,0.3333333333333333,0.0,False,1.0,1.0,2.0,0.0,0.0,mixed,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ALGO,CC_04,Llama,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,False,1.0,3.0,4.0,2.0,0.5,computation,ambiguous,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
ALGO,CC_04,GPT-4o,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,False,1.0,3.0,4.0,2.0,0.5,computation,ambiguous,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
ALGO,CC_04,o4-mini,0.0,1.0,1.0,0.0,,,True,0.0,4.0,4.0,4.0,1.0,computation,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
ALGO,CC_040,Claude,0.0,0.0,0.0,0.0,,,,0.0,1.0,1.0,1.0,1.0,insufficient,ambiguous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ALGO,CC_040,Gemini,0.0,1.0,0.0,1.0,,,,2.0,1.0,3.0,-1.0,0.3333333333333333,weak_retrieval,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ALGO,CC_040,Llama,0.0,0.0,0.0,0.0,,,,0.0,1.0,1.0,1.0,1.0,insufficient,ambiguous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ALGO,CC_040,GPT-4o,0.0,0.0,0.0,0.0,,,,0.0,1.0,1.0,1.0,1.0,insufficient,ambiguous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ALGO,CC_040,o4-mini,0.0,1.0,1.0,0.0,,,,0.0,3.0,3.0,3.0,1.0,computation,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ALGO,CC_041,Claude,0.0,1.0,0.0,1.0,,,,2.0,1.0,3.0,-1.0,0.3333333333333333,weak_retrieval,ambiguous,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ALGO,CC_041,Gemini,0.0,0.0,0.0,0.0,,,,0.0,1.0,1.0,1.0,1.0,insufficient,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ALGO,CC_041,Llama,0.0,0.0,0.0,0.0,,,,0.0,1.0,1.0,1.0,1.0,insufficient,ambiguous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ALGO,CC_041,GPT-4o,0.0,0.0,0.0,0.0,,,,0.0,1.0,1.0,1.0,1.0,insufficient,ambiguous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ALGO,CC_041,o4-mini,0.0,1.0,1.0,0.0,,,,0.0,3.0,3.0,3.0,1.0,computation,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ALGO,CC_042,Claude,0.5385,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,insufficient,ambiguous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALGO,CC_042,Gemini,0.5385,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,insufficient,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALGO,CC_042,Llama,0.5385,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,insufficient,ambiguous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALGO,CC_042,GPT-4o,0.5385,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,insufficient,ambiguous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALGO,CC_042,o4-mini,0.5385,1.0,1.0,0.0,,,,0.0,2.0,2.0,2.0,1.0,computation,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALGO,CC_043,Claude,0.0,0.0,0.0,0.0,,,,0.0,1.0,1.0,1.0,1.0,insufficient,ambiguous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ALGO,CC_043,Gemini,0.0,0.0,0.0,0.0,,,,0.0,1.0,1.0,1.0,1.0,insufficient,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ALGO,CC_043,Llama,0.0,0.0,0.0,0.0,,,,0.0,1.0,1.0,1.0,1.0,insufficient,ambiguous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ALGO,CC_043,GPT-4o,0.0,0.0,0.0,0.0,,,,0.0,1.0,1.0,1.0,1.0,insufficient,ambiguous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ALGO,CC_043,o4-mini,0.0,1.0,0.0,1.0,,,,2.0,1.0,3.0,-1.0,0.3333333333333333,weak_retrieval,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ALGO,CC_044,Claude,0.5,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,insufficient,ambiguous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALGO,CC_044,Gemini,0.5,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,insufficient,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALGO,CC_044,Llama,0.5,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,insufficient,ambiguous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALGO,CC_044,GPT-4o,0.5,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,insufficient,ambiguous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALGO,CC_044,o4-mini,0.5,1.0,1.0,0.0,,,,0.0,2.0,2.0,2.0,1.0,computation,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALGO,CC_045,Claude,0.4545,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,insufficient,ambiguous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALGO,CC_045,Gemini,0.4545,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,insufficient,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALGO,CC_045,Llama,0.4545,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,insufficient,ambiguous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALGO,CC_045,GPT-4o,0.4545,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,insufficient,ambiguous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALGO,CC_045,o4-mini,0.4545,1.0,1.0,0.0,,,,0.0,2.0,2.0,2.0,1.0,computation,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALGO,CC_05,Claude,0.0,1.0,1.0,0.0,0.6666666666666666,1.0,True,0.0,7.0,7.0,7.0,1.0,computation,computation_signal,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
ALGO,CC_05,Gemini,0.0,1.0,1.0,0.0,0.0,0.0,False,2.0,3.0,5.0,1.0,0.2,weak_computation,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ALGO,CC_05,Llama,0.0,0.0,0.0,0.0,0.0,0.0,False,2.0,1.0,3.0,-1.0,0.3333333333333333,weak_retrieval,ambiguous,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ALGO,CC_05,GPT-4o,0.0,1.0,0.0,1.0,0.3333333333333333,0.0,True,2.0,3.0,5.0,1.0,0.2,weak_computation,ambiguous,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
ALGO,CC_05,o4-mini,0.0,1.0,1.0,0.0,,,True,0.0,4.0,4.0,4.0,1.0,computation,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
ALGO,CC_06,Claude,0.0,0.0,0.0,0.0,0.0,0.0,False,2.0,1.0,3.0,-1.0,0.3333333333333333,weak_retrieval,mixed,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ALGO,CC_06,Gemini,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,False,1.0,2.0,3.0,1.0,0.3333333333333333,weak_computation,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
ALGO,CC_06,Llama,0.0,0.0,0.0,0.0,0.0,0.0,False,2.0,1.0,3.0,-1.0,0.3333333333333333,weak_retrieval,ambiguous,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ALGO,CC_06,GPT-4o,0.0,1.0,0.0,1.0,0.3333333333333333,1.0,False,3.0,2.0,5.0,-1.0,0.2,weak_retrieval,ambiguous,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
ALGO,CC_06,o4-mini,0.0,1.0,1.0,0.0,,,True,0.0,4.0,4.0,4.0,1.0,computation,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
ALGO,CC_07,Claude,0.0,1.0,1.0,0.0,0.3333333333333333,0.0,False,1.0,3.0,4.0,2.0,0.5,computation,mixed,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ALGO,CC_07,Gemini,0.0,1.0,1.0,0.0,0.3333333333333333,0.0,False,1.0,3.0,4.0,2.0,0.5,computation,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ALGO,CC_07,Llama,0.0,1.0,0.0,1.0,0.3333333333333333,0.0,False,3.0,2.0,5.0,-1.0,0.2,weak_retrieval,ambiguous,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
ALGO,CC_07,GPT-4o,0.0,0.0,0.0,0.0,0.0,0.0,False,2.0,1.0,3.0,-1.0,0.3333333333333333,weak_retrieval,ambiguous,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ALGO,CC_07,o4-mini,0.0,1.0,1.0,0.0,,,True,0.0,4.0,4.0,4.0,1.0,computation,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
ALGO,CC_08,Claude,0.0,1.0,0.0,1.0,0.0,0.0,False,4.0,1.0,5.0,-3.0,0.6,retrieval,mixed,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ALGO,CC_08,Gemini,0.0,0.0,1.0,-1.0,0.0,0.0,False,2.0,1.0,3.0,-1.0,0.3333333333333333,weak_retrieval,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
