problem_id,variant_type,model,raw_response,behavioral_correct,correct_answer,problem_family,contamination_pole,difficulty,old_verified,rescored_correct,verify_method,rescore_reason,verdict_changed
BW_002,canonical,openai/o4-mini,"1. pick-up h  
2. stack h i  
3. pick-up k  
4. stack k h  
5. pick-up b  
6. stack b k  
7. pick-up a  
8. stack a b  
9. pick-up g  
10. stack g a  
11. pick-up j  
12. stack j g",True,"pick-up k
 stack k h
 pick-up i
 stack i k
 pick-up b
 stack b i
 pick-up a
 stack a b
 pick-up g
 stack g a
 pick-up j
 stack j g",planning_suite,high,hard,True,True,state_machine,correct,False
BW_010,W1,openai/o4-mini,"1. pick-up b
2. stack b f
3. pick-up a
4. stack a b
5. pick-up e
6. stack e a
7. pick-up d
8. stack d e",True,"pick-up b
stack b f
pick-up a
stack a b
pick-up e
stack e a
pick-up d
stack d e",planning_suite,high,easy,True,True,state_machine,correct,False
BW_010,W2,openai/o4-mini,"1. pick-up b  
2. stack b f  
3. pick-up a  
4. stack a b  
5. pick-up e  
6. stack e a  
7. pick-up d  
8. stack d e",True,"pick-up b
stack b f
pick-up a
stack a b
pick-up e
stack e a
pick-up d
stack d e",planning_suite,high,easy,True,True,state_machine,correct,False
BW_010,W3,openai/o4-mini,,False,"select Brian
place Brian under Felix
select Alice
place Alice under Brian
select Ethan
place Ethan under Alice
select Diana
place Diana under Ethan",planning_suite,high,easy,False,False,state_machine,incorrect,False
BW_010,W4,openai/o4-mini,"1. pick-up b
2. stack b f
3. pick-up a
4. stack a b
5. pick-up e
6. stack e a
7. pick-up d
8. stack d e",True,"pick-up b
stack b f
pick-up a
stack a b
pick-up e
stack e a
pick-up d
stack d e",planning_suite,high,easy,True,True,state_machine,correct,False
BW_010,W5,openai/o4-mini,"1. unstack d e  
2. put-down d  
3. unstack e a  
4. put-down e  
5. unstack a b  
6. put-down a  
7. unstack b f  
8. put-down b",True,"unstack d e
put-down d
unstack e a
put-down e
unstack a b
put-down a
unstack b f
put-down b",planning_suite,high,easy,True,True,state_machine,correct,False
BW_010,W6,openai/o4-mini,"1. pick-up a  
2. stack a d  
3. pick-up b  
4. stack b a  
5. pick-up e  
6. stack e b  
7. pick-up f  
8. stack f e  
9. pick-up c  
10. stack c f",True,"pick-up a
stack a d
pick-up b
stack b a
pick-up e
stack e b
pick-up f
stack f e
pick-up c
stack c f",planning_suite,high,easy,True,True,state_machine,correct,False
BW_010,canonical,openai/o4-mini,"1. pick-up b  
2. stack b f  
3. pick-up a  
4. stack a b  
5. pick-up e  
6. stack e a  
7. pick-up d  
8. stack d e",True,"pick-up b
stack b f
pick-up a
stack a b
pick-up e
stack e a
pick-up d
stack d e",planning_suite,high,easy,True,True,state_machine,correct,False
BW_011,W1,openai/o4-mini,"1 pick-up i  
2 stack i b  
3 pick-up h  
4 stack h i  
5 pick-up e  
6 stack e h  
7 pick-up j  
8 stack j e  
9 pick-up l  
10 stack l j  
11 pick-up a  
12 stack a l  
13 pick-up g  
14 stack g a  
15 pick-up k  
16 stack k g  
17 pick-up c  
18 stack c k",True,"pick-up i
stack i b
pick-up h
stack h i
pick-up e
stack e h
pick-up j
stack j e
pick-up l
stack l j
pick-up a
stack a l
pick-up g
stack g a
pick-up k
stack k g
pick-up c
stack c k",planning_suite,high,hard,True,True,state_machine,correct,False
BW_011,W2,openai/o4-mini,"1. pick-up i  
2. stack i b  
3. pick-up h  
4. stack h i  
5. pick-up e  
6. stack e h  
7. pick-up j  
8. stack j e  
9. pick-up l  
10. stack l j  
11. pick-up a  
12. stack a l  
13. pick-up g  
14. stack g a  
15. pick-up k  
16. stack k g  
17. pick-up c  
18. stack c k",True,"pick-up i
stack i b
pick-up h
stack h i
pick-up e
stack e h
pick-up j
stack j e
pick-up l
stack l j
pick-up a
stack a l
pick-up g
stack g a
pick-up k
stack k g
pick-up c
stack c k",planning_suite,high,hard,True,True,state_machine,correct,False
BW_011,W3,openai/o4-mini,"1. select Carol  
2. place Carol under Kevin  
3. select Kevin  
4. place Kevin under George  
5. select George  
6. place George under Amy  
7. select Amy  
8. place Amy under Laura  
9. select Laura  
10. place Laura under Jack  
11. select Jack  
12. place Jack under Edward  
13. select Edward  
14. place Edward under Helen  
15. select Helen  
16. place Helen under Ivan  
17. select Ivan  
18. place Ivan under Ben",False,"select Ivan
place Ivan under Ben
select Helen
place Helen under Ivan
select Edward
place Edward under Helen
select Jack
place Jack under Edward
select Laura
place Laura under Jack
select Amy
place Amy under Laura
select George
place George under Amy
select Kevin
place Kevin under George
select Carol
place Carol under Kevin",planning_suite,high,hard,False,False,state_machine,incorrect,False
BW_011,W4,openai/o4-mini,"1. pick-up i  
2. stack i b  
3. pick-up h  
4. stack h i  
5. pick-up e  
6. stack e h  
7. pick-up j  
8. stack j e  
9. pick-up l  
10. stack l j  
11. pick-up a  
12. stack a l  
13. pick-up g  
14. stack g a  
15. pick-up k  
16. stack k g  
17. pick-up c  
18. stack c k",True,"pick-up i
stack i b
pick-up h
stack h i
pick-up e
stack e h
pick-up j
stack j e
pick-up l
stack l j
pick-up a
stack a l
pick-up g
stack g a
pick-up k
stack k g
pick-up c
stack c k",planning_suite,high,hard,True,True,state_machine,correct,False
BW_011,W5,openai/o4-mini,"1. unstack c k  
2. put-down c  
3. unstack k g  
4. put-down k  
5. unstack g a  
6. put-down g  
7. unstack a l  
8. put-down a  
9. unstack l j  
10. put-down l  
11. unstack j e  
12. put-down j  
13. unstack e h  
14. put-down e  
15. unstack h i  
16. put-down h  
17. unstack i b  
18. put-down i",True,"unstack c k
put-down c
unstack k g
put-down k
unstack g a
put-down g
unstack a l
put-down a
unstack l j
put-down l
unstack j e
put-down j
unstack e h
put-down e
unstack h i
put-down h
unstack i b
put-down i",planning_suite,high,hard,True,True,state_machine,correct,False
BW_011,W6,openai/o4-mini,"1. pick-up j  
2. stack j d  
3. pick-up c  
4. stack c j  
5. pick-up k  
6. stack k c  
7. pick-up b  
8. stack b k  
9. pick-up f  
10. stack f b  
11. pick-up e  
12. stack e f  
13. pick-up a  
14. stack a e  
15. pick-up i  
16. stack i a  
17. pick-up h  
18. stack h i  
19. pick-up g  
20. stack g h",True,"pick-up j
stack j d
pick-up c
stack c j
pick-up k
stack k c
pick-up b
stack b k
pick-up f
stack f b
pick-up e
stack e f
pick-up a
stack a e
pick-up i
stack i a
pick-up h
stack h i
pick-up g
stack g h",planning_suite,high,hard,True,True,state_machine,correct,False
BW_011,canonical,openai/o4-mini,"1. pick-up i  
2. stack i b  
3. pick-up h  
4. stack h i  
5. pick-up e  
6. stack e h  
7. pick-up j  
8. stack j e  
9. pick-up l  
10. stack l j  
11. pick-up a  
12. stack a l  
13. pick-up g  
14. stack g a  
15. pick-up k  
16. stack k g  
17. pick-up c  
18. stack c k",True,"pick-up i
stack i b
pick-up h
stack h i
pick-up e
stack e h
pick-up j
stack j e
pick-up l
stack l j
pick-up a
stack a l
pick-up g
stack g a
pick-up k
stack k g
pick-up c
stack c k",planning_suite,high,hard,True,True,state_machine,correct,False
BW_014,W1,openai/o4-mini,"1. pick-up e  
2. stack e g  
3. pick-up l  
4. stack l e",True,"pick-up e
 stack e g
 pick-up l
 stack l e",planning_suite,high,easy,True,True,state_machine,correct,False
BW_014,W2,openai/o4-mini,"1. pick-up e  
2. stack e g  
3. pick-up l  
4. stack l e",True,"pick-up e
 stack e g
 pick-up l
 stack l e",planning_suite,high,easy,True,True,state_machine,correct,False
BW_014,W3,openai/o4-mini,"1. select Lisa  
2. place Lisa under Eve  
3. select Eve  
4. place Eve under Grace",False,"select Lisa
place Lisa under Eve
select Eve
place Eve under Grace",planning_suite,high,easy,True,False,state_machine,incorrect,True
BW_014,W4,openai/o4-mini,"1. pick-up e  
2. stack e g  
3. pick-up l  
4. stack l e",True,"pick-up e
 stack e g
 pick-up l
 stack l e",planning_suite,high,easy,True,True,state_machine,correct,False
BW_014,W5,openai/o4-mini,"1. unstack l e
2. put-down l
3. unstack e g
4. put-down e",True,"unstack l e
put-down l
unstack e g
put-down e",planning_suite,high,easy,True,True,state_machine,correct,False
BW_014,W6,openai/o4-mini,"1. pick-up d  
2. stack d f  
3. pick-up h  
4. stack h d",True,"pick-up d
 stack d f
 pick-up h
 stack h d",planning_suite,high,easy,True,True,state_machine,correct,False
BW_014,canonical,openai/o4-mini,"1. pick-up e
2. stack e g
3. pick-up l
4. stack l e",True,"pick-up e
 stack e g
 pick-up l
 stack l e",planning_suite,high,easy,True,True,state_machine,correct,False
BW_022,W1,openai/o4-mini,"1. pick-up k
2. stack k f
3. pick-up b
4. stack b k
5. pick-up c
6. stack c b
7. pick-up g
8. stack g c",True,"pick-up k
 stack k f
 pick-up b
 stack b k
 pick-up c
 stack c b
 pick-up g
 stack g c",planning_suite,high,medium,True,True,state_machine,correct,False
BW_022,W2,openai/o4-mini,"1. pick-up k  
2. stack k f  
3. pick-up b  
4. stack b k  
5. pick-up c  
6. stack c b  
7. pick-up g  
8. stack g c",True,"pick-up k
 stack k f
 pick-up b
 stack b k
 pick-up c
 stack c b
 pick-up g
 stack g c",planning_suite,high,medium,True,True,state_machine,correct,False
BW_022,W3,openai/o4-mini,"1. select Grace  
2. place Grace under Carol  
3. select Carol  
4. place Carol under Bob  
5. select Bob  
6. place Bob under Kevin  
7. select Kevin  
8. place Kevin under Frank",False,"select Grace
place Grace under Carol
select Carol
place Carol under Bob
select Bob
place Bob under Kevin
select Kevin
place Kevin under Frank",planning_suite,high,medium,True,False,state_machine,incorrect,True
BW_022,W4,openai/o4-mini,"1. pick-up k  
2. stack k f  
3. pick-up b  
4. stack b k  
5. pick-up c  
6. stack c b  
7. pick-up g  
8. stack g c",True,"pick-up k
 stack k f
 pick-up b
 stack b k
 pick-up c
 stack c b
 pick-up g
 stack g c",planning_suite,high,medium,True,True,state_machine,correct,False
BW_022,W5,openai/o4-mini,"1. unstack g c  
2. put-down g  
3. unstack c b  
4. put-down c  
5. unstack b k  
6. put-down b  
7. unstack k f  
8. put-down k",True,"unstack g c
put-down g
unstack c b
put-down c
unstack b k
put-down b
unstack k f
put-down k",planning_suite,high,medium,True,True,state_machine,correct,False
BW_022,W6,openai/o4-mini,"1. pick-up m  
2. stack m j  
3. pick-up h  
4. stack h m  
5. pick-up i  
6. stack i h  
7. pick-up l  
8. stack l i",True,"pick-up m
 stack m j
 pick-up h
 stack h m
 pick-up i
 stack i h
 pick-up l
 stack l i",planning_suite,high,medium,True,True,state_machine,correct,False
BW_022,canonical,openai/o4-mini,"1. pick-up k  
2. stack k f  
3. pick-up b  
4. stack b k  
5. pick-up c  
6. stack c b  
7. pick-up g  
8. stack g c",True,"pick-up k
 stack k f
 pick-up b
 stack b k
 pick-up c
 stack c b
 pick-up g
 stack g c",planning_suite,high,medium,True,True,state_machine,correct,False
BW_080,W1,openai/o4-mini,"1. pick-up j  
2. stack j f  
3. pick-up e  
4. stack e j  
5. pick-up i  
6. stack i e  
7. pick-up c  
8. stack c i  
9. pick-up l  
10. stack l c",True,"pick-up j
stack j f
pick-up e
stack e j
pick-up i
stack i e
pick-up c
stack c i
pick-up l
stack l c",planning_suite,high,medium,True,True,state_machine,correct,False
BW_080,W2,openai/o4-mini,"1. pick-up j  
2. stack j f  
3. pick-up e  
4. stack e j  
5. pick-up i  
6. stack i e  
7. pick-up c  
8. stack c i  
9. pick-up l  
10. stack l c",True,"pick-up j
stack j f
pick-up e
stack e j
pick-up i
stack i e
pick-up c
stack c i
pick-up l
stack l c",planning_suite,high,medium,True,True,state_machine,correct,False
BW_080,W3,openai/o4-mini,"1. select Laura  
2. place Laura under Clara  
3. select Clara  
4. place Clara under Ivan  
5. select Ivan  
6. place Ivan under Ethan  
7. select Ethan  
8. place Ethan under Jake  
9. select Jake  
10. place Jake under Felix",False,"select Jake
place Jake under Felix
select Ethan
place Ethan under Jake
select Ivan
place Ivan under Ethan
select Clara
place Clara under Ivan
select Laura
place Laura under Clara",planning_suite,high,medium,False,False,state_machine,incorrect,False
BW_080,W4,openai/o4-mini,"1. pick-up j  
2. stack j f  
3. pick-up e  
4. stack e j  
5. pick-up i  
6. stack i e  
7. pick-up c  
8. stack c i  
9. pick-up l  
10. stack l c",True,"pick-up j
stack j f
pick-up e
stack e j
pick-up i
stack i e
pick-up c
stack c i
pick-up l
stack l c",planning_suite,high,medium,True,True,state_machine,correct,False
BW_080,W5,openai/o4-mini,"1. unstack l c
2. put-down l
3. unstack c i
4. put-down c
5. unstack i e
6. put-down i
7. unstack e j
8. put-down e
9. unstack j f
10. put-down j",True,"unstack l c
put-down l
unstack c i
put-down c
unstack i e
put-down i
unstack e j
put-down e
unstack j f
put-down j",planning_suite,high,medium,True,True,state_machine,correct,False
BW_080,W6,openai/o4-mini,"1. pick-up d
2. stack d f
3. pick-up c
4. stack c d
5. pick-up a
6. stack a c
7. pick-up g
8. stack g a
9. pick-up e
10. stack e g
11. pick-up b
12. stack b e",True,"pick-up d
stack d f
pick-up c
stack c d
pick-up a
stack a c
pick-up g
stack g a
pick-up e
stack e g
pick-up b
stack b e",planning_suite,high,medium,True,True,state_machine,correct,False
BW_080,canonical,openai/o4-mini,"1. pick-up j  
2. stack j f  
3. pick-up e  
4. stack e j  
5. pick-up i  
6. stack i e  
7. pick-up c  
8. stack c i  
9. pick-up l  
10. stack l c",True,"pick-up j
stack j f
pick-up e
stack e j
pick-up i
stack i e
pick-up c
stack c i
pick-up l
stack l c",planning_suite,high,medium,True,True,state_machine,correct,False
BW_120,W1,openai/o4-mini,"1. pick-up g  
2. stack g f  
3. pick-up j  
4. stack j g  
5. pick-up c  
6. stack c j",True,"pick-up g
stack g f
pick-up j
stack j g
pick-up c
stack c j",planning_suite,high,easy,True,True,state_machine,correct,False
BW_120,W2,openai/o4-mini,"1. pick-up g  
2. stack g f  
3. pick-up j  
4. stack j g  
5. pick-up c  
6. stack c j",True,"pick-up g
stack g f
pick-up j
stack j g
pick-up c
stack c j",planning_suite,high,easy,True,True,state_machine,correct,False
BW_120,W3,openai/o4-mini,"1. select Clara  
2. place Clara under Jake  
3. select Jake  
4. place Jake under Grace  
5. select Grace  
6. place Grace under Felix",False,"select Grace
place Grace under Felix
select Jake
place Jake under Grace
select Clara
place Clara under Jake",planning_suite,high,easy,False,False,state_machine,incorrect,False
BW_120,W4,openai/o4-mini,"1. pick-up g  
2. stack g f  
3. pick-up j  
4. stack j g  
5. pick-up c  
6. stack c j",True,"pick-up g
stack g f
pick-up j
stack j g
pick-up c
stack c j",planning_suite,high,easy,True,True,state_machine,correct,False
BW_120,W5,openai/o4-mini,"1. unstack c j  
2. put-down c  
3. unstack j g  
4. put-down j  
5. unstack g f  
6. put-down g",True,"unstack c j
put-down c
unstack j g
put-down j
unstack g f
put-down g",planning_suite,high,easy,True,True,state_machine,correct,False
BW_120,W6,openai/o4-mini,"1. pick-up d  
2. stack d e  
3. pick-up b  
4. stack b d  
5. pick-up c  
6. stack c b  
7. pick-up a  
8. stack a c",True,"pick-up d
stack d e
pick-up b
stack b d
pick-up c
stack c b
pick-up a
stack a c",planning_suite,high,easy,True,True,state_machine,correct,False
BW_120,canonical,openai/o4-mini,"1. pick-up g  
2. stack g f  
3. pick-up j  
4. stack j g  
5. pick-up c  
6. stack c j",True,"pick-up g
stack g f
pick-up j
stack j g
pick-up c
stack c j",planning_suite,high,easy,True,True,state_machine,correct,False
BW_137,W1,openai/o4-mini,"1. pick-up g
2. stack g i
3. pick-up f
4. stack f g
5. pick-up c
6. stack c f
7. pick-up h
8. stack h c
9. pick-up l
10. stack l h
11. pick-up e
12. stack e l
13. pick-up j
14. stack j e
15. pick-up b
16. stack b j
17. pick-up a
18. stack a b
19. pick-up d
20. stack d a",True,"pick-up g
stack g i
pick-up f
stack f g
pick-up c
stack c f
pick-up h
stack h c
pick-up l
stack l h
pick-up e
stack e l
pick-up j
stack j e
pick-up b
stack b j
pick-up a
stack a b
pick-up d
stack d a",planning_suite,high,hard,True,True,state_machine,correct,False
BW_137,W2,openai/o4-mini,"1. pick-up g  
2. stack g i  
3. pick-up f  
4. stack f g  
5. pick-up c  
6. stack c f  
7. pick-up h  
8. stack h c  
9. pick-up l  
10. stack l h  
11. pick-up e  
12. stack e l  
13. pick-up j  
14. stack j e  
15. pick-up b  
16. stack b j  
17. pick-up a  
18. stack a b  
19. pick-up d  
20. stack d a",True,"pick-up g
stack g i
pick-up f
stack f g
pick-up c
stack c f
pick-up h
stack h c
pick-up l
stack l h
pick-up e
stack e l
pick-up j
stack j e
pick-up b
stack b j
pick-up a
stack a b
pick-up d
stack d a",planning_suite,high,hard,True,True,state_machine,correct,False
BW_137,W3,openai/o4-mini,"1. select Dana  
2. place Dana under Aaron  
3. select Aaron  
4. place Aaron under Brian  
5. select Brian  
6. place Brian under Julia  
7. select Julia  
8. place Julia under Ethan  
9. select Ethan  
10. place Ethan under Lisa  
11. select Lisa  
12. place Lisa under Harry  
13. select Harry  
14. place Harry under Clara  
15. select Clara  
16. place Clara under Frank  
17. select Frank  
18. place Frank under Gloria  
19. select Gloria  
20. place Gloria under Ivan",False,"select Gloria
place Gloria under Ivan
select Frank
place Frank under Gloria
select Clara
place Clara under Frank
select Harry
place Harry under Clara
select Lisa
place Lisa under Harry
select Ethan
place Ethan under Lisa
select Julia
place Julia under Ethan
select Brian
place Brian under Julia
select Aaron
place Aaron under Brian
select Dana
place Dana under Aaron",planning_suite,high,hard,False,False,state_machine,incorrect,False
BW_137,W4,openai/o4-mini,"1. pick-up g  
2. stack g i  
3. pick-up f  
4. stack f g  
5. pick-up c  
6. stack c f  
7. pick-up h  
8. stack h c  
9. pick-up l  
10. stack l h  
11. pick-up e  
12. stack e l  
13. pick-up j  
14. stack j e  
15. pick-up b  
16. stack b j  
17. pick-up a  
18. stack a b  
19. pick-up d  
20. stack d a",True,"pick-up g
stack g i
pick-up f
stack f g
pick-up c
stack c f
pick-up h
stack h c
pick-up l
stack l h
pick-up e
stack e l
pick-up j
stack j e
pick-up b
stack b j
pick-up a
stack a b
pick-up d
stack d a",planning_suite,high,hard,True,True,state_machine,correct,False
BW_137,W5,openai/o4-mini,"1. unstack d a  
2. put-down d  
3. unstack a b  
4. put-down a  
5. unstack b j  
6. put-down b  
7. unstack j e  
8. put-down j  
9. unstack e l  
10. put-down e  
11. unstack l h  
12. put-down l  
13. unstack h c  
14. put-down h  
15. unstack c f  
16. put-down c  
17. unstack f g  
18. put-down f  
19. unstack g i  
20. put-down g",True,"unstack d a
put-down d
unstack a b
put-down a
unstack b j
put-down b
unstack j e
put-down j
unstack e l
put-down e
unstack l h
put-down l
unstack h c
put-down h
unstack c f
put-down c
unstack f g
put-down f
unstack g i
put-down g",planning_suite,high,hard,True,True,state_machine,correct,False
BW_137,W6,openai/o4-mini,"1. pick-up l  
2. stack l f  
3. pick-up h  
4. stack h l  
5. pick-up e  
6. stack e h  
7. pick-up d  
8. stack d e  
9. pick-up k  
10. stack k d  
11. pick-up i  
12. stack i k  
13. pick-up c  
14. stack c i  
15. pick-up j  
16. stack j c  
17. pick-up a  
18. stack a j  
19. pick-up b  
20. stack b a  
21. pick-up g  
22. stack g b",True,"pick-up l
stack l f
pick-up h
stack h l
pick-up e
stack e h
pick-up d
stack d e
pick-up k
stack k d
pick-up i
stack i k
pick-up c
stack c i
pick-up j
stack j c
pick-up a
stack a j
pick-up b
stack b a
pick-up g
stack g b",planning_suite,high,hard,True,True,state_machine,correct,False
BW_137,canonical,openai/o4-mini,"1 pick-up g  
2 stack g i  
3 pick-up f  
4 stack f g  
5 pick-up c  
6 stack c f  
7 pick-up h  
8 stack h c  
9 pick-up l  
10 stack l h  
11 pick-up e  
12 stack e l  
13 pick-up j  
14 stack j e  
15 pick-up b  
16 stack b j  
17 pick-up a  
18 stack a b  
19 pick-up d  
20 stack d a",True,"pick-up g
stack g i
pick-up f
stack f g
pick-up c
stack c f
pick-up h
stack h c
pick-up l
stack l h
pick-up e
stack e l
pick-up j
stack j e
pick-up b
stack b j
pick-up a
stack a b
pick-up d
stack d a",planning_suite,high,hard,True,True,state_machine,correct,False
BW_155,W1,openai/o4-mini,"1. pick-up j  
2. stack j h  
3. pick-up e  
4. stack e j  
5. pick-up f  
6. stack f e  
7. pick-up i  
8. stack i f",True,"pick-up j
stack j h
pick-up e
stack e j
pick-up f
stack f e
pick-up i
stack i f",planning_suite,high,easy,True,True,state_machine,correct,False
BW_155,W2,openai/o4-mini,"1. pick-up j
2. stack j h
3. pick-up e
4. stack e j
5. pick-up f
6. stack f e
7. pick-up i
8. stack i f",True,"pick-up j
stack j h
pick-up e
stack e j
pick-up f
stack f e
pick-up i
stack i f",planning_suite,high,easy,True,True,state_machine,correct,False
BW_155,W3,openai/o4-mini,"1. select Ivan  
2. place Ivan under Frank  
3. select Frank  
4. place Frank under Eve  
5. select Eve  
6. place Eve under Jake  
7. select Jake  
8. place Jake under Henry",False,"select Jake
place Jake under Henry
select Eve
place Eve under Jake
select Frank
place Frank under Eve
select Ivan
place Ivan under Frank",planning_suite,high,easy,False,False,state_machine,incorrect,False
BW_155,W4,openai/o4-mini,"1. pick-up j  
2. stack j h  
3. pick-up e  
4. stack e j  
5. pick-up f  
6. stack f e  
7. pick-up i  
8. stack i f",True,"pick-up j
stack j h
pick-up e
stack e j
pick-up f
stack f e
pick-up i
stack i f",planning_suite,high,easy,True,True,state_machine,correct,False
