problem_id,model,correct_canonical_variant,parse_failed_canonical,correct_W3,parse_failed_W3,correct_canonical,gave_greedy_answer,any_parse_failed,VAR_canonical,VAR_W3,VRI_gap,problem_subtype,instance_type,greedy_succeeds_expected,critical_step_index,instance_contamination_score,template_contamination_score,difficulty_numeric,CCI,TEP,greedy_assessment_correct,critical_point_identified,cci_alg,cci_crit,match_first,cci_composite,greedy_assessment_correct_bool,critical_point_identified_num,gave_greedy_answer_bool,greedy_succeeds_expected_bool,greedy_succeeds,instance_rank_pct,instance_contamination_half,ACI,missing_core,missing_phase2,parse_failure_or_missing,convergence_label,label_appendix,label_legacy_five_field
WIS_003,anthropic/claude-sonnet-4,False,False,False,False,False,False,False,0.0,0.0,0.0,wis,adversarial,False,0,0.0,0.0,14,0.3333333333333333,0.1538461538461538,True,True,0.0,0.0,0.0,0.0,True,1.0,False,False,1.0,0.4708333333333333,bottom,0.0,False,False,False,mixed,mixed,mixed
WIS_004,anthropic/claude-sonnet-4,False,False,False,False,False,False,False,0.0,0.0,0.0,wis,adversarial,False,1,0.0,0.0,16,0.3333333333333333,0.1538461538461538,True,True,0.0,0.0,0.0,0.0,True,1.0,False,False,1.0,0.4708333333333333,bottom,0.0,False,False,False,mixed,mixed,mixed
WIS_005,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,wis,adversarial,True,-1,0.0,0.0,18,0.3333333333333333,0.1538461538461538,False,False,,,,,False,0.0,,True,0.0,0.4708333333333333,bottom,,False,True,False,ambiguous,mixed,ambiguous
CC_031,anthropic/claude-sonnet-4,False,False,False,True,False,,True,0.0,0.0,0.0,coin_change,standard,True,-1,0.0,0.1094,2,0.2666666666666666,0.2,,False,,,,,,0.0,,True,0.0,0.345,bottom,,False,True,True,ambiguous,mixed,ambiguous
CC_032,anthropic/claude-sonnet-4,False,False,True,False,False,,False,0.0,1.0,-1.0,coin_change,standard,True,-1,0.0,0.1077,2,0.2666666666666666,0.2,True,False,,,,,True,0.0,,True,0.0,0.345,bottom,,False,True,False,ambiguous,ambiguous,ambiguous
CC_033,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,coin_change,standard,True,-1,0.6875,0.1094,2,0.2666666666666666,0.2,True,False,,,,,True,0.0,,True,0.0,0.985,top,,False,True,False,ambiguous,ambiguous,ambiguous
CC_034,anthropic/claude-sonnet-4,True,False,False,True,True,,True,1.0,0.0,1.0,coin_change,standard,True,-1,0.0,0.1094,2,0.2666666666666666,0.2,,False,,,,,,0.0,,True,0.0,0.345,bottom,,False,True,True,ambiguous,mixed,ambiguous
CC_035,anthropic/claude-sonnet-4,True,False,True,False,True,,False,1.0,1.0,0.0,coin_change,standard,True,-1,0.6364,0.1094,2,0.2666666666666666,0.2,True,False,,,,,True,0.0,,True,0.0,0.905,top,,False,True,False,ambiguous,mixed,ambiguous
CC_036,anthropic/claude-sonnet-4,True,False,False,True,True,,True,1.0,0.0,1.0,coin_change,standard,True,-1,0.6667,0.1094,2,0.2666666666666666,0.2,True,False,,,,,True,0.0,,True,0.0,0.945,top,,False,True,True,ambiguous,ambiguous,ambiguous
CC_037,anthropic/claude-sonnet-4,False,False,False,True,False,,True,0.0,0.0,0.0,coin_change,standard,True,-1,0.5714,0.1094,2,0.2666666666666666,0.2,True,False,,,,,True,0.0,,True,0.0,0.865,top,,False,True,True,ambiguous,ambiguous,ambiguous
CC_038,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,coin_change,standard,True,-1,0.5556,0.1094,2,0.2666666666666666,0.2,True,False,,,,,True,0.0,,True,0.0,0.825,top,,False,True,False,ambiguous,ambiguous,ambiguous
CC_039,anthropic/claude-sonnet-4,False,False,True,False,False,,False,0.0,1.0,-1.0,coin_change,standard,True,-1,0.0,0.1094,2,0.2666666666666666,0.2,False,False,,,,,False,0.0,,True,0.0,0.345,bottom,,False,True,False,ambiguous,ambiguous,ambiguous
CC_040,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,coin_change,standard,True,-1,0.0,0.1094,2,0.2666666666666666,0.2,False,False,,,,,False,0.0,,True,0.0,0.345,bottom,,False,True,False,ambiguous,mixed,ambiguous
CC_041,anthropic/claude-sonnet-4,True,False,False,False,True,,False,1.0,0.0,1.0,coin_change,standard,True,-1,0.0,0.1094,2,0.2666666666666666,0.2,False,False,,,,,False,0.0,,True,0.0,0.345,bottom,,False,True,False,ambiguous,mixed,ambiguous
CC_042,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,coin_change,standard,True,-1,0.5385,0.127,2,0.2666666666666666,0.2,False,False,,,,,False,0.0,,True,0.0,0.785,top,,False,True,False,ambiguous,ambiguous,ambiguous
CC_043,anthropic/claude-sonnet-4,False,False,False,True,False,,True,0.0,0.0,0.0,coin_change,standard,True,-1,0.0,0.1094,2,0.2666666666666666,0.2,False,False,,,,,False,0.0,,True,0.0,0.345,bottom,,False,True,True,ambiguous,mixed,ambiguous
CC_044,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,coin_change,standard,True,-1,0.5,0.127,2,0.2666666666666666,0.2,False,False,,,,,False,0.0,,True,0.0,0.745,top,,False,True,False,ambiguous,ambiguous,ambiguous
CC_045,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,coin_change,standard,True,-1,0.4545,0.127,2,0.2666666666666666,0.2,False,False,,,,,False,0.0,,True,0.0,0.705,top,,False,True,False,ambiguous,ambiguous,ambiguous
SP_019,anthropic/claude-sonnet-4,True,False,False,False,True,False,False,1.0,0.0,1.0,shortest_path,standard,False,0,0.5,0.0538,3,0.3823529411764705,0.1470588235294117,True,False,0.0,0.0,0.0,0.0,True,0.0,False,False,1.0,0.7386363636363636,top,0.0,False,False,False,retrieval_signal,retrieval,retrieval
SP_020,anthropic/claude-sonnet-4,True,False,False,False,True,False,False,1.0,0.0,1.0,shortest_path,standard,False,0,0.5,0.069,3,0.3823529411764705,0.1470588235294117,True,False,0.0,0.0,0.0,0.0,True,0.0,False,False,1.0,0.7386363636363636,top,0.0,False,False,False,retrieval_signal,retrieval,retrieval
SP_021,anthropic/claude-sonnet-4,False,False,False,False,False,False,False,0.0,0.0,0.0,shortest_path,adversarial,False,0,0.0,0.0506,3,0.3823529411764705,0.1470588235294117,True,False,0.0,0.0,0.0,0.0,True,0.0,False,False,1.0,0.3113636363636363,bottom,0.0,False,False,False,mixed,mixed,mixed
SP_023,anthropic/claude-sonnet-4,False,False,False,False,False,False,False,0.0,0.0,0.0,shortest_path,adversarial,False,0,0.5,0.0732,3,0.3823529411764705,0.1470588235294117,True,False,0.0,1.0,0.0,0.3333333333333333,True,0.0,False,False,1.0,0.7386363636363636,top,0.3333333333333333,False,False,False,mixed,ambiguous,mixed
SP_024,anthropic/claude-sonnet-4,True,False,False,False,True,False,False,1.0,0.0,1.0,shortest_path,standard,False,0,0.0,0.0464,3,0.3823529411764705,0.1470588235294117,True,True,1.0,1.0,0.0,0.6666666666666666,True,1.0,False,False,1.0,0.3113636363636363,bottom,0.6666666666666666,False,False,False,mixed,mixed,mixed
SP_026,anthropic/claude-sonnet-4,True,False,False,False,True,False,False,1.0,0.0,1.0,shortest_path,standard,False,0,0.0,0.0545,3,0.3823529411764705,0.1470588235294117,True,False,0.0,0.0,0.0,0.0,True,0.0,False,False,1.0,0.3113636363636363,bottom,0.0,False,False,False,mixed,mixed,mixed
SP_027,anthropic/claude-sonnet-4,True,False,False,False,True,False,False,1.0,0.0,1.0,shortest_path,standard,False,0,0.0,0.0538,3,0.3823529411764705,0.1470588235294117,True,False,0.0,1.0,0.0,0.3333333333333333,True,0.0,False,False,1.0,0.3113636363636363,bottom,0.3333333333333333,False,False,False,mixed,mixed,mixed
SP_028,anthropic/claude-sonnet-4,False,False,False,False,False,False,False,0.0,0.0,0.0,shortest_path,adversarial,False,0,0.0,0.0625,3,0.3823529411764705,0.1470588235294117,True,True,0.0,1.0,0.0,0.3333333333333333,True,1.0,False,False,1.0,0.3113636363636363,bottom,0.3333333333333333,False,False,False,mixed,mixed,mixed
SP_029,anthropic/claude-sonnet-4,True,False,False,False,True,False,False,1.0,0.0,1.0,shortest_path,standard,False,0,0.0,0.0625,3,0.3823529411764705,0.1470588235294117,True,True,0.0,1.0,0.0,0.3333333333333333,True,1.0,False,False,1.0,0.3113636363636363,bottom,0.3333333333333333,False,False,False,mixed,mixed,mixed
SP_030,anthropic/claude-sonnet-4,False,False,False,False,False,False,False,0.0,0.0,0.0,shortest_path,adversarial,False,0,0.0,0.0625,3,0.3823529411764705,0.1470588235294117,True,True,1.0,1.0,1.0,1.0,True,1.0,False,False,1.0,0.3113636363636363,bottom,1.0,False,False,False,mixed,mixed,mixed
SP_031,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,shortest_path,adversarial,False,-1,0.0,0.069,3,0.3823529411764705,0.1470588235294117,True,False,,,,,True,0.0,,False,0.0,0.3113636363636363,bottom,,False,True,False,ambiguous,mixed,ambiguous
SP_032,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,shortest_path,adversarial,False,-1,0.5833,0.0642,3,0.3823529411764705,0.1470588235294117,,False,,,,,,0.0,,False,0.0,0.9931818181818182,top,,False,True,False,ambiguous,ambiguous,ambiguous
SP_033,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,shortest_path,adversarial,False,-1,0.5714,0.0642,3,0.3823529411764705,0.1470588235294117,True,False,,,,,True,0.0,,False,0.0,0.9204545454545454,top,,False,True,False,ambiguous,ambiguous,ambiguous
SP_034,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,shortest_path,adversarial,False,-1,0.0,0.0642,3,0.3823529411764705,0.1470588235294117,True,False,,,,,True,0.0,,False,0.0,0.3113636363636363,bottom,,False,True,False,ambiguous,mixed,ambiguous
SP_035,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,shortest_path,adversarial,False,-1,0.0,0.0882,3,0.3823529411764705,0.1470588235294117,True,False,,,,,True,0.0,,False,0.0,0.3113636363636363,bottom,,False,True,False,ambiguous,mixed,ambiguous
SP_036,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,shortest_path,adversarial,False,-1,0.5714,0.0642,3,0.3823529411764705,0.1470588235294117,True,False,,,,,True,0.0,,False,0.0,0.9204545454545454,top,,False,True,False,ambiguous,ambiguous,ambiguous
SP_037,anthropic/claude-sonnet-4,True,False,False,False,True,False,False,1.0,0.0,1.0,shortest_path,standard,False,0,0.5,0.0538,3,0.3823529411764705,0.1470588235294117,,False,0.0,0.0,0.0,0.0,,0.0,False,False,1.0,0.7386363636363636,top,0.0,False,False,False,retrieval_signal,retrieval,retrieval
SP_038,anthropic/claude-sonnet-4,False,False,False,False,False,False,False,0.0,0.0,0.0,shortest_path,adversarial,False,0,0.0,0.0506,3,0.3823529411764705,0.1470588235294117,,True,0.0,0.0,0.0,0.0,,1.0,False,False,1.0,0.3113636363636363,bottom,0.0,False,False,False,mixed,mixed,mixed
SP_039,anthropic/claude-sonnet-4,False,False,False,False,False,False,False,0.0,0.0,0.0,shortest_path,adversarial,False,0,0.0,0.0506,3,0.3823529411764705,0.1470588235294117,True,True,0.0,0.0,0.0,0.0,True,1.0,False,False,1.0,0.3113636363636363,bottom,0.0,False,False,False,mixed,mixed,mixed
SP_040,anthropic/claude-sonnet-4,True,False,False,False,True,False,False,1.0,0.0,1.0,shortest_path,standard,False,0,0.0,0.0625,3,0.3823529411764705,0.1470588235294117,True,True,0.0,0.0,0.0,0.0,True,1.0,False,False,1.0,0.3113636363636363,bottom,0.0,False,False,False,mixed,mixed,mixed
SP_042,anthropic/claude-sonnet-4,False,False,False,False,False,False,False,0.0,0.0,0.0,shortest_path,adversarial,False,0,0.0,0.0545,3,0.3823529411764705,0.1470588235294117,True,False,1.0,1.0,0.0,0.6666666666666666,True,0.0,False,False,1.0,0.3113636363636363,bottom,0.6666666666666666,False,False,False,mixed,mixed,mixed
SP_044,anthropic/claude-sonnet-4,True,False,False,False,True,False,False,1.0,0.0,1.0,shortest_path,standard,False,0,0.0,0.0584,3,0.3823529411764705,0.1470588235294117,True,True,1.0,1.0,0.0,0.6666666666666666,True,1.0,False,False,1.0,0.3113636363636363,bottom,0.6666666666666666,False,False,False,mixed,mixed,mixed
SP_045,anthropic/claude-sonnet-4,True,False,False,False,True,False,False,1.0,0.0,1.0,shortest_path,standard,False,0,0.0,0.0538,3,0.3823529411764705,0.1470588235294117,True,True,0.0,1.0,1.0,0.6666666666666666,True,1.0,False,False,1.0,0.3113636363636363,bottom,0.6666666666666666,False,False,False,mixed,mixed,mixed
SP_046,anthropic/claude-sonnet-4,True,False,False,False,True,False,False,1.0,0.0,1.0,shortest_path,standard,False,0,0.0,0.0625,3,0.3823529411764705,0.1470588235294117,True,True,1.0,1.0,0.0,0.6666666666666666,True,1.0,False,False,1.0,0.3113636363636363,bottom,0.6666666666666666,False,False,False,mixed,mixed,mixed
SP_047,anthropic/claude-sonnet-4,True,False,False,False,True,False,False,1.0,0.0,1.0,shortest_path,standard,False,0,0.0,0.0538,3,0.3823529411764705,0.1470588235294117,True,True,1.0,1.0,0.0,0.6666666666666666,True,1.0,False,False,1.0,0.3113636363636363,bottom,0.6666666666666666,False,False,False,mixed,mixed,mixed
SP_048,anthropic/claude-sonnet-4,True,False,False,False,True,False,False,1.0,0.0,1.0,shortest_path,standard,False,0,0.0,0.0625,3,0.3823529411764705,0.1470588235294117,True,True,1.0,1.0,1.0,1.0,True,1.0,False,False,1.0,0.3113636363636363,bottom,1.0,False,False,False,mixed,mixed,mixed
SP_049,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,shortest_path,adversarial,False,-1,0.0,0.069,3,0.3823529411764705,0.1470588235294117,True,False,,,,,True,0.0,,False,0.0,0.3113636363636363,bottom,,False,True,False,ambiguous,mixed,ambiguous
SP_050,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,shortest_path,adversarial,False,-1,0.5,0.0642,3,0.3823529411764705,0.1470588235294117,True,False,,,,,True,0.0,,False,0.0,0.7386363636363636,top,,False,True,False,ambiguous,ambiguous,ambiguous
SP_051,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,shortest_path,adversarial,False,-1,0.5714,0.0642,3,0.3823529411764705,0.1470588235294117,True,False,,,,,True,0.0,,False,0.0,0.9204545454545454,top,,False,True,False,ambiguous,ambiguous,ambiguous
SP_052,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,shortest_path,adversarial,False,-1,0.5714,0.069,3,0.3823529411764705,0.1470588235294117,True,False,,,,,True,0.0,,False,0.0,0.9204545454545454,top,,False,True,False,ambiguous,ambiguous,ambiguous
SP_053,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,shortest_path,adversarial,False,-1,0.0,0.0842,2,0.3823529411764705,0.1470588235294117,True,False,,,,,True,0.0,,False,0.0,0.3113636363636363,bottom,,False,True,False,ambiguous,mixed,ambiguous
SP_054,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,shortest_path,adversarial,False,-1,0.5714,0.0642,3,0.3823529411764705,0.1470588235294117,True,False,,,,,True,0.0,,False,0.0,0.9204545454545454,top,,False,True,False,ambiguous,ambiguous,ambiguous
SP_055,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,shortest_path,adversarial,False,-1,0.5,0.0882,3,0.3823529411764705,0.1470588235294117,,False,,,,,,0.0,,False,0.0,0.7386363636363636,top,,False,True,False,ambiguous,ambiguous,ambiguous
SP_056,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,shortest_path,adversarial,False,-1,0.5,0.0642,3,0.3823529411764705,0.1470588235294117,,False,,,,,,0.0,,False,0.0,0.7386363636363636,top,,False,True,False,ambiguous,ambiguous,ambiguous
SP_057,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,shortest_path,adversarial,False,-1,0.5,0.0882,3,0.3823529411764705,0.1470588235294117,True,False,,,,,True,0.0,,False,0.0,0.7386363636363636,top,,False,True,False,ambiguous,ambiguous,ambiguous
SP_058,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,shortest_path,adversarial,False,-1,0.5,0.0642,3,0.3823529411764705,0.1470588235294117,,False,,,,,,0.0,,False,0.0,0.7386363636363636,top,,False,True,False,ambiguous,ambiguous,ambiguous
SP_059,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,shortest_path,adversarial,False,-1,0.5714,0.069,3,0.3823529411764705,0.1470588235294117,True,False,,,,,True,0.0,,False,0.0,0.9204545454545454,top,,False,True,False,ambiguous,ambiguous,ambiguous
SP_060,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,shortest_path,adversarial,False,-1,0.5714,0.069,3,0.3823529411764705,0.1470588235294117,,False,,,,,,0.0,,False,0.0,0.9204545454545454,top,,False,True,False,ambiguous,ambiguous,ambiguous
SP_061,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,shortest_path,adversarial,False,-1,0.5,0.0642,3,0.3823529411764705,0.1470588235294117,True,False,,,,,True,0.0,,False,0.0,0.7386363636363636,top,,False,True,False,ambiguous,ambiguous,ambiguous
SP_062,anthropic/claude-sonnet-4,True,False,False,False,True,False,False,1.0,0.0,1.0,shortest_path,standard,False,0,0.5,0.0538,3,0.3823529411764705,0.1470588235294117,True,False,0.0,0.0,0.0,0.0,True,0.0,False,False,1.0,0.7386363636363636,top,0.0,False,False,False,retrieval_signal,retrieval,retrieval
SP_063,anthropic/claude-sonnet-4,False,False,False,False,False,False,False,0.0,0.0,0.0,shortest_path,adversarial,False,0,0.0,0.0506,3,0.3823529411764705,0.1470588235294117,True,True,1.0,0.0,0.0,0.3333333333333333,True,1.0,False,False,1.0,0.3113636363636363,bottom,0.3333333333333333,False,False,False,mixed,mixed,mixed
SP_064,anthropic/claude-sonnet-4,True,False,False,False,True,False,False,1.0,0.0,1.0,shortest_path,standard,False,0,0.5,0.0538,3,0.3823529411764705,0.1470588235294117,True,True,0.0,0.0,0.0,0.0,True,1.0,False,False,1.0,0.7386363636363636,top,0.0,False,False,False,retrieval_signal,retrieval,retrieval
SP_065,anthropic/claude-sonnet-4,True,False,False,False,True,False,False,1.0,0.0,1.0,shortest_path,standard,False,0,0.5,0.0538,3,0.3823529411764705,0.1470588235294117,True,False,1.0,0.0,0.0,0.3333333333333333,True,0.0,False,False,1.0,0.7386363636363636,top,0.3333333333333333,False,False,False,retrieval_signal,ambiguous,retrieval
SP_066,anthropic/claude-sonnet-4,False,False,False,False,False,False,False,0.0,0.0,0.0,shortest_path,adversarial,False,0,0.0,0.0584,3,0.3823529411764705,0.1470588235294117,True,True,1.0,1.0,0.0,0.6666666666666666,True,1.0,False,False,1.0,0.3113636363636363,bottom,0.6666666666666666,False,False,False,mixed,mixed,mixed
SP_068,anthropic/claude-sonnet-4,True,False,False,False,True,False,False,1.0,0.0,1.0,shortest_path,standard,False,0,0.0,0.0545,3,0.3823529411764705,0.1470588235294117,True,True,1.0,0.0,0.0,0.3333333333333333,True,1.0,False,False,1.0,0.3113636363636363,bottom,0.3333333333333333,False,False,False,mixed,mixed,mixed
SP_069,anthropic/claude-sonnet-4,True,False,False,False,True,False,False,1.0,0.0,1.0,shortest_path,standard,False,0,0.0,0.0464,3,0.3823529411764705,0.1470588235294117,True,True,1.0,1.0,0.0,0.6666666666666666,True,1.0,False,False,1.0,0.3113636363636363,bottom,0.6666666666666666,False,False,False,mixed,mixed,mixed
SP_070,anthropic/claude-sonnet-4,True,False,False,False,True,False,False,1.0,0.0,1.0,shortest_path,standard,False,0,0.0,0.0538,3,0.3823529411764705,0.1470588235294117,True,True,1.0,1.0,1.0,1.0,True,1.0,False,False,1.0,0.3113636363636363,bottom,1.0,False,False,False,mixed,mixed,mixed
SP_071,anthropic/claude-sonnet-4,True,False,False,False,True,False,False,1.0,0.0,1.0,shortest_path,standard,False,0,0.0,0.0506,3,0.3823529411764705,0.1470588235294117,True,True,1.0,1.0,0.0,0.6666666666666666,True,1.0,False,False,1.0,0.3113636363636363,bottom,0.6666666666666666,False,False,False,mixed,mixed,mixed
SP_072,anthropic/claude-sonnet-4,True,False,False,False,True,False,False,1.0,0.0,1.0,shortest_path,standard,False,0,0.0,0.0538,3,0.3823529411764705,0.1470588235294117,,True,1.0,1.0,0.0,0.6666666666666666,,1.0,False,False,1.0,0.3113636363636363,bottom,0.6666666666666666,False,False,False,mixed,mixed,mixed
SP_073,anthropic/claude-sonnet-4,False,False,False,False,False,False,False,0.0,0.0,0.0,shortest_path,adversarial,False,0,0.0,0.0625,3,0.3823529411764705,0.1470588235294117,,True,0.0,1.0,0.0,0.3333333333333333,,1.0,False,False,1.0,0.3113636363636363,bottom,0.3333333333333333,False,False,False,mixed,mixed,mixed
WIS_006,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,wis,adversarial,True,-1,0.0,0.0,3,0.3333333333333333,0.1538461538461538,False,False,,,,,False,0.0,,True,0.0,0.4708333333333333,bottom,,False,True,False,ambiguous,mixed,ambiguous
WIS_007,anthropic/claude-sonnet-4,False,False,False,False,False,,False,0.0,0.0,0.0,wis,adversarial,True,-1,0.0,0.0,3,0.3333333333333333,0.1538461538461538,False,False,,,,,False,0.0,,True,0.0,0.4708333333333333,bottom,,False,True,False,ambiguous,mixed,ambiguous
