family,problem_id,model,model_short,subtype,instance_type,critical_step_index,tep,n_post_steps_compared,n_diverged,comparison_mode,final_answer_correct_normal,post_injection_correct,n_injected_raw_rows,n_normal_raw_rows
ALGO,CC_04,openai/gpt-4o,GPT-4o,coin_change,adversarial,0,1.0,1,1,strict_compliant,True,False,2,2
ALGO,CC_04,openai/o4-mini,o4-mini,coin_change,adversarial,0,1.0,1,1,strict_compliant,True,False,2,2
ALGO,CC_05,anthropic/claude-sonnet-4,Claude,coin_change,adversarial,0,0.0,1,0,strict_compliant,True,True,2,2
ALGO,CC_05,google/gemini-2.5-flash,Gemini,coin_change,adversarial,0,0.0,1,0,parseable_fallback,False,False,2,2
ALGO,CC_05,meta-llama/llama-3.1-8b-instruct,Llama,coin_change,adversarial,0,1.0,1,1,parseable_fallback,False,True,2,2
ALGO,CC_05,openai/gpt-4o,GPT-4o,coin_change,adversarial,0,1.0,1,1,parseable_fallback,True,False,2,2
ALGO,CC_05,openai/o4-mini,o4-mini,coin_change,adversarial,0,0.0,1,0,strict_compliant,True,True,2,2
ALGO,CC_06,anthropic/claude-sonnet-4,Claude,coin_change,adversarial,0,0.0,2,0,strict_compliant,False,False,3,3
ALGO,CC_06,google/gemini-2.5-flash,Gemini,coin_change,adversarial,0,1.0,2,2,parseable_fallback,False,False,3,3
ALGO,CC_06,meta-llama/llama-3.1-8b-instruct,Llama,coin_change,adversarial,0,1.0,1,1,parseable_fallback,False,False,3,3
ALGO,CC_06,openai/gpt-4o,GPT-4o,coin_change,adversarial,0,1.0,1,1,strict_compliant,False,False,3,3
ALGO,CC_06,openai/o4-mini,o4-mini,coin_change,adversarial,0,1.0,2,2,strict_compliant,True,False,3,3
ALGO,CC_07,anthropic/claude-sonnet-4,Claude,coin_change,adversarial,0,0.0,1,0,strict_compliant,False,False,2,2
ALGO,CC_07,google/gemini-2.5-flash,Gemini,coin_change,adversarial,0,0.0,1,0,parseable_fallback,False,False,2,2
ALGO,CC_07,meta-llama/llama-3.1-8b-instruct,Llama,coin_change,adversarial,0,1.0,1,1,parseable_fallback,True,True,2,2
ALGO,CC_07,openai/gpt-4o,GPT-4o,coin_change,adversarial,0,1.0,1,1,strict_compliant,False,False,2,2
ALGO,CC_07,openai/o4-mini,o4-mini,coin_change,adversarial,0,0.0,1,0,strict_compliant,True,True,2,2
ALGO,CC_08,anthropic/claude-sonnet-4,Claude,coin_change,adversarial,0,0.0,1,0,strict_compliant,False,False,2,2
ALGO,CC_08,google/gemini-2.5-flash,Gemini,coin_change,adversarial,0,1.0,1,1,parseable_fallback,False,False,2,2
ALGO,CC_08,meta-llama/llama-3.1-8b-instruct,Llama,coin_change,adversarial,0,1.0,1,1,parseable_fallback,False,False,2,2
ALGO,CC_08,openai/gpt-4o,GPT-4o,coin_change,adversarial,0,1.0,1,1,strict_compliant,False,True,2,2
ALGO,CC_08,openai/o4-mini,o4-mini,coin_change,adversarial,0,0.0,1,0,strict_compliant,True,True,2,2
ALGO,CC_09,anthropic/claude-sonnet-4,Claude,coin_change,adversarial,2,1.0,1,1,strict_compliant,True,False,5,5
ALGO,CC_09,google/gemini-2.5-flash,Gemini,coin_change,adversarial,2,0.5,2,1,parseable_fallback,True,False,5,5
ALGO,CC_09,meta-llama/llama-3.1-8b-instruct,Llama,coin_change,adversarial,2,0.5,2,1,parseable_fallback,False,False,5,5
ALGO,CC_09,openai/gpt-4o,GPT-4o,coin_change,adversarial,2,0.5,2,1,parseable_fallback,True,False,5,5
ALGO,CC_09,openai/o4-mini,o4-mini,coin_change,adversarial,2,1.0,1,1,strict_compliant,True,False,5,5
ALGO,CC_10,anthropic/claude-sonnet-4,Claude,coin_change,adversarial,3,0.0,2,0,strict_compliant,False,False,7,7
ALGO,CC_10,google/gemini-2.5-flash,Gemini,coin_change,adversarial,3,0.3333,3,1,parseable_fallback,False,False,7,7
ALGO,CC_10,meta-llama/llama-3.1-8b-instruct,Llama,coin_change,adversarial,3,0.6667,3,2,parseable_fallback,False,False,7,7
ALGO,CC_10,openai/gpt-4o,GPT-4o,coin_change,adversarial,3,1.0,1,1,strict_compliant,False,False,7,7
ALGO,CC_10,openai/o4-mini,o4-mini,coin_change,adversarial,3,0.6667,3,2,strict_compliant,True,False,7,7
ALGO,SP_003,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,1,1.0,2,2,strict_compliant,False,False,5,5
ALGO,SP_003,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,1,1.0,3,3,parseable_fallback,False,False,5,5
ALGO,SP_003,meta-llama/llama-3.1-8b-instruct,Llama,shortest_path,adversarial,1,1.0,3,3,parseable_fallback,False,False,5,5
ALGO,SP_003,openai/gpt-4o,GPT-4o,shortest_path,adversarial,1,1.0,3,3,strict_compliant,False,False,5,5
ALGO,SP_003,openai/o4-mini,o4-mini,shortest_path,adversarial,1,1.0,3,3,strict_compliant,False,False,5,5
ALGO,SP_004,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,0,0.0,4,0,strict_compliant,True,True,5,5
ALGO,SP_004,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,0,0.0,3,0,parseable_fallback,True,True,5,5
ALGO,SP_004,meta-llama/llama-3.1-8b-instruct,Llama,shortest_path,adversarial,0,1.0,1,1,strict_compliant,False,False,5,5
ALGO,SP_004,openai/gpt-4o,GPT-4o,shortest_path,adversarial,0,0.75,4,3,strict_compliant,True,True,5,5
ALGO,SP_004,openai/o4-mini,o4-mini,shortest_path,adversarial,0,0.0,4,0,strict_compliant,True,True,5,5
ALGO,SP_005,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,1,1.0,3,3,strict_compliant,False,False,5,5
ALGO,SP_005,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,1,1.0,3,3,parseable_fallback,False,False,5,5
ALGO,SP_005,meta-llama/llama-3.1-8b-instruct,Llama,shortest_path,adversarial,1,1.0,2,2,parseable_fallback,False,False,5,5
ALGO,SP_005,openai/gpt-4o,GPT-4o,shortest_path,adversarial,1,0.0,3,0,strict_compliant,False,False,5,5
ALGO,SP_005,openai/o4-mini,o4-mini,shortest_path,adversarial,1,1.0,3,3,strict_compliant,False,False,5,5
ALGO,SP_019,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,0,0.0,2,0,strict_compliant,False,False,3,3
ALGO,SP_019,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,0,0.0,2,0,parseable_fallback,False,False,3,3
ALGO,SP_019,meta-llama/llama-3.1-8b-instruct,Llama,shortest_path,adversarial,0,1.0,1,1,strict_compliant,False,True,3,3
ALGO,SP_019,openai/gpt-4o,GPT-4o,shortest_path,adversarial,0,0.0,2,0,strict_compliant,False,False,3,3
ALGO,SP_019,openai/o4-mini,o4-mini,shortest_path,adversarial,0,0.0,2,0,strict_compliant,False,False,3,3
ALGO,SP_020,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,0,0.0,2,0,strict_compliant,False,False,3,3
ALGO,SP_020,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,0,0.0,2,0,parseable_fallback,False,False,3,3
ALGO,SP_020,meta-llama/llama-3.1-8b-instruct,Llama,shortest_path,adversarial,0,1.0,2,2,parseable_fallback,False,False,3,3
ALGO,SP_020,openai/gpt-4o,GPT-4o,shortest_path,adversarial,0,0.0,2,0,strict_compliant,False,False,3,3
ALGO,SP_020,openai/o4-mini,o4-mini,shortest_path,adversarial,0,0.0,2,0,strict_compliant,False,False,3,3
ALGO,SP_021,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,0,0.0,2,0,strict_compliant,False,False,3,3
ALGO,SP_021,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,0,0.0,2,0,parseable_fallback,False,False,3,3
ALGO,SP_021,meta-llama/llama-3.1-8b-instruct,Llama,shortest_path,adversarial,0,1.0,1,1,strict_compliant,False,False,3,3
ALGO,SP_021,openai/gpt-4o,GPT-4o,shortest_path,adversarial,0,1.0,2,2,strict_compliant,True,False,3,3
ALGO,SP_021,openai/o4-mini,o4-mini,shortest_path,adversarial,0,0.0,2,0,strict_compliant,False,False,3,3
ALGO,SP_023,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,0,0.0,2,0,strict_compliant,True,True,3,3
ALGO,SP_023,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,0,0.0,2,0,parseable_fallback,True,True,3,3
ALGO,SP_023,meta-llama/llama-3.1-8b-instruct,Llama,shortest_path,adversarial,0,0.0,2,0,parseable_fallback,False,False,3,3
ALGO,SP_023,openai/gpt-4o,GPT-4o,shortest_path,adversarial,0,0.0,2,0,strict_compliant,True,True,3,3
ALGO,SP_023,openai/o4-mini,o4-mini,shortest_path,adversarial,0,0.5,2,1,strict_compliant,False,False,3,3
ALGO,SP_024,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,0,0.0,2,0,strict_compliant,True,True,3,3
ALGO,SP_024,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,0,0.0,2,0,parseable_fallback,False,False,3,3
ALGO,SP_024,meta-llama/llama-3.1-8b-instruct,Llama,shortest_path,adversarial,0,0.0,1,0,strict_compliant,False,False,3,3
ALGO,SP_024,openai/gpt-4o,GPT-4o,shortest_path,adversarial,0,0.0,2,0,strict_compliant,True,True,3,3
ALGO,SP_024,openai/o4-mini,o4-mini,shortest_path,adversarial,0,0.0,2,0,strict_compliant,False,False,3,3
ALGO,SP_026,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,0,0.5,2,1,strict_compliant,False,True,3,3
ALGO,SP_026,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,0,0.0,2,0,parseable_fallback,True,True,3,3
ALGO,SP_026,meta-llama/llama-3.1-8b-instruct,Llama,shortest_path,adversarial,0,0.0,2,0,parseable_fallback,False,False,3,3
ALGO,SP_026,openai/gpt-4o,GPT-4o,shortest_path,adversarial,0,0.0,2,0,strict_compliant,True,True,3,3
ALGO,SP_026,openai/o4-mini,o4-mini,shortest_path,adversarial,0,0.5,2,1,strict_compliant,False,False,3,3
ALGO,SP_027,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,0,0.0,2,0,strict_compliant,True,True,3,3
ALGO,SP_027,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,0,0.5,2,1,parseable_fallback,False,False,3,3
ALGO,SP_027,meta-llama/llama-3.1-8b-instruct,Llama,shortest_path,adversarial,0,0.5,2,1,parseable_fallback,False,False,3,3
ALGO,SP_027,openai/gpt-4o,GPT-4o,shortest_path,adversarial,0,0.5,2,1,strict_compliant,True,False,3,3
ALGO,SP_027,openai/o4-mini,o4-mini,shortest_path,adversarial,0,0.5,2,1,strict_compliant,False,False,3,3
ALGO,SP_028,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,0,0.0,2,0,strict_compliant,True,True,3,3
ALGO,SP_028,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,0,0.0,2,0,parseable_fallback,False,False,3,3
ALGO,SP_028,meta-llama/llama-3.1-8b-instruct,Llama,shortest_path,adversarial,0,0.5,2,1,parseable_fallback,False,False,3,3
ALGO,SP_028,openai/gpt-4o,GPT-4o,shortest_path,adversarial,0,0.0,2,0,strict_compliant,True,True,3,3
ALGO,SP_028,openai/o4-mini,o4-mini,shortest_path,adversarial,0,0.5,2,1,strict_compliant,False,False,3,3
ALGO,SP_029,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,0,0.5,2,1,strict_compliant,True,False,3,3
ALGO,SP_029,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,0,0.0,2,0,parseable_fallback,False,False,3,3
ALGO,SP_029,meta-llama/llama-3.1-8b-instruct,Llama,shortest_path,adversarial,0,0.5,2,1,parseable_fallback,False,False,3,3
ALGO,SP_029,openai/gpt-4o,GPT-4o,shortest_path,adversarial,0,1.0,1,1,strict_compliant,False,True,3,3
ALGO,SP_029,openai/o4-mini,o4-mini,shortest_path,adversarial,0,0.0,2,0,strict_compliant,False,False,3,3
ALGO,SP_030,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,0,0.0,2,0,strict_compliant,True,True,3,3
ALGO,SP_030,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,0,0.0,2,0,parseable_fallback,False,False,3,3
ALGO,SP_030,meta-llama/llama-3.1-8b-instruct,Llama,shortest_path,adversarial,0,0.0,1,0,strict_compliant,False,False,3,3
ALGO,SP_030,openai/gpt-4o,GPT-4o,shortest_path,adversarial,0,0.0,2,0,strict_compliant,False,False,3,3
ALGO,SP_030,openai/o4-mini,o4-mini,shortest_path,adversarial,0,0.5,2,1,strict_compliant,False,False,3,3
ALGO,SP_037,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,0,0.0,2,0,strict_compliant,False,False,3,3
ALGO,SP_037,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,0,0.0,2,0,parseable_fallback,False,False,3,3
ALGO,SP_037,meta-llama/llama-3.1-8b-instruct,Llama,shortest_path,adversarial,0,0.5,2,1,parseable_fallback,False,False,3,3
ALGO,SP_037,openai/gpt-4o,GPT-4o,shortest_path,adversarial,0,0.0,2,0,strict_compliant,False,False,3,3
ALGO,SP_037,openai/o4-mini,o4-mini,shortest_path,adversarial,0,0.0,2,0,strict_compliant,False,False,3,3
ALGO,SP_038,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,0,0.0,2,0,strict_compliant,False,False,3,3
ALGO,SP_038,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,0,0.0,2,0,parseable_fallback,False,False,3,3
ALGO,SP_038,meta-llama/llama-3.1-8b-instruct,Llama,shortest_path,adversarial,0,1.0,2,2,parseable_fallback,False,False,3,3
ALGO,SP_038,openai/gpt-4o,GPT-4o,shortest_path,adversarial,0,0.0,2,0,strict_compliant,False,False,3,3
ALGO,SP_038,openai/o4-mini,o4-mini,shortest_path,adversarial,0,0.0,2,0,strict_compliant,False,False,3,3
ALGO,SP_039,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,0,0.0,2,0,strict_compliant,False,False,3,3
ALGO,SP_039,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,0,0.0,2,0,parseable_fallback,False,False,3,3
ALGO,SP_039,meta-llama/llama-3.1-8b-instruct,Llama,shortest_path,adversarial,0,1.0,2,2,parseable_fallback,False,False,3,3
ALGO,SP_039,openai/gpt-4o,GPT-4o,shortest_path,adversarial,0,0.0,2,0,strict_compliant,False,False,3,3
ALGO,SP_039,openai/o4-mini,o4-mini,shortest_path,adversarial,0,0.0,2,0,strict_compliant,False,False,3,3
ALGO,SP_040,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,0,0.0,2,0,strict_compliant,False,False,3,3
ALGO,SP_040,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,0,0.0,2,0,parseable_fallback,False,False,3,3
ALGO,SP_040,meta-llama/llama-3.1-8b-instruct,Llama,shortest_path,adversarial,0,0.0,1,0,strict_compliant,False,False,3,3
ALGO,SP_040,openai/gpt-4o,GPT-4o,shortest_path,adversarial,0,0.0,2,0,strict_compliant,False,False,3,3
ALGO,SP_040,openai/o4-mini,o4-mini,shortest_path,adversarial,0,0.0,2,0,strict_compliant,False,False,3,3
ALGO,SP_042,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,0,0.5,2,1,strict_compliant,True,False,3,3
ALGO,SP_042,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,0,0.0,2,0,parseable_fallback,False,False,3,3
ALGO,SP_042,meta-llama/llama-3.1-8b-instruct,Llama,shortest_path,adversarial,0,1.0,1,1,strict_compliant,False,True,3,3
ALGO,SP_042,openai/gpt-4o,GPT-4o,shortest_path,adversarial,0,0.0,2,0,strict_compliant,True,True,3,3
ALGO,SP_042,openai/o4-mini,o4-mini,shortest_path,adversarial,0,1.0,2,2,strict_compliant,True,False,3,3
ALGO,SP_044,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,0,0.0,2,0,strict_compliant,True,True,3,3
ALGO,SP_044,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,0,0.0,2,0,parseable_fallback,True,False,3,3
ALGO,SP_044,meta-llama/llama-3.1-8b-instruct,Llama,shortest_path,adversarial,0,0.0,2,0,parseable_fallback,False,False,3,3
ALGO,SP_044,openai/gpt-4o,GPT-4o,shortest_path,adversarial,0,0.0,2,0,strict_compliant,True,True,3,3
ALGO,SP_044,openai/o4-mini,o4-mini,shortest_path,adversarial,0,0.5,2,1,strict_compliant,False,False,3,3
ALGO,SP_045,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,0,0.0,2,0,strict_compliant,True,True,3,3
ALGO,SP_045,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,0,0.0,2,0,parseable_fallback,False,False,3,3
ALGO,SP_045,meta-llama/llama-3.1-8b-instruct,Llama,shortest_path,adversarial,0,1.0,2,2,parseable_fallback,False,True,3,3
ALGO,SP_045,openai/gpt-4o,GPT-4o,shortest_path,adversarial,0,0.5,2,1,strict_compliant,False,True,3,3
ALGO,SP_045,openai/o4-mini,o4-mini,shortest_path,adversarial,0,0.5,2,1,strict_compliant,False,False,3,3
ALGO,SP_046,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,0,0.0,2,0,strict_compliant,True,True,3,3
ALGO,SP_046,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,0,0.5,2,1,parseable_fallback,False,False,3,3
ALGO,SP_046,meta-llama/llama-3.1-8b-instruct,Llama,shortest_path,adversarial,0,1.0,2,2,parseable_fallback,False,False,3,3
ALGO,SP_046,openai/gpt-4o,GPT-4o,shortest_path,adversarial,0,0.5,2,1,strict_compliant,False,False,3,3
ALGO,SP_046,openai/o4-mini,o4-mini,shortest_path,adversarial,0,0.5,2,1,strict_compliant,False,False,3,3
ALGO,SP_047,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,0,0.0,2,0,strict_compliant,True,True,3,3
ALGO,SP_047,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,0,0.5,2,1,parseable_fallback,False,False,3,3
ALGO,SP_047,meta-llama/llama-3.1-8b-instruct,Llama,shortest_path,adversarial,0,0.0,2,0,parseable_fallback,False,False,3,3
ALGO,SP_047,openai/gpt-4o,GPT-4o,shortest_path,adversarial,0,0.0,2,0,strict_compliant,True,True,3,3
ALGO,SP_047,openai/o4-mini,o4-mini,shortest_path,adversarial,0,0.5,2,1,strict_compliant,False,False,3,3
ALGO,SP_048,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,0,0.0,2,0,strict_compliant,True,True,3,3
ALGO,SP_048,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,0,0.0,2,0,parseable_fallback,False,False,3,3
ALGO,SP_048,meta-llama/llama-3.1-8b-instruct,Llama,shortest_path,adversarial,0,0.0,2,0,parseable_fallback,False,False,3,3
ALGO,SP_048,openai/gpt-4o,GPT-4o,shortest_path,adversarial,0,1.0,2,2,strict_compliant,False,True,3,3
ALGO,SP_048,openai/o4-mini,o4-mini,shortest_path,adversarial,0,0.5,2,1,strict_compliant,False,False,3,3
ALGO,SP_062,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,0,0.0,2,0,strict_compliant,False,False,3,3
ALGO,SP_062,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,0,0.0,2,0,parseable_fallback,False,False,3,3
ALGO,SP_062,meta-llama/llama-3.1-8b-instruct,Llama,shortest_path,adversarial,0,1.0,1,1,parseable_fallback,False,False,3,3
ALGO,SP_062,openai/gpt-4o,GPT-4o,shortest_path,adversarial,0,0.0,2,0,strict_compliant,False,False,3,3
ALGO,SP_062,openai/o4-mini,o4-mini,shortest_path,adversarial,0,0.0,2,0,strict_compliant,False,False,3,3
ALGO,SP_063,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,0,0.0,2,0,strict_compliant,False,False,3,3
ALGO,SP_063,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,0,0.0,2,0,parseable_fallback,False,False,3,3
ALGO,SP_063,meta-llama/llama-3.1-8b-instruct,Llama,shortest_path,adversarial,0,1.0,2,2,parseable_fallback,True,False,3,3
ALGO,SP_063,openai/gpt-4o,GPT-4o,shortest_path,adversarial,0,0.0,2,0,strict_compliant,False,False,3,3
ALGO,SP_063,openai/o4-mini,o4-mini,shortest_path,adversarial,0,0.0,2,0,strict_compliant,False,False,3,3
ALGO,SP_064,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,0,0.0,2,0,strict_compliant,False,False,3,3
ALGO,SP_064,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,0,0.0,2,0,parseable_fallback,False,False,3,3
ALGO,SP_064,meta-llama/llama-3.1-8b-instruct,Llama,shortest_path,adversarial,0,1.0,2,2,parseable_fallback,False,False,3,3
ALGO,SP_064,openai/gpt-4o,GPT-4o,shortest_path,adversarial,0,0.0,2,0,strict_compliant,False,False,3,3
ALGO,SP_064,openai/o4-mini,o4-mini,shortest_path,adversarial,0,0.0,2,0,strict_compliant,False,False,3,3
ALGO,SP_065,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,0,0.0,2,0,strict_compliant,False,False,3,3
ALGO,SP_065,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,0,0.0,2,0,parseable_fallback,False,False,3,3
ALGO,SP_065,meta-llama/llama-3.1-8b-instruct,Llama,shortest_path,adversarial,0,1.0,2,2,parseable_fallback,False,False,3,3
ALGO,SP_065,openai/gpt-4o,GPT-4o,shortest_path,adversarial,0,0.0,2,0,strict_compliant,False,False,3,3
ALGO,SP_065,openai/o4-mini,o4-mini,shortest_path,adversarial,0,0.0,2,0,strict_compliant,False,False,3,3
ALGO,SP_066,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,0,0.0,2,0,strict_compliant,True,True,3,3
ALGO,SP_066,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,0,0.0,2,0,parseable_fallback,True,True,3,3
ALGO,SP_066,meta-llama/llama-3.1-8b-instruct,Llama,shortest_path,adversarial,0,0.0,2,0,parseable_fallback,True,True,3,3
ALGO,SP_066,openai/gpt-4o,GPT-4o,shortest_path,adversarial,0,0.0,2,0,strict_compliant,True,True,3,3
ALGO,SP_066,openai/o4-mini,o4-mini,shortest_path,adversarial,0,0.0,2,0,strict_compliant,False,False,3,3
ALGO,SP_068,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,0,0.5,2,1,strict_compliant,False,True,3,3
ALGO,SP_068,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,0,0.0,2,0,parseable_fallback,False,False,3,3
ALGO,SP_068,meta-llama/llama-3.1-8b-instruct,Llama,shortest_path,adversarial,0,0.0,2,0,parseable_fallback,True,False,3,3
ALGO,SP_068,openai/gpt-4o,GPT-4o,shortest_path,adversarial,0,0.5,2,1,strict_compliant,True,False,3,3
ALGO,SP_068,openai/o4-mini,o4-mini,shortest_path,adversarial,0,0.0,2,0,strict_compliant,False,False,3,3
ALGO,SP_069,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,0,1.0,2,2,strict_compliant,True,False,3,3
ALGO,SP_069,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,0,1.0,2,2,parseable_fallback,True,False,3,3
ALGO,SP_069,meta-llama/llama-3.1-8b-instruct,Llama,shortest_path,adversarial,0,0.5,2,1,parseable_fallback,False,False,3,3
ALGO,SP_069,openai/gpt-4o,GPT-4o,shortest_path,adversarial,0,0.0,2,0,strict_compliant,True,True,3,3
ALGO,SP_069,openai/o4-mini,o4-mini,shortest_path,adversarial,0,0.5,2,1,strict_compliant,False,False,3,3
ALGO,SP_070,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,0,0.0,2,0,strict_compliant,True,True,3,3
ALGO,SP_070,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,0,0.0,2,0,parseable_fallback,False,False,3,3
ALGO,SP_070,meta-llama/llama-3.1-8b-instruct,Llama,shortest_path,adversarial,0,0.5,2,1,parseable_fallback,False,False,3,3
ALGO,SP_070,openai/gpt-4o,GPT-4o,shortest_path,adversarial,0,0.5,2,1,strict_compliant,True,False,3,3
ALGO,SP_070,openai/o4-mini,o4-mini,shortest_path,adversarial,0,0.5,2,1,strict_compliant,False,False,3,3
ALGO,SP_071,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,0,0.0,2,0,strict_compliant,True,True,3,3
ALGO,SP_071,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,0,0.0,2,0,parseable_fallback,False,False,3,3
ALGO,SP_071,meta-llama/llama-3.1-8b-instruct,Llama,shortest_path,adversarial,0,0.5,2,1,parseable_fallback,False,False,3,3
ALGO,SP_071,openai/gpt-4o,GPT-4o,shortest_path,adversarial,0,0.5,2,1,strict_compliant,False,False,3,3
ALGO,SP_071,openai/o4-mini,o4-mini,shortest_path,adversarial,0,0.0,2,0,strict_compliant,False,False,3,3
ALGO,SP_072,anthropic/claude-sonnet-4,Claude,shortest_path,adversarial,0,0.0,2,0,strict_compliant,True,True,3,3
ALGO,SP_072,google/gemini-2.5-flash,Gemini,shortest_path,adversarial,0,0.0,2,0,parseable_fallback,False,False,3,3
ALGO,SP_072,meta-llama/llama-3.1-8b-instruct,Llama,shortest_path,adversarial,0,0.0,1,0,parseable_fallback,False,False,3,3
