family,problem_id,model_short,p1_w3_drop,p1_w3_retention,p2_cci,p3_contam,triple_retrieval_agree,triple_computation_agree,triple_any_disagree
ALGO,SP_026,Gemini,0.0,1.0,0.3333333333333333,0.0,False,False,True
ALGO,SP_026,Llama,0.0,,0.3333333333333333,0.0,False,False,True
ALGO,SP_026,GPT-4o,1.0,0.0,0.3333333333333333,0.0,False,False,True
ALGO,SP_026,o4-mini,0.0,1.0,,0.0,False,False,True
ALGO,SP_027,Claude,1.0,0.0,0.3333333333333333,0.0,False,False,True
ALGO,SP_027,Gemini,1.0,0.0,0.3333333333333333,0.0,False,False,True
ALGO,SP_027,Llama,0.0,,0.3333333333333333,0.0,False,False,True
ALGO,SP_027,GPT-4o,0.0,,0.3333333333333333,0.0,False,False,True
ALGO,SP_027,o4-mini,0.0,1.0,,0.0,False,False,True
ALGO,SP_028,Claude,0.0,,0.3333333333333333,0.0,False,False,True
ALGO,SP_028,Gemini,0.0,,0.3333333333333333,0.0,False,False,True
ALGO,SP_028,Llama,0.0,,0.3333333333333333,0.0,False,False,True
ALGO,SP_028,GPT-4o,0.0,,0.3333333333333333,0.0,False,False,True
ALGO,SP_028,o4-mini,0.0,1.0,,0.0,False,False,True
ALGO,SP_029,Claude,1.0,0.0,0.3333333333333333,0.0,False,False,True
ALGO,SP_029,Gemini,0.0,,0.0,0.0,False,False,True
ALGO,SP_029,Llama,0.0,,0.3333333333333333,0.0,False,False,True
ALGO,SP_029,GPT-4o,1.0,0.0,0.0,0.0,False,False,True
ALGO,SP_029,o4-mini,0.0,1.0,,0.0,False,False,True
ALGO,SP_030,Claude,0.0,,1.0,0.0,False,False,True
ALGO,SP_030,Gemini,0.0,,0.0,0.0,False,False,True
ALGO,SP_030,Llama,0.0,,0.3333333333333333,0.0,False,False,True
ALGO,SP_030,GPT-4o,0.0,,0.0,0.0,False,False,True
ALGO,SP_030,o4-mini,0.0,1.0,,0.0,False,False,True
ALGO,SP_031,Claude,0.0,,,0.0,False,False,True
ALGO,SP_031,Gemini,0.0,1.0,,0.0,False,False,True
ALGO,SP_031,Llama,0.0,,,0.0,False,False,True
ALGO,SP_031,GPT-4o,1.0,0.0,,0.0,False,False,True
ALGO,SP_031,o4-mini,0.0,1.0,,0.0,False,False,True
ALGO,SP_032,Claude,0.0,,,0.5833,False,False,True
ALGO,SP_032,Gemini,0.0,,,0.5833,False,False,True
ALGO,SP_032,Llama,0.0,,,0.5833,False,False,True
ALGO,SP_032,GPT-4o,1.0,0.0,,0.5833,False,False,True
ALGO,SP_032,o4-mini,0.0,1.0,,0.5833,False,False,True
ALGO,SP_033,Claude,0.0,,,0.5714,False,False,True
ALGO,SP_033,Gemini,0.0,,,0.5714,False,False,True
ALGO,SP_033,Llama,0.0,,,0.5714,False,False,True
ALGO,SP_033,GPT-4o,0.0,1.0,,0.5714,False,False,True
ALGO,SP_033,o4-mini,0.0,1.0,,0.5714,False,False,True
ALGO,SP_034,Claude,0.0,,,0.0,False,False,True
ALGO,SP_034,Gemini,0.0,1.0,,0.0,False,False,True
ALGO,SP_034,Llama,1.0,0.0,,0.0,False,False,True
ALGO,SP_034,GPT-4o,0.0,1.0,,0.0,False,False,True
ALGO,SP_034,o4-mini,0.0,1.0,,0.0,False,False,True
ALGO,SP_035,Claude,0.0,,,0.0,False,False,True
ALGO,SP_035,Gemini,1.0,0.0,,0.0,False,False,True
ALGO,SP_035,Llama,0.0,,,0.0,False,False,True
ALGO,SP_035,GPT-4o,0.0,1.0,,0.0,False,False,True
ALGO,SP_035,o4-mini,0.0,1.0,,0.0,False,False,True
ALGO,SP_036,Claude,0.0,,,0.5714,False,False,True
ALGO,SP_036,Gemini,0.0,,,0.5714,False,False,True
ALGO,SP_036,Llama,0.0,,,0.5714,False,False,True
ALGO,SP_036,GPT-4o,0.0,,,0.5714,False,False,True
ALGO,SP_036,o4-mini,0.0,1.0,,0.5714,False,False,True
ALGO,SP_037,Claude,1.0,0.0,0.0,0.5,False,False,True
ALGO,SP_037,Gemini,1.0,0.0,0.0,0.5,False,False,True
ALGO,SP_037,Llama,0.0,,0.0,0.5,False,False,True
ALGO,SP_037,GPT-4o,0.0,,0.0,0.5,False,False,True
ALGO,SP_037,o4-mini,1.0,0.0,,0.5,False,False,True
ALGO,SP_038,Claude,0.0,,0.0,0.0,False,False,True
ALGO,SP_038,Gemini,1.0,0.0,0.0,0.0,False,False,True
ALGO,SP_038,Llama,0.0,,0.0,0.0,False,False,True
ALGO,SP_038,GPT-4o,0.0,,0.0,0.0,False,False,True
ALGO,SP_038,o4-mini,0.0,1.0,,0.0,False,False,True
ALGO,SP_039,Claude,0.0,,0.0,0.0,False,False,True
ALGO,SP_039,Gemini,1.0,0.0,0.3333333333333333,0.0,False,False,True
ALGO,SP_039,Llama,0.0,,0.0,0.0,False,False,True
ALGO,SP_039,GPT-4o,0.0,,0.0,0.0,False,False,True
ALGO,SP_039,o4-mini,1.0,0.0,,0.0,False,False,True
ALGO,SP_040,Claude,1.0,0.0,0.0,0.0,False,False,True
ALGO,SP_040,Gemini,1.0,0.0,0.3333333333333333,0.0,False,False,True
ALGO,SP_040,Llama,0.0,,0.3333333333333333,0.0,False,False,True
ALGO,SP_040,GPT-4o,0.0,,0.0,0.0,False,False,True
ALGO,SP_040,o4-mini,1.0,0.0,,0.0,False,False,True
ALGO,SP_042,Claude,0.0,,0.6666666666666666,0.0,False,False,True
ALGO,SP_042,Gemini,0.0,,0.3333333333333333,0.0,False,False,True
ALGO,SP_042,Llama,0.0,,0.3333333333333333,0.0,False,False,True
ALGO,SP_042,GPT-4o,0.0,1.0,0.3333333333333333,0.0,False,False,True
ALGO,SP_042,o4-mini,0.0,1.0,,0.0,False,False,True
ALGO,SP_044,Claude,1.0,0.0,0.6666666666666666,0.0,False,False,True
ALGO,SP_044,Gemini,0.0,1.0,0.6666666666666666,0.0,False,True,False
ALGO,SP_044,Llama,0.0,,0.3333333333333333,0.0,False,False,True
ALGO,SP_044,GPT-4o,0.0,1.0,1.0,0.0,False,True,False
ALGO,SP_044,o4-mini,0.0,1.0,,0.0,False,False,True
ALGO,SP_045,Claude,1.0,0.0,0.6666666666666666,0.0,False,False,True
ALGO,SP_045,Gemini,1.0,0.0,0.0,0.0,False,False,True
ALGO,SP_045,Llama,0.0,,0.0,0.0,False,False,True
ALGO,SP_045,GPT-4o,1.0,0.0,0.0,0.0,False,False,True
ALGO,SP_045,o4-mini,0.0,1.0,,0.0,False,False,True
ALGO,SP_046,Claude,1.0,0.0,0.6666666666666666,0.0,False,False,True
ALGO,SP_046,Gemini,0.0,1.0,0.0,0.0,False,False,True
ALGO,SP_046,Llama,0.0,,0.0,0.0,False,False,True
ALGO,SP_046,GPT-4o,0.0,,0.0,0.0,False,False,True
ALGO,SP_046,o4-mini,0.0,1.0,,0.0,False,False,True
ALGO,SP_047,Claude,1.0,0.0,0.6666666666666666,0.0,False,False,True
ALGO,SP_047,Gemini,1.0,0.0,0.0,0.0,False,False,True
ALGO,SP_047,Llama,0.0,,0.0,0.0,False,False,True
ALGO,SP_047,GPT-4o,1.0,0.0,0.3333333333333333,0.0,False,False,True
ALGO,SP_047,o4-mini,0.0,1.0,,0.0,False,False,True
ALGO,SP_048,Claude,1.0,0.0,1.0,0.0,False,False,True
ALGO,SP_048,Gemini,0.0,,0.0,0.0,False,False,True
ALGO,SP_048,Llama,0.0,,0.3333333333333333,0.0,False,False,True
ALGO,SP_048,GPT-4o,0.0,,0.3333333333333333,0.0,False,False,True
ALGO,SP_048,o4-mini,0.0,1.0,,0.0,False,False,True
ALGO,SP_049,Claude,0.0,,,0.0,False,False,True
ALGO,SP_049,Gemini,0.0,1.0,,0.0,False,False,True
ALGO,SP_049,Llama,0.0,,,0.0,False,False,True
ALGO,SP_049,GPT-4o,0.0,1.0,,0.0,False,False,True
ALGO,SP_049,o4-mini,0.0,1.0,,0.0,False,False,True
ALGO,SP_050,Claude,0.0,,,0.5,False,False,True
ALGO,SP_050,Gemini,1.0,0.0,,0.5,False,False,True
ALGO,SP_050,Llama,0.0,,,0.5,False,False,True
ALGO,SP_050,GPT-4o,0.0,1.0,,0.5,False,False,True
ALGO,SP_050,o4-mini,0.0,1.0,,0.5,False,False,True
ALGO,SP_051,Claude,0.0,,,0.5714,False,False,True
ALGO,SP_051,Gemini,1.0,0.0,,0.5714,False,False,True
ALGO,SP_051,Llama,0.0,,,0.5714,False,False,True
ALGO,SP_051,GPT-4o,0.0,,,0.5714,False,False,True
ALGO,SP_051,o4-mini,0.0,1.0,,0.5714,False,False,True
ALGO,SP_052,Claude,0.0,,,0.5714,False,False,True
ALGO,SP_052,Gemini,0.0,,,0.5714,False,False,True
ALGO,SP_052,Llama,0.0,,,0.5714,False,False,True
ALGO,SP_052,GPT-4o,0.0,,,0.5714,False,False,True
ALGO,SP_052,o4-mini,0.0,1.0,,0.5714,False,False,True
ALGO,SP_053,Claude,0.0,,,0.0,False,False,True
ALGO,SP_053,Gemini,0.0,,,0.0,False,False,True
ALGO,SP_053,Llama,0.0,,,0.0,False,False,True
ALGO,SP_053,GPT-4o,0.0,1.0,,0.0,False,False,True
ALGO,SP_053,o4-mini,1.0,0.0,,0.0,False,False,True
ALGO,SP_054,Claude,0.0,,,0.5714,False,False,True
ALGO,SP_054,Gemini,0.0,,,0.5714,False,False,True
ALGO,SP_054,Llama,0.0,,,0.5714,False,False,True
ALGO,SP_054,GPT-4o,0.0,,,0.5714,False,False,True
ALGO,SP_054,o4-mini,0.0,1.0,,0.5714,False,False,True
ALGO,SP_055,Claude,0.0,,,0.5,False,False,True
ALGO,SP_055,Gemini,0.0,1.0,,0.5,False,False,True
ALGO,SP_055,Llama,0.0,,,0.5,False,False,True
ALGO,SP_055,GPT-4o,1.0,0.0,,0.5,False,False,True
ALGO,SP_055,o4-mini,0.0,1.0,,0.5,False,False,True
ALGO,SP_056,Claude,0.0,,,0.5,False,False,True
ALGO,SP_056,Gemini,0.0,1.0,,0.5,False,False,True
ALGO,SP_056,Llama,0.0,,,0.5,False,False,True
ALGO,SP_056,GPT-4o,1.0,0.0,,0.5,False,False,True
ALGO,SP_056,o4-mini,0.0,1.0,,0.5,False,False,True
ALGO,SP_057,Claude,0.0,,,0.5,False,False,True
ALGO,SP_057,Gemini,0.0,1.0,,0.5,False,False,True
ALGO,SP_057,Llama,0.0,,,0.5,False,False,True
ALGO,SP_057,GPT-4o,1.0,0.0,,0.5,False,False,True
ALGO,SP_057,o4-mini,0.0,1.0,,0.5,False,False,True
ALGO,SP_058,Claude,0.0,,,0.5,False,False,True
ALGO,SP_058,Gemini,0.0,1.0,,0.5,False,False,True
ALGO,SP_058,Llama,0.0,,,0.5,False,False,True
ALGO,SP_058,GPT-4o,0.0,1.0,,0.5,False,False,True
ALGO,SP_058,o4-mini,1.0,0.0,,0.5,False,False,True
ALGO,SP_059,Claude,0.0,,,0.5714,False,False,True
ALGO,SP_059,Gemini,0.0,1.0,,0.5714,False,False,True
ALGO,SP_059,Llama,0.0,,,0.5714,False,False,True
ALGO,SP_059,GPT-4o,0.0,1.0,,0.5714,False,False,True
ALGO,SP_059,o4-mini,0.0,1.0,,0.5714,False,False,True
ALGO,SP_060,Claude,0.0,,,0.5714,False,False,True
ALGO,SP_060,Gemini,1.0,0.0,,0.5714,False,False,True
ALGO,SP_060,Llama,0.0,,,0.5714,False,False,True
ALGO,SP_060,GPT-4o,1.0,0.0,,0.5714,False,False,True
ALGO,SP_060,o4-mini,1.0,0.0,,0.5714,False,False,True
ALGO,SP_061,Claude,0.0,,,0.5,False,False,True
ALGO,SP_061,Gemini,0.0,,,0.5,False,False,True
ALGO,SP_061,Llama,0.0,,,0.5,False,False,True
ALGO,SP_061,GPT-4o,0.0,1.0,,0.5,False,False,True
ALGO,SP_061,o4-mini,0.0,1.0,,0.5,False,False,True
ALGO,SP_062,Claude,1.0,0.0,0.0,0.5,False,False,True
ALGO,SP_062,Gemini,1.0,0.0,0.0,0.5,False,False,True
ALGO,SP_062,Llama,0.0,,0.0,0.5,False,False,True
ALGO,SP_062,GPT-4o,0.0,,0.3333333333333333,0.5,False,False,True
ALGO,SP_062,o4-mini,0.0,1.0,,0.5,False,False,True
ALGO,SP_063,Claude,0.0,,0.3333333333333333,0.0,False,False,True
ALGO,SP_063,Gemini,1.0,0.0,0.0,0.0,False,False,True
ALGO,SP_063,Llama,0.0,,0.6666666666666666,0.0,False,False,True
ALGO,SP_063,GPT-4o,0.0,,0.0,0.0,False,False,True
ALGO,SP_063,o4-mini,0.0,1.0,,0.0,False,False,True
ALGO,SP_064,Claude,1.0,0.0,0.0,0.5,False,False,True
ALGO,SP_064,Gemini,0.0,1.0,0.0,0.5,False,False,True
ALGO,SP_064,Llama,0.0,,0.3333333333333333,0.5,False,False,True
ALGO,SP_064,GPT-4o,0.0,,0.0,0.5,False,False,True
ALGO,SP_064,o4-mini,0.0,1.0,,0.5,False,False,True
ALGO,SP_065,Claude,1.0,0.0,0.3333333333333333,0.5,False,False,True
ALGO,SP_065,Gemini,1.0,0.0,0.0,0.5,False,False,True
ALGO,SP_065,Llama,0.0,,0.3333333333333333,0.5,False,False,True
ALGO,SP_065,GPT-4o,0.0,,0.3333333333333333,0.5,False,False,True
ALGO,SP_065,o4-mini,0.0,1.0,,0.5,False,False,True
ALGO,SP_066,Claude,0.0,,0.6666666666666666,0.0,False,False,True
ALGO,SP_066,Gemini,0.0,,0.3333333333333333,0.0,False,False,True
ALGO,SP_066,Llama,1.0,0.0,0.3333333333333333,0.0,False,False,True
ALGO,SP_066,GPT-4o,0.0,1.0,0.3333333333333333,0.0,False,False,True
ALGO,SP_066,o4-mini,0.0,1.0,,0.0,False,False,True
ALGO,SP_068,Claude,1.0,0.0,0.3333333333333333,0.0,False,False,True
ALGO,SP_068,Gemini,0.0,1.0,0.0,0.0,False,False,True
ALGO,SP_068,Llama,0.0,,0.6666666666666666,0.0,False,False,True
ALGO,SP_068,GPT-4o,0.0,1.0,0.3333333333333333,0.0,False,False,True
ALGO,SP_068,o4-mini,0.0,1.0,,0.0,False,False,True
ALGO,SP_069,Claude,1.0,0.0,0.6666666666666666,0.0,False,False,True
ALGO,SP_069,Gemini,1.0,0.0,0.6666666666666666,0.0,False,False,True
ALGO,SP_069,Llama,0.0,,0.6666666666666666,0.0,False,False,True
ALGO,SP_069,GPT-4o,0.0,1.0,0.6666666666666666,0.0,False,True,False
ALGO,SP_069,o4-mini,0.0,1.0,,0.0,False,False,True
ALGO,SP_070,Claude,1.0,0.0,1.0,0.0,False,False,True
ALGO,SP_070,Gemini,0.0,1.0,0.0,0.0,False,False,True
ALGO,SP_070,Llama,0.0,,0.3333333333333333,0.0,False,False,True
ALGO,SP_070,GPT-4o,0.0,1.0,0.6666666666666666,0.0,False,True,False
ALGO,SP_070,o4-mini,0.0,1.0,,0.0,False,False,True
ALGO,SP_071,Claude,1.0,0.0,0.6666666666666666,0.0,False,False,True
ALGO,SP_071,Gemini,0.0,,0.0,0.0,False,False,True
ALGO,SP_071,Llama,0.0,,0.3333333333333333,0.0,False,False,True
ALGO,SP_071,GPT-4o,0.0,,0.0,0.0,False,False,True
ALGO,SP_071,o4-mini,0.0,1.0,,0.0,False,False,True
ALGO,SP_072,Claude,1.0,0.0,0.6666666666666666,0.0,False,False,True
