source_file,problem_id,variant_type,model,superseded,replacement_file,reason
ALGO_P1_behavioral_claude.csv,SP_073,W5,anthropic/claude-sonnet-4,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gemini.csv,SP_019,W5,google/gemini-2.5-flash,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gemini.csv,SP_020,W5,google/gemini-2.5-flash,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gemini.csv,SP_021,W5,google/gemini-2.5-flash,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gemini.csv,SP_023,W5,google/gemini-2.5-flash,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gemini.csv,SP_024,W5,google/gemini-2.5-flash,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gemini.csv,SP_026,W5,google/gemini-2.5-flash,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gemini.csv,SP_027,W5,google/gemini-2.5-flash,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gemini.csv,SP_028,W5,google/gemini-2.5-flash,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gemini.csv,SP_029,W5,google/gemini-2.5-flash,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gemini.csv,SP_030,W5,google/gemini-2.5-flash,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gemini.csv,SP_031,W5,google/gemini-2.5-flash,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gemini.csv,SP_032,W5,google/gemini-2.5-flash,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gemini.csv,SP_033,W5,google/gemini-2.5-flash,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gemini.csv,SP_034,W5,google/gemini-2.5-flash,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gemini.csv,SP_035,W5,google/gemini-2.5-flash,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gemini.csv,SP_036,W5,google/gemini-2.5-flash,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gemini.csv,SP_037,W5,google/gemini-2.5-flash,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gemini.csv,SP_038,W5,google/gemini-2.5-flash,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gemini.csv,SP_039,W5,google/gemini-2.5-flash,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gemini.csv,SP_040,W5,google/gemini-2.5-flash,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gemini.csv,SP_042,W5,google/gemini-2.5-flash,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gemini.csv,SP_044,W5,google/gemini-2.5-flash,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gemini.csv,SP_045,W5,google/gemini-2.5-flash,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gemini.csv,SP_046,W5,google/gemini-2.5-flash,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gemini.csv,SP_047,W5,google/gemini-2.5-flash,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gemini.csv,SP_048,W5,google/gemini-2.5-flash,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gemini.csv,SP_049,W5,google/gemini-2.5-flash,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gemini.csv,SP_050,W5,google/gemini-2.5-flash,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gemini.csv,SP_051,W5,google/gemini-2.5-flash,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gemini.csv,SP_052,W5,google/gemini-2.5-flash,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gemini.csv,SP_053,W5,google/gemini-2.5-flash,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gemini.csv,SP_054,W5,google/gemini-2.5-flash,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gemini.csv,SP_055,W5,google/gemini-2.5-flash,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gemini.csv,SP_056,W5,google/gemini-2.5-flash,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gemini.csv,SP_057,W5,google/gemini-2.5-flash,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gemini.csv,SP_058,W5,google/gemini-2.5-flash,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gemini.csv,SP_059,W5,google/gemini-2.5-flash,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gemini.csv,SP_060,W5,google/gemini-2.5-flash,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gemini.csv,SP_061,W5,google/gemini-2.5-flash,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gemini.csv,SP_062,W5,google/gemini-2.5-flash,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gemini.csv,SP_063,W5,google/gemini-2.5-flash,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gemini.csv,SP_064,W5,google/gemini-2.5-flash,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gemini.csv,SP_065,W5,google/gemini-2.5-flash,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gemini.csv,SP_066,W5,google/gemini-2.5-flash,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gemini.csv,SP_068,W5,google/gemini-2.5-flash,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gemini.csv,SP_069,W5,google/gemini-2.5-flash,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gemini.csv,SP_070,W5,google/gemini-2.5-flash,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gemini.csv,SP_071,W5,google/gemini-2.5-flash,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gemini.csv,SP_072,W5,google/gemini-2.5-flash,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gemini.csv,SP_073,W5,google/gemini-2.5-flash,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gpt4o.csv,SP_019,W5,openai/gpt-4o,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gpt4o.csv,SP_020,W5,openai/gpt-4o,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gpt4o.csv,SP_021,W5,openai/gpt-4o,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gpt4o.csv,SP_023,W5,openai/gpt-4o,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gpt4o.csv,SP_024,W5,openai/gpt-4o,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gpt4o.csv,SP_026,W5,openai/gpt-4o,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gpt4o.csv,SP_027,W5,openai/gpt-4o,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gpt4o.csv,SP_028,W5,openai/gpt-4o,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gpt4o.csv,SP_029,W5,openai/gpt-4o,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gpt4o.csv,SP_030,W5,openai/gpt-4o,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gpt4o.csv,SP_031,W5,openai/gpt-4o,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gpt4o.csv,SP_032,W5,openai/gpt-4o,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gpt4o.csv,SP_033,W5,openai/gpt-4o,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gpt4o.csv,SP_034,W5,openai/gpt-4o,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gpt4o.csv,SP_035,W5,openai/gpt-4o,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gpt4o.csv,SP_036,W5,openai/gpt-4o,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gpt4o.csv,SP_037,W5,openai/gpt-4o,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gpt4o.csv,SP_038,W5,openai/gpt-4o,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gpt4o.csv,SP_039,W5,openai/gpt-4o,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gpt4o.csv,SP_040,W5,openai/gpt-4o,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gpt4o.csv,SP_042,W5,openai/gpt-4o,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gpt4o.csv,SP_044,W5,openai/gpt-4o,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gpt4o.csv,SP_045,W5,openai/gpt-4o,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gpt4o.csv,SP_046,W5,openai/gpt-4o,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gpt4o.csv,SP_047,W5,openai/gpt-4o,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gpt4o.csv,SP_048,W5,openai/gpt-4o,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gpt4o.csv,SP_049,W5,openai/gpt-4o,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gpt4o.csv,SP_050,W5,openai/gpt-4o,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gpt4o.csv,SP_051,W5,openai/gpt-4o,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gpt4o.csv,SP_052,W5,openai/gpt-4o,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gpt4o.csv,SP_053,W5,openai/gpt-4o,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gpt4o.csv,SP_054,W5,openai/gpt-4o,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gpt4o.csv,SP_055,W5,openai/gpt-4o,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gpt4o.csv,SP_056,W5,openai/gpt-4o,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gpt4o.csv,SP_057,W5,openai/gpt-4o,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gpt4o.csv,SP_058,W5,openai/gpt-4o,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gpt4o.csv,SP_059,W5,openai/gpt-4o,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gpt4o.csv,SP_060,W5,openai/gpt-4o,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gpt4o.csv,SP_061,W5,openai/gpt-4o,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gpt4o.csv,SP_062,W5,openai/gpt-4o,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gpt4o.csv,SP_063,W5,openai/gpt-4o,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gpt4o.csv,SP_064,W5,openai/gpt-4o,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gpt4o.csv,SP_065,W5,openai/gpt-4o,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gpt4o.csv,SP_066,W5,openai/gpt-4o,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gpt4o.csv,SP_068,W5,openai/gpt-4o,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gpt4o.csv,SP_069,W5,openai/gpt-4o,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gpt4o.csv,SP_070,W5,openai/gpt-4o,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gpt4o.csv,SP_071,W5,openai/gpt-4o,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gpt4o.csv,SP_072,W5,openai/gpt-4o,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_gpt4o.csv,SP_073,W5,openai/gpt-4o,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_llama.csv,SP_019,W5,meta-llama/llama-3.1-8b-instruct,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_llama.csv,SP_020,W5,meta-llama/llama-3.1-8b-instruct,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_llama.csv,SP_021,W5,meta-llama/llama-3.1-8b-instruct,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_llama.csv,SP_023,W5,meta-llama/llama-3.1-8b-instruct,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_llama.csv,SP_024,W5,meta-llama/llama-3.1-8b-instruct,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_llama.csv,SP_026,W5,meta-llama/llama-3.1-8b-instruct,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_llama.csv,SP_027,W5,meta-llama/llama-3.1-8b-instruct,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_llama.csv,SP_028,W5,meta-llama/llama-3.1-8b-instruct,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_llama.csv,SP_029,W5,meta-llama/llama-3.1-8b-instruct,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_llama.csv,SP_030,W5,meta-llama/llama-3.1-8b-instruct,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_llama.csv,SP_031,W5,meta-llama/llama-3.1-8b-instruct,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_llama.csv,SP_032,W5,meta-llama/llama-3.1-8b-instruct,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_llama.csv,SP_033,W5,meta-llama/llama-3.1-8b-instruct,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_llama.csv,SP_034,W5,meta-llama/llama-3.1-8b-instruct,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_llama.csv,SP_035,W5,meta-llama/llama-3.1-8b-instruct,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_llama.csv,SP_036,W5,meta-llama/llama-3.1-8b-instruct,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_llama.csv,SP_037,W5,meta-llama/llama-3.1-8b-instruct,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
ALGO_P1_behavioral_llama.csv,SP_038,W5,meta-llama/llama-3.1-8b-instruct,True,ALGO_P1_sp_w5_rerun.csv,unanswerable_prompt_original_edge_directions
