problem_id,model,in_paper_4model,problem_subtype,instance_type,VAR_canonical,VAR_W3,instance_contamination_score,ACI,greedy_succeeds,missing_core,missing_phase2,parse_failure_or_missing,instance_rank_pct,label,three_signals,complete_case,label_default
SP_048,Claude,True,shortest_path,adversarial,1.0,0.0,0.0,0.6666666666666666,True,False,False,False,0.3113636363636363,mixed,True,True,mixed
SP_049,Claude,True,shortest_path,standard,0.0,0.0,0.0,,False,False,True,False,0.3113636363636363,ambiguous,False,False,ambiguous
SP_050,Claude,True,shortest_path,standard,0.0,0.0,0.5,,False,False,True,False,0.7386363636363636,ambiguous,False,False,ambiguous
SP_051,Claude,True,shortest_path,standard,0.0,0.0,0.5714,,False,False,True,False,0.9204545454545454,ambiguous,False,False,ambiguous
SP_052,Claude,True,shortest_path,standard,0.0,0.0,0.5714,,False,False,True,False,0.9204545454545454,ambiguous,False,False,ambiguous
SP_053,Claude,True,shortest_path,standard,0.0,0.0,0.0,,False,False,True,False,0.3113636363636363,ambiguous,False,False,ambiguous
SP_054,Claude,True,shortest_path,standard,0.0,0.0,0.5714,,False,False,True,False,0.9204545454545454,ambiguous,False,False,ambiguous
SP_055,Claude,True,shortest_path,standard,0.0,0.0,0.5,,False,False,True,False,0.7386363636363636,ambiguous,False,False,ambiguous
SP_056,Claude,True,shortest_path,standard,0.0,0.0,0.5,,False,False,True,False,0.7386363636363636,ambiguous,False,False,ambiguous
SP_057,Claude,True,shortest_path,standard,0.0,0.0,0.5,,False,False,True,False,0.7386363636363636,ambiguous,False,False,ambiguous
SP_058,Claude,True,shortest_path,standard,0.0,0.0,0.5,,False,False,True,False,0.7386363636363636,ambiguous,False,False,ambiguous
SP_059,Claude,True,shortest_path,standard,0.0,0.0,0.5714,,False,False,True,False,0.9204545454545454,ambiguous,False,False,ambiguous
SP_060,Claude,True,shortest_path,standard,0.0,0.0,0.5714,,False,False,True,False,0.9204545454545454,ambiguous,False,False,ambiguous
SP_061,Claude,True,shortest_path,standard,0.0,0.0,0.5,,False,False,True,False,0.7386363636363636,ambiguous,False,False,ambiguous
SP_062,Claude,True,shortest_path,adversarial,1.0,0.0,0.5,0.3333333333333333,True,False,False,False,0.7386363636363636,retrieval,True,True,retrieval
SP_063,Claude,True,shortest_path,adversarial,0.0,0.0,0.0,0.6666666666666666,True,False,False,False,0.3113636363636363,mixed,True,True,mixed
SP_064,Claude,True,shortest_path,adversarial,1.0,0.0,0.5,0.3333333333333333,True,False,False,False,0.7386363636363636,retrieval,True,True,retrieval
SP_065,Claude,True,shortest_path,adversarial,1.0,0.0,0.5,0.6666666666666666,True,False,False,False,0.7386363636363636,retrieval,True,True,retrieval
SP_066,Claude,True,shortest_path,adversarial,0.0,0.0,0.0,0.6666666666666666,True,False,False,False,0.3113636363636363,mixed,True,True,mixed
SP_068,Claude,True,shortest_path,adversarial,1.0,0.0,0.0,0.3333333333333333,True,False,False,False,0.3113636363636363,mixed,True,True,mixed
SP_069,Claude,True,shortest_path,adversarial,1.0,0.0,0.0,0.6666666666666666,True,False,False,False,0.3113636363636363,mixed,True,True,mixed
SP_070,Claude,True,shortest_path,adversarial,1.0,0.0,0.0,1.0,True,False,False,False,0.3113636363636363,mixed,True,True,mixed
SP_071,Claude,True,shortest_path,adversarial,1.0,0.0,0.0,0.6666666666666666,True,False,False,False,0.3113636363636363,mixed,True,True,mixed
SP_072,Claude,True,shortest_path,adversarial,1.0,0.0,0.0,0.6666666666666666,True,False,False,False,0.3113636363636363,mixed,True,True,mixed
SP_073,Claude,True,shortest_path,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,False,0.3113636363636363,mixed,True,True,mixed
WIS_001,Claude,True,wis,standard,1.0,0.0,0.0,,False,False,True,True,0.4708333333333333,ambiguous,False,False,ambiguous
WIS_002,Claude,True,wis,standard,0.0,0.0,0.0,,False,False,True,False,0.4708333333333333,ambiguous,False,False,ambiguous
WIS_003,Claude,True,wis,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,False,0.4708333333333333,mixed,True,True,mixed
WIS_004,Claude,True,wis,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,False,0.4708333333333333,mixed,True,True,mixed
WIS_005,Claude,True,wis,standard,0.0,0.0,0.0,,False,False,True,False,0.4708333333333333,ambiguous,False,False,ambiguous
WIS_006,Claude,True,wis,standard,0.0,0.0,0.0,,False,False,True,False,0.4708333333333333,ambiguous,False,False,ambiguous
WIS_007,Claude,True,wis,standard,0.0,0.0,0.0,,False,False,True,False,0.4708333333333333,ambiguous,False,False,ambiguous
WIS_009,Claude,True,wis,standard,0.0,0.0,0.5455,,False,False,True,False,0.9708333333333332,ambiguous,False,False,ambiguous
WIS_010,Claude,True,wis,standard,0.0,0.0,0.0,,False,False,True,True,0.4708333333333333,ambiguous,False,False,ambiguous
WIS_012,Claude,True,wis,standard,0.0,0.0,0.5455,,False,False,True,False,0.9708333333333332,ambiguous,False,False,ambiguous
WIS_013,Claude,True,wis,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,False,0.4708333333333333,mixed,True,True,mixed
WIS_014,Claude,True,wis,adversarial,1.0,0.0,0.0,0.3333333333333333,True,False,False,False,0.4708333333333333,mixed,True,True,mixed
WIS_015,Claude,True,wis,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,False,0.4708333333333333,mixed,True,True,mixed
WIS_016,Claude,True,wis,adversarial,1.0,0.0,0.0,0.3333333333333333,True,False,False,True,0.4708333333333333,ambiguous,True,False,ambiguous
WIS_017,Claude,True,wis,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,True,0.4708333333333333,ambiguous,True,False,ambiguous
WIS_018,Claude,True,wis,adversarial,0.0,0.0,0.0,0.6666666666666666,True,False,False,True,0.4708333333333333,ambiguous,True,False,ambiguous
WIS_019,Claude,True,wis,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,False,0.4708333333333333,mixed,True,True,mixed
WIS_020,Claude,True,wis,adversarial,0.0,0.0,0.0,0.6666666666666666,True,False,False,False,0.4708333333333333,mixed,True,True,mixed
WIS_021,Claude,True,wis,standard,0.0,0.0,0.0,,False,False,True,True,0.4708333333333333,ambiguous,False,False,ambiguous
WIS_022,Claude,True,wis,standard,0.0,0.0,0.0,,False,False,True,False,0.4708333333333333,ambiguous,False,False,ambiguous
WIS_023,Claude,True,wis,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,True,0.4708333333333333,ambiguous,True,False,ambiguous
WIS_024,Claude,True,wis,adversarial,1.0,0.0,0.0,0.3333333333333333,True,False,False,False,0.4708333333333333,mixed,True,True,mixed
WIS_025,Claude,True,wis,adversarial,1.0,0.0,0.0,0.6666666666666666,True,False,False,False,0.4708333333333333,mixed,True,True,mixed
WIS_026,Claude,True,wis,adversarial,1.0,0.0,0.0,0.3333333333333333,True,False,False,False,0.4708333333333333,mixed,True,True,mixed
WIS_027,Claude,True,wis,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,False,0.4708333333333333,mixed,True,True,mixed
WIS_028,Claude,True,wis,adversarial,1.0,0.0,0.0,0.6666666666666666,True,False,False,True,0.4708333333333333,ambiguous,True,False,ambiguous
WIS_029,Claude,True,wis,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,False,0.4708333333333333,mixed,True,True,mixed
WIS_030,Claude,True,wis,standard,0.0,0.0,0.0,,False,False,True,False,0.4708333333333333,ambiguous,False,False,ambiguous
WIS_031,Claude,True,wis,standard,0.0,0.0,0.0,,False,False,True,False,0.4708333333333333,ambiguous,False,False,ambiguous
WIS_032,Claude,True,wis,standard,0.0,0.0,0.0,,False,False,True,False,0.4708333333333333,ambiguous,False,False,ambiguous
CC_01,GPT-4o,True,coin_change,adversarial,1.0,0.0,0.0,0.6666666666666666,True,False,False,True,0.345,ambiguous,True,False,ambiguous
CC_02,GPT-4o,True,coin_change,adversarial,1.0,0.0,0.0,0.3333333333333333,True,False,False,True,0.345,ambiguous,True,False,ambiguous
CC_03,GPT-4o,True,coin_change,adversarial,1.0,0.0,0.0,0.3333333333333333,True,False,False,True,0.345,ambiguous,True,False,ambiguous
CC_031,GPT-4o,True,coin_change,standard,1.0,0.0,0.0,,False,False,True,False,0.345,ambiguous,False,False,ambiguous
CC_032,GPT-4o,True,coin_change,standard,0.0,0.0,0.0,,False,False,True,False,0.345,ambiguous,False,False,ambiguous
CC_033,GPT-4o,True,coin_change,standard,0.0,0.0,0.6875,,False,False,True,False,0.985,ambiguous,False,False,ambiguous
CC_034,GPT-4o,True,coin_change,standard,1.0,0.0,0.0,,False,False,True,False,0.345,ambiguous,False,False,ambiguous
CC_035,GPT-4o,True,coin_change,standard,1.0,1.0,0.6364,,False,False,True,False,0.905,ambiguous,False,False,ambiguous
CC_036,GPT-4o,True,coin_change,standard,0.0,0.0,0.6667,,False,False,True,False,0.945,ambiguous,False,False,ambiguous
CC_037,GPT-4o,True,coin_change,standard,0.0,0.0,0.5714,,False,False,True,True,0.865,ambiguous,False,False,ambiguous
CC_038,GPT-4o,True,coin_change,standard,1.0,0.0,0.5556,,False,False,True,False,0.825,ambiguous,False,False,ambiguous
CC_039,GPT-4o,True,coin_change,standard,0.0,0.0,0.0,,False,False,True,False,0.345,ambiguous,False,False,ambiguous
CC_04,GPT-4o,True,coin_change,adversarial,0.0,0.0,0.0,0.6666666666666666,True,False,False,True,0.345,ambiguous,True,False,ambiguous
CC_040,GPT-4o,True,coin_change,standard,0.0,0.0,0.0,,False,False,True,False,0.345,ambiguous,False,False,ambiguous
CC_041,GPT-4o,True,coin_change,standard,0.0,0.0,0.0,,False,False,True,False,0.345,ambiguous,False,False,ambiguous
CC_042,GPT-4o,True,coin_change,standard,0.0,0.0,0.5385,,False,False,True,False,0.785,ambiguous,False,False,ambiguous
CC_043,GPT-4o,True,coin_change,standard,0.0,0.0,0.0,,False,False,True,False,0.345,ambiguous,False,False,ambiguous
CC_044,GPT-4o,True,coin_change,standard,0.0,0.0,0.5,,False,False,True,False,0.745,ambiguous,False,False,ambiguous
CC_045,GPT-4o,True,coin_change,standard,0.0,0.0,0.4545,,False,False,True,False,0.705,ambiguous,False,False,ambiguous
CC_05,GPT-4o,True,coin_change,adversarial,1.0,0.0,0.0,0.3333333333333333,True,False,False,True,0.345,ambiguous,True,False,ambiguous
CC_06,GPT-4o,True,coin_change,adversarial,1.0,0.0,0.0,0.3333333333333333,True,False,False,True,0.345,ambiguous,True,False,ambiguous
CC_07,GPT-4o,True,coin_change,adversarial,0.0,0.0,0.0,0.0,True,False,False,True,0.345,ambiguous,True,False,ambiguous
CC_08,GPT-4o,True,coin_change,adversarial,1.0,0.0,0.0,0.3333333333333333,True,False,False,True,0.345,ambiguous,True,False,ambiguous
CC_09,GPT-4o,True,coin_change,adversarial,0.0,0.0,0.0,0.6666666666666666,True,False,False,True,0.345,ambiguous,True,False,ambiguous
CC_10,GPT-4o,True,coin_change,adversarial,0.0,0.0,0.0,0.6666666666666666,True,False,False,True,0.345,ambiguous,True,False,ambiguous
SP_001,GPT-4o,True,shortest_path,standard,0.0,0.0,0.0,,False,False,True,True,0.3113636363636363,ambiguous,False,False,ambiguous
SP_002,GPT-4o,True,shortest_path,standard,0.0,0.0,0.0,,False,False,True,True,0.3113636363636363,ambiguous,False,False,ambiguous
SP_003,GPT-4o,True,shortest_path,adversarial,0.0,0.0,0.0,0.0,True,False,False,True,0.3113636363636363,ambiguous,True,False,ambiguous
SP_004,GPT-4o,True,shortest_path,adversarial,1.0,0.0,0.0,0.3333333333333333,True,False,False,True,0.3113636363636363,ambiguous,True,False,ambiguous
SP_005,GPT-4o,True,shortest_path,adversarial,0.0,0.0,0.0,0.0,True,False,False,True,0.3113636363636363,ambiguous,True,False,ambiguous
SP_019,GPT-4o,True,shortest_path,adversarial,0.0,0.0,0.5,0.6666666666666666,True,False,False,False,0.7386363636363636,mixed,True,True,mixed
SP_020,GPT-4o,True,shortest_path,adversarial,0.0,0.0,0.5,0.0,True,False,False,True,0.7386363636363636,ambiguous,True,False,ambiguous
SP_021,GPT-4o,True,shortest_path,adversarial,0.0,0.0,0.0,0.6666666666666666,True,False,False,False,0.3113636363636363,mixed,True,True,mixed
SP_023,GPT-4o,True,shortest_path,adversarial,1.0,0.0,0.5,0.3333333333333333,True,False,False,True,0.7386363636363636,ambiguous,True,False,ambiguous
SP_024,GPT-4o,True,shortest_path,adversarial,1.0,1.0,0.0,0.6666666666666666,True,False,False,False,0.3113636363636363,computation,True,True,computation
SP_026,GPT-4o,True,shortest_path,adversarial,1.0,0.0,0.0,0.3333333333333333,True,False,False,True,0.3113636363636363,ambiguous,True,False,ambiguous
SP_027,GPT-4o,True,shortest_path,adversarial,0.0,1.0,0.0,0.3333333333333333,False,False,False,False,0.3113636363636363,mixed,True,True,mixed
SP_028,GPT-4o,True,shortest_path,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,True,0.3113636363636363,ambiguous,True,False,ambiguous
SP_029,GPT-4o,True,shortest_path,adversarial,1.0,0.0,0.0,0.0,True,False,False,False,0.3113636363636363,mixed,True,True,mixed
SP_030,GPT-4o,True,shortest_path,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,True,0.3113636363636363,ambiguous,True,False,ambiguous
SP_031,GPT-4o,True,shortest_path,standard,1.0,0.0,0.0,,False,False,True,False,0.3113636363636363,ambiguous,False,False,ambiguous
SP_032,GPT-4o,True,shortest_path,standard,1.0,0.0,0.5833,,False,False,True,True,0.9931818181818182,ambiguous,False,False,ambiguous
SP_033,GPT-4o,True,shortest_path,standard,1.0,1.0,0.5714,,False,False,True,True,0.9204545454545454,ambiguous,False,False,ambiguous
SP_034,GPT-4o,True,shortest_path,standard,1.0,1.0,0.0,,False,False,True,False,0.3113636363636363,ambiguous,False,False,ambiguous
SP_035,GPT-4o,True,shortest_path,standard,1.0,1.0,0.0,,False,False,True,True,0.3113636363636363,ambiguous,False,False,ambiguous
SP_036,GPT-4o,True,shortest_path,standard,0.0,0.0,0.5714,,False,False,True,True,0.9204545454545454,ambiguous,False,False,ambiguous
SP_037,GPT-4o,True,shortest_path,adversarial,0.0,0.0,0.5,0.0,True,False,False,True,0.7386363636363636,ambiguous,True,False,ambiguous
SP_038,GPT-4o,True,shortest_path,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,True,0.3113636363636363,ambiguous,True,False,ambiguous
SP_039,GPT-4o,True,shortest_path,adversarial,0.0,0.0,0.0,0.0,True,False,False,True,0.3113636363636363,ambiguous,True,False,ambiguous
SP_040,GPT-4o,True,shortest_path,adversarial,0.0,0.0,0.0,0.0,True,False,False,False,0.3113636363636363,mixed,True,True,mixed
SP_042,GPT-4o,True,shortest_path,adversarial,1.0,1.0,0.0,0.3333333333333333,True,False,False,False,0.3113636363636363,mixed,True,True,mixed
SP_044,GPT-4o,True,shortest_path,adversarial,1.0,1.0,0.0,0.6666666666666666,True,False,False,False,0.3113636363636363,computation,True,True,computation
SP_045,GPT-4o,True,shortest_path,adversarial,1.0,0.0,0.0,0.0,True,False,False,False,0.3113636363636363,mixed,True,True,mixed
SP_046,GPT-4o,True,shortest_path,adversarial,0.0,0.0,0.0,0.0,True,False,False,False,0.3113636363636363,mixed,True,True,mixed
SP_047,GPT-4o,True,shortest_path,adversarial,1.0,0.0,0.0,0.3333333333333333,True,False,False,False,0.3113636363636363,mixed,True,True,mixed
SP_048,GPT-4o,True,shortest_path,adversarial,0.0,0.0,0.0,0.3333333333333333,False,False,False,True,0.3113636363636363,ambiguous,True,False,ambiguous
SP_049,GPT-4o,True,shortest_path,standard,1.0,1.0,0.0,,False,False,True,False,0.3113636363636363,ambiguous,False,False,ambiguous
SP_050,GPT-4o,True,shortest_path,standard,1.0,1.0,0.5,,False,False,True,False,0.7386363636363636,ambiguous,False,False,ambiguous
SP_051,GPT-4o,True,shortest_path,standard,0.0,0.0,0.5714,,False,False,True,False,0.9204545454545454,ambiguous,False,False,ambiguous
SP_052,GPT-4o,True,shortest_path,standard,0.0,0.0,0.5714,,False,False,True,True,0.9204545454545454,ambiguous,False,False,ambiguous
SP_053,GPT-4o,True,shortest_path,standard,1.0,1.0,0.0,,False,False,True,True,0.3113636363636363,ambiguous,False,False,ambiguous
SP_054,GPT-4o,True,shortest_path,standard,0.0,0.0,0.5714,,False,False,True,False,0.9204545454545454,ambiguous,False,False,ambiguous
SP_055,GPT-4o,True,shortest_path,standard,1.0,0.0,0.5,,False,False,True,True,0.7386363636363636,ambiguous,False,False,ambiguous
SP_056,GPT-4o,True,shortest_path,standard,1.0,0.0,0.5,,False,False,True,True,0.7386363636363636,ambiguous,False,False,ambiguous
SP_057,GPT-4o,True,shortest_path,standard,1.0,0.0,0.5,,False,False,True,True,0.7386363636363636,ambiguous,False,False,ambiguous
SP_058,GPT-4o,True,shortest_path,standard,1.0,1.0,0.5,,False,False,True,True,0.7386363636363636,ambiguous,False,False,ambiguous
SP_059,GPT-4o,True,shortest_path,standard,1.0,1.0,0.5714,,False,False,True,True,0.9204545454545454,ambiguous,False,False,ambiguous
SP_060,GPT-4o,True,shortest_path,standard,1.0,0.0,0.5714,,False,False,True,False,0.9204545454545454,ambiguous,False,False,ambiguous
SP_061,GPT-4o,True,shortest_path,standard,1.0,1.0,0.5,,False,False,True,False,0.7386363636363636,ambiguous,False,False,ambiguous
SP_062,GPT-4o,True,shortest_path,adversarial,0.0,0.0,0.5,0.6666666666666666,True,False,False,True,0.7386363636363636,ambiguous,True,False,ambiguous
SP_063,GPT-4o,True,shortest_path,adversarial,0.0,0.0,0.0,0.0,True,False,False,True,0.3113636363636363,ambiguous,True,False,ambiguous
SP_064,GPT-4o,True,shortest_path,adversarial,0.0,0.0,0.5,0.3333333333333333,True,False,False,True,0.7386363636363636,ambiguous,True,False,ambiguous
SP_065,GPT-4o,True,shortest_path,adversarial,0.0,0.0,0.5,0.3333333333333333,True,False,False,True,0.7386363636363636,ambiguous,True,False,ambiguous
SP_066,GPT-4o,True,shortest_path,adversarial,1.0,1.0,0.0,0.3333333333333333,True,False,False,True,0.3113636363636363,ambiguous,True,False,ambiguous
SP_068,GPT-4o,True,shortest_path,adversarial,1.0,1.0,0.0,0.3333333333333333,True,False,False,True,0.3113636363636363,ambiguous,True,False,ambiguous
SP_069,GPT-4o,True,shortest_path,adversarial,1.0,1.0,0.0,0.6666666666666666,True,False,False,False,0.3113636363636363,computation,True,True,computation
SP_070,GPT-4o,True,shortest_path,adversarial,1.0,1.0,0.0,0.6666666666666666,True,False,False,True,0.3113636363636363,ambiguous,True,False,ambiguous
SP_071,GPT-4o,True,shortest_path,adversarial,0.0,0.0,0.0,0.0,True,False,False,False,0.3113636363636363,mixed,True,True,mixed
SP_072,GPT-4o,True,shortest_path,adversarial,1.0,0.0,0.0,0.6666666666666666,True,False,False,True,0.3113636363636363,ambiguous,True,False,ambiguous
SP_073,GPT-4o,True,shortest_path,adversarial,0.0,1.0,0.0,0.0,True,False,False,False,0.3113636363636363,mixed,True,True,mixed
WIS_001,GPT-4o,True,wis,standard,1.0,0.0,0.0,,False,False,True,True,0.4708333333333333,ambiguous,False,False,ambiguous
WIS_002,GPT-4o,True,wis,standard,0.0,0.0,0.0,,False,False,True,False,0.4708333333333333,ambiguous,False,False,ambiguous
WIS_003,GPT-4o,True,wis,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,True,0.4708333333333333,ambiguous,True,False,ambiguous
WIS_004,GPT-4o,True,wis,adversarial,0.0,0.0,0.0,0.0,True,False,False,True,0.4708333333333333,ambiguous,True,False,ambiguous
WIS_005,GPT-4o,True,wis,standard,0.0,0.0,0.0,,False,False,True,True,0.4708333333333333,ambiguous,False,False,ambiguous
WIS_006,GPT-4o,True,wis,standard,0.0,0.0,0.0,,False,False,True,False,0.4708333333333333,ambiguous,False,False,ambiguous
WIS_007,GPT-4o,True,wis,standard,1.0,0.0,0.0,,False,False,True,True,0.4708333333333333,ambiguous,False,False,ambiguous
WIS_009,GPT-4o,True,wis,standard,0.0,0.0,0.5455,,False,False,True,True,0.9708333333333332,ambiguous,False,False,ambiguous
WIS_010,GPT-4o,True,wis,standard,0.0,0.0,0.0,,False,False,True,False,0.4708333333333333,ambiguous,False,False,ambiguous
