problem_id,model,in_paper_4model,problem_subtype,instance_type,VAR_canonical,VAR_W3,instance_contamination_score,ACI,greedy_succeeds,missing_core,missing_phase2,parse_failure_or_missing
SP_005,Claude,True,shortest_path,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,False
SP_019,Claude,True,shortest_path,adversarial,1.0,0.0,0.5,0.3333333333333333,True,False,False,False
SP_020,Claude,True,shortest_path,adversarial,1.0,0.0,0.5,0.3333333333333333,True,False,False,False
SP_021,Claude,True,shortest_path,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,False
SP_023,Claude,True,shortest_path,adversarial,0.0,0.0,0.5,0.3333333333333333,True,False,False,False
SP_024,Claude,True,shortest_path,adversarial,1.0,0.0,0.0,0.6666666666666666,True,False,False,False
SP_026,Claude,True,shortest_path,adversarial,1.0,0.0,0.0,0.0,True,False,False,False
SP_027,Claude,True,shortest_path,adversarial,1.0,0.0,0.0,0.3333333333333333,True,False,False,False
SP_028,Claude,True,shortest_path,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,False
SP_029,Claude,True,shortest_path,adversarial,1.0,0.0,0.0,0.6666666666666666,True,False,False,False
SP_030,Claude,True,shortest_path,adversarial,0.0,0.0,0.0,0.6666666666666666,True,False,False,False
SP_031,Claude,True,shortest_path,standard,0.0,0.0,0.0,,False,False,True,False
SP_032,Claude,True,shortest_path,standard,0.0,0.0,0.5833,,False,False,True,False
SP_033,Claude,True,shortest_path,standard,0.0,0.0,0.5714,,False,False,True,False
SP_034,Claude,True,shortest_path,standard,0.0,0.0,0.0,,False,False,True,False
SP_035,Claude,True,shortest_path,standard,0.0,0.0,0.0,,False,False,True,False
SP_036,Claude,True,shortest_path,standard,0.0,0.0,0.5714,,False,False,True,False
SP_037,Claude,True,shortest_path,adversarial,1.0,0.0,0.5,0.0,True,False,False,False
SP_038,Claude,True,shortest_path,adversarial,0.0,0.0,0.0,0.0,True,False,False,False
SP_039,Claude,True,shortest_path,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,False
SP_040,Claude,True,shortest_path,adversarial,1.0,0.0,0.0,0.0,True,False,False,False
SP_042,Claude,True,shortest_path,adversarial,0.0,0.0,0.0,0.6666666666666666,True,False,False,False
SP_044,Claude,True,shortest_path,adversarial,1.0,0.0,0.0,0.6666666666666666,True,False,False,False
SP_045,Claude,True,shortest_path,adversarial,1.0,0.0,0.0,0.3333333333333333,True,False,False,False
SP_046,Claude,True,shortest_path,adversarial,1.0,0.0,0.0,0.6666666666666666,True,False,False,False
SP_047,Claude,True,shortest_path,adversarial,1.0,0.0,0.0,0.6666666666666666,True,False,False,False
SP_048,Claude,True,shortest_path,adversarial,1.0,0.0,0.0,0.6666666666666666,True,False,False,False
SP_049,Claude,True,shortest_path,standard,0.0,0.0,0.0,,False,False,True,False
SP_050,Claude,True,shortest_path,standard,0.0,0.0,0.5,,False,False,True,False
SP_051,Claude,True,shortest_path,standard,0.0,0.0,0.5714,,False,False,True,False
SP_052,Claude,True,shortest_path,standard,0.0,0.0,0.5714,,False,False,True,False
SP_053,Claude,True,shortest_path,standard,0.0,0.0,0.0,,False,False,True,False
SP_054,Claude,True,shortest_path,standard,0.0,0.0,0.5714,,False,False,True,False
SP_055,Claude,True,shortest_path,standard,0.0,0.0,0.5,,False,False,True,False
SP_056,Claude,True,shortest_path,standard,0.0,0.0,0.5,,False,False,True,False
SP_057,Claude,True,shortest_path,standard,0.0,0.0,0.5,,False,False,True,False
SP_058,Claude,True,shortest_path,standard,0.0,0.0,0.5,,False,False,True,False
SP_059,Claude,True,shortest_path,standard,0.0,0.0,0.5714,,False,False,True,False
SP_060,Claude,True,shortest_path,standard,0.0,0.0,0.5714,,False,False,True,False
SP_061,Claude,True,shortest_path,standard,0.0,0.0,0.5,,False,False,True,False
SP_062,Claude,True,shortest_path,adversarial,1.0,0.0,0.5,0.3333333333333333,True,False,False,False
SP_063,Claude,True,shortest_path,adversarial,0.0,0.0,0.0,0.6666666666666666,True,False,False,False
SP_064,Claude,True,shortest_path,adversarial,1.0,0.0,0.5,0.3333333333333333,True,False,False,False
SP_065,Claude,True,shortest_path,adversarial,1.0,0.0,0.5,0.6666666666666666,True,False,False,False
SP_066,Claude,True,shortest_path,adversarial,0.0,0.0,0.0,0.6666666666666666,True,False,False,False
SP_068,Claude,True,shortest_path,adversarial,1.0,0.0,0.0,0.3333333333333333,True,False,False,False
SP_069,Claude,True,shortest_path,adversarial,1.0,0.0,0.0,0.6666666666666666,True,False,False,False
SP_070,Claude,True,shortest_path,adversarial,1.0,0.0,0.0,1.0,True,False,False,False
SP_071,Claude,True,shortest_path,adversarial,1.0,0.0,0.0,0.6666666666666666,True,False,False,False
SP_072,Claude,True,shortest_path,adversarial,1.0,0.0,0.0,0.6666666666666666,True,False,False,False
SP_073,Claude,True,shortest_path,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,False
WIS_001,Claude,True,wis,standard,1.0,0.0,0.0,,False,False,True,True
WIS_002,Claude,True,wis,standard,0.0,0.0,0.0,,False,False,True,False
WIS_003,Claude,True,wis,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,False
WIS_004,Claude,True,wis,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,False
WIS_005,Claude,True,wis,standard,0.0,0.0,0.0,,False,False,True,False
WIS_006,Claude,True,wis,standard,0.0,0.0,0.0,,False,False,True,False
WIS_007,Claude,True,wis,standard,0.0,0.0,0.0,,False,False,True,False
WIS_009,Claude,True,wis,standard,0.0,0.0,0.5455,,False,False,True,False
WIS_010,Claude,True,wis,standard,0.0,0.0,0.0,,False,False,True,True
WIS_012,Claude,True,wis,standard,0.0,0.0,0.5455,,False,False,True,False
WIS_013,Claude,True,wis,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,False
WIS_014,Claude,True,wis,adversarial,1.0,0.0,0.0,0.3333333333333333,True,False,False,False
WIS_015,Claude,True,wis,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,False
WIS_016,Claude,True,wis,adversarial,1.0,0.0,0.0,0.3333333333333333,True,False,False,True
WIS_017,Claude,True,wis,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,True
WIS_018,Claude,True,wis,adversarial,0.0,0.0,0.0,0.6666666666666666,True,False,False,True
WIS_019,Claude,True,wis,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,False
WIS_020,Claude,True,wis,adversarial,0.0,0.0,0.0,0.6666666666666666,True,False,False,False
WIS_021,Claude,True,wis,standard,0.0,0.0,0.0,,False,False,True,True
WIS_022,Claude,True,wis,standard,0.0,0.0,0.0,,False,False,True,False
WIS_023,Claude,True,wis,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,True
WIS_024,Claude,True,wis,adversarial,1.0,0.0,0.0,0.3333333333333333,True,False,False,False
WIS_025,Claude,True,wis,adversarial,1.0,0.0,0.0,0.6666666666666666,True,False,False,False
WIS_026,Claude,True,wis,adversarial,1.0,0.0,0.0,0.3333333333333333,True,False,False,False
WIS_027,Claude,True,wis,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,False
WIS_028,Claude,True,wis,adversarial,1.0,0.0,0.0,0.6666666666666666,True,False,False,True
WIS_029,Claude,True,wis,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,False
WIS_030,Claude,True,wis,standard,0.0,0.0,0.0,,False,False,True,False
WIS_031,Claude,True,wis,standard,0.0,0.0,0.0,,False,False,True,False
WIS_032,Claude,True,wis,standard,0.0,0.0,0.0,,False,False,True,False
CC_01,GPT-4o,True,coin_change,adversarial,1.0,0.0,0.0,0.6666666666666666,True,False,False,True
CC_02,GPT-4o,True,coin_change,adversarial,1.0,0.0,0.0,0.3333333333333333,True,False,False,True
CC_03,GPT-4o,True,coin_change,adversarial,1.0,0.0,0.0,0.3333333333333333,True,False,False,True
CC_031,GPT-4o,True,coin_change,standard,1.0,0.0,0.0,,False,False,True,False
CC_032,GPT-4o,True,coin_change,standard,0.0,0.0,0.0,,False,False,True,False
CC_033,GPT-4o,True,coin_change,standard,0.0,0.0,0.6875,,False,False,True,False
CC_034,GPT-4o,True,coin_change,standard,1.0,0.0,0.0,,False,False,True,False
CC_035,GPT-4o,True,coin_change,standard,1.0,1.0,0.6364,,False,False,True,False
CC_036,GPT-4o,True,coin_change,standard,0.0,0.0,0.6667,,False,False,True,False
CC_037,GPT-4o,True,coin_change,standard,0.0,0.0,0.5714,,False,False,True,True
CC_038,GPT-4o,True,coin_change,standard,1.0,0.0,0.5556,,False,False,True,False
CC_039,GPT-4o,True,coin_change,standard,0.0,0.0,0.0,,False,False,True,False
CC_04,GPT-4o,True,coin_change,adversarial,0.0,0.0,0.0,0.6666666666666666,True,False,False,True
CC_040,GPT-4o,True,coin_change,standard,0.0,0.0,0.0,,False,False,True,False
CC_041,GPT-4o,True,coin_change,standard,0.0,0.0,0.0,,False,False,True,False
CC_042,GPT-4o,True,coin_change,standard,0.0,0.0,0.5385,,False,False,True,False
CC_043,GPT-4o,True,coin_change,standard,0.0,0.0,0.0,,False,False,True,False
CC_044,GPT-4o,True,coin_change,standard,0.0,0.0,0.5,,False,False,True,False
CC_045,GPT-4o,True,coin_change,standard,0.0,0.0,0.4545,,False,False,True,False
CC_05,GPT-4o,True,coin_change,adversarial,1.0,0.0,0.0,0.3333333333333333,True,False,False,True
CC_06,GPT-4o,True,coin_change,adversarial,1.0,0.0,0.0,0.3333333333333333,True,False,False,True
CC_07,GPT-4o,True,coin_change,adversarial,0.0,0.0,0.0,0.0,True,False,False,True
CC_08,GPT-4o,True,coin_change,adversarial,1.0,0.0,0.0,0.3333333333333333,True,False,False,True
CC_09,GPT-4o,True,coin_change,adversarial,0.0,0.0,0.0,0.6666666666666666,True,False,False,True
CC_10,GPT-4o,True,coin_change,adversarial,0.0,0.0,0.0,0.6666666666666666,True,False,False,True
SP_001,GPT-4o,True,shortest_path,standard,0.0,0.0,0.0,,False,False,True,True
SP_002,GPT-4o,True,shortest_path,standard,0.0,0.0,0.0,,False,False,True,True
SP_003,GPT-4o,True,shortest_path,adversarial,0.0,0.0,0.0,0.0,True,False,False,True
SP_004,GPT-4o,True,shortest_path,adversarial,1.0,0.0,0.0,0.3333333333333333,True,False,False,True
SP_005,GPT-4o,True,shortest_path,adversarial,0.0,0.0,0.0,0.0,True,False,False,True
SP_019,GPT-4o,True,shortest_path,adversarial,0.0,0.0,0.5,0.6666666666666666,True,False,False,False
SP_020,GPT-4o,True,shortest_path,adversarial,0.0,0.0,0.5,0.0,True,False,False,True
SP_021,GPT-4o,True,shortest_path,adversarial,0.0,0.0,0.0,0.6666666666666666,True,False,False,False
SP_023,GPT-4o,True,shortest_path,adversarial,1.0,0.0,0.5,0.3333333333333333,True,False,False,True
SP_024,GPT-4o,True,shortest_path,adversarial,1.0,1.0,0.0,0.6666666666666666,True,False,False,False
SP_026,GPT-4o,True,shortest_path,adversarial,1.0,0.0,0.0,0.3333333333333333,True,False,False,True
SP_027,GPT-4o,True,shortest_path,adversarial,0.0,1.0,0.0,0.3333333333333333,False,False,False,False
SP_028,GPT-4o,True,shortest_path,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,True
SP_029,GPT-4o,True,shortest_path,adversarial,1.0,0.0,0.0,0.0,True,False,False,False
SP_030,GPT-4o,True,shortest_path,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,True
SP_031,GPT-4o,True,shortest_path,standard,1.0,0.0,0.0,,False,False,True,False
SP_032,GPT-4o,True,shortest_path,standard,1.0,0.0,0.5833,,False,False,True,True
SP_033,GPT-4o,True,shortest_path,standard,1.0,1.0,0.5714,,False,False,True,True
SP_034,GPT-4o,True,shortest_path,standard,1.0,1.0,0.0,,False,False,True,False
SP_035,GPT-4o,True,shortest_path,standard,1.0,1.0,0.0,,False,False,True,True
SP_036,GPT-4o,True,shortest_path,standard,0.0,0.0,0.5714,,False,False,True,True
SP_037,GPT-4o,True,shortest_path,adversarial,0.0,0.0,0.5,0.0,True,False,False,True
SP_038,GPT-4o,True,shortest_path,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,True
SP_039,GPT-4o,True,shortest_path,adversarial,0.0,0.0,0.0,0.0,True,False,False,True
SP_040,GPT-4o,True,shortest_path,adversarial,0.0,0.0,0.0,0.0,True,False,False,False
SP_042,GPT-4o,True,shortest_path,adversarial,1.0,1.0,0.0,0.3333333333333333,True,False,False,False
SP_044,GPT-4o,True,shortest_path,adversarial,1.0,1.0,0.0,0.6666666666666666,True,False,False,False
SP_045,GPT-4o,True,shortest_path,adversarial,1.0,0.0,0.0,0.0,True,False,False,False
SP_046,GPT-4o,True,shortest_path,adversarial,0.0,0.0,0.0,0.0,True,False,False,False
SP_047,GPT-4o,True,shortest_path,adversarial,1.0,0.0,0.0,0.3333333333333333,True,False,False,False
SP_048,GPT-4o,True,shortest_path,adversarial,0.0,0.0,0.0,0.3333333333333333,False,False,False,True
SP_049,GPT-4o,True,shortest_path,standard,1.0,1.0,0.0,,False,False,True,False
SP_050,GPT-4o,True,shortest_path,standard,1.0,1.0,0.5,,False,False,True,False
SP_051,GPT-4o,True,shortest_path,standard,0.0,0.0,0.5714,,False,False,True,False
SP_052,GPT-4o,True,shortest_path,standard,0.0,0.0,0.5714,,False,False,True,True
SP_053,GPT-4o,True,shortest_path,standard,1.0,1.0,0.0,,False,False,True,True
SP_054,GPT-4o,True,shortest_path,standard,0.0,0.0,0.5714,,False,False,True,False
SP_055,GPT-4o,True,shortest_path,standard,1.0,0.0,0.5,,False,False,True,True
SP_056,GPT-4o,True,shortest_path,standard,1.0,0.0,0.5,,False,False,True,True
SP_057,GPT-4o,True,shortest_path,standard,1.0,0.0,0.5,,False,False,True,True
SP_058,GPT-4o,True,shortest_path,standard,1.0,1.0,0.5,,False,False,True,True
SP_059,GPT-4o,True,shortest_path,standard,1.0,1.0,0.5714,,False,False,True,True
SP_060,GPT-4o,True,shortest_path,standard,1.0,0.0,0.5714,,False,False,True,False
SP_061,GPT-4o,True,shortest_path,standard,1.0,1.0,0.5,,False,False,True,False
SP_062,GPT-4o,True,shortest_path,adversarial,0.0,0.0,0.5,0.6666666666666666,True,False,False,True
SP_063,GPT-4o,True,shortest_path,adversarial,0.0,0.0,0.0,0.0,True,False,False,True
SP_064,GPT-4o,True,shortest_path,adversarial,0.0,0.0,0.5,0.3333333333333333,True,False,False,True
SP_065,GPT-4o,True,shortest_path,adversarial,0.0,0.0,0.5,0.3333333333333333,True,False,False,True
SP_066,GPT-4o,True,shortest_path,adversarial,1.0,1.0,0.0,0.3333333333333333,True,False,False,True
SP_068,GPT-4o,True,shortest_path,adversarial,1.0,1.0,0.0,0.3333333333333333,True,False,False,True
SP_069,GPT-4o,True,shortest_path,adversarial,1.0,1.0,0.0,0.6666666666666666,True,False,False,False
SP_070,GPT-4o,True,shortest_path,adversarial,1.0,1.0,0.0,0.6666666666666666,True,False,False,True
SP_071,GPT-4o,True,shortest_path,adversarial,0.0,0.0,0.0,0.0,True,False,False,False
SP_072,GPT-4o,True,shortest_path,adversarial,1.0,0.0,0.0,0.6666666666666666,True,False,False,True
SP_073,GPT-4o,True,shortest_path,adversarial,0.0,1.0,0.0,0.0,True,False,False,False
WIS_001,GPT-4o,True,wis,standard,1.0,0.0,0.0,,False,False,True,True
WIS_002,GPT-4o,True,wis,standard,0.0,0.0,0.0,,False,False,True,False
WIS_003,GPT-4o,True,wis,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,True
WIS_004,GPT-4o,True,wis,adversarial,0.0,0.0,0.0,0.0,True,False,False,True
WIS_005,GPT-4o,True,wis,standard,0.0,0.0,0.0,,False,False,True,True
WIS_006,GPT-4o,True,wis,standard,0.0,0.0,0.0,,False,False,True,False
WIS_007,GPT-4o,True,wis,standard,1.0,0.0,0.0,,False,False,True,True
WIS_009,GPT-4o,True,wis,standard,0.0,0.0,0.5455,,False,False,True,True
WIS_010,GPT-4o,True,wis,standard,0.0,0.0,0.0,,False,False,True,False
WIS_012,GPT-4o,True,wis,standard,0.0,0.0,0.5455,,False,False,True,False
WIS_013,GPT-4o,True,wis,adversarial,0.0,0.0,0.0,0.3333333333333333,False,False,False,False
WIS_014,GPT-4o,True,wis,adversarial,0.0,0.0,0.0,0.3333333333333333,False,False,False,False
WIS_015,GPT-4o,True,wis,adversarial,0.0,0.0,0.0,0.3333333333333333,False,False,False,False
WIS_016,GPT-4o,True,wis,adversarial,0.0,0.0,0.0,0.6666666666666666,False,False,False,True
WIS_017,GPT-4o,True,wis,adversarial,1.0,0.0,0.0,0.3333333333333333,True,False,False,True
WIS_018,GPT-4o,True,wis,adversarial,1.0,0.0,0.0,0.6666666666666666,True,False,False,True
WIS_019,GPT-4o,True,wis,adversarial,1.0,0.0,0.0,0.3333333333333333,True,False,False,True
WIS_020,GPT-4o,True,wis,adversarial,1.0,0.0,0.0,0.3333333333333333,False,False,False,True
WIS_021,GPT-4o,True,wis,standard,0.0,0.0,0.0,,False,False,True,False
WIS_022,GPT-4o,True,wis,standard,0.0,0.0,0.0,,False,False,True,False
WIS_023,GPT-4o,True,wis,adversarial,0.0,0.0,0.0,0.3333333333333333,False,False,False,False
WIS_024,GPT-4o,True,wis,adversarial,0.0,0.0,0.0,0.6666666666666666,True,False,False,False
WIS_025,GPT-4o,True,wis,adversarial,0.0,0.0,0.0,0.3333333333333333,False,False,False,False
WIS_026,GPT-4o,True,wis,adversarial,0.0,0.0,0.0,0.3333333333333333,False,False,False,False
WIS_027,GPT-4o,True,wis,adversarial,1.0,0.0,0.0,0.3333333333333333,True,False,False,False
WIS_028,GPT-4o,True,wis,adversarial,1.0,0.0,0.0,0.3333333333333333,False,False,False,False
WIS_029,GPT-4o,True,wis,adversarial,0.0,0.0,0.0,0.3333333333333333,False,False,False,False
WIS_030,GPT-4o,True,wis,standard,0.0,0.0,0.0,,False,False,True,False
WIS_031,GPT-4o,True,wis,standard,0.0,0.0,0.0,,False,False,True,False
WIS_032,GPT-4o,True,wis,standard,0.0,0.0,0.0,,False,False,True,False
CC_01,Llama,True,coin_change,adversarial,0.0,0.0,0.0,0.0,True,False,False,True
CC_02,Llama,True,coin_change,adversarial,1.0,0.0,0.0,0.3333333333333333,True,False,False,True
CC_03,Llama,True,coin_change,adversarial,0.0,0.0,0.0,0.0,True,False,False,True
CC_031,Llama,True,coin_change,standard,0.0,0.0,0.0,,False,False,True,False
CC_032,Llama,True,coin_change,standard,0.0,0.0,0.0,,False,False,True,True
CC_033,Llama,True,coin_change,standard,0.0,0.0,0.6875,,False,False,True,False
CC_034,Llama,True,coin_change,standard,0.0,0.0,0.0,,False,False,True,True
CC_035,Llama,True,coin_change,standard,0.0,0.0,0.6364,,False,False,True,True
CC_036,Llama,True,coin_change,standard,0.0,0.0,0.6667,,False,False,True,False
CC_037,Llama,True,coin_change,standard,0.0,0.0,0.5714,,False,False,True,False
CC_038,Llama,True,coin_change,standard,0.0,0.0,0.5556,,False,False,True,False
CC_039,Llama,True,coin_change,standard,0.0,0.0,0.0,,False,False,True,True
CC_04,Llama,True,coin_change,adversarial,0.0,0.0,0.0,0.6666666666666666,True,False,False,True
CC_040,Llama,True,coin_change,standard,0.0,0.0,0.0,,False,False,True,True
CC_041,Llama,True,coin_change,standard,0.0,0.0,0.0,,False,False,True,False
CC_042,Llama,True,coin_change,standard,0.0,0.0,0.5385,,False,False,True,True
CC_043,Llama,True,coin_change,standard,0.0,0.0,0.0,,False,False,True,False
CC_044,Llama,True,coin_change,standard,0.0,0.0,0.5,,False,False,True,False
CC_045,Llama,True,coin_change,standard,0.0,0.0,0.4545,,False,False,True,True
CC_05,Llama,True,coin_change,adversarial,0.0,0.0,0.0,0.0,True,False,False,True
CC_06,Llama,True,coin_change,adversarial,0.0,0.0,0.0,0.0,True,False,False,True
CC_07,Llama,True,coin_change,adversarial,1.0,0.0,0.0,0.3333333333333333,True,False,False,True
CC_08,Llama,True,coin_change,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,True
CC_09,Llama,True,coin_change,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,True
CC_10,Llama,True,coin_change,adversarial,0.0,0.0,0.0,0.0,True,False,False,True
SP_001,Llama,True,shortest_path,standard,0.0,0.0,0.0,,False,False,True,True
SP_002,Llama,True,shortest_path,standard,0.0,0.0,0.0,,False,False,True,True
SP_003,Llama,True,shortest_path,adversarial,0.0,0.0,0.0,0.0,True,False,False,True
SP_004,Llama,True,shortest_path,adversarial,1.0,0.0,0.0,0.0,True,False,False,True
SP_005,Llama,True,shortest_path,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,True
SP_019,Llama,True,shortest_path,adversarial,0.0,0.0,0.5,0.3333333333333333,True,False,False,False
SP_020,Llama,True,shortest_path,adversarial,0.0,0.0,0.5,0.3333333333333333,True,False,False,False
SP_021,Llama,True,shortest_path,adversarial,0.0,0.0,0.0,0.0,True,False,False,False
SP_023,Llama,True,shortest_path,adversarial,0.0,0.0,0.5,0.0,False,False,False,False
SP_024,Llama,True,shortest_path,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,False
SP_026,Llama,True,shortest_path,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,False
SP_027,Llama,True,shortest_path,adversarial,0.0,0.0,0.0,0.3333333333333333,False,False,False,True
SP_028,Llama,True,shortest_path,adversarial,0.0,0.0,0.0,0.6666666666666666,True,False,False,False
SP_029,Llama,True,shortest_path,adversarial,0.0,0.0,0.0,0.3333333333333333,False,False,False,False
SP_030,Llama,True,shortest_path,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,False
SP_031,Llama,True,shortest_path,standard,0.0,0.0,0.0,,False,False,True,False
SP_032,Llama,True,shortest_path,standard,0.0,0.0,0.5833,,False,False,True,False
SP_033,Llama,True,shortest_path,standard,0.0,0.0,0.5714,,False,False,True,False
SP_034,Llama,True,shortest_path,standard,1.0,0.0,0.0,,False,False,True,False
SP_035,Llama,True,shortest_path,standard,0.0,0.0,0.0,,False,False,True,False
SP_036,Llama,True,shortest_path,standard,0.0,0.0,0.5714,,False,False,True,False
SP_037,Llama,True,shortest_path,adversarial,0.0,0.0,0.5,0.0,True,False,False,False
SP_038,Llama,True,shortest_path,adversarial,0.0,0.0,0.0,0.0,True,False,False,False
SP_039,Llama,True,shortest_path,adversarial,0.0,0.0,0.0,0.0,True,False,False,False
SP_040,Llama,True,shortest_path,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,False
SP_042,Llama,True,shortest_path,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,False
SP_044,Llama,True,shortest_path,adversarial,0.0,0.0,0.0,0.6666666666666666,False,False,False,False
SP_045,Llama,True,shortest_path,adversarial,0.0,0.0,0.0,0.0,True,False,False,False
SP_046,Llama,True,shortest_path,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,False
SP_047,Llama,True,shortest_path,adversarial,0.0,0.0,0.0,0.0,True,False,False,False
SP_048,Llama,True,shortest_path,adversarial,0.0,0.0,0.0,0.6666666666666666,True,False,False,False
SP_049,Llama,True,shortest_path,standard,0.0,0.0,0.0,,False,False,True,False
SP_050,Llama,True,shortest_path,standard,0.0,0.0,0.5,,False,False,True,False
SP_051,Llama,True,shortest_path,standard,0.0,0.0,0.5714,,False,False,True,False
SP_052,Llama,True,shortest_path,standard,0.0,0.0,0.5714,,False,False,True,False
SP_053,Llama,True,shortest_path,standard,0.0,0.0,0.0,,False,False,True,False
SP_054,Llama,True,shortest_path,standard,0.0,0.0,0.5714,,False,False,True,False
SP_055,Llama,True,shortest_path,standard,0.0,0.0,0.5,,False,False,True,False
SP_056,Llama,True,shortest_path,standard,0.0,0.0,0.5,,False,False,True,False
SP_057,Llama,True,shortest_path,standard,0.0,0.0,0.5,,False,False,True,False
SP_058,Llama,True,shortest_path,standard,0.0,0.0,0.5,,False,False,True,False
SP_059,Llama,True,shortest_path,standard,0.0,0.0,0.5714,,False,False,True,False
SP_060,Llama,True,shortest_path,standard,0.0,0.0,0.5714,,False,False,True,False
SP_061,Llama,True,shortest_path,standard,0.0,0.0,0.5,,False,False,True,False
SP_062,Llama,True,shortest_path,adversarial,0.0,0.0,0.5,0.0,True,False,False,False
SP_063,Llama,True,shortest_path,adversarial,0.0,0.0,0.0,1.0,True,False,False,False
SP_064,Llama,True,shortest_path,adversarial,0.0,0.0,0.5,0.3333333333333333,True,False,False,False
SP_065,Llama,True,shortest_path,adversarial,0.0,0.0,0.5,0.3333333333333333,True,False,False,False
SP_066,Llama,True,shortest_path,adversarial,1.0,0.0,0.0,0.3333333333333333,True,False,False,False
SP_068,Llama,True,shortest_path,adversarial,0.0,0.0,0.0,0.6666666666666666,True,False,False,False
SP_069,Llama,True,shortest_path,adversarial,0.0,0.0,0.0,0.6666666666666666,True,False,False,False
SP_070,Llama,True,shortest_path,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,False
