problem_id,model,model_short,cci_alg,cci_crit,match_first,cci_composite
CC_10,anthropic/claude-sonnet-4,Claude,0.0,0.0,1.0,0.3333333333333333
CC_10,google/gemini-2.5-flash,Gemini,0.0,1.0,0.0,0.3333333333333333
CC_10,meta-llama/llama-3.1-8b-instruct,Llama,0.0,0.0,0.0,0.0
CC_10,openai/gpt-4o,GPT-4o,0.0,1.0,1.0,0.6666666666666666
SP_003,anthropic/claude-sonnet-4,Claude,0.0,0.0,0.0,0.0
SP_003,google/gemini-2.5-flash,Gemini,0.0,0.0,0.0,0.0
SP_003,meta-llama/llama-3.1-8b-instruct,Llama,0.0,0.0,0.0,0.0
SP_003,openai/gpt-4o,GPT-4o,0.0,0.0,0.0,0.0
SP_004,anthropic/claude-sonnet-4,Claude,1.0,0.0,1.0,0.6666666666666666
SP_004,google/gemini-2.5-flash,Gemini,1.0,0.0,0.0,0.3333333333333333
SP_004,meta-llama/llama-3.1-8b-instruct,Llama,0.0,0.0,0.0,0.0
SP_004,openai/gpt-4o,GPT-4o,1.0,0.0,0.0,0.3333333333333333
SP_005,anthropic/claude-sonnet-4,Claude,1.0,0.0,0.0,0.3333333333333333
SP_005,google/gemini-2.5-flash,Gemini,0.0,0.0,0.0,0.0
SP_005,meta-llama/llama-3.1-8b-instruct,Llama,0.0,0.0,1.0,0.3333333333333333
SP_005,openai/gpt-4o,GPT-4o,0.0,0.0,0.0,0.0
SP_019,anthropic/claude-sonnet-4,Claude,0.0,0.0,1.0,0.3333333333333333
SP_019,google/gemini-2.5-flash,Gemini,1.0,0.0,0.0,0.3333333333333333
SP_019,meta-llama/llama-3.1-8b-instruct,Llama,1.0,0.0,0.0,0.3333333333333333
SP_019,openai/gpt-4o,GPT-4o,1.0,0.0,1.0,0.6666666666666666
SP_020,anthropic/claude-sonnet-4,Claude,0.0,0.0,1.0,0.3333333333333333
SP_020,google/gemini-2.5-flash,Gemini,0.0,0.0,0.0,0.0
SP_020,meta-llama/llama-3.1-8b-instruct,Llama,0.0,0.0,1.0,0.3333333333333333
SP_020,openai/gpt-4o,GPT-4o,0.0,0.0,0.0,0.0
SP_021,anthropic/claude-sonnet-4,Claude,0.0,0.0,1.0,0.3333333333333333
SP_021,google/gemini-2.5-flash,Gemini,0.0,0.0,0.0,0.0
SP_021,meta-llama/llama-3.1-8b-instruct,Llama,0.0,0.0,0.0,0.0
SP_021,openai/gpt-4o,GPT-4o,1.0,1.0,0.0,0.6666666666666666
SP_023,anthropic/claude-sonnet-4,Claude,0.0,1.0,0.0,0.3333333333333333
SP_023,google/gemini-2.5-flash,Gemini,1.0,1.0,0.0,0.6666666666666666
SP_023,meta-llama/llama-3.1-8b-instruct,Llama,0.0,0.0,0.0,0.0
SP_023,openai/gpt-4o,GPT-4o,0.0,1.0,0.0,0.3333333333333333
SP_024,anthropic/claude-sonnet-4,Claude,1.0,1.0,0.0,0.6666666666666666
SP_024,google/gemini-2.5-flash,Gemini,0.0,0.0,0.0,0.0
SP_024,meta-llama/llama-3.1-8b-instruct,Llama,1.0,0.0,0.0,0.3333333333333333
SP_024,openai/gpt-4o,GPT-4o,1.0,1.0,0.0,0.6666666666666666
SP_026,anthropic/claude-sonnet-4,Claude,0.0,0.0,0.0,0.0
SP_026,google/gemini-2.5-flash,Gemini,0.0,1.0,0.0,0.3333333333333333
SP_026,meta-llama/llama-3.1-8b-instruct,Llama,1.0,0.0,0.0,0.3333333333333333
SP_026,openai/gpt-4o,GPT-4o,0.0,1.0,0.0,0.3333333333333333
SP_027,anthropic/claude-sonnet-4,Claude,0.0,1.0,0.0,0.3333333333333333
SP_027,google/gemini-2.5-flash,Gemini,1.0,0.0,0.0,0.3333333333333333
SP_027,meta-llama/llama-3.1-8b-instruct,Llama,1.0,0.0,0.0,0.3333333333333333
SP_027,openai/gpt-4o,GPT-4o,0.0,1.0,0.0,0.3333333333333333
SP_028,anthropic/claude-sonnet-4,Claude,0.0,1.0,0.0,0.3333333333333333
SP_028,google/gemini-2.5-flash,Gemini,1.0,0.0,0.0,0.3333333333333333
SP_028,meta-llama/llama-3.1-8b-instruct,Llama,1.0,0.0,1.0,0.6666666666666666
SP_028,openai/gpt-4o,GPT-4o,0.0,1.0,0.0,0.3333333333333333
SP_029,anthropic/claude-sonnet-4,Claude,0.0,1.0,1.0,0.6666666666666666
SP_029,google/gemini-2.5-flash,Gemini,0.0,0.0,0.0,0.0
SP_029,meta-llama/llama-3.1-8b-instruct,Llama,1.0,0.0,0.0,0.3333333333333333
SP_029,openai/gpt-4o,GPT-4o,0.0,0.0,0.0,0.0
SP_030,anthropic/claude-sonnet-4,Claude,1.0,1.0,0.0,0.6666666666666666
SP_030,google/gemini-2.5-flash,Gemini,0.0,0.0,0.0,0.0
SP_030,meta-llama/llama-3.1-8b-instruct,Llama,1.0,0.0,0.0,0.3333333333333333
SP_030,openai/gpt-4o,GPT-4o,0.0,0.0,1.0,0.3333333333333333
SP_037,anthropic/claude-sonnet-4,Claude,0.0,0.0,0.0,0.0
SP_037,google/gemini-2.5-flash,Gemini,0.0,0.0,0.0,0.0
SP_037,meta-llama/llama-3.1-8b-instruct,Llama,0.0,0.0,0.0,0.0
SP_037,openai/gpt-4o,GPT-4o,0.0,0.0,0.0,0.0
SP_038,anthropic/claude-sonnet-4,Claude,0.0,0.0,0.0,0.0
SP_038,google/gemini-2.5-flash,Gemini,0.0,0.0,1.0,0.3333333333333333
SP_038,meta-llama/llama-3.1-8b-instruct,Llama,0.0,0.0,0.0,0.0
SP_038,openai/gpt-4o,GPT-4o,0.0,0.0,1.0,0.3333333333333333
SP_039,anthropic/claude-sonnet-4,Claude,0.0,0.0,1.0,0.3333333333333333
SP_039,google/gemini-2.5-flash,Gemini,0.0,0.0,1.0,0.3333333333333333
SP_039,meta-llama/llama-3.1-8b-instruct,Llama,0.0,0.0,0.0,0.0
SP_039,openai/gpt-4o,GPT-4o,0.0,0.0,0.0,0.0
SP_040,anthropic/claude-sonnet-4,Claude,0.0,0.0,0.0,0.0
SP_040,google/gemini-2.5-flash,Gemini,1.0,0.0,0.0,0.3333333333333333
SP_040,meta-llama/llama-3.1-8b-instruct,Llama,0.0,0.0,1.0,0.3333333333333333
SP_040,openai/gpt-4o,GPT-4o,0.0,0.0,0.0,0.0
SP_042,anthropic/claude-sonnet-4,Claude,1.0,1.0,0.0,0.6666666666666666
SP_042,google/gemini-2.5-flash,Gemini,1.0,0.0,0.0,0.3333333333333333
SP_042,meta-llama/llama-3.1-8b-instruct,Llama,0.0,0.0,1.0,0.3333333333333333
SP_042,openai/gpt-4o,GPT-4o,0.0,1.0,0.0,0.3333333333333333
SP_044,anthropic/claude-sonnet-4,Claude,1.0,1.0,0.0,0.6666666666666666
SP_044,google/gemini-2.5-flash,Gemini,0.0,1.0,1.0,0.6666666666666666
SP_044,meta-llama/llama-3.1-8b-instruct,Llama,1.0,0.0,1.0,0.6666666666666666
SP_044,openai/gpt-4o,GPT-4o,1.0,1.0,0.0,0.6666666666666666
SP_045,anthropic/claude-sonnet-4,Claude,0.0,1.0,0.0,0.3333333333333333
SP_045,google/gemini-2.5-flash,Gemini,0.0,0.0,0.0,0.0
SP_045,meta-llama/llama-3.1-8b-instruct,Llama,0.0,0.0,0.0,0.0
SP_045,openai/gpt-4o,GPT-4o,0.0,0.0,0.0,0.0
SP_046,anthropic/claude-sonnet-4,Claude,1.0,1.0,0.0,0.6666666666666666
SP_046,google/gemini-2.5-flash,Gemini,0.0,0.0,0.0,0.0
SP_046,meta-llama/llama-3.1-8b-instruct,Llama,0.0,0.0,1.0,0.3333333333333333
SP_046,openai/gpt-4o,GPT-4o,0.0,0.0,0.0,0.0
SP_047,anthropic/claude-sonnet-4,Claude,1.0,1.0,0.0,0.6666666666666666
SP_047,google/gemini-2.5-flash,Gemini,0.0,0.0,0.0,0.0
SP_047,meta-llama/llama-3.1-8b-instruct,Llama,0.0,0.0,0.0,0.0
SP_047,openai/gpt-4o,GPT-4o,0.0,1.0,0.0,0.3333333333333333
SP_048,anthropic/claude-sonnet-4,Claude,1.0,1.0,0.0,0.6666666666666666
SP_048,google/gemini-2.5-flash,Gemini,0.0,0.0,0.0,0.0
SP_048,meta-llama/llama-3.1-8b-instruct,Llama,0.0,1.0,1.0,0.6666666666666666
SP_048,openai/gpt-4o,GPT-4o,0.0,0.0,1.0,0.3333333333333333
SP_062,anthropic/claude-sonnet-4,Claude,0.0,0.0,1.0,0.3333333333333333
SP_062,google/gemini-2.5-flash,Gemini,0.0,0.0,0.0,0.0
SP_062,meta-llama/llama-3.1-8b-instruct,Llama,0.0,0.0,0.0,0.0
SP_062,openai/gpt-4o,GPT-4o,1.0,0.0,1.0,0.6666666666666666
SP_063,anthropic/claude-sonnet-4,Claude,1.0,0.0,1.0,0.6666666666666666
SP_063,google/gemini-2.5-flash,Gemini,0.0,0.0,0.0,0.0
SP_063,meta-llama/llama-3.1-8b-instruct,Llama,1.0,1.0,1.0,1.0
SP_063,openai/gpt-4o,GPT-4o,0.0,0.0,0.0,0.0
SP_064,anthropic/claude-sonnet-4,Claude,0.0,0.0,1.0,0.3333333333333333
SP_064,google/gemini-2.5-flash,Gemini,0.0,0.0,1.0,0.3333333333333333
SP_064,meta-llama/llama-3.1-8b-instruct,Llama,1.0,0.0,0.0,0.3333333333333333
SP_064,openai/gpt-4o,GPT-4o,0.0,0.0,1.0,0.3333333333333333
SP_065,anthropic/claude-sonnet-4,Claude,1.0,0.0,1.0,0.6666666666666666
SP_065,google/gemini-2.5-flash,Gemini,0.0,0.0,1.0,0.3333333333333333
SP_065,meta-llama/llama-3.1-8b-instruct,Llama,1.0,0.0,0.0,0.3333333333333333
SP_065,openai/gpt-4o,GPT-4o,0.0,0.0,1.0,0.3333333333333333
SP_066,anthropic/claude-sonnet-4,Claude,1.0,1.0,0.0,0.6666666666666666
SP_066,google/gemini-2.5-flash,Gemini,0.0,1.0,0.0,0.3333333333333333
SP_066,meta-llama/llama-3.1-8b-instruct,Llama,0.0,1.0,0.0,0.3333333333333333
SP_066,openai/gpt-4o,GPT-4o,0.0,1.0,0.0,0.3333333333333333
SP_068,anthropic/claude-sonnet-4,Claude,1.0,0.0,0.0,0.3333333333333333
SP_068,google/gemini-2.5-flash,Gemini,0.0,0.0,0.0,0.0
SP_068,meta-llama/llama-3.1-8b-instruct,Llama,1.0,1.0,0.0,0.6666666666666666
SP_068,openai/gpt-4o,GPT-4o,0.0,1.0,0.0,0.3333333333333333
SP_069,anthropic/claude-sonnet-4,Claude,1.0,1.0,0.0,0.6666666666666666
SP_069,google/gemini-2.5-flash,Gemini,1.0,1.0,0.0,0.6666666666666666
SP_069,meta-llama/llama-3.1-8b-instruct,Llama,1.0,1.0,0.0,0.6666666666666666
SP_069,openai/gpt-4o,GPT-4o,1.0,1.0,0.0,0.6666666666666666
SP_070,anthropic/claude-sonnet-4,Claude,1.0,1.0,1.0,1.0
SP_070,google/gemini-2.5-flash,Gemini,0.0,0.0,0.0,0.0
SP_070,meta-llama/llama-3.1-8b-instruct,Llama,1.0,0.0,0.0,0.3333333333333333
SP_070,openai/gpt-4o,GPT-4o,1.0,1.0,0.0,0.6666666666666666
SP_071,anthropic/claude-sonnet-4,Claude,1.0,1.0,0.0,0.6666666666666666
SP_071,google/gemini-2.5-flash,Gemini,0.0,0.0,1.0,0.3333333333333333
SP_071,meta-llama/llama-3.1-8b-instruct,Llama,1.0,0.0,0.0,0.3333333333333333
SP_071,openai/gpt-4o,GPT-4o,0.0,0.0,0.0,0.0
SP_072,anthropic/claude-sonnet-4,Claude,1.0,1.0,0.0,0.6666666666666666
SP_072,google/gemini-2.5-flash,Gemini,0.0,0.0,0.0,0.0
SP_072,meta-llama/llama-3.1-8b-instruct,Llama,0.0,0.0,0.0,0.0
SP_072,openai/gpt-4o,GPT-4o,1.0,0.0,1.0,0.6666666666666666
SP_073,anthropic/claude-sonnet-4,Claude,0.0,1.0,0.0,0.3333333333333333
SP_073,google/gemini-2.5-flash,Gemini,0.0,0.0,0.0,0.0
SP_073,meta-llama/llama-3.1-8b-instruct,Llama,1.0,0.0,0.0,0.3333333333333333
SP_073,openai/gpt-4o,GPT-4o,0.0,0.0,0.0,0.0
WIS_003,anthropic/claude-sonnet-4,Claude,0.0,0.0,1.0,0.3333333333333333
WIS_003,google/gemini-2.5-flash,Gemini,0.0,0.0,0.0,0.0
WIS_003,meta-llama/llama-3.1-8b-instruct,Llama,1.0,0.0,1.0,0.6666666666666666
WIS_003,openai/gpt-4o,GPT-4o,0.0,0.0,1.0,0.3333333333333333
WIS_004,anthropic/claude-sonnet-4,Claude,0.0,0.0,1.0,0.3333333333333333
WIS_004,google/gemini-2.5-flash,Gemini,0.0,0.0,0.0,0.0
WIS_004,meta-llama/llama-3.1-8b-instruct,Llama,1.0,1.0,0.0,0.6666666666666666
WIS_004,openai/gpt-4o,GPT-4o,0.0,0.0,0.0,0.0
WIS_013,anthropic/claude-sonnet-4,Claude,0.0,1.0,0.0,0.3333333333333333
WIS_013,google/gemini-2.5-flash,Gemini,1.0,1.0,0.0,0.6666666666666666
WIS_013,meta-llama/llama-3.1-8b-instruct,Llama,1.0,1.0,0.0,0.6666666666666666
WIS_013,openai/gpt-4o,GPT-4o,0.0,1.0,0.0,0.3333333333333333
WIS_014,anthropic/claude-sonnet-4,Claude,0.0,1.0,0.0,0.3333333333333333
WIS_014,google/gemini-2.5-flash,Gemini,0.0,1.0,0.0,0.3333333333333333
WIS_014,meta-llama/llama-3.1-8b-instruct,Llama,1.0,1.0,0.0,0.6666666666666666
WIS_014,openai/gpt-4o,GPT-4o,0.0,1.0,0.0,0.3333333333333333
WIS_015,anthropic/claude-sonnet-4,Claude,0.0,1.0,0.0,0.3333333333333333
WIS_015,google/gemini-2.5-flash,Gemini,1.0,1.0,0.0,0.6666666666666666
WIS_015,meta-llama/llama-3.1-8b-instruct,Llama,1.0,1.0,0.0,0.6666666666666666
WIS_015,openai/gpt-4o,GPT-4o,0.0,1.0,0.0,0.3333333333333333
WIS_016,anthropic/claude-sonnet-4,Claude,0.0,1.0,0.0,0.3333333333333333
WIS_016,google/gemini-2.5-flash,Gemini,1.0,1.0,0.0,0.6666666666666666
WIS_016,meta-llama/llama-3.1-8b-instruct,Llama,0.0,0.0,1.0,0.3333333333333333
WIS_016,openai/gpt-4o,GPT-4o,0.0,1.0,1.0,0.6666666666666666
WIS_017,anthropic/claude-sonnet-4,Claude,0.0,1.0,0.0,0.3333333333333333
WIS_017,google/gemini-2.5-flash,Gemini,0.0,1.0,0.0,0.3333333333333333
WIS_017,meta-llama/llama-3.1-8b-instruct,Llama,0.0,0.0,1.0,0.3333333333333333
WIS_017,openai/gpt-4o,GPT-4o,0.0,1.0,0.0,0.3333333333333333
WIS_018,anthropic/claude-sonnet-4,Claude,1.0,1.0,0.0,0.6666666666666666
WIS_018,google/gemini-2.5-flash,Gemini,1.0,1.0,0.0,0.6666666666666666
WIS_018,meta-llama/llama-3.1-8b-instruct,Llama,1.0,0.0,0.0,0.3333333333333333
WIS_018,openai/gpt-4o,GPT-4o,0.0,1.0,1.0,0.6666666666666666
WIS_019,anthropic/claude-sonnet-4,Claude,0.0,1.0,0.0,0.3333333333333333
WIS_019,google/gemini-2.5-flash,Gemini,0.0,1.0,0.0,0.3333333333333333
WIS_019,meta-llama/llama-3.1-8b-instruct,Llama,1.0,1.0,0.0,0.6666666666666666
WIS_019,openai/gpt-4o,GPT-4o,0.0,1.0,0.0,0.3333333333333333
WIS_020,anthropic/claude-sonnet-4,Claude,1.0,1.0,0.0,0.6666666666666666
WIS_020,google/gemini-2.5-flash,Gemini,1.0,1.0,0.0,0.6666666666666666
WIS_020,meta-llama/llama-3.1-8b-instruct,Llama,0.0,0.0,0.0,0.0
WIS_020,openai/gpt-4o,GPT-4o,0.0,1.0,0.0,0.3333333333333333
WIS_023,anthropic/claude-sonnet-4,Claude,0.0,1.0,0.0,0.3333333333333333
WIS_023,google/gemini-2.5-flash,Gemini,0.0,1.0,1.0,0.6666666666666666
WIS_023,meta-llama/llama-3.1-8b-instruct,Llama,0.0,1.0,0.0,0.3333333333333333
WIS_023,openai/gpt-4o,GPT-4o,1.0,0.0,0.0,0.3333333333333333
WIS_024,anthropic/claude-sonnet-4,Claude,0.0,1.0,0.0,0.3333333333333333
WIS_024,google/gemini-2.5-flash,Gemini,1.0,1.0,0.0,0.6666666666666666
WIS_024,meta-llama/llama-3.1-8b-instruct,Llama,0.0,1.0,1.0,0.6666666666666666
WIS_024,openai/gpt-4o,GPT-4o,0.0,1.0,1.0,0.6666666666666666
WIS_025,anthropic/claude-sonnet-4,Claude,0.0,1.0,1.0,0.6666666666666666
WIS_025,google/gemini-2.5-flash,Gemini,0.0,1.0,0.0,0.3333333333333333
WIS_025,meta-llama/llama-3.1-8b-instruct,Llama,1.0,1.0,0.0,0.6666666666666666
WIS_025,openai/gpt-4o,GPT-4o,0.0,1.0,0.0,0.3333333333333333
WIS_026,anthropic/claude-sonnet-4,Claude,0.0,1.0,0.0,0.3333333333333333
WIS_026,google/gemini-2.5-flash,Gemini,0.0,1.0,0.0,0.3333333333333333
WIS_026,meta-llama/llama-3.1-8b-instruct,Llama,1.0,1.0,1.0,1.0
WIS_026,openai/gpt-4o,GPT-4o,0.0,1.0,0.0,0.3333333333333333
WIS_027,anthropic/claude-sonnet-4,Claude,0.0,1.0,0.0,0.3333333333333333
WIS_027,google/gemini-2.5-flash,Gemini,0.0,1.0,0.0,0.3333333333333333
WIS_027,meta-llama/llama-3.1-8b-instruct,Llama,0.0,0.0,0.0,0.0
WIS_027,openai/gpt-4o,GPT-4o,0.0,1.0,0.0,0.3333333333333333
WIS_028,anthropic/claude-sonnet-4,Claude,0.0,1.0,1.0,0.6666666666666666
WIS_028,google/gemini-2.5-flash,Gemini,0.0,1.0,0.0,0.3333333333333333
WIS_028,meta-llama/llama-3.1-8b-instruct,Llama,1.0,1.0,0.0,0.6666666666666666
WIS_028,openai/gpt-4o,GPT-4o,0.0,1.0,0.0,0.3333333333333333
WIS_029,anthropic/claude-sonnet-4,Claude,0.0,1.0,0.0,0.3333333333333333
WIS_029,google/gemini-2.5-flash,Gemini,1.0,1.0,0.0,0.6666666666666666
WIS_029,meta-llama/llama-3.1-8b-instruct,Llama,1.0,0.0,0.0,0.3333333333333333
WIS_029,openai/gpt-4o,GPT-4o,0.0,1.0,0.0,0.3333333333333333
