family,model,problem_id,canonical,W1,W2,W3,W4,VRI,subtype
GSM,o4-mini,GSM_042,False,True,False,True,False,-0.6666666666666667,
GSM,o4-mini,GSM_043,True,True,True,True,True,0.0,
GSM,o4-mini,GSM_044,True,True,True,True,True,0.0,
GSM,o4-mini,GSM_045,True,True,True,True,False,-0.33333333333333337,
GSM,o4-mini,GSM_046,True,True,False,True,True,-0.33333333333333337,
GSM,o4-mini,GSM_047,True,True,True,True,False,-0.33333333333333337,
GSM,o4-mini,GSM_048,True,True,True,True,True,0.0,
GSM,o4-mini,GSM_049,False,False,False,False,False,0.0,
GSM,o4-mini,GSM_050,True,True,True,True,False,-0.33333333333333337,
GSM,o4-mini,GSM_051,True,True,True,True,True,0.0,
GSM,o4-mini,GSM_052,False,True,False,False,False,0.3333333333333333,
GSM,o4-mini,GSM_053,True,True,True,False,True,1.0,
GSM,o4-mini,GSM_054,True,True,True,True,True,0.0,
GSM,o4-mini,GSM_055,True,True,True,True,False,-0.33333333333333337,
GSM,o4-mini,GSM_056,True,True,True,True,False,-0.33333333333333337,
GSM,o4-mini,GSM_057,True,True,False,True,True,-0.33333333333333337,
GSM,o4-mini,GSM_058,True,True,True,True,True,0.0,
GSM,o4-mini,GSM_059,True,True,True,True,False,-0.33333333333333337,
GSM,o4-mini,GSM_060,False,False,False,False,False,0.0,
GSM,o4-mini,GSM_061,True,True,True,False,True,1.0,
GSM,o4-mini,GSM_062,False,False,False,False,False,0.0,
GSM,o4-mini,GSM_063,False,True,False,False,False,0.3333333333333333,
GSM,o4-mini,GSM_064,True,True,True,True,False,-0.33333333333333337,
ALGO,Claude,CC_01,True,True,True,True,True,0.0,CC
ALGO,Claude,CC_02,True,True,True,True,True,0.0,CC
ALGO,Claude,CC_03,True,True,True,True,True,0.0,CC
ALGO,Claude,CC_031,False,False,False,False,True,0.3333333333333333,CC
ALGO,Claude,CC_032,False,True,False,True,True,-0.33333333333333337,CC
ALGO,Claude,CC_033,False,False,False,False,True,0.3333333333333333,CC
ALGO,Claude,CC_034,True,True,True,False,True,1.0,CC
ALGO,Claude,CC_035,True,True,False,True,True,-0.33333333333333337,CC
ALGO,Claude,CC_036,True,True,False,False,True,0.6666666666666666,CC
ALGO,Claude,CC_037,False,False,False,False,False,0.0,CC
ALGO,Claude,CC_038,False,True,False,False,True,0.6666666666666666,CC
ALGO,Claude,CC_039,False,False,False,True,False,-1.0,CC
ALGO,Claude,CC_04,True,False,True,False,True,0.6666666666666666,CC
ALGO,Claude,CC_040,False,True,False,False,True,0.6666666666666666,CC
ALGO,Claude,CC_041,True,False,False,False,True,0.3333333333333333,CC
ALGO,Claude,CC_042,False,False,False,False,False,0.0,CC
ALGO,Claude,CC_043,False,True,False,False,False,0.3333333333333333,CC
ALGO,Claude,CC_044,False,False,False,False,True,0.3333333333333333,CC
ALGO,Claude,CC_045,False,False,False,False,False,0.0,CC
ALGO,Claude,CC_05,True,True,True,True,True,0.0,CC
ALGO,Claude,CC_06,False,False,False,False,False,0.0,CC
ALGO,Claude,CC_07,True,True,True,True,True,0.0,CC
ALGO,Claude,CC_08,True,True,True,False,True,1.0,CC
ALGO,Claude,CC_09,False,False,False,False,True,0.3333333333333333,CC
ALGO,Claude,CC_10,False,True,False,True,False,-0.6666666666666667,CC
ALGO,Claude,SP_001,False,True,False,False,True,0.6666666666666666,SP
ALGO,Claude,SP_002,False,True,False,True,True,-0.33333333333333337,SP
ALGO,Claude,SP_003,False,False,False,False,False,0.0,SP
ALGO,Claude,SP_004,True,False,True,False,False,0.3333333333333333,SP
ALGO,Claude,SP_005,False,False,False,False,False,0.0,SP
ALGO,Claude,SP_019,True,True,True,False,True,1.0,SP
ALGO,Claude,SP_020,True,False,True,False,True,0.6666666666666666,SP
ALGO,Claude,SP_021,False,True,True,False,True,1.0,SP
ALGO,Claude,SP_023,False,True,True,False,True,1.0,SP
ALGO,Claude,SP_024,True,False,True,False,True,0.6666666666666666,SP
ALGO,Claude,SP_026,True,False,True,False,True,0.6666666666666666,SP
ALGO,Claude,SP_027,True,True,True,False,False,0.6666666666666666,SP
ALGO,Claude,SP_028,False,True,False,False,True,0.6666666666666666,SP
ALGO,Claude,SP_029,True,True,True,False,True,1.0,SP
ALGO,Claude,SP_030,False,False,False,False,True,0.3333333333333333,SP
ALGO,Claude,SP_031,False,True,True,False,True,1.0,SP
ALGO,Claude,SP_032,False,False,False,False,True,0.3333333333333333,SP
ALGO,Claude,SP_033,False,False,True,False,True,0.6666666666666666,SP
ALGO,Claude,SP_034,False,False,True,False,True,0.6666666666666666,SP
ALGO,Claude,SP_035,False,False,True,False,True,0.6666666666666666,SP
ALGO,Claude,SP_036,False,False,True,False,True,0.6666666666666666,SP
ALGO,Claude,SP_037,True,True,True,False,True,1.0,SP
ALGO,Claude,SP_038,False,True,True,False,True,1.0,SP
ALGO,Claude,SP_039,False,False,False,False,True,0.3333333333333333,SP
ALGO,Claude,SP_040,True,True,False,False,True,0.6666666666666666,SP
ALGO,Claude,SP_042,False,True,True,False,True,1.0,SP
ALGO,Claude,SP_044,True,False,True,False,True,0.6666666666666666,SP
ALGO,Claude,SP_045,True,True,False,False,True,0.6666666666666666,SP
ALGO,Claude,SP_046,True,False,True,False,True,0.6666666666666666,SP
ALGO,Claude,SP_047,True,True,False,False,True,0.6666666666666666,SP
ALGO,Claude,SP_048,True,True,False,False,True,0.6666666666666666,SP
ALGO,Claude,SP_049,False,False,True,False,False,0.3333333333333333,SP
ALGO,Claude,SP_050,False,False,False,False,True,0.3333333333333333,SP
ALGO,Claude,SP_051,False,False,True,False,True,0.6666666666666666,SP
ALGO,Claude,SP_052,False,False,True,False,True,0.6666666666666666,SP
ALGO,Claude,SP_053,False,False,True,False,True,0.6666666666666666,SP
ALGO,Claude,SP_054,False,False,True,False,True,0.6666666666666666,SP
ALGO,Claude,SP_055,False,False,False,False,True,0.3333333333333333,SP
ALGO,Claude,SP_056,False,False,True,False,True,0.6666666666666666,SP
ALGO,Claude,SP_057,False,False,False,False,True,0.3333333333333333,SP
ALGO,Claude,SP_058,False,False,False,False,True,0.3333333333333333,SP
ALGO,Claude,SP_059,False,False,True,False,True,0.6666666666666666,SP
ALGO,Claude,SP_060,False,False,True,False,True,0.6666666666666666,SP
ALGO,Claude,SP_061,False,True,True,False,True,1.0,SP
ALGO,Claude,SP_062,True,True,True,False,True,1.0,SP
ALGO,Claude,SP_063,False,True,True,False,True,1.0,SP
ALGO,Claude,SP_064,True,True,True,False,True,1.0,SP
ALGO,Claude,SP_065,True,True,True,False,True,1.0,SP
ALGO,Claude,SP_066,False,True,True,False,True,1.0,SP
ALGO,Claude,SP_068,True,False,True,False,True,0.6666666666666666,SP
ALGO,Claude,SP_069,True,False,True,False,True,0.6666666666666666,SP
ALGO,Claude,SP_070,True,True,False,False,False,0.3333333333333333,SP
ALGO,Claude,SP_071,True,True,True,False,False,0.6666666666666666,SP
ALGO,Claude,SP_072,True,True,False,False,True,0.6666666666666666,SP
ALGO,Claude,SP_073,False,False,True,False,True,0.6666666666666666,SP
ALGO,Claude,WIS_001,True,True,True,False,True,1.0,WIS
ALGO,Claude,WIS_002,False,True,True,False,False,0.6666666666666666,WIS
ALGO,Claude,WIS_003,False,False,True,False,True,0.6666666666666666,WIS
ALGO,Claude,WIS_004,False,False,False,False,False,0.0,WIS
ALGO,Claude,WIS_005,False,False,False,False,False,0.0,WIS
ALGO,Claude,WIS_006,False,False,False,False,False,0.0,WIS
ALGO,Claude,WIS_007,False,False,False,False,False,0.0,WIS
ALGO,Claude,WIS_009,False,False,True,False,False,0.3333333333333333,WIS
ALGO,Claude,WIS_010,False,False,False,False,False,0.0,WIS
ALGO,Claude,WIS_012,False,False,False,False,False,0.0,WIS
ALGO,Claude,WIS_013,False,False,False,False,False,0.0,WIS
ALGO,Claude,WIS_014,True,False,False,False,False,0.0,WIS
ALGO,Claude,WIS_015,False,False,False,False,False,0.0,WIS
ALGO,Claude,WIS_016,True,True,False,False,False,0.3333333333333333,WIS
ALGO,Claude,WIS_017,False,False,True,False,False,0.3333333333333333,WIS
ALGO,Claude,WIS_018,False,False,False,False,False,0.0,WIS
ALGO,Claude,WIS_019,False,False,False,False,False,0.0,WIS
ALGO,Claude,WIS_020,False,False,False,False,False,0.0,WIS
ALGO,Claude,WIS_021,False,True,False,False,False,0.3333333333333333,WIS
ALGO,Claude,WIS_022,False,False,False,False,False,0.0,WIS
ALGO,Claude,WIS_023,False,False,False,False,False,0.0,WIS
ALGO,Claude,WIS_024,True,False,False,False,False,0.0,WIS
ALGO,Claude,WIS_025,True,True,False,False,False,0.3333333333333333,WIS
ALGO,Claude,WIS_026,True,False,False,False,False,0.0,WIS
ALGO,Claude,WIS_027,False,True,False,False,False,0.3333333333333333,WIS
ALGO,Claude,WIS_028,True,False,False,False,False,0.0,WIS
ALGO,Claude,WIS_029,False,False,False,False,False,0.0,WIS
ALGO,Claude,WIS_030,False,False,False,False,False,0.0,WIS
ALGO,Claude,WIS_031,False,False,False,False,False,0.0,WIS
ALGO,Claude,WIS_032,False,False,False,False,False,0.0,WIS
ALGO,GPT-4o,CC_01,True,True,True,False,True,1.0,CC
ALGO,GPT-4o,CC_02,True,True,True,False,True,1.0,CC
ALGO,GPT-4o,CC_03,True,True,True,False,True,1.0,CC
ALGO,GPT-4o,CC_031,True,False,False,False,True,0.3333333333333333,CC
ALGO,GPT-4o,CC_032,False,False,False,False,False,0.0,CC
ALGO,GPT-4o,CC_033,False,False,False,False,False,0.0,CC
ALGO,GPT-4o,CC_034,True,True,False,False,True,0.6666666666666666,CC
ALGO,GPT-4o,CC_035,True,True,False,True,True,-0.33333333333333337,CC
ALGO,GPT-4o,CC_036,False,False,False,False,True,0.3333333333333333,CC
ALGO,GPT-4o,CC_037,False,False,False,False,True,0.3333333333333333,CC
ALGO,GPT-4o,CC_038,True,True,False,False,True,0.6666666666666666,CC
ALGO,GPT-4o,CC_039,False,True,False,False,True,0.6666666666666666,CC
ALGO,GPT-4o,CC_04,False,False,False,False,False,0.0,CC
ALGO,GPT-4o,CC_040,False,False,False,False,True,0.3333333333333333,CC
ALGO,GPT-4o,CC_041,False,True,False,False,True,0.6666666666666666,CC
ALGO,GPT-4o,CC_042,False,False,False,False,True,0.3333333333333333,CC
ALGO,GPT-4o,CC_043,False,False,False,False,True,0.3333333333333333,CC
ALGO,GPT-4o,CC_044,False,True,False,False,True,0.6666666666666666,CC
ALGO,GPT-4o,CC_045,False,False,False,False,True,0.3333333333333333,CC
ALGO,GPT-4o,CC_05,True,False,True,False,True,0.6666666666666666,CC
ALGO,GPT-4o,CC_06,True,False,False,False,False,0.0,CC
ALGO,GPT-4o,CC_07,False,False,True,False,False,0.3333333333333333,CC
ALGO,GPT-4o,CC_08,True,True,True,False,True,1.0,CC
ALGO,GPT-4o,CC_09,False,False,False,False,False,0.0,CC
ALGO,GPT-4o,CC_10,False,False,False,False,False,0.0,CC
ALGO,GPT-4o,SP_001,False,False,False,False,False,0.0,SP
ALGO,GPT-4o,SP_002,False,False,False,False,False,0.0,SP
ALGO,GPT-4o,SP_003,False,False,False,False,False,0.0,SP
ALGO,GPT-4o,SP_004,True,True,False,False,False,0.3333333333333333,SP
ALGO,GPT-4o,SP_005,False,False,False,False,False,0.0,SP
ALGO,GPT-4o,SP_019,False,False,False,False,True,0.3333333333333333,SP
ALGO,GPT-4o,SP_020,False,False,True,False,True,0.6666666666666666,SP
ALGO,GPT-4o,SP_021,False,False,False,False,True,0.3333333333333333,SP
ALGO,GPT-4o,SP_023,True,True,False,False,True,0.6666666666666666,SP
ALGO,GPT-4o,SP_024,True,True,True,True,True,0.0,SP
ALGO,GPT-4o,SP_026,True,True,False,False,True,0.6666666666666666,SP
ALGO,GPT-4o,SP_027,False,True,False,True,False,-0.6666666666666667,SP
ALGO,GPT-4o,SP_028,False,False,False,False,False,0.0,SP
ALGO,GPT-4o,SP_029,True,True,False,False,False,0.3333333333333333,SP
ALGO,GPT-4o,SP_030,False,False,False,False,False,0.0,SP
ALGO,GPT-4o,SP_031,True,True,False,False,False,0.3333333333333333,SP
ALGO,GPT-4o,SP_032,True,True,False,False,False,0.3333333333333333,SP
ALGO,GPT-4o,SP_033,True,False,False,True,True,-0.6666666666666667,SP
ALGO,GPT-4o,SP_034,True,True,False,True,True,-0.33333333333333337,SP
ALGO,GPT-4o,SP_035,True,True,False,True,True,-0.33333333333333337,SP
ALGO,GPT-4o,SP_036,False,True,False,False,True,0.6666666666666666,SP
ALGO,GPT-4o,SP_037,False,True,False,False,True,0.6666666666666666,SP
ALGO,GPT-4o,SP_038,False,False,False,False,True,0.3333333333333333,SP
ALGO,GPT-4o,SP_039,False,True,False,False,True,0.6666666666666666,SP
ALGO,GPT-4o,SP_040,False,False,True,False,True,0.6666666666666666,SP
ALGO,GPT-4o,SP_042,True,True,False,True,True,-0.33333333333333337,SP
ALGO,GPT-4o,SP_044,True,True,False,True,True,-0.33333333333333337,SP
ALGO,GPT-4o,SP_045,True,True,False,False,False,0.3333333333333333,SP
ALGO,GPT-4o,SP_046,False,False,False,False,False,0.0,SP
ALGO,GPT-4o,SP_047,True,False,False,False,False,0.0,SP
ALGO,GPT-4o,SP_048,False,False,False,False,False,0.0,SP
ALGO,GPT-4o,SP_049,True,True,False,True,False,-0.6666666666666667,SP
ALGO,GPT-4o,SP_050,True,True,False,True,False,-0.6666666666666667,SP
ALGO,GPT-4o,SP_051,False,False,False,False,False,0.0,SP
ALGO,GPT-4o,SP_052,False,False,False,False,True,0.3333333333333333,SP
ALGO,GPT-4o,SP_053,True,True,True,True,True,0.0,SP
ALGO,GPT-4o,SP_054,False,False,False,False,False,0.0,SP
ALGO,GPT-4o,SP_055,True,True,False,False,True,0.6666666666666666,SP
ALGO,GPT-4o,SP_056,True,True,False,False,False,0.3333333333333333,SP
ALGO,GPT-4o,SP_057,True,False,False,False,False,0.0,SP
ALGO,GPT-4o,SP_058,True,True,False,True,True,-0.33333333333333337,SP
ALGO,GPT-4o,SP_059,True,True,False,True,True,-0.33333333333333337,SP
ALGO,GPT-4o,SP_060,True,True,False,False,True,0.6666666666666666,SP
ALGO,GPT-4o,SP_061,True,True,False,True,True,-0.33333333333333337,SP
ALGO,GPT-4o,SP_062,False,True,False,False,True,0.6666666666666666,SP
ALGO,GPT-4o,SP_063,False,True,False,False,True,0.6666666666666666,SP
ALGO,GPT-4o,SP_064,False,False,False,False,True,0.3333333333333333,SP
ALGO,GPT-4o,SP_065,False,True,True,False,True,1.0,SP
ALGO,GPT-4o,SP_066,True,True,True,True,True,0.0,SP
ALGO,GPT-4o,SP_068,True,True,False,True,False,-0.6666666666666667,SP
ALGO,GPT-4o,SP_069,True,True,False,True,True,-0.33333333333333337,SP
ALGO,GPT-4o,SP_070,True,False,False,True,False,-1.0,SP
ALGO,GPT-4o,SP_071,False,True,False,False,True,0.6666666666666666,SP
ALGO,GPT-4o,SP_072,True,False,False,False,False,0.0,SP
ALGO,GPT-4o,SP_073,False,False,False,True,True,-0.6666666666666667,SP
ALGO,GPT-4o,WIS_001,True,True,False,False,False,0.3333333333333333,WIS
ALGO,GPT-4o,WIS_002,False,False,False,False,False,0.0,WIS
ALGO,GPT-4o,WIS_003,False,False,False,False,False,0.0,WIS
ALGO,GPT-4o,WIS_004,False,False,False,False,False,0.0,WIS
ALGO,GPT-4o,WIS_005,False,False,False,False,False,0.0,WIS
ALGO,GPT-4o,WIS_006,False,False,False,False,False,0.0,WIS
ALGO,GPT-4o,WIS_007,True,True,False,False,False,0.3333333333333333,WIS
ALGO,GPT-4o,WIS_009,False,False,False,False,False,0.0,WIS
ALGO,GPT-4o,WIS_010,False,True,False,False,False,0.3333333333333333,WIS
ALGO,GPT-4o,WIS_012,False,False,False,False,False,0.0,WIS
ALGO,GPT-4o,WIS_013,False,False,False,False,False,0.0,WIS
ALGO,GPT-4o,WIS_014,False,False,False,False,False,0.0,WIS
ALGO,GPT-4o,WIS_015,False,False,False,False,False,0.0,WIS
ALGO,GPT-4o,WIS_016,False,False,False,False,False,0.0,WIS
ALGO,GPT-4o,WIS_017,True,True,False,False,False,0.3333333333333333,WIS
ALGO,GPT-4o,WIS_018,True,False,False,False,False,0.0,WIS
ALGO,GPT-4o,WIS_019,True,True,False,False,False,0.3333333333333333,WIS
ALGO,GPT-4o,WIS_020,True,False,False,False,False,0.0,WIS
ALGO,GPT-4o,WIS_021,False,False,False,False,False,0.0,WIS
ALGO,GPT-4o,WIS_022,False,False,False,False,False,0.0,WIS
ALGO,GPT-4o,WIS_023,False,False,False,False,False,0.0,WIS
ALGO,GPT-4o,WIS_024,False,False,False,False,False,0.0,WIS
ALGO,GPT-4o,WIS_025,False,False,False,False,False,0.0,WIS
ALGO,GPT-4o,WIS_026,False,False,False,False,False,0.0,WIS
ALGO,GPT-4o,WIS_027,True,True,False,False,False,0.3333333333333333,WIS
ALGO,GPT-4o,WIS_028,True,False,False,False,False,0.0,WIS
ALGO,GPT-4o,WIS_029,False,False,False,False,False,0.0,WIS
ALGO,GPT-4o,WIS_030,False,False,False,False,False,0.0,WIS
ALGO,GPT-4o,WIS_031,False,False,False,False,False,0.0,WIS
ALGO,GPT-4o,WIS_032,False,False,False,False,False,0.0,WIS
ALGO,Llama,CC_01,False,True,False,False,False,0.3333333333333333,CC
ALGO,Llama,CC_02,True,False,False,False,False,0.0,CC
ALGO,Llama,CC_03,False,False,True,False,True,0.6666666666666666,CC
ALGO,Llama,CC_031,False,False,False,False,False,0.0,CC
ALGO,Llama,CC_032,False,False,False,False,False,0.0,CC
ALGO,Llama,CC_033,False,False,False,False,False,0.0,CC
ALGO,Llama,CC_034,False,True,False,False,False,0.3333333333333333,CC
ALGO,Llama,CC_035,False,False,False,False,False,0.0,CC
ALGO,Llama,CC_036,False,False,False,False,False,0.0,CC
ALGO,Llama,CC_037,False,False,False,False,False,0.0,CC
ALGO,Llama,CC_038,False,False,True,False,False,0.3333333333333333,CC
ALGO,Llama,CC_039,False,False,False,False,False,0.0,CC
