problem_id,model,in_paper_4model,problem_subtype,instance_type,VAR_canonical,VAR_W3,instance_contamination_score,ACI,greedy_succeeds,missing_core,missing_phase2,parse_failure_or_missing,instance_rank_pct,label,sig_w3,sig_cci,sig_contam,cci_present,vote_tuple,appendix_p75,appendix_floor,label_appendix,label_executed,pattern_kind
SP_023,Claude,True,shortest_path,adversarial,0.0,0.0,0.5,0.3333333333333333,True,False,False,False,0.7386363636363636,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
SP_024,Claude,True,shortest_path,adversarial,1.0,0.0,0.0,0.6666666666666666,True,False,False,False,0.3113636363636363,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
SP_026,Claude,True,shortest_path,adversarial,1.0,0.0,0.0,0.0,True,False,False,False,0.3113636363636363,mixed,-1,-1,-1,True,"(-1,-1,-1)",0.0,0.0,retrieval,mixed,unanimous_retrieval
SP_027,Claude,True,shortest_path,adversarial,1.0,0.0,0.0,0.3333333333333333,True,False,False,False,0.3113636363636363,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
SP_028,Claude,True,shortest_path,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,False,0.3113636363636363,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
SP_029,Claude,True,shortest_path,adversarial,1.0,0.0,0.0,0.6666666666666666,True,False,False,False,0.3113636363636363,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
SP_030,Claude,True,shortest_path,adversarial,0.0,0.0,0.0,0.6666666666666666,True,False,False,False,0.3113636363636363,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
SP_037,Claude,True,shortest_path,adversarial,1.0,0.0,0.5,0.0,True,False,False,False,0.7386363636363636,retrieval,-1,-1,-1,True,"(-1,-1,-1)",0.0,0.0,retrieval,retrieval,unanimous_retrieval
SP_038,Claude,True,shortest_path,adversarial,0.0,0.0,0.0,0.0,True,False,False,False,0.3113636363636363,mixed,-1,-1,-1,True,"(-1,-1,-1)",0.0,0.0,retrieval,mixed,unanimous_retrieval
SP_039,Claude,True,shortest_path,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,False,0.3113636363636363,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
SP_040,Claude,True,shortest_path,adversarial,1.0,0.0,0.0,0.0,True,False,False,False,0.3113636363636363,mixed,-1,-1,-1,True,"(-1,-1,-1)",0.0,0.0,retrieval,mixed,unanimous_retrieval
SP_042,Claude,True,shortest_path,adversarial,0.0,0.0,0.0,0.6666666666666666,True,False,False,False,0.3113636363636363,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
SP_044,Claude,True,shortest_path,adversarial,1.0,0.0,0.0,0.6666666666666666,True,False,False,False,0.3113636363636363,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
SP_045,Claude,True,shortest_path,adversarial,1.0,0.0,0.0,0.3333333333333333,True,False,False,False,0.3113636363636363,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
SP_046,Claude,True,shortest_path,adversarial,1.0,0.0,0.0,0.6666666666666666,True,False,False,False,0.3113636363636363,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
SP_047,Claude,True,shortest_path,adversarial,1.0,0.0,0.0,0.6666666666666666,True,False,False,False,0.3113636363636363,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
SP_048,Claude,True,shortest_path,adversarial,1.0,0.0,0.0,0.6666666666666666,True,False,False,False,0.3113636363636363,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
SP_062,Claude,True,shortest_path,adversarial,1.0,0.0,0.5,0.3333333333333333,True,False,False,False,0.7386363636363636,retrieval,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,retrieval,one_sided_or_neutral
SP_063,Claude,True,shortest_path,adversarial,0.0,0.0,0.0,0.6666666666666666,True,False,False,False,0.3113636363636363,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
SP_064,Claude,True,shortest_path,adversarial,1.0,0.0,0.5,0.3333333333333333,True,False,False,False,0.7386363636363636,retrieval,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,retrieval,one_sided_or_neutral
SP_065,Claude,True,shortest_path,adversarial,1.0,0.0,0.5,0.6666666666666666,True,False,False,False,0.7386363636363636,retrieval,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,retrieval,one_sided_or_neutral
SP_066,Claude,True,shortest_path,adversarial,0.0,0.0,0.0,0.6666666666666666,True,False,False,False,0.3113636363636363,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
SP_068,Claude,True,shortest_path,adversarial,1.0,0.0,0.0,0.3333333333333333,True,False,False,False,0.3113636363636363,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
SP_069,Claude,True,shortest_path,adversarial,1.0,0.0,0.0,0.6666666666666666,True,False,False,False,0.3113636363636363,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
SP_070,Claude,True,shortest_path,adversarial,1.0,0.0,0.0,1.0,True,False,False,False,0.3113636363636363,mixed,-1,1,-1,True,"(-1,1,-1)",0.0,0.0,mixed,mixed,conflict_full
SP_071,Claude,True,shortest_path,adversarial,1.0,0.0,0.0,0.6666666666666666,True,False,False,False,0.3113636363636363,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
SP_072,Claude,True,shortest_path,adversarial,1.0,0.0,0.0,0.6666666666666666,True,False,False,False,0.3113636363636363,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
SP_073,Claude,True,shortest_path,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,False,0.3113636363636363,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
WIS_003,Claude,True,wis,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,False,0.4708333333333333,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
WIS_004,Claude,True,wis,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,False,0.4708333333333333,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
WIS_013,Claude,True,wis,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,False,0.4708333333333333,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
WIS_014,Claude,True,wis,adversarial,1.0,0.0,0.0,0.3333333333333333,True,False,False,False,0.4708333333333333,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
WIS_015,Claude,True,wis,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,False,0.4708333333333333,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
WIS_019,Claude,True,wis,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,False,0.4708333333333333,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
WIS_020,Claude,True,wis,adversarial,0.0,0.0,0.0,0.6666666666666666,True,False,False,False,0.4708333333333333,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
WIS_024,Claude,True,wis,adversarial,1.0,0.0,0.0,0.3333333333333333,True,False,False,False,0.4708333333333333,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
WIS_025,Claude,True,wis,adversarial,1.0,0.0,0.0,0.6666666666666666,True,False,False,False,0.4708333333333333,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
WIS_026,Claude,True,wis,adversarial,1.0,0.0,0.0,0.3333333333333333,True,False,False,False,0.4708333333333333,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
WIS_027,Claude,True,wis,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,False,0.4708333333333333,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
WIS_029,Claude,True,wis,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,False,0.4708333333333333,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
SP_019,GPT-4o,True,shortest_path,adversarial,0.0,0.0,0.5,0.6666666666666666,True,False,False,False,0.7386363636363636,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
SP_021,GPT-4o,True,shortest_path,adversarial,0.0,0.0,0.0,0.6666666666666666,True,False,False,False,0.3113636363636363,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
SP_024,GPT-4o,True,shortest_path,adversarial,1.0,1.0,0.0,0.6666666666666666,True,False,False,False,0.3113636363636363,computation,1,0,-1,True,"(1,0,-1)",0.0,0.0,mixed,computation,conflict_partial
SP_027,GPT-4o,True,shortest_path,adversarial,0.0,1.0,0.0,0.3333333333333333,False,False,False,False,0.3113636363636363,mixed,1,0,-1,True,"(1,0,-1)",0.0,0.0,mixed,mixed,conflict_partial
SP_029,GPT-4o,True,shortest_path,adversarial,1.0,0.0,0.0,0.0,True,False,False,False,0.3113636363636363,mixed,-1,-1,-1,True,"(-1,-1,-1)",0.0,0.0,retrieval,mixed,unanimous_retrieval
SP_040,GPT-4o,True,shortest_path,adversarial,0.0,0.0,0.0,0.0,True,False,False,False,0.3113636363636363,mixed,-1,-1,-1,True,"(-1,-1,-1)",0.0,0.0,retrieval,mixed,unanimous_retrieval
SP_042,GPT-4o,True,shortest_path,adversarial,1.0,1.0,0.0,0.3333333333333333,True,False,False,False,0.3113636363636363,mixed,1,0,-1,True,"(1,0,-1)",0.0,0.0,mixed,mixed,conflict_partial
SP_044,GPT-4o,True,shortest_path,adversarial,1.0,1.0,0.0,0.6666666666666666,True,False,False,False,0.3113636363636363,computation,1,0,-1,True,"(1,0,-1)",0.0,0.0,mixed,computation,conflict_partial
SP_045,GPT-4o,True,shortest_path,adversarial,1.0,0.0,0.0,0.0,True,False,False,False,0.3113636363636363,mixed,-1,-1,-1,True,"(-1,-1,-1)",0.0,0.0,retrieval,mixed,unanimous_retrieval
SP_046,GPT-4o,True,shortest_path,adversarial,0.0,0.0,0.0,0.0,True,False,False,False,0.3113636363636363,mixed,-1,-1,-1,True,"(-1,-1,-1)",0.0,0.0,retrieval,mixed,unanimous_retrieval
SP_047,GPT-4o,True,shortest_path,adversarial,1.0,0.0,0.0,0.3333333333333333,True,False,False,False,0.3113636363636363,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
SP_069,GPT-4o,True,shortest_path,adversarial,1.0,1.0,0.0,0.6666666666666666,True,False,False,False,0.3113636363636363,computation,1,0,-1,True,"(1,0,-1)",0.0,0.0,mixed,computation,conflict_partial
SP_071,GPT-4o,True,shortest_path,adversarial,0.0,0.0,0.0,0.0,True,False,False,False,0.3113636363636363,mixed,-1,-1,-1,True,"(-1,-1,-1)",0.0,0.0,retrieval,mixed,unanimous_retrieval
SP_073,GPT-4o,True,shortest_path,adversarial,0.0,1.0,0.0,0.0,True,False,False,False,0.3113636363636363,mixed,1,-1,-1,True,"(1,-1,-1)",0.0,0.0,mixed,mixed,conflict_full
WIS_013,GPT-4o,True,wis,adversarial,0.0,0.0,0.0,0.3333333333333333,False,False,False,False,0.4708333333333333,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
WIS_014,GPT-4o,True,wis,adversarial,0.0,0.0,0.0,0.3333333333333333,False,False,False,False,0.4708333333333333,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
WIS_015,GPT-4o,True,wis,adversarial,0.0,0.0,0.0,0.3333333333333333,False,False,False,False,0.4708333333333333,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
WIS_023,GPT-4o,True,wis,adversarial,0.0,0.0,0.0,0.3333333333333333,False,False,False,False,0.4708333333333333,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
WIS_024,GPT-4o,True,wis,adversarial,0.0,0.0,0.0,0.6666666666666666,True,False,False,False,0.4708333333333333,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
WIS_025,GPT-4o,True,wis,adversarial,0.0,0.0,0.0,0.3333333333333333,False,False,False,False,0.4708333333333333,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
WIS_026,GPT-4o,True,wis,adversarial,0.0,0.0,0.0,0.3333333333333333,False,False,False,False,0.4708333333333333,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
WIS_027,GPT-4o,True,wis,adversarial,1.0,0.0,0.0,0.3333333333333333,True,False,False,False,0.4708333333333333,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
WIS_028,GPT-4o,True,wis,adversarial,1.0,0.0,0.0,0.3333333333333333,False,False,False,False,0.4708333333333333,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
WIS_029,GPT-4o,True,wis,adversarial,0.0,0.0,0.0,0.3333333333333333,False,False,False,False,0.4708333333333333,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
SP_019,Llama,True,shortest_path,adversarial,0.0,0.0,0.5,0.3333333333333333,True,False,False,False,0.7386363636363636,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
SP_020,Llama,True,shortest_path,adversarial,0.0,0.0,0.5,0.3333333333333333,True,False,False,False,0.7386363636363636,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
SP_021,Llama,True,shortest_path,adversarial,0.0,0.0,0.0,0.0,True,False,False,False,0.3113636363636363,mixed,-1,-1,-1,True,"(-1,-1,-1)",0.0,0.0,retrieval,mixed,unanimous_retrieval
SP_023,Llama,True,shortest_path,adversarial,0.0,0.0,0.5,0.0,False,False,False,False,0.7386363636363636,mixed,-1,-1,-1,True,"(-1,-1,-1)",0.0,0.0,retrieval,mixed,unanimous_retrieval
SP_024,Llama,True,shortest_path,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,False,0.3113636363636363,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
SP_026,Llama,True,shortest_path,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,False,0.3113636363636363,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
SP_028,Llama,True,shortest_path,adversarial,0.0,0.0,0.0,0.6666666666666666,True,False,False,False,0.3113636363636363,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
SP_029,Llama,True,shortest_path,adversarial,0.0,0.0,0.0,0.3333333333333333,False,False,False,False,0.3113636363636363,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
SP_030,Llama,True,shortest_path,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,False,0.3113636363636363,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
SP_037,Llama,True,shortest_path,adversarial,0.0,0.0,0.5,0.0,True,False,False,False,0.7386363636363636,mixed,-1,-1,-1,True,"(-1,-1,-1)",0.0,0.0,retrieval,mixed,unanimous_retrieval
SP_038,Llama,True,shortest_path,adversarial,0.0,0.0,0.0,0.0,True,False,False,False,0.3113636363636363,mixed,-1,-1,-1,True,"(-1,-1,-1)",0.0,0.0,retrieval,mixed,unanimous_retrieval
SP_039,Llama,True,shortest_path,adversarial,0.0,0.0,0.0,0.0,True,False,False,False,0.3113636363636363,mixed,-1,-1,-1,True,"(-1,-1,-1)",0.0,0.0,retrieval,mixed,unanimous_retrieval
SP_040,Llama,True,shortest_path,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,False,0.3113636363636363,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
SP_042,Llama,True,shortest_path,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,False,0.3113636363636363,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
SP_044,Llama,True,shortest_path,adversarial,0.0,0.0,0.0,0.6666666666666666,False,False,False,False,0.3113636363636363,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
SP_045,Llama,True,shortest_path,adversarial,0.0,0.0,0.0,0.0,True,False,False,False,0.3113636363636363,mixed,-1,-1,-1,True,"(-1,-1,-1)",0.0,0.0,retrieval,mixed,unanimous_retrieval
SP_046,Llama,True,shortest_path,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,False,0.3113636363636363,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
SP_047,Llama,True,shortest_path,adversarial,0.0,0.0,0.0,0.0,True,False,False,False,0.3113636363636363,mixed,-1,-1,-1,True,"(-1,-1,-1)",0.0,0.0,retrieval,mixed,unanimous_retrieval
SP_048,Llama,True,shortest_path,adversarial,0.0,0.0,0.0,0.6666666666666666,True,False,False,False,0.3113636363636363,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
SP_062,Llama,True,shortest_path,adversarial,0.0,0.0,0.5,0.0,True,False,False,False,0.7386363636363636,mixed,-1,-1,-1,True,"(-1,-1,-1)",0.0,0.0,retrieval,mixed,unanimous_retrieval
SP_063,Llama,True,shortest_path,adversarial,0.0,0.0,0.0,1.0,True,False,False,False,0.3113636363636363,mixed,-1,1,-1,True,"(-1,1,-1)",0.0,0.0,mixed,mixed,conflict_full
SP_064,Llama,True,shortest_path,adversarial,0.0,0.0,0.5,0.3333333333333333,True,False,False,False,0.7386363636363636,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
SP_065,Llama,True,shortest_path,adversarial,0.0,0.0,0.5,0.3333333333333333,True,False,False,False,0.7386363636363636,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
SP_066,Llama,True,shortest_path,adversarial,1.0,0.0,0.0,0.3333333333333333,True,False,False,False,0.3113636363636363,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
SP_068,Llama,True,shortest_path,adversarial,0.0,0.0,0.0,0.6666666666666666,True,False,False,False,0.3113636363636363,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
SP_069,Llama,True,shortest_path,adversarial,0.0,0.0,0.0,0.6666666666666666,True,False,False,False,0.3113636363636363,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
SP_070,Llama,True,shortest_path,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,False,0.3113636363636363,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
SP_071,Llama,True,shortest_path,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,False,0.3113636363636363,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
SP_072,Llama,True,shortest_path,adversarial,0.0,0.0,0.0,0.0,True,False,False,False,0.3113636363636363,mixed,-1,-1,-1,True,"(-1,-1,-1)",0.0,0.0,retrieval,mixed,unanimous_retrieval
SP_073,Llama,True,shortest_path,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,False,0.3113636363636363,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
WIS_013,Llama,True,wis,adversarial,0.0,0.0,0.0,0.6666666666666666,True,False,False,False,0.4708333333333333,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
WIS_014,Llama,True,wis,adversarial,0.0,0.0,0.0,0.6666666666666666,True,False,False,False,0.4708333333333333,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
WIS_015,Llama,True,wis,adversarial,0.0,0.0,0.0,0.6666666666666666,True,False,False,False,0.4708333333333333,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
WIS_016,Llama,True,wis,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,False,0.4708333333333333,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
WIS_017,Llama,True,wis,adversarial,0.0,1.0,0.0,0.3333333333333333,True,False,False,False,0.4708333333333333,mixed,1,0,-1,True,"(1,0,-1)",0.0,0.0,mixed,mixed,conflict_partial
WIS_018,Llama,True,wis,adversarial,1.0,0.0,0.0,0.3333333333333333,True,False,False,False,0.4708333333333333,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
WIS_019,Llama,True,wis,adversarial,0.0,0.0,0.0,0.6666666666666666,True,False,False,False,0.4708333333333333,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
WIS_020,Llama,True,wis,adversarial,0.0,0.0,0.0,0.0,True,False,False,False,0.4708333333333333,mixed,-1,-1,-1,True,"(-1,-1,-1)",0.0,0.0,retrieval,mixed,unanimous_retrieval
WIS_023,Llama,True,wis,adversarial,0.0,0.0,0.0,0.3333333333333333,True,False,False,False,0.4708333333333333,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
WIS_024,Llama,True,wis,adversarial,0.0,0.0,0.0,0.6666666666666666,True,False,False,False,0.4708333333333333,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
WIS_025,Llama,True,wis,adversarial,0.0,0.0,0.0,0.6666666666666666,True,False,False,False,0.4708333333333333,mixed,-1,0,-1,True,"(-1,0,-1)",0.0,0.0,ambiguous,mixed,one_sided_or_neutral
WIS_026,Llama,True,wis,adversarial,0.0,0.0,0.0,1.0,True,False,False,False,0.4708333333333333,mixed,-1,1,-1,True,"(-1,1,-1)",0.0,0.0,mixed,mixed,conflict_full
